time,step,total_kinetic_energy,total_enstrophy,test_filtered_enstrophy,kinetic_energy_rate,kinetic_energy_rate_source,viscous_kinetic_energy_rate,total_helicity,vortex_strength_magnitude_sum,net_vortex_strength_x,net_vortex_strength_y,net_vortex_strength_z,linear_impulse_x,linear_impulse_y,linear_impulse_z,angular_impulse_x,angular_impulse_y,angular_impulse_z,n_particles_total,max_vortex_strength_magnitude,min_particle_core_radius,mean_particle_core_radius,max_particle_core_radius,mean_eddy_viscosity,max_eddy_viscosity,mean_effective_viscosity,max_effective_viscosity,invariant_projection_correction_ratio,mean_core_radius,mean_overlap_ratio,max_overlap_ratio,vorticity_divergence_error,vortex_strength_misalignment_degrees,n_stabilization_events,n_regularization_events,regularization_cumulative_total_kinetic_energy_transfer,regularization_cumulative_total_enstrophy_transfer,last_stabilization_mechanism,stabilization_vortex_strength_error,stabilization_vortex_strength_growth,stabilization_vorticity_growth,max_stabilization_vorticity_growth,lagrangian_cfl,stretching_viscosity_feedback_coefficient
0.0,0,26.668454706984274,1971.60622146002,1730.492292812808,-2.872167961102236,fourier_transition_viscous_rate,-2.872167961102236,-3.767590148194381e-16,39.47841761108702,0.0,0.0,0.0,19.822042390770005,1.1040650950986178e-17,1.5527966807743444e-17,-2.0512487164826897e-26,-4.930839499510015e-17,-5.1437057998994795e-18,167768,0.0021755986381322145,0.03999999910593033,0.03999999538064003,0.03999999910593033,0.0005850474117323756,0.0009030177025124431,0.0016322449082508683,0.0019502151990309358,0.0,0.03999999910593033,0.6974771438715299,0.7956465161641911,3.1827513475992884e-07,0.0504140595325495,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
