time,step,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,vorticity_x,vorticity_y,vorticity_z,kinematic_pressure
0.0,0,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,10,1.5,0.0,0.0,0.8882100661916479,-1.172155999257967e-08,4.203912371268229e-08,3.5474671139951534e-09,5.7611746614808414e-08,-4.300025310550581e-08,-0.0560693394154623
0.04,16,1.5,0.0,0.0,0.8854917937799373,-8.110344533983349e-09,2.982451762906347e-08,6.328685209524486e-09,8.830770795665137e-08,-4.674578993205461e-08,-0.034514386980014904
0.06,21,1.5,0.0,0.0,0.8830212875673528,-6.05918927176958e-09,1.896930208099805e-08,8.3964008314579e-09,9.014894553902835e-08,-5.3983215831472555e-08,-0.019663439166354695
0.08,26,1.5,0.0,0.0,0.8807234387974067,-1.7978434383044382e-09,1.3634232152489078e-08,8.431140374100397e-09,7.763766898438041e-08,-6.190170315266766e-08,-0.00789716351726053
0.1,31,1.5,0.0,0.0,0.8785564549698978,8.597841110003315e-08,1.947664740991083e-08,7.687825136348241e-09,6.329955817681244e-08,1.4861053470547345e-07,0.001593877632239233
0.12,36,1.5,0.0,0.0,0.8764845818554433,1.5146832928129958e-07,1.5909182643803527e-08,6.671931694313492e-09,4.838273039981349e-08,3.842127723868694e-07,0.009202253014177226
0.14,41,1.5,0.0,0.0,0.8744812371660674,2.1107667429304234e-07,1.053258144710209e-08,5.6434764908533786e-09,3.392382106804498e-08,6.926290843622387e-07,0.015435355826725783
0.16,46,1.5,0.0,0.0,0.8725267330136941,2.6846952876460103e-07,5.0823515030501855e-09,4.984888856961125e-09,1.9826610298751774e-08,1.1208062360254945e-06,0.02061354687140102
0.18,51,1.5,0.0,0.0,0.8706049036152163,3.2590867151126605e-07,4.845970646492947e-10,4.661323822488012e-09,4.507894423243109e-09,1.721620912911628e-06,0.02497105247909132
0.2,56,1.5,0.0,0.0,0.868702623767482,3.815645586555572e-07,-3.490890370794247e-09,4.722520752851575e-09,-1.0669091929845731e-08,2.5368762612463743e-06,0.028610928063906187
0.22,61,1.5,0.0,0.0,0.8668086501351656,4.3322044209002496e-07,-7.030230999084336e-09,5.084607060043627e-09,-2.3438270954079305e-08,3.5918140639127423e-06,0.03168737360020399
0.24,66,1.5,0.0,0.0,0.8649133595077612,4.783779529403658e-07,-1.0174718366802979e-08,5.810517317527476e-09,-3.450458844809855e-08,4.893908736107368e-06,0.034277115210227714
0.26,71,1.5,0.0,0.0,0.8630088666814116,5.121732755411707e-07,-1.2988635073549655e-08,6.66574242871514e-09,-4.387886925185484e-08,6.430338035586045e-06,0.036511455485929205
0.28,76,1.5,0.0,0.0,0.8610880473358438,5.327448687712647e-07,-1.5546602609283914e-08,7.390446628933238e-09,-5.1854734865465123e-08,8.16916074896577e-06,0.038362674227182834
