time,step,x,y,z,Ux,Uy,Uz,omega_x,omega_y,omega_z,Sxx,Sxy,Sxz,Syy,Syz,Szz,dudx,dudy,dudz,dvdx,dvdy,dvdz,dwdx,dwdy,dwdz
0.06,2,-4.5,0.75,0.0,0.99741006,0.0024681264,0.0017315631,-5.7321909451957254e-05,-0.0004974378280167002,0.00011842313688248396,-0.0018539932934800163,0.001099833461921662,0.000562894243557821,0.00037051729646009335,-8.253852412565266e-05,0.0021263286762405187,-0.0018539932934800163,0.0010406218934804201,0.0003141753295494709,0.001159045030362904,0.00037051729646009335,-5.387756939967403e-05,0.0008116131575661711,-0.00011119947885163128,0.0021263286762405187
0.06,2,-4.46875,0.75,0.0,0.9973581,0.0025116582,0.0017545915,-0.00022628723073125911,-0.0004166100043221377,-0.000506965494423639,-0.0020568962063407525,0.001047782050591195,0.0006528121411975008,0.0019684019389387686,-9.540202090363437e-05,-0.00016018329188227654,-0.0020568962063407525,0.0013012647978030145,0.0004445071390364319,0.0007942993033793755,0.0019684019389387686,1.774159446199519e-05,0.0008611171433585696,-0.00020854563626926392,-0.00016018329188227654
0.06,2,-4.4375,0.75,0.0,0.99730486,0.002556169,0.0017781641,-0.0002693297644782433,-0.00040894010635383893,0.0003467834358161781,-0.0010304807219654322,0.0007669809219805757,0.0005299690683386871,0.00045842430404263723,-7.220527470508387e-05,0.0006089164671720937,-0.0010304807219654322,0.0005935892040724866,0.0003254990151617676,0.0009403726398886647,0.00045842430404263723,6.245960753403779e-05,0.0007344391215156065,-0.00020687015694420552,0.0006089164671720937
0.06,2,-4.40625,0.75,0.0,0.9972502,0.0026019043,0.001802218,4.2787982835079674e-05,-0.0004571318795569823,0.0011094666260760278,-0.0019079070480074733,0.001487830959376879,0.000528396577010426,0.0008316000332797557,-4.371761890809012e-05,0.0020389452256495133,-0.0019079070480074733,0.0009330976463388652,0.0002998306372319348,0.002042564272414893,0.0008316000332797557,-6.511161032562995e-05,0.0007569625167889171,-2.232362749055028e-05,0.0020389452256495133
0.06,2,-4.375,0.75,0.0,0.997194,0.0026513417,0.0018266415,-0.00034799776517502323,-0.00039806191125535406,0.0005090475315228105,-0.0011687069345498458,0.001104136899812147,0.0005291917641443433,0.0020528295038957367,-0.00020568362140238605,0.0009603835351299495,-0.0011687069345498458,0.0008496131340507418,0.0003301608085166663,0.0013586606655735523,0.0020528295038957367,-3.1684738814874436e-05,0.0007282227197720204,-0.00037968250398989767,0.0009603835351299495
0.06,2,-4.34375,0.75,0.0,0.99713635,0.0026997696,0.001851657,-9.764537418277541e-05,-4.324017936596647e-06,5.5970740504562855e-05,-0.0026239461585646495,0.0014898836961947381,0.0004747170296468539,0.00046646570115171926,-3.766713038544367e-05,0.0003335287983645685,-0.0026239461585646495,0.0014618983259424567,0.0004725550206785556,0.0015178690664470196,0.00046646570115171926,1.1155556705944036e-05,0.00047687903861515224,-8.648981747683138e-05,0.0003335287983645685
0.06,2,-4.3125,0.75,0.0,0.9970767,0.0027497439,0.0018769652,-0.0002910407529270742,-0.00048413997865282,0.0001246272586286068,-0.0012596810411196202,0.0006321505643427372,0.0005926555750193074,0.000293012245947466,-0.00011408258615119848,0.0014564062294084579,-0.0012596810411196202,0.0005698369350284338,0.00035058558569289744,0.0006944641936570406,0.000293012245947466,3.143779031233862e-05,0.0008347255643457174,-0.0002596029626147356,0.0014564062294084579
0.06,2,-4.28125,0.75,0.0,0.9970154,0.0028037902,0.0019053094,-0.00017254385539899886,-0.0002859977030311711,0.0005710935511160642,-0.0011624235776253045,0.00045692942512687296,0.0006077166508475784,0.00045804802675775136,-3.51529564284192e-05,0.0004563090769806877,-0.0011624235776253045,0.00017138264956884086,0.00046471779933199286,0.000742476200684905,0.00045804802675775136,5.111897127108023e-05,0.000750715502363164,-0.00012142488412791863,0.0004563090769806877
0.06,2,-4.25,0.75,0.0,0.9969529,0.002856391,0.0019319638,-0.0001457989343123245,-0.0006537892913911492,0.0005425488925538957,-0.0015565751236863434,0.0016001395124476403,0.0009161052439594641,0.0004101036197425856,-5.528876882010536e-05,0.0014989335322752595,-0.0015565751236863434,0.0013288650661706924,0.0005892105982638896,0.0018714139587245882,0.0004101036197425856,1.7610698336056885e-05,0.0012429998896550387,-0.0001281882359762676,0.0014989335322752595
0.06,2,-4.21875,0.75,0.0,0.99688745,0.0029102878,0.0019613286,-0.0001215630028070791,-0.0005537334081964218,0.0018893655797000974,-0.0028537230391521007,0.0018597762827994302,0.0007386818901977676,0.0012576281479255158,6.99359366507224e-05,0.0006536691507790238,-0.0028537230391521007,0.0009150934929493815,0.00046181518609955674,0.002804459072649479,0.0012576281479255158,0.00013071743805426195,0.0010155485942959785,9.154435247182846e-06,0.0006536691507790238
