time,step,x,y,z,Ux,Uy,Uz,omega_x,omega_y,omega_z,p
0.05,5,-1.5,0.75,0.0,0.9601782755720951,0.03505479918325039,-0.002539838998241112,0.000162366449990757,-0.0003289776355315987,0.03397721163037584,1.7135836652511434
0.05,5,-1.46875,0.75,0.0,0.9580475395850512,0.03729932239360025,-0.0024127433883790023,4.484913181393119e-05,0.0004141440005553428,0.035272012359211555,1.7059098127968462
0.05,5,-1.4375,0.75,0.0,0.9539087116708078,0.04160463522405749,-0.0023746023582656016,-4.9629772936226195e-05,0.002035346994333485,0.03753283876652699,1.6908198672198944
0.05,5,-1.40625,0.75,0.0,0.951401481841518,0.0460998731325685,-0.002231576581207583,-0.00010081023833531933,0.0020326870301459197,0.03453482324848407,1.6754127884103849
0.05,5,-1.375,0.75,0.0,0.9498358058726256,0.05051930281537151,-0.0021068618916542034,-9.393540805558814e-05,0.000923823736653945,0.027825106056116093,1.6613797201143683
0.05,5,-1.34375,0.75,0.0,0.9477959355216776,0.05501014580724791,-0.0019316610851801263,-9.073458697626474e-05,0.0009931494670739822,0.0023138986962065807,1.644935196246111
0.05,5,-1.3125,0.75,0.0,0.9434570435350916,0.061380340764717066,-0.0013672696638383666,-0.00025057414983025816,0.003392433959012059,-0.061722600284204905,1.6114583301942051
0.05,5,-1.28125,0.75,0.0,0.9414348048570372,0.06283505661825833,-0.0014028156397686924,-0.0003698850498935628,0.004651893845222756,-0.09300723453811875,1.5909680511720696
0.05,5,-1.25,0.75,0.0,0.9418351679637557,0.06374182716265167,-0.0019245766122303345,-0.0005028330409524189,0.00899048451550845,-0.0929383047299407,1.5812394574124247
0.05,5,-1.21875,0.75,0.0,0.9432099880631081,0.06598887708402298,-0.0018728102839876536,-0.00016037233445320907,0.003752072942320307,-0.05869899228638635,1.5652141235852806
0.05,5,-1.1875,0.75,0.0,0.9418093675711734,0.0700743678713861,-0.0017864984937878369,1.6549310442169157e-05,0.001531238344694672,-0.017389548973668362,1.5526269883428212
0.05,5,-1.15625,0.75,0.0,0.9386785115579612,0.07622021528969243,-0.0016557803576767824,4.669357156241623e-05,0.0003157744603435996,0.0004184732918990957,1.5388870146340394
0.05,5,-1.125,0.75,0.0,0.9371039930146583,0.08231146207668884,-0.001546530233802444,5.008031401142248e-05,6.188968010184186e-05,0.0030427785915024055,1.524502416410254
0.05,5,-1.09375,0.75,0.0,0.9359381196572707,0.08883440222612297,-0.0014559340226517798,5.807267646709257e-05,8.868725230341808e-05,0.0036423306081317646,1.5088783398242032
0.05,5,-1.0625,0.75,0.0,0.9349607395567232,0.09582259066317361,-0.0013797041237956938,7.161123659532833e-05,0.00010689892515391035,0.004275706729964335,1.4924628668708313
0.05,5,-1.03125,0.75,0.0,0.934294879327221,0.10330875239505585,-0.001314717599631113,8.942431118655358e-05,0.00011843422126254583,0.005055492592155658,1.475096571670975
0.05,5,-1.0,0.75,0.0,0.9340728986650556,0.11209929951518567,-0.0008642686203158931,-9.621070954687876e-05,3.371670267019495e-05,0.0060633645298784,1.4542980152976572
0.05,5,-0.96875,0.75,0.0,0.934412446625858,0.12059849990460826,-0.0008071862635841137,-8.623896506074257e-05,4.26216865081789e-05,0.007136240894551005,1.434458869796996
