time,step,x,y,z,Ux,Uy,Uz,omega_x,omega_y,omega_z,Sxx,Sxy,Sxz,Syy,Syz,Szz,dudx,dudy,dudz,dvdx,dvdy,dvdz,dwdx,dwdy,dwdz
0.06,2,-4.5,0.0,0.0,0.99687344,0.0018053901,0.001804091,2.7268317381867746e-06,-0.00022263165737967938,0.00012582261115312576,-0.0026872755552176386,0.000470619706902653,0.0005001842437195592,0.0008246816287282854,4.053524160241295e-05,0.0008292332495329902,-0.0026872755552176386,0.0004077084013260901,0.00038886841502971947,0.0005335310124792159,0.0008246816287282854,3.9171825733319565e-05,0.0006115000724093989,4.189865747150634e-05,0.0008292332495329902
0.06,2,-4.46875,0.0,0.0,0.99680656,0.0018306522,0.00182917,-1.1791335850830365e-05,-0.0005928026948822662,0.0006751052133040503,-0.0025063271750696003,0.0007012124478933401,0.0006932555334060453,0.001263151949387975,4.0315787089184596e-05,0.0011896750511368737,-0.0025063271750696003,0.000363659841241315,0.0003968541859649122,0.0010387650545453653,0.001263151949387975,4.621145501459978e-05,0.0009896568808471784,3.4420119163769414e-05,0.0011896750511368737
0.06,2,-4.4375,0.0,0.0,0.9967382,0.0018563413,0.0018548303,5.595295846205772e-06,-0.00029552707383118104,0.00029232699284875707,-0.001170570933027193,0.0005478251988506599,0.000530454432919214,0.0016993274330161512,-6.228676127761901e-06,0.0017378933844156563,-0.001170570933027193,0.0004016617024262814,0.0003826908960036235,0.0006939886952750385,0.0016993274330161512,-9.026324050864787e-06,0.0006782179698348045,-3.4310282046590146e-06,0.0017378933844156563
0.06,2,-4.40625,0.0,0.0,0.99666786,0.0018825633,0.0018810173,5.352662782343032e-06,-0.00029932018514955416,0.0003088289340666961,-0.0016159558435902,0.0007433144255628577,0.0007829077694623265,0.0024326464772457257,3.2269564087528124e-07,0.002438645518850535,-0.0016159558435902,0.0005888999585295096,0.0006332476768875495,0.0008977288925962057,0.0024326464772457257,-2.3536357502962346e-06,0.0009325678620371036,2.999027032046797e-06,0.002438645518850535
0.06,2,-4.375,0.0,0.0,0.99659544,0.0019093475,0.0019077599,-2.563046265890989e-05,-0.0002973057962663006,0.0005093676973046968,-0.0029819589108228683,0.0006995038520472008,0.0006601603072340367,0.002280651970067993,7.938210514168986e-05,0.002219821239123121,-0.0029819589108228683,0.0004448200033948524,0.0005115074091008864,0.0009541877006995492,0.002280651970067993,9.219733647114481e-05,0.000808813205367187,6.656687381223492e-05,0.002219821239123121
0.06,2,-4.34375,0.0,0.0,0.99651885,0.0019385929,0.0019369369,-5.6685988084836936e-05,-0.0005824212862535205,0.0006963704072404653,-0.003061892988625914,0.0008177494601113722,0.0007305745527901308,0.0028840040031354874,1.1945125422130332e-05,0.0028811400406993926,-0.003061892988625914,0.00046956425649113953,0.0004393639096633706,0.0011659346637316048,0.0028840040031354874,4.02881194645488e-05,0.001021785195916891,-1.6397868620288136e-05,0.0028811400406993926
0.06,2,-4.3125,0.0,0.0,0.99644214,0.001966596,0.0019649055,2.5979935571740498e-06,-0.0001736092017381452,0.00028108189144404605,-0.0010240920237265527,0.0006826155549788382,0.0006396431454049889,0.0004825995274586603,-4.938027871048689e-06,0.000490538906888105,-0.0010240920237265527,0.0005420746092568152,0.0005528385445359163,0.0008231565007008612,0.0004825995274586603,-6.237024649635714e-06,0.0007264477462740615,-3.6390310924616642e-06,0.000490538906888105
0.06,2,-4.28125,0.0,0.0,0.99636126,0.0019979111,0.0019962017,-8.541458186073214e-06,-0.00032728348742239177,0.0003693735125125386,-0.0022298767580650747,0.0007150231213017832,0.0006861140864202753,0.00044653033546637744,-9.506957709959352e-06,0.0004329141083871946,-0.0022298767580650747,0.000530336365045514,0.0005224723427090794,0.0008997098775580525,0.00044653033546637744,-5.2362286169227445e-06,0.0008497558301314712,-1.3777686802995959e-05,0.0004329141083871946
0.06,2,-4.25,0.0,0.0,0.99627984,0.002027234,0.002025498,1.277741418448386e-05,-0.0005178154651730438,0.0006308892225206364,-0.0011395002366043627,0.0007363208405877231,0.0006681801191916747,0.0020329661783762276,8.080916117592096e-06,0.00203448100364767,-0.0011395002366043627,0.00042087622932740487,0.00040927238660515286,0.0010517654518480413,0.0020329661783762276,1.6922090253501665e-06,0.0009270878517781966,1.4469623209834026e-05,0.00203448100364767
0.06,2,-4.21875,0.0,0.0,0.996196,0.0020572166,0.002055447,2.8975207158055127e-06,-0.0005586966808550642,0.0005578721102210693,-0.002366849745158106,0.0006465103397204075,0.0006651062326454849,0.0011719077883753926,-5.246052201357543e-05,0.0011716587468981743,-0.002366849745158106,0.00036757428460987285,0.00038575789221795276,0.0009254463948309422,0.0011719077883753926,-5.3909282371478184e-05,0.0009444545730730169,-5.101176165567267e-05,0.0011716587468981743
