step,time,total_kinetic_energy,total_kinetic_energy_standard_error,total_kinetic_energy_ci_lower,total_kinetic_energy_ci_upper,total_enstrophy,total_enstrophy_standard_error,total_enstrophy_ci_lower,total_enstrophy_ci_upper,test_filtered_enstrophy,test_filtered_enstrophy_standard_error,test_filtered_enstrophy_ci_lower,test_filtered_enstrophy_ci_upper,kinetic_energy_rate,kinetic_energy_rate_standard_error,kinetic_energy_rate_ci_lower,kinetic_energy_rate_ci_upper,kinetic_energy_rate_source,viscous_kinetic_energy_rate,viscous_kinetic_energy_rate_standard_error,viscous_kinetic_energy_rate_ci_lower,viscous_kinetic_energy_rate_ci_upper,total_helicity,total_helicity_standard_error,total_helicity_ci_lower,total_helicity_ci_upper,vortex_strength_magnitude_sum,vortex_strength_magnitude_sum_standard_error,vortex_strength_magnitude_sum_ci_lower,vortex_strength_magnitude_sum_ci_upper,net_vortex_strength_x,net_vortex_strength_x_standard_error,net_vortex_strength_x_ci_lower,net_vortex_strength_x_ci_upper,net_vortex_strength_y,net_vortex_strength_y_standard_error,net_vortex_strength_y_ci_lower,net_vortex_strength_y_ci_upper,net_vortex_strength_z,net_vortex_strength_z_standard_error,net_vortex_strength_z_ci_lower,net_vortex_strength_z_ci_upper,linear_impulse_x,linear_impulse_x_standard_error,linear_impulse_x_ci_lower,linear_impulse_x_ci_upper,linear_impulse_y,linear_impulse_y_standard_error,linear_impulse_y_ci_lower,linear_impulse_y_ci_upper,linear_impulse_z,linear_impulse_z_standard_error,linear_impulse_z_ci_lower,linear_impulse_z_ci_upper,angular_impulse_x,angular_impulse_x_standard_error,angular_impulse_x_ci_lower,angular_impulse_x_ci_upper,angular_impulse_y,angular_impulse_y_standard_error,angular_impulse_y_ci_lower,angular_impulse_y_ci_upper,angular_impulse_z,angular_impulse_z_standard_error,angular_impulse_z_ci_lower,angular_impulse_z_ci_upper,n_particles_total,n_particles_total_standard_error,n_particles_total_ci_lower,n_particles_total_ci_upper,max_vortex_strength_magnitude,max_vortex_strength_magnitude_standard_error,max_vortex_strength_magnitude_ci_lower,max_vortex_strength_magnitude_ci_upper,min_particle_core_radius,min_particle_core_radius_standard_error,min_particle_core_radius_ci_lower,min_particle_core_radius_ci_upper,mean_particle_core_radius,mean_particle_core_radius_standard_error,mean_particle_core_radius_ci_lower,mean_particle_core_radius_ci_upper,max_particle_core_radius,max_particle_core_radius_standard_error,max_particle_core_radius_ci_lower,max_particle_core_radius_ci_upper,mean_eddy_viscosity,mean_eddy_viscosity_standard_error,mean_eddy_viscosity_ci_lower,mean_eddy_viscosity_ci_upper,max_eddy_viscosity,max_eddy_viscosity_standard_error,max_eddy_viscosity_ci_lower,max_eddy_viscosity_ci_upper,mean_effective_viscosity,mean_effective_viscosity_standard_error,mean_effective_viscosity_ci_lower,mean_effective_viscosity_ci_upper,max_effective_viscosity,max_effective_viscosity_standard_error,max_effective_viscosity_ci_lower,max_effective_viscosity_ci_upper,invariant_projection_correction_ratio,invariant_projection_correction_ratio_standard_error,invariant_projection_correction_ratio_ci_lower,invariant_projection_correction_ratio_ci_upper,mean_core_radius,mean_core_radius_standard_error,mean_core_radius_ci_lower,mean_core_radius_ci_upper,mean_overlap_ratio,mean_overlap_ratio_standard_error,mean_overlap_ratio_ci_lower,mean_overlap_ratio_ci_upper,max_overlap_ratio,max_overlap_ratio_standard_error,max_overlap_ratio_ci_lower,max_overlap_ratio_ci_upper,vorticity_divergence_error,vorticity_divergence_error_standard_error,vorticity_divergence_error_ci_lower,vorticity_divergence_error_ci_upper,vortex_strength_misalignment_degrees,vortex_strength_misalignment_degrees_standard_error,vortex_strength_misalignment_degrees_ci_lower,vortex_strength_misalignment_degrees_ci_upper,n_stabilization_events,n_stabilization_events_standard_error,n_stabilization_events_ci_lower,n_stabilization_events_ci_upper,n_regularization_events,n_regularization_events_standard_error,n_regularization_events_ci_lower,n_regularization_events_ci_upper,last_stabilization_mechanism,stabilization_vortex_strength_error,stabilization_vortex_strength_error_standard_error,stabilization_vortex_strength_error_ci_lower,stabilization_vortex_strength_error_ci_upper,stabilization_vortex_strength_growth,stabilization_vortex_strength_growth_standard_error,stabilization_vortex_strength_growth_ci_lower,stabilization_vortex_strength_growth_ci_upper,stabilization_vorticity_growth,stabilization_vorticity_growth_standard_error,stabilization_vorticity_growth_ci_lower,stabilization_vorticity_growth_ci_upper,max_stabilization_vorticity_growth,max_stabilization_vorticity_growth_standard_error,max_stabilization_vorticity_growth_ci_lower,max_stabilization_vorticity_growth_ci_upper,lagrangian_cfl,lagrangian_cfl_standard_error,lagrangian_cfl_ci_lower,lagrangian_cfl_ci_upper,stretching_viscosity_feedback_coefficient,stretching_viscosity_feedback_coefficient_standard_error,stretching_viscosity_feedback_coefficient_ci_lower,stretching_viscosity_feedback_coefficient_ci_upper,strain_increment_infinity,strain_increment_infinity_standard_error,strain_increment_infinity_ci_lower,strain_increment_infinity_ci_upper,strain_increment_spectral,strain_increment_spectral_standard_error,strain_increment_spectral_ci_lower,strain_increment_spectral_ci_upper,maximum_particle_strength,maximum_particle_strength_standard_error,maximum_particle_strength_ci_lower,maximum_particle_strength_ci_upper,maximum_particle_vorticity,maximum_particle_vorticity_standard_error,maximum_particle_vorticity_ci_lower,maximum_particle_vorticity_ci_upper
18,0.5819999999940001,1.3863324666845387,0.0009078425700264509,1.3844728354804707,1.3881920978886066,97.08029727278084,0.23337019555574984,96.60226009752229,97.55833444803939,57.807084708378234,0.08389372376289299,57.63523620547053,57.97893321128594,-0.19230617563396435,0.0015599666576197673,-0.19550162247639513,-0.18911072879153357,direct_energy_backward_difference,-0.17660295552220834,0.0004355947855114698,-0.1774952309917788,-0.17571068005263787,0.0,0.0,0.0,0.0,9.999967607958563,2.4376051274774206e-06,9.999962614750812,9.999972601166315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5049435045321247e-06,1.305023200751498e-06,8.317246599042663e-07,6.1781623491599834e-06,2.500036256066684,0.001279288034795891,2.4974157533197947,2.5026567588135733,0.0012401338357574685,0.0015326020720214594,-0.0018992591941014796,0.004379526865616417,0.0,0.0,0.0,0.0,0.0012366354599964448,0.0012597730245796027,-0.0013438926005934103,0.0038171635205863,5.5078564589079254e-05,0.0015768126120583646,-0.00317487565122409,0.0032850327804022483,0.0015376039784690755,0.0010733419474366563,-0.0006610373322485878,0.003736245289186739,3618.0,0.0,3618.0,3618.0,0.0176117699593305,0.0,0.0176117699593305,0.0176117699593305,0.09000000357627864,7.867966132971705e-18,0.09000000357627863,0.09000000357627866,0.09000001847743984,7.867966132971705e-18,0.09000001847743982,0.09000001847743985,0.09000000357627864,7.867966132971705e-18,0.09000000357627863,0.09000000357627866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001886792480945499,2.048949513794715e-19,0.0018867924809454985,0.0018867924809454993,0.001886792480945499,2.048949513794715e-19,0.0018867924809454985,0.0018867924809454993,0.0,0.0,0.0,0.0,0.09000000357627864,7.867966132971705e-18,0.09000000357627863,0.09000000357627866,0.8271981417682792,0.001421216091650453,0.8242869125761081,0.8301093709604503,1.8559864019365224,0.041358121841627224,1.7712681297848953,1.9407046740881495,0.24187684883252428,0.0024417731640321502,0.23687510324467684,0.24687859442037172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18478886650409543,0.001546097487073582,0.18162182936966223,0.18795590363852863,0.0,0.0,0.0,0.0,0.18478886650409543,0.001546097487073582,0.18162182936966223,0.18795590363852863,0.12810978356237757,0.0008922246666903463,0.12628214418304318,0.12993742294171196,0.0176117699593305,0.0,0.0176117699593305,0.0176117699593305,48.20461060849721,0.0,48.20461060849721,48.20461060849721
36,1.1639999999880002,1.3010356220705757,0.0014758924730610254,1.2980123933882357,1.3040588507529156,79.94253198031721,0.2921500093356633,79.34408981471849,80.54097414591594,50.21395439937197,0.1232354373821148,49.96151804931618,50.46639074942776,-0.14655815225917954,0.00215269392746914,-0.15096774587430659,-0.1421485586440525,direct_energy_backward_difference,-0.1432295343999205,0.0005340721071113526,-0.14432353151836103,-0.14213553728147998,0.0,0.0,0.0,0.0,9.999961063779633,3.7231852253859915e-06,9.999953437180427,9.99996869037884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1231662934918983e-06,1.7772491149637956e-06,-5.173634863492188e-07,6.763696073333016e-06,2.501988378064386,0.0023932400268675243,2.49708604810132,2.5068907080274516,0.001420893904086641,0.0027241293367759457,-0.0041592320845391505,0.0070010198927124324,0.0,0.0,0.0,0.0,0.0004860659090777893,0.002039019592281646,-0.003690676386012363,0.004662808204167942,0.0018107574420543457,0.0024861191598055427,-0.0032818268002453212,0.006903341684354013,0.0021165853766997957,0.0014114501550940184,-0.0007746392012827979,0.005007809954682389,3618.0,0.0,3618.0,3618.0,0.0176117699593305,0.0,0.0176117699593305,0.0176117699593305,0.09000000357627864,7.867966132971705e-18,0.09000000357627863,0.09000000357627866,0.09000001847743984,7.867966132971705e-18,0.09000001847743982,0.09000001847743985,0.09000000357627864,7.867966132971705e-18,0.09000000357627863,0.09000000357627866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001886792480945499,2.048949513794715e-19,0.0018867924809454985,0.0018867924809454993,0.001886792480945499,2.048949513794715e-19,0.0018867924809454985,0.0018867924809454993,0.0,0.0,0.0,0.0,0.09000000357627864,7.867966132971705e-18,0.09000000357627863,0.09000000357627866,0.8842510749133505,0.0014501083195871257,0.8812806626751316,0.8872214871515695,2.284079968685071,0.04609563854942797,2.1896573334748104,2.3785026038953316,0.32599688596948273,0.003913304433288986,0.31798084522031456,0.3340129267186509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16731517846184382,0.0017257606291862552,0.16378011806398965,0.170850238859698,0.0,0.0,0.0,0.0,0.16731517846184382,0.0017257606291862552,0.16378011806398965,0.170850238859698,0.11680555132876226,0.0013159416023732747,0.11410996715227537,0.11950113550524916,0.0176117699593305,0.0,0.0176117699593305,0.0176117699593305,48.20461060849721,0.0,48.20461060849721,48.20461060849721
54,1.7459999999819993,1.2317285907679592,0.0017694088952565608,1.2281041209501595,1.2353530605857588,68.2727463820885,0.2456729911390022,67.76950807249317,68.77598469168383,44.44039259285763,0.11726155756303294,44.200193180887474,44.68059200482778,-0.11908424622565462,0.0018567629374427405,-0.12288765268733305,-0.1152808397639762,direct_energy_backward_difference,-0.12105516061700622,0.00044826508056929726,-0.1219733900094618,-0.12013693122455064,0.0,0.0,0.0,0.0,9.9999675093026,2.8843900409027234e-06,9.999961600897441,9.999973417707759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1445182626003174e-06,1.7942647433396323e-06,-2.5308664519279976e-06,4.8199029771286324e-06,2.500372820887072,0.0033789280343831237,2.4934514005698296,2.5072942412043147,-0.0005935287792516585,0.002983593469418175,-0.006705142950221501,0.005518085391718185,0.0,0.0,0.0,0.0,-0.0014862291181684756,0.0020046963526104016,-0.005592663443986501,0.00262020520764955,0.0005568933205534512,0.0023384497983742107,-0.004233203947165933,0.005346990588272835,0.0031228126618802424,0.0016427345752208578,-0.00024217657407614055,0.006487801897836626,3618.0,0.0,3618.0,3618.0,0.0176117699593305,0.0,0.0176117699593305,0.0176117699593305,0.09000000357627864,7.867966132971705e-18,0.09000000357627863,0.09000000357627866,0.09000001847743984,7.867966132971705e-18,0.09000001847743982,0.09000001847743985,0.09000000357627864,7.867966132971705e-18,0.09000000357627863,0.09000000357627866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001886792480945499,2.048949513794715e-19,0.0018867924809454985,0.0018867924809454993,0.001886792480945499,2.048949513794715e-19,0.0018867924809454985,0.0018867924809454993,0.0,0.0,0.0,0.0,0.09000000357627864,7.867966132971705e-18,0.09000000357627863,0.09000000357627866,0.9342489512237333,0.0026752964535856666,0.928768854861789,0.9397290475856777,2.4861341591271993,0.05972200532436291,2.3637991768984405,2.608469141355958,0.36237526147015225,0.002992390584237847,0.3562456272263586,0.3685048957139459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15130621319191373,0.001668117032446843,0.14788923034929932,0.15472319603452814,0.0,0.0,0.0,0.0,0.15130621319191373,0.001668117032446843,0.14788923034929932,0.15472319603452814,0.10443571676942635,0.000979810485208454,0.10242866597391949,0.10644276756493322,0.0176117699593305,0.0,0.0176117699593305,0.0176117699593305,48.20461060849721,0.0,48.20461060849721,48.20461060849721
72,2.3279999999760004,1.1718049460443958,0.002035374785314648,1.1676356697979273,1.1759742222908642,59.950563233474206,0.2611150762416979,59.415693246470305,60.48543322047811,39.82626540085365,0.13160266172651333,39.5566895686938,40.0958412330135,-0.10296158887316338,0.0021554376824637175,-0.10737680281561665,-0.09854637493071011,direct_energy_backward_difference,-0.10502093953305275,0.0004720171006706545,-0.10598782273311601,-0.10405405633298949,0.0,0.0,0.0,0.0,9.999961688600738,2.2058393261682324e-06,9.999957170143709,9.999966207057767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75468162977506e-06,1.6828259849703678e-06,-6.92431136236859e-07,6.201794395786979e-06,2.4988529764372727,0.0035563049463391365,2.49156821598679,2.5061377368877555,0.0003094705833314755,0.0032882392021991603,-0.006426182082384383,0.0070451232490473335,0.0,0.0,0.0,0.0,-0.001509673580836403,0.0030441807229682322,-0.007745395114679942,0.0047260479530071365,0.0003081047295287657,0.003057864055435323,-0.005955645840263921,0.006571855299321452,0.0034081901760836006,0.0021092875171575694,-0.0009124894381615247,0.007728869790328725,3618.0,0.0,3618.0,3618.0,0.0176117699593305,0.0,0.0176117699593305,0.0176117699593305,0.09000000357627864,7.867966132971705e-18,0.09000000357627863,0.09000000357627866,0.09000001847743984,7.867966132971705e-18,0.09000001847743982,0.09000001847743985,0.09000000357627864,7.867966132971705e-18,0.09000000357627863,0.09000000357627866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001886792480945499,2.048949513794715e-19,0.0018867924809454985,0.0018867924809454993,0.001886792480945499,2.048949513794715e-19,0.0018867924809454985,0.0018867924809454993,0.0,0.0,0.0,0.0,0.09000000357627864,7.867966132971705e-18,0.09000000357627863,0.09000000357627866,0.9800769454118468,0.0032116419846752505,0.9734981950335485,0.986655695790145,2.8016669601397326,0.065212121104583,2.6680859855374885,2.9352479347419766,0.3914250373945322,0.003069180992592607,0.3851381051298433,0.3977119696592211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.140389423764193,0.0018288798109016798,0.13664313329805686,0.14413571423032914,0.0,0.0,0.0,0.0,0.140389423764193,0.0018288798109016798,0.13664313329805686,0.14413571423032914,0.09740827488223003,0.0012898656154810624,0.0947661049435225,0.10005044482093756,0.0176117699593305,0.0,0.0176117699593305,0.0176117699593305,48.20461060849721,0.0,48.20461060849721,48.20461060849721
90,2.909999999969999,1.1229131673944408,0.001959826646242233,1.1188986444955975,1.126927690293284,54.05451952177903,0.21746569265309798,53.60906124385297,54.499977799705086,36.29712558614796,0.12075014056860633,36.04978013583445,36.54447103646147,-0.0840064925265618,0.001618843373085252,-0.08732254285343753,-0.08069044219968606,direct_energy_backward_difference,-0.09357002634426642,0.0003986949026417388,-0.09438671583023511,-0.09275333685829773,0.0,0.0,0.0,0.0,9.999967772385169,3.14464694674635e-06,9.999961330867905,9.999974213902433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5091363378310706e-06,1.5290350433892648e-06,3.770500348972984e-07,6.641222640764843e-06,2.5012843937709413,0.003932216570572892,2.493229613264694,2.5093391742771884,0.0017895537452643695,0.0031607524143245913,-0.004684954073684687,0.008264061564213426,0.0,0.0,0.0,0.0,-0.0049544187575771195,0.003367978510890546,-0.011853409992698228,0.001944572477543989,0.0008588673843970103,0.003399917495464725,-0.006105547894827535,0.007823282663621556,0.005816191086116045,0.0026270430161339036,0.0004349374100640355,0.011197444762168055,3618.0,0.0,3618.0,3618.0,0.0176117699593305,0.0,0.0176117699593305,0.0176117699593305,0.09000000357627864,7.867966132971705e-18,0.09000000357627863,0.09000000357627866,0.09000001847743984,7.867966132971705e-18,0.09000001847743982,0.09000001847743985,0.09000000357627864,7.867966132971705e-18,0.09000000357627863,0.09000000357627866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001886792480945499,2.048949513794715e-19,0.0018867924809454985,0.0018867924809454993,0.001886792480945499,2.048949513794715e-19,0.0018867924809454985,0.0018867924809454993,0.0,0.0,0.0,0.0,0.09000000357627864,7.867966132971705e-18,0.09000000357627863,0.09000000357627866,1.0269312200574539,0.0036092602389443326,1.0195379856074027,1.034324454507505,2.996430330040028,0.07205996182199537,2.84882218960636,3.1440384704736957,0.4155738234772588,0.004194574737286692,0.4069816266286068,0.4241660203259108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13473924044690938,0.0019229619413949042,0.1308002314727556,0.13867824942106316,0.0,0.0,0.0,0.0,0.13473924044690938,0.0019229619413949042,0.1308002314727556,0.13867824942106316,0.09297507452071943,0.0013212679435083549,0.0902685798290118,0.09568156921242706,0.0176117699593305,0.0,0.0176117699593305,0.0176117699593305,48.20461060849721,0.0,48.20461060849721,48.20461060849721
108,3.4919999999639986,1.0803587354462723,0.002088346581730068,1.0760809513937126,1.0846365194988319,49.305279172700025,0.19567031795000722,48.90446669597389,49.70609164942616,33.411058886297816,0.11719993185717187,33.17098570886367,33.651132063731964,-0.07311758066771,0.001496011308759731,-0.07618202091677989,-0.07005314041864011,direct_energy_backward_difference,-0.08458415418863294,0.0003639564216706046,-0.08532968512208525,-0.08383862325518063,0.0,0.0,0.0,0.0,9.999968495862237,3.7678661401604445e-06,9.999960777738327,9.999976213986148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6802847122749444e-06,1.9025825650339054e-06,-1.2169790017956239e-06,6.577548426345513e-06,2.5024899285415123,0.003983240396645017,2.4943306304655373,2.5106492266174874,0.000840828272289234,0.003725156132308201,-0.006789808153433238,0.008471464698011705,0.0,0.0,0.0,0.0,-0.00642411277533089,0.004247085896596929,-0.015123873857737901,0.0022756483070761205,0.0008620231629124449,0.003837171445980577,-0.006998066231326956,0.008722112557151846,0.007743156114633277,0.0034537827519725184,0.0006684028592835352,0.014817909369983019,3618.0,0.0,3618.0,3618.0,0.0176117699593305,0.0,0.0176117699593305,0.0176117699593305,0.09000000357627864,7.867966132971705e-18,0.09000000357627863,0.09000000357627866,0.09000001847743984,7.867966132971705e-18,0.09000001847743982,0.09000001847743985,0.09000000357627864,7.867966132971705e-18,0.09000000357627863,0.09000000357627866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001886792480945499,2.048949513794715e-19,0.0018867924809454985,0.0018867924809454993,0.001886792480945499,2.048949513794715e-19,0.0018867924809454985,0.0018867924809454993,0.0,0.0,0.0,0.0,0.09000000357627864,7.867966132971705e-18,0.09000000357627863,0.09000000357627866,1.0685637814367117,0.0036730120431836973,1.0610399573355542,1.0760876055378692,3.157153500490168,0.09590024663078059,2.9607107503917516,3.3535962505885846,0.43273251868691864,0.002996217660527421,0.4265950450327212,0.43886999234111607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12297584389484131,0.0014821172881639819,0.11993986425678801,0.1260118235328946,0.0,0.0,0.0,0.0,0.12297584389484131,0.0014821172881639819,0.11993986425678801,0.1260118235328946,0.08488600346933017,0.0009419716426704125,0.0829564620291155,0.08681554490954485,0.0176117699593305,0.0,0.0176117699593305,0.0176117699593305,48.20461060849721,0.0,48.20461060849721,48.20461060849721
126,4.073999999958001,1.0395776773321217,0.0019892152223187592,1.035502954664156,1.0436524000000873,45.248691690379175,0.18692820660109094,44.865786616974525,45.631596763783826,30.809856875189418,0.10869272641837041,30.58720991813283,31.032503832246004,-0.07007054658860978,0.001604802059217755,-0.07335783458787914,-0.06678325858934042,direct_energy_backward_difference,-0.07694682992737865,0.00030093857715656614,-0.07756327465806787,-0.07633038519668944,0.0,0.0,0.0,0.0,9.999966128119107,3.080318331675092e-06,9.999959818373037,9.999972437865177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.528770691179269e-06,1.2350401634854995e-06,1.998905599891605e-06,7.058635782466933e-06,2.5011662532543313,0.00394411770552016,2.4930870943782626,2.5092454121304,-0.0008587304880071866,0.0038744882366754324,-0.008795259862814809,0.007077798886800435,0.0,0.0,0.0,0.0,-0.0056736306327491446,0.005254658461773021,-0.016437310553539815,0.0050900492880415265,-0.0012714093799927725,0.004346180748734776,-0.010174157065234094,0.007631338305248548,0.006343851114848046,0.003659549939580195,-0.001152397117144383,0.013840099346840475,3618.0,0.0,3618.0,3618.0,0.0176117699593305,0.0,0.0176117699593305,0.0176117699593305,0.09000000357627864,7.867966132971705e-18,0.09000000357627863,0.09000000357627866,0.09000001847743984,7.867966132971705e-18,0.09000001847743982,0.09000001847743985,0.09000000357627864,7.867966132971705e-18,0.09000000357627863,0.09000000357627866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001886792480945499,2.048949513794715e-19,0.0018867924809454985,0.0018867924809454993,0.001886792480945499,2.048949513794715e-19,0.0018867924809454985,0.0018867924809454993,0.0,0.0,0.0,0.0,0.09000000357627864,7.867966132971705e-18,0.09000000357627863,0.09000000357627866,1.1081281365629532,0.0033049800906966437,1.101358191741679,1.1148980813842273,3.366429905393223,0.09690345393965655,3.1679321782786043,3.564927632507842,0.44793010491498053,0.0030681793954127766,0.44164522432910797,0.4542149855008531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12047944084208068,0.0017196808364252825,0.1169568343351387,0.12400204734902265,0.0,0.0,0.0,0.0,0.12047944084208068,0.0017196808364252825,0.1169568343351387,0.12400204734902265,0.08238888098032272,0.0013868720523453337,0.07954800236354231,0.08522975959710313,0.0176117699593305,0.0,0.0176117699593305,0.0176117699593305,48.20461060849721,0.0,48.20461060849721,48.20461060849721
144,4.655999999952001,1.0024260590816367,0.002284688383601446,0.9977460870798909,1.0071060310833826,41.95913998834018,0.15885607697259874,41.633738065751935,42.28454191092843,28.608443687702046,0.10451952679744954,28.394345142553092,28.822542232851,-0.06383439562004825,0.0022184924073883794,-0.06837877131136114,-0.059290019928735366,direct_energy_backward_difference,-0.07089180936073432,0.00028810370443579464,-0.07148196304647826,-0.07030165567499037,0.0,0.0,0.0,0.0,9.999964681164972,2.8082656046394366e-06,9.999958928693651,9.999970433636292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6196106022609205e-06,1.7330997769227192e-06,-1.9304833582313234e-06,5.169704562753164e-06,2.497950109942206,0.004187480344345611,2.489372445298721,2.506527774585691,-0.0018459665870037068,0.004251578544023327,-0.01055493044048452,0.006862997266477105,0.0,0.0,0.0,0.0,-0.009187015419793795,0.005244673432509807,-0.019930241935330665,0.001556211095743075,-0.0008904489002126261,0.00420935605145964,-0.009512923898381587,0.007732026097956334,0.0071376933869785305,0.004063811751616903,-0.0011866476279449771,0.015462034401902039,3618.0,0.0,3618.0,3618.0,0.0176117699593305,0.0,0.0176117699593305,0.0176117699593305,0.09000000357627864,7.867966132971705e-18,0.09000000357627863,0.09000000357627866,0.09000001847743984,7.867966132971705e-18,0.09000001847743982,0.09000001847743985,0.09000000357627864,7.867966132971705e-18,0.09000000357627863,0.09000000357627866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001886792480945499,2.048949513794715e-19,0.0018867924809454985,0.0018867924809454993,0.001886792480945499,2.048949513794715e-19,0.0018867924809454985,0.0018867924809454993,0.0,0.0,0.0,0.0,0.09000000357627864,7.867966132971705e-18,0.09000000357627863,0.09000000357627866,1.1455067393838994,0.0038138411096638337,1.1376944400171916,1.1533190387506072,3.645180881773857,0.10905142703682298,3.4217991598086654,3.8685626037390484,0.4470799262633072,0.002810818486030967,0.4413222256022313,0.4528376269243832,0.0005309557296640311,0.0005026763710923616,-0.0004987301388932792,0.0015606415982213414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11453921369231974,0.0013935270899816444,0.1116847028489162,0.11739372453572329,0.0,0.0,0.0,0.0,0.11453921369231974,0.0013935270899816444,0.1116847028489162,0.11739372453572329,0.07934641990974396,0.001130920726789981,0.0770298338161831,0.08166300600330482,0.0176117699593305,0.0,0.0176117699593305,0.0176117699593305,48.20461060849721,0.0,48.20461060849721,48.20461060849721
