time,step,lift_coefficient,drag_coefficient,side_force_coefficient,force_x,force_y,force_z,unsteady_force_x,unsteady_force_y,unsteady_force_z,moment_x,moment_y,moment_z,lift,drag,dynamic_pressure,reference_area,rolling_moment_coefficient,pitching_moment_coefficient,yawing_moment_coefficient,rolling_moment_coefficient_quarter_chord,pitching_moment_coefficient_quarter_chord,yawing_moment_coefficient_quarter_chord,bound_vortex_strength_y,wake_vortex_strength_y,max_leading_edge_suction_parameter,n_particles_total,force_density,force_units,moment_units,reference_speed,reference_speed_units,power,rotational_power,translational_power
6.913,1153,2.5277214739540266e-05,11.373840945781115,1.3178826126267689e-05,2434.4163,-0.0028207488,0.0054102447,-8.498991966247559,-0.0014849635772407055,0.0042433179914951324,-1529.597106482803,153.17530631994765,-8003.592842114011,0.0054102446883916855,2434.416259765625,30.012500000000003,7.131576025264337,-1.429286723704135,0.5017478915418209,-7.478720339286685,-1.4293037768412078,8.967462431111193e-05,5.7413453704168596e-05,1.7940998077392578e-05,0.0054429149577037705,0.0,155655,1.225,N,N*m,7.0,m/s,12491.856980896173,12491.856980896173,0.0
6.914,1154,2.0797793371840942e-05,11.370205694583992,-1.3036262295044232e-05,2433.6382,0.002790235,0.0044514854,-8.029631614685059,0.003799718338996172,0.003186216577887535,-1528.4824803868698,87.77972135316222,-8002.043162295941,0.004451485350728035,2433.63818359375,30.012500000000003,7.131576025264337,-1.4282451943536547,0.28753518545007173,-7.477272286867802,-1.428258599347664,8.472636941984176e-05,3.7129936161388986e-05,4.256516695022583e-05,0.005421092607864608,0.0,155790,1.225,N,N*m,7.0,m/s,12482.725937633075,12482.725937633075,0.0
6.915,1155,8.806993370790048e-06,11.366965108248559,3.5264663088363347e-06,2432.9446,-0.00075479224,0.0018850174,-7.542611598968506,0.00012991725816391408,0.0005769083509221673,-1527.4586249591903,22.388200816425332,-8000.20909552512,0.00188501738011837,2432.944580078125,30.012500000000003,7.131576025264337,-1.4272884829663406,0.07333579298736748,-7.475558497481818,-1.4272945220612479,-1.5344588400201413e-05,4.1405590980722354e-05,5.36646693944931e-05,0.00541622644494133,0.0,155925,1.225,N,N*m,7.0,m/s,12474.296629119734,12474.296629119734,0.0
6.916,1156,1.0753378667311066e-06,11.3642697525602,-2.892369678494129e-06,2432.3677,0.00061907247,0.00023016147,-7.014405250549316,0.0013209199532866478,-0.0012352062622085214,-1526.5176207432778,-42.92243705474702,-7998.233146674943,0.00023016147315502167,2432.36767578125,30.012500000000003,7.131576025264337,-1.4264091894405795,-0.14059865659463172,-7.473712130588009,-1.426410290267081,2.8364996472685025e-05,3.295408820736727e-05,5.469284951686859e-05,0.005429463092964326,0.0,156060,1.225,N,N*m,7.0,m/s,12466.566521759127,12466.566521759127,0.0
6.917,1157,5.693641921678335e-06,11.361896060140616,1.787504337746346e-06,2431.8596,-0.00038259104,0.0012186468,-6.494838237762451,0.00016834796406328678,-0.000177987472852692,-1525.6493814630712,-108.22512438794534,-7995.937988589405,0.001218646764755249,2431.859619140625,30.012500000000003,7.131576025264337,-1.4255978889543677,-0.3545070630384715,-7.471567488076227,-1.425602139820529,4.760820993873566e-06,4.3086267301952606e-05,7.869862020015717e-05,0.005433900442254114,0.0,156195,1.225,N,N*m,7.0,m/s,12459.50262767818,12459.50262767818,0.0
6.918,1158,9.972863012409301e-06,11.360163412958805,-3.310975795543986e-06,2431.4888,0.0007086694,0.002134556,-5.923269748687744,0.0011647213250398636,0.0005386522971093655,-1524.8857864981226,-173.47651326735163,-7993.566418053017,0.0021345559507608414,2431.48876953125,30.012500000000003,7.131576025264337,-1.4248843702499567,-0.5682474339702703,-7.469351444212374,-1.4248906024195984,6.45709776531277e-05,4.030860659502011e-05,7.843971252441406e-05,0.005445793304040603,0.0,156330,1.225,N,N*m,7.0,m/s,12453.292158795724,12453.292158795724,0.0
6.919,1159,7.095557306070453e-06,11.358758132295216,-1.707899381713294e-05,2431.188,0.0036555268,0.0015187077,-5.360368728637695,0.003747044363990426,-9.159361070487648e-05,-1524.211938962477,-238.69605864976225,-7990.900970698175,0.0015187077224254608,2431.18798828125,30.012500000000003,7.131576025264337,-1.4242547133733732,-0.7818834969175725,-7.466860795857418,-1.4242592527058842,0.00015497034636750647,3.7921262022074277e-05,0.00011162087321281433,0.005465457632871318,0.0,156465,1.225,N,N*m,7.0,m/s,12447.77582988522,12447.77582988522,0.0
6.92,1160,2.1091023032021286e-05,11.357663108401512,-1.1559627520169596e-05,2430.9536,0.0024741814,0.004514247,-4.817889213562012,0.0028327510226517916,0.002726249862462282,-1523.5951599132916,-304.0305295857517,-7987.877951776457,0.004514247179031372,2430.95361328125,30.012500000000003,7.131576025264337,-1.4236783824541244,-0.995896015153771,-7.46403602533974,-1.4236920075159472,-0.00021613627488459598,7.072385766602206e-05,0.000139627605676651,0.005460350702398475,0.0,156600,1.225,N,N*m,7.0,m/s,12442.820057742574,12442.820057742574,0.0
6.921,1161,-8.111483423579087e-06,11.356627398302049,7.870773157943583e-06,2430.732,-0.0016846322,-0.0017361529,-4.3397722244262695,-0.0010817931033670902,-0.0033173756673932076,-1523.0754241514244,-369.21828095962996,-7984.486950129098,-0.0017361529171466827,2430.73193359375,30.012500000000003,7.131576025264337,-1.42319273076119,-1.2094279322232027,-7.4608674042603145,-1.4231878402648872,-0.00020718318238561851,-9.326595110284096e-06,0.0001018233597278595,0.005522182125824671,0.0,156735,1.225,N,N*m,7.0,m/s,12438.401086679125,12438.401086679125,0.0
6.922,1162,3.223542099273562e-06,11.355986353064276,-3.9476657613583315e-06,2430.5947,0.00084494427,0.0006899554,-3.852142095565796,0.0014627438504248857,-0.0010001659393310547,-1522.6048276287804,-434.3373775262821,-7980.717145861425,0.0006899554282426834,2430.5947265625,30.012500000000003,7.131576025264337,-1.4227529957753,-1.422734960532184,-7.45734482228895,-1.4227555339568514,-4.465300215644931e-05,2.95544168576889e-05,9.935349225997925e-05,0.005550126549929146,0.0,156870,1.225,N,N*m,7.0,m/s,12434.62493202677,12434.62493202677,0.0
6.923,1163,-7.582869408195954e-06,11.355598532101922,1.583111211682428e-05,2430.5117,-0.0033884346,-0.0016230103,-3.383875846862793,-0.0024945929180830717,-0.0029301485046744347,-1522.2191596162902,-499.558166288038,-7976.628336689904,-0.0016230102628469467,2430.51171875,30.012500000000003,7.131576025264337,-1.4223926197209305,-1.6363750963485395,-7.453524155631145,-1.4223866477826597,-0.00029792617991189106,3.3732047077162604e-05,0.00010540522634983063,0.005588307165560913,0.0,157005,1.225,N,N*m,7.0,m/s,12431.407706267895,12431.407706267895,0.0
6.924,1164,3.307129304675913e-06,11.355400059021187,-7.325911634753454e-07,2430.4692,0.0001568012,0.00070784613,-2.9460480213165283,0.0010175876086577773,-0.00048979208804667,-1521.8647228573152,-564.6058992115733,-7972.207194207841,0.0007078461349010468,2430.46923828125,30.012500000000003,7.131576025264337,-1.4220614267866285,-1.849448362712943,-7.4493929499519265,-1.4220633876040387,-7.98437163926604e-05,-2.651921879294328e-05,8.037500083446503e-05,0.005662893648542555,0.0,157140,1.225,N,N*m,7.0,m/s,12428.579730027392,12428.579730027392,0.0
6.925,1165,1.1644406963691688e-05,11.355047598205402,1.693258349504141e-05,2430.3938,-0.0036241896,0.0024923272,-2.601811408996582,-0.002638662001118064,0.0010483723599463701,-1521.5536635939723,-629.6874347932811,-7967.013812186142,0.002492327243089676,2430.393798828125,30.012500000000003,7.131576025264337,-1.4217707666686819,-2.062632354577912,-7.444540147901453,-1.4217774266767973,-0.000128226653107302,3.344866687029558e-05,8.123926818370819e-05,0.00569786730240196,0.0,157275,1.225,N,N*m,7.0,m/s,12426.081244747005,12426.081244747005,0.0
6.926,1166,1.0408760933429432e-05,11.355009956759055,-3.089908740739734e-05,2430.3857,0.00661353,0.002227854,-2.2443411350250244,0.007026335224509239,0.000617456971667707,-1521.3019364751065,-694.6616247296477,-7961.539701076135,0.0022278539836406708,2430.3857421875,30.012500000000003,7.131576025264337,-1.421535547716275,-2.2754647202407856,-7.439425026866997,-1.4215438215794736,8.705679754413946e-05,7.218085967302708e-05,0.00011458247900009155,0.005719635269413104,0.0,157410,1.225,N,N*m,7.0,m/s,12424.040307228204,12424.040307228204,0.0
6.927,1167,1.780019344996053e-05,11.354835437325997,-6.564619731724027e-06,2430.3484,0.0014050677,0.0038098898,-1.9663922786712646,0.0017492948099970818,0.0021240338683128357,-1521.0678127474537,-759.6734870081575,-7955.512238207629,0.003809889778494835,2430.348388671875,30.012500000000003,7.131576025264337,-1.4213167777315385,-2.4884204871142974,-7.4337928426669455,-1.421328580945367,-5.435583024501315e-07,3.922498920020782e-05,0.00013677962124347687,0.005753773875271984,0.0,157545,1.225,N,N*m,7.0,m/s,12422.161534408182,12422.161534408182,0.0
