time,step,surface,force_density,force_units,moment_units,lift,drag,lift_coefficient,drag_coefficient,panel_count,rotational_power,translational_power,power,force_x,force_y,force_z,moment_x,moment_y,moment_z,rotation_centre_x,rotation_centre_y,rotation_centre_z,translation_velocity_x,translation_velocity_y,translation_velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z,position_x,position_y,position_z,centroid_x,centroid_y,centroid_z
6.913,1153,blade_0,1.225,N,N*m,139.17080688476562,811.48828125,0.6502201977387955,3.7913559783696935,132,4164.018408168994,0.0,4164.018408168994,811.48828125,-7.656024932861328,139.17080688476562,-509.8798050819177,-44.86222134157492,3402.5452717879302,0.0,0.0,0.0,0.0,0.0,0.0,-8.166666666666666,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,-3.2888805866241455,-0.06298746168613434
6.913,1153,blade_1,1.225,N,N*m,-76.21341705322266,811.4636840820312,-0.3560768541618647,3.791241057893349,132,4163.944800946904,0.0,4163.944800946904,811.4636840820312,-116.69412231445312,-76.21341705322266,-509.8707919526822,-2924.184916036101,-1740.0793748863857,0.0,0.0,0.0,0.0,0.0,0.0,-8.166666666666666,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,1.6989891529083252,-2.816762685775757
6.913,1153,blade_2,1.225,N,N*m,-62.951969146728516,811.464111328125,-0.29411801758485795,3.791243054030655,132,4163.893771780275,0.0,4163.893771780275,811.464111328125,124.34724426269531,-62.951969146728516,-509.8645434832989,2969.077045175844,-1662.392248802797,0.0,0.0,0.0,0.0,0.0,0.0,-8.166666666666666,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,1.589891791343689,2.879749059677124
6.914,1154,blade_0,1.225,N,N*m,139.15780639648438,811.2249755859375,0.6501594581321916,3.790125787464109,132,4160.9624568273075,0.0,4160.9624568273075,811.2249755859375,-6.51146936416626,139.15780639648438,-509.50560695844587,-17.042682574967994,3401.383859217318,0.0,0.0,0.0,0.0,0.0,0.0,-8.166666666666666,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,-3.289285898208618,-0.03612646833062172
6.914,1154,blade_1,1.225,N,N*m,-75.21466064453125,811.1975708007812,-0.3514105624007633,3.789997749514038,132,4160.861150271553,0.0,4160.861150271553,811.1975708007812,-117.25330352783203,-75.21466064453125,-509.4932020740677,-2937.101427406439,-1715.4177139683536,0.0,0.0,0.0,0.0,0.0,0.0,-8.166666666666666,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,1.6759296655654907,-2.830542802810669
6.914,1154,blade_2,1.225,N,N*m,-63.93864440917969,811.2161254882812,-0.2987278649990947,3.790084438905623,132,4160.902330534214,0.0,4160.902330534214,811.2161254882812,123.76754760742188,-63.93864440917969,-509.49824455520996,2954.1740829354153,-1685.9134516026547,0.0,0.0,0.0,0.0,0.0,0.0,-8.166666666666666,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,1.6133564710617065,2.8666679859161377
6.915,1155,blade_0,1.225,N,N*m,139.1409912109375,810.99072265625,0.6500808958710677,3.7890313338953487,132,4158.13551621127,0.0,4158.13551621127,810.99072265625,-5.368114471435547,139.1409912109375,-509.1594509646454,10.750501596096512,3400.1548996475162,0.0,0.0,0.0,0.0,0.0,0.0,-8.166666666666666,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,-3.2894699573516846,-0.009263080544769764
6.915,1155,blade_1,1.225,N,N*m,-74.21846771240234,810.9785766601562,-0.3467562474634993,3.7889745865633575,132,4158.092624130982,0.0,4158.092624130982,810.9785766601562,-117.81431579589844,-74.21846771240234,-509.15419887318143,-2949.948428423693,-1690.7398303230952,0.0,0.0,0.0,0.0,0.0,0.0,-8.166666666666666,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,1.6527577638626099,-2.844135046005249
6.915,1155,blade_2,1.225,N,N*m,-64.92066192626953,810.9765014648438,-0.3033159509521626,3.788964891039299,132,4158.068488777481,0.0,4158.068488777481,810.9765014648438,123.18171691894531,-64.92066192626953,-509.15124352377325,2939.195366058377,-1709.3582861769241,0.0,0.0,0.0,0.0,0.0,0.0,-8.166666666666666,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,1.6367133855819702,2.853398084640503
6.916,1156,blade_0,1.225,N,N*m,139.11839294433594,810.793701171875,0.6499753144656915,3.7881108294347032,132,4155.546776143057,0.0,4155.546776143057,810.793701171875,-4.2260284423828125,139.11839294433594,-508.8424623848642,38.515760822272625,3398.9206356104623,0.0,0.0,0.0,0.0,0.0,0.0,-8.166666666666666,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,-3.289436101913452,0.01760096661746502
6.916,1156,blade_1,1.225,N,N*m,-73.21852111816406,810.7841186523438,-0.3420843950341877,3.788066058926549,132,4155.508486808435,0.0,4155.508486808435,810.7841186523438,-118.36661529541016,-73.21852111816406,-508.8377738949104,-2962.7599753192903,-1666.0755953900298,0.0,0.0,0.0,0.0,0.0,0.0,-8.166666666666666,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,1.6294758319854736,-2.8575375080108643
6.916,1156,blade_2,1.225,N,N*m,-65.89967346191406,810.7899169921875,-0.3078899926534688,3.788093149361419,132,4155.511258807633,0.0,4155.511258807633,810.7899169921875,122.59326934814453,-65.89967346191406,-508.8381133233836,2924.2563178086207,-1732.7953761779033,0.0,0.0,0.0,0.0,0.0,0.0,-8.166666666666666,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,1.6599615812301636,2.839935779571533
6.917,1157,blade_0,1.225,N,N*m,139.09323120117188,810.6279296875,0.649857756236478,3.787336328159885,132,4153.201772792081,0.0,4153.201772792081,810.6279296875,-3.0850775241851807,139.09323120117188,-508.5553191173977,66.26100236873839,3397.6120030427637,0.0,0.0,0.0,0.0,0.0,0.0,-8.166666666666666,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,-3.289184331893921,0.04446380212903023
6.917,1157,blade_1,1.225,N,N*m,-72.21768188476562,810.6160278320312,-0.3374083721037184,3.7872807214777824,132,4153.156022776231,0.0,4153.156022776231,810.6160278320312,-118.91492462158203,-72.21768188476562,-508.54971707464057,-2975.496778188451,-1641.3928848152586,0.0,0.0,0.0,0.0,0.0,0.0,-8.166666666666666,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,1.6060853004455566,-2.8707497119903564
6.917,1157,blade_2,1.225,N,N*m,-66.87434387207031,810.6162719726562,-0.31244375217393133,3.7872818621276716,132,4153.144832109866,0.0,4153.144832109866,810.6162719726562,121.9996566772461,-66.87434387207031,-508.5483467889632,2909.2397611538586,-1756.1612908544662,0.0,0.0,0.0,0.0,0.0,0.0,-8.166666666666666,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,1.6830987930297852,2.8262851238250732
6.918,1158,blade_0,1.225,N,N*m,139.0670928955078,810.505615234375,0.6497356354077074,3.786764862565357,132,4151.142733375292,0.0,4151.142733375292,810.505615234375,-1.9453147649765015,139.0670928955078,-508.3031918418725,93.98822325218765,3396.268107960041,0.0,0.0,0.0,0.0,0.0,0.0,-8.166666666666666,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,-3.2887110710144043,0.0713237002491951
6.918,1158,blade_1,1.225,N,N*m,-71.21672058105469,810.4874267578125,-0.33273177884830446,3.7866798841486062,132,4151.069284502423,0.0,4151.069284502423,810.4874267578125,-119.46082305908203,-71.21672058105469,-508.29419810233753,-2988.1876162206963,-1616.7051013713544,0.0,0.0,0.0,0.0,0.0,0.0,-8.166666666666666,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,1.5825873613357544,-2.883770704269409
6.918,1158,blade_2,1.225,N,N*m,-67.84820556640625,810.49560546875,-0.3169937332916356,3.786718095919897,132,4151.080140918009,0.0,4151.080140918009,810.49560546875,121.40682983398438,-67.84820556640625,-508.29552745934814,2894.2217667256728,-1779.5067250754707,0.0,0.0,0.0,0.0,0.0,0.0,-8.166666666666666,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,1.7061238288879395,2.812445640563965
6.919,1159,blade_0,1.225,N,N*m,139.03622436523438,810.404296875,0.649591414487332,3.7862914928613076,132,4149.300377451893,0.0,4149.300377451893,810.404296875,-0.8064801692962646,139.03622436523438,-508.07759723900733,121.69951209156572,3394.81832153331,0.0,0.0,0.0,0.0,0.0,0.0,-8.166666666666666,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,-3.2880187034606934,0.09817889332771301
6.919,1159,blade_1,1.225,N,N*m,-70.21453094482422,810.38134765625,-0.3280494466981351,3.786184271771716,132,4149.210500823307,0.0,4149.210500823307,810.38134765625,-120.0024642944336,-70.21453094482422,-508.0665919375478,-3000.777621486273,-1591.9774349757472,0.0,0.0,0.0,0.0,0.0,0.0,-8.166666666666666,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,1.5589842796325684,-2.8965983390808105
6.919,1159,blade_2,1.225,N,N*m,-68.8201675415039,810.4024047851562,-0.3215348387273889,3.786282652824666,132,4149.264951610022,0.0,4149.264951610022,810.4024047851562,120.81254577636719,-68.8201675415039,-508.0732593808191,2879.1261631956813,-1802.7902328549521,0.0,0.0,0.0,0.0,0.0,0.0,-8.166666666666666,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,1.7290345430374146,2.7984189987182617
6.92,1160,blade_0,1.225,N,N*m,139.00021362304688,810.3359985351562,0.6494231686286638,3.785972396054783,132,4147.67935455468,0.0,4147.67935455468,810.3359985351562,0.3313429653644562,139.00021362304688,-507.8791046393486,149.3948803748865,3393.332581377484,0.0,0.0,0.0,0.0,0.0,0.0,-8.166666666666666,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,-3.2871077060699463,0.1250273883342743
6.92,1160,blade_1,1.225,N,N*m,-69.21000671386719,810.3123779296875,-0.32335620708339957,3.7858620381779953,132,4147.566551225475,0.0,4147.566551225475,810.3123779296875,-120.53813934326172,-69.21000671386719,-507.8652919867929,-3013.3625410950854,-1567.2660746944912,0.0,0.0,0.0,0.0,0.0,0.0,-8.166666666666666,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,1.535277009010315,-2.909234046936035
6.92,1160,blade_2,1.225,N,N*m,-69.78564453125,810.3052978515625,-0.32604564565045835,3.7858289593312064,132,4147.57415196242,0.0,4147.57415196242,810.3052978515625,120.20928955078125,-69.78564453125,-507.8662226892759,2863.902785856525,-1825.977975817286,0.0,0.0,0.0,0.0,0.0,0.0,-8.166666666666666,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,1.7518306970596313,2.7842049598693848
6.921,1161,blade_0,1.225,N,N*m,138.95355224609375,810.2388916015625,0.6492051619185759,3.785518702561323,132,4146.137692138445,0.0,4146.137692138445,810.2388916015625,1.468177318572998,138.95355224609375,-507.6903296496056,177.0716510603666,3391.563822827645,0.0,0.0,0.0,0.0,0.0,0.0,-8.166666666666666,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,-3.285975694656372,0.15186768770217896
6.921,1161,blade_1,1.225,N,N*m,-68.20630645751953,810.2557373046875,-0.3186668171620403,3.7855974074036833,132,4146.16083830411,0.0,4146.16083830411,810.2557373046875,-121.07382202148438,-68.20630645751953,-507.69316387397276,-3025.7472753470192,-1542.4498708532574,0.0,0.0,0.0,0.0,0.0,0.0,-8.166666666666666,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,1.511467695236206,-2.9216742515563965
