checkpoint,configuration,rank,checkpoint_index,x0,y0,z0,initial_strength,final_strength,relative_strength_growth,displacement
leapfrog,production_numerics_unforced,1,2944,1.3895939588546753,0.05514519661664963,0.529998779296875,0.0028302954357836306,0.002823272238370709,-0.002481436151197114,0.07366698668333789
leapfrog,production_numerics_unforced,2,2851,1.3904670476913452,-0.05509796738624573,-0.5299502611160278,0.0028280987082959868,0.0028246153899113982,-0.0012316820393752925,0.07362622063848562
leapfrog,production_numerics_unforced,3,3462,1.383975863456726,0.5325497388839722,-0.055296268314123154,0.002839632691389205,0.0028182472114713715,-0.007531072586493992,0.07351906669469911
leapfrog,production_numerics_unforced,4,2333,1.3847426176071167,-0.5326578617095947,0.05524607375264168,0.00283570728625013,0.0028161183571866095,-0.006907951733419071,0.07349150664811192
leapfrog,production_numerics_unforced,5,1509,1.36109459400177,-0.28705188632011414,0.4466651678085327,0.0017707106592286348,0.0017168795738264748,-0.030400836591569447,0.074206226874089
leapfrog,production_numerics_unforced,6,1882,1.3607734441757202,0.2871539294719696,-0.4467836320400238,0.0017717141111239796,0.0017175770884124157,-0.03055629707505081,0.07417388864858657
leapfrog,production_numerics_unforced,7,2025,1.3580777645111084,0.44797149300575256,0.28844892978668213,0.0017819104443734077,0.0017231008978624482,-0.03300364880662632,0.07396689644931816
leapfrog,production_numerics_unforced,8,1366,1.3556495904922485,-0.448397696018219,-0.28873410820961,0.0017858718060626605,0.0017232195271233096,-0.03508218155785847,0.07385555491119804
leapfrog,production_numerics_unforced,9,1678,1.3605772256851196,-0.020806703716516495,-0.5222666263580322,0.0037393034445834324,0.0035657535818765535,-0.046412350663403545,0.07352544432964693
leapfrog,production_numerics_unforced,10,1713,1.3586807250976562,0.02076478861272335,0.5227594971656799,0.0037471460674856475,0.0035676905843462603,-0.047891243070703915,0.07347323242933465
leapfrog,production_numerics_unforced,11,2225,1.3585491180419922,0.5254365801811218,-0.020743275061249733,0.003736514124141937,0.003567247553633538,-0.04530066390349052,0.0732494247316946
leapfrog,production_numerics_unforced,12,6228,1.3750768899917603,-0.27670082449913025,0.44806772470474243,0.0009178365347987027,0.0009008357557910591,-0.01852266538003111,0.07440849604638733
