cloud,strength_scale,mode,method,steps,dt,horizon,finite,velocity_probe_error,vorticity_probe_error,gradient_probe_error,wall_time_s,position_error,strength_error,strength_magnitude_error,strength_angle_mean_deg,strength_error_p95,strength_error_max,excess_growth,velocity_evaluations,gradient_evaluations,fused_evaluations,pairwise_stretching_sweeps,tree_builds,tree_refits,tree_traversals,kernel_launches,synchronisations,host_device_transfers,total_strength_drift,total_strength_drift_abs,linear_impulse_drift,linear_impulse_drift_abs,angular_impulse_drift,angular_impulse_drift_abs,energy_drift,energy_drift_abs
single_ring,2.0,TRANSPOSED,averaged_gradient_exponential,20,0.004,0.08,True,2.585238497271496e-16,2.620107844290752e-16,9.437693484676007e-16,0.11347921803826466,7.507294747366627e-17,1.4928939560560265e-17,0.0,0.0,2.882950081845958e-17,3.798739819049436e-17,0.0,60,60,0,0,0,0,0,0,0,0,1.4428335022850043e-18,1.8131180524527207e-17,1.3652887414155501e-17,8.578362160119894e-17,3.19070869670102e-17,1.3365209335067982e-16,0.0,0.0
single_ring,2.0,TRANSPOSED,averaged_gradient_exponential,40,0.002,0.08,True,3.629285919759492e-16,3.497823700938104e-16,5.994621552239109e-16,0.22862376604462042,6.823656978387741e-17,7.121737962304713e-16,1.6194591755280807e-16,0.0,1.4248734708317235e-15,1.4255879228243034e-15,2.2204460492503128e-16,120,120,0,0,0,0,0,0,0,0,9.877784536148053e-17,1.2412790133002234e-15,5.806199848280704e-18,3.648142957726566e-17,5.990352917043884e-17,2.5092331622127e-16,2.6940439667366795e-16,8.881784197001252e-16
single_ring,2.0,MIXED,fractional_x_gamma,5,0.016,0.08,True,1.9466034431044823e-16,1.655902294600102e-16,3.1812330494847153e-16,0.017482129973359406,6.793580732855748e-17,3.4327514221686965e-17,3.533949646070574e-17,0.0,7.22079275676754e-17,1.4158261548799594e-16,0.0,15,0,0,15,0,0,0,0,0,0,4.4341622408899795e-18,5.572132608322086e-17,6.553953695885717e-18,4.117970556592448e-17,4.124109253161493e-17,1.7275028443111778e-16,0.0,0.0
single_ring,2.0,MIXED,fractional_x_gamma,10,0.008,0.08,True,2.418255820714179e-16,2.3574083570411216e-16,1.0230100073765918e-15,0.03424814698519185,6.959862328751559e-17,3.4323426909473383e-17,3.533949646070574e-17,0.0,7.222342939434769e-17,1.4158261548799594e-16,0.0,30,0,0,30,0,0,0,0,0,0,4.428149171940071e-18,5.56457636302666e-17,9.207256457319495e-18,5.785089849206422e-17,4.1241298683966475e-17,1.7275114796006862e-16,0.0,0.0
single_ring,2.0,MIXED,fractional_x_gamma,20,0.004,0.08,True,2.4021281383569263e-16,2.7153040810051723e-16,9.419725588484007e-16,0.06639861495932564,7.523137689730798e-17,3.432191638688466e-17,3.533949646070574e-17,0.0,7.223121179761497e-17,1.4158261548799594e-16,0.0,60,0,0,60,0,0,0,0,0,0,4.425641240292836e-18,5.561424803171198e-17,1.3950776677055967e-17,8.765531504102171e-17,4.1242520963340595e-17,1.7275626783193845e-16,0.0,0.0
single_ring,2.0,MIXED,fractional_x_gamma,40,0.002,0.08,True,2.8831517845648093e-16,3.1067123364356975e-16,5.471521667768016e-16,0.13310579699464142,6.835682317630048e-17,3.4320656499726616e-17,3.533949646070574e-17,0.0,7.223511086790623e-17,1.4158261548799594e-16,0.0,120,0,0,120,0,0,0,0,0,0,4.424512184761017e-18,5.560005990145495e-17,9.006372372729917e-18,5.658870656332476e-17,4.124113518290031e-17,1.7275046308840419e-16,0.0,0.0
single_ring,2.0,MIXED,fractional_gamma_x,5,0.016,0.08,True,1.9466034431044823e-16,1.6555179181571956e-16,3.181149293337773e-16,0.017471288971137255,6.793590009135513e-17,3.3883403327741633e-17,3.533949646070574e-17,0.0,7.168059592367036e-17,1.4150357634590062e-16,0.0,15,0,0,15,0,0,0,0,0,0,4.4398105664310364e-18,5.579230503532033e-17,5.480661018647964e-18,3.443600878600079e-17,4.1241072659951154e-17,1.727502011928872e-16,0.0,0.0
single_ring,2.0,MIXED,fractional_gamma_x,10,0.008,0.08,True,2.418131454626591e-16,2.35726565041302e-16,1.0230652105400989e-15,0.03411668603075668,6.959860846712784e-17,3.409077125590019e-17,3.533949646070574e-17,0.0,7.194481017795191e-17,1.4154096617455325e-16,0.0,30,0,0,30,0,0,0,0,0,0,4.430350756106336e-18,5.567342955283861e-17,9.207256457319495e-18,5.785089849206422e-17,4.1241153869949426e-17,1.727505413645325e-16,0.0,0.0
single_ring,2.0,MIXED,fractional_gamma_x,20,0.004,0.08,True,2.4021281383569263e-16,2.715240458024111e-16,9.419716414998858e-16,0.06335664005018771,7.523135581668907e-17,3.4202355723693206e-17,3.533949646070574e-17,0.0,7.208818615590977e-17,1.415612586216393e-16,0.0,60,0,0,60,0,0,0,0,0,0,4.426585823380958e-18,5.562611801287337e-17,1.3950776677055967e-17,8.765531504102171e-17,4.124233219544089e-17,1.7275547712280919e-16,0.0,0.0
single_ring,2.0,MIXED,fractional_gamma_x,40,0.002,0.08,True,2.8831517845648093e-16,3.106684166871692e-16,5.471509272310081e-16,0.12653995800064877,6.83568077720268e-17,3.426037124336598e-17,3.533949646070574e-17,0.0,7.216267193686622e-17,1.415718040319536e-16,0.0,120,0,0,120,0,0,0,0,0,0,4.424945364570485e-18,5.560550339948338e-17,9.411952549738963e-18,5.91370419723913e-17,4.1241164255607997e-17,1.727505848678774e-16,0.0,0.0
single_ring,2.0,MIXED,parallel_lagged,5,0.016,0.08,True,1.9466034431044823e-16,1.6555179181571956e-16,3.181149293337773e-16,0.015716355992481112,6.793586435863786e-17,3.388368440711836e-17,3.533949646070574e-17,0.0,7.168059592367036e-17,1.4150357634590062e-16,0.0,15,0,0,15,0,0,0,0,0,0,4.4398105664310364e-18,5.579230503532033e-17,5.480661018647964e-18,3.443600878600079e-17,4.1241072424255243e-17,1.7275020020560647e-16,0.0,0.0
single_ring,2.0,MIXED,parallel_lagged,10,0.008,0.08,True,2.418131454626591e-16,2.35726565041302e-16,1.0230652105400989e-15,0.03131304896669462,6.959865456028597e-17,3.409083556688311e-17,3.533949646070574e-17,0.0,7.194481017795191e-17,1.4154096617455325e-16,0.0,30,0,0,30,0,0,0,0,0,0,4.430350756106336e-18,5.567342955283861e-17,9.207256457319495e-18,5.785089849206422e-17,4.124115396576192e-17,1.7275054176587093e-16,0.0,0.0
single_ring,2.0,MIXED,parallel_lagged,20,0.004,0.08,True,2.4021281383569263e-16,2.715240458024111e-16,9.419716414998858e-16,0.06048788398038596,7.523139254004846e-17,3.420235835668266e-17,3.533949646070574e-17,0.0,7.208818615590977e-17,1.415612586216393e-16,0.0,60,0,0,60,0,0,0,0,0,0,4.426585823380958e-18,5.562611801287337e-17,1.3950776677055967e-17,8.765531504102171e-17,4.1242332274605434e-17,1.7275547745441286e-16,0.0,0.0
single_ring,2.0,MIXED,parallel_lagged,40,0.002,0.08,True,2.8831517845648093e-16,3.106684166871692e-16,5.471509272310081e-16,0.12680917599936947,6.835683197410673e-17,3.4260372589641866e-17,3.533949646070574e-17,0.0,7.216267193686622e-17,1.415718040319536e-16,0.0,120,0,0,120,0,0,0,0,0,0,4.424945364570485e-18,5.560550339948338e-17,9.411952549738963e-18,5.91370419723913e-17,4.124116424818406e-17,1.7275058483678006e-16,0.0,0.0
single_ring,2.0,MIXED,strang_x_gamma_x,5,0.016,0.08,True,2.418255820714179e-16,2.3573939301103408e-16,1.0230181279467307e-15,0.022793960000853986,6.959857645246376e-17,3.432810611353863e-17,3.533949646070574e-17,0.0,7.22079275676754e-17,1.4158261548799594e-16,0.0,30,0,0,15,0,0,0,0,0,0,4.4341622408899795e-18,5.572132608322086e-17,8.809561075036678e-18,5.535210470937165e-17,4.1241489568142475e-17,1.727519475338353e-16,0.0,0.0
single_ring,2.0,MIXED,strang_x_gamma_x,10,0.008,0.08,True,2.4021281383569263e-16,2.7152974018649026e-16,9.41972691170414e-16,0.04385349404765293,7.523135507595761e-17,3.4323601462132334e-17,3.533949646070574e-17,0.0,7.222342939434769e-17,1.4158261548799594e-16,0.0,60,0,0,30,0,0,0,0,0,0,4.428149171940071e-18,5.56457636302666e-17,1.3093952481231795e-17,8.22717298429833e-17,4.1242567170002904e-17,1.7275646138195293e-16,0.0,0.0
single_ring,2.0,MIXED,strang_x_gamma_x,20,0.004,0.08,True,2.8831517845648093e-16,3.1067093266132477e-16,5.471521667768016e-16,0.08549088099971414,6.835681128831378e-17,3.43215301567586e-17,3.533949646070574e-17,0.0,7.223121179761497e-17,1.4158261548799594e-16,0.0,120,0,0,60,0,0,0,0,0,0,4.425641240292836e-18,5.561424803171198e-17,9.006372372729917e-18,5.658870656332476e-17,4.124112894650337e-17,1.727504369654458e-16,0.0,0.0
single_ring,2.0,MIXED,strang_x_gamma_x,40,0.002,0.08,True,3.7206193598494576e-16,4.605097893064919e-16,6.855382406384264e-16,0.1696992180077359,6.895970828113645e-17,3.432285812198583e-17,3.533949646070574e-17,0.0,7.223511086790623e-17,1.4158261548799594e-16,0.0,240,0,0,120,0,0,0,0,0,0,4.424512184761017e-18,5.560005990145495e-17,9.505321696921276e-18,5.97236976261111e-17,4.1241391065109796e-17,1.7275153492529689e-16,0.0,0.0
single_ring,2.0,MIXED,strang_gamma_x_gamma,5,0.016,0.08,True,1.9466034431044823e-16,1.6557196665371597e-16,3.181340328538857e-16,0.027554868021979928,6.793596774498795e-17,3.40902390701754e-17,3.533949646070574e-17,0.0,7.194481017795191e-17,1.4154096617455325e-16,0.0,15,0,0,30,0,0,0,0,0,0,4.430350756106336e-18,5.567342955283861e-17,6.553953695885717e-18,4.117970556592448e-17,4.1241523938456685e-17,1.727520915038708e-16,0.0,0.0
single_ring,2.0,MIXED,strang_gamma_x_gamma,10,0.008,0.08,True,2.418131454626591e-16,2.357342768068322e-16,1.023007275041485e-15,0.055539652006700635,6.959864145546528e-17,3.420254145465074e-17,3.533949646070574e-17,0.0,7.208818615590977e-17,1.415612586216393e-16,0.0,30,0,0,60,0,0,0,0,0,0,4.426585823380958e-18,5.562611801287337e-17,9.207256457319495e-18,5.785089849206422e-17,4.124102243670207e-17,1.727499908182334e-16,0.0,0.0
single_ring,2.0,MIXED,strang_gamma_x_gamma,20,0.004,0.08,True,2.4021281383569263e-16,2.715275294504935e-16,9.41971761607357e-16,0.10883421497419477,7.523137130701029e-17,3.4260594818059357e-17,3.533949646070574e-17,0.0,7.216267193686622e-17,1.415718040319536e-16,0.0,60,0,0,120,0,0,0,0,0,0,4.424945364570485e-18,5.560550339948338e-17,1.3950776677055967e-17,8.765531504102171e-17,4.124240355053565e-17,1.7275577601433117e-16,0.0,0.0
single_ring,2.0,MIXED,strang_gamma_x_gamma,40,0.002,0.08,True,2.8831517845648093e-16,3.1066996878184576e-16,5.471514580353755e-16,0.2195765099604614,6.835681624912165e-17,3.428993770670431e-17,3.533949646070574e-17,0.0,7.220061174556817e-17,1.4157717650803297e-16,0.0,120,0,0,240,0,0,0,0,0,0,4.4241857184670806e-18,5.559595740501224e-17,9.411952549738963e-18,5.91370419723913e-17,4.124107867935225e-17,1.7275022640689556e-16,0.0,0.0
single_ring,2.0,MIXED,coupled_rk2,5,0.016,0.08,True,1.0146536310039017e-16,8.349577204860738e-17,1.9330072527817397e-16,0.012253710010554641,1.5073857152245125e-17,9.882040953734944e-19,0.0,0.0,1.729225677940064e-18,3.8522538995356625e-18,0.0,10,0,0,10,0,0,0,0,0,0,1.302281151313214e-18,1.6364947591496204e-17,6.592999372991157e-18,4.142503679062226e-17,3.165686507680365e-17,1.326039663479595e-16,0.0,0.0
single_ring,2.0,MIXED,coupled_rk2,10,0.008,0.08,True,1.0496189301498697e-16,8.349577204860738e-17,1.9279521355665145e-16,0.023089124995749444,1.5222757100135707e-17,9.310170226630972e-19,0.0,0.0,1.4566305852120343e-18,3.802077922153042e-18,0.0,20,0,0,20,0,0,0,0,0,0,1.3022811513132135e-18,1.6364947591496198e-17,6.899483951919983e-18,4.335073619382498e-17,3.1661771510902064e-17,1.3262451837105136e-16,0.0,0.0
single_ring,2.0,MIXED,coupled_rk2,20,0.004,0.08,True,1.1250073287503137e-16,1.0973451347555586e-16,2.529903323447102e-16,0.0451419290038757,1.7391142473643314e-17,9.43328061639408e-19,0.0,0.0,1.443474671621375e-18,3.923939122129514e-18,0.0,40,0,0,40,0,0,0,0,0,0,1.3022811513132137e-18,1.63649475914962e-17,7.562369822795115e-18,4.751577095804456e-17,3.1661771715258595e-17,1.3262451922705799e-16,0.0,0.0
single_ring,2.0,MIXED,coupled_rk2,40,0.002,0.08,True,5.705802622396122e-17,8.8423731957384e-17,2.0787258697335707e-16,0.0868057640036568,1.717352105671574e-17,9.997582403145193e-19,0.0,0.0,1.6869000184529708e-18,4.022531896823781e-18,0.0,80,0,0,80,0,0,0,0,0,0,1.3022811513132145e-18,1.636494759149621e-17,6.899570263979583e-18,4.3351278508489694e-17,3.1678421841548765e-17,1.3269426311297072e-16,0.0,0.0
single_ring,2.0,MIXED,coupled_rk3,5,0.016,0.08,True,1.9466034431044823e-16,1.6555179181571956e-16,3.181149293337773e-16,0.016513654962182045,6.793576100775375e-17,3.3883095883557376e-17,3.533949646070574e-17,0.0,7.168059592367036e-17,1.4150357634590062e-16,0.0,15,0,0,15,0,0,0,0,0,0,4.4398105664310364e-18,5.579230503532033e-17,5.480661018647964e-18,3.443600878600079e-17,4.124107272583383e-17,1.727502014688559e-16,0.0,0.0
single_ring,2.0,MIXED,coupled_rk3,10,0.008,0.08,True,2.418131454626591e-16,2.35726565041302e-16,1.0230652105400989e-15,0.03242283297004178,6.959860196967252e-17,3.409053853839365e-17,3.533949646070574e-17,0.0,7.194481017795191e-17,1.4154096617455325e-16,0.0,30,0,0,30,0,0,0,0,0,0,4.430350756106336e-18,5.567342955283861e-17,9.207256457319495e-18,5.785089849206422e-17,4.1241153978067017e-17,1.727505418174144e-16,0.0,0.0
single_ring,2.0,MIXED,coupled_rk3,20,0.004,0.08,True,2.4021281383569263e-16,2.715240458024111e-16,9.419716414998858e-16,0.0641862730262801,7.523136721719113e-17,3.42024048892786e-17,3.533949646070574e-17,0.0,7.208818615590977e-17,1.415612586216393e-16,0.0,60,0,0,60,0,0,0,0,0,0,4.426585823380958e-18,5.562611801287337e-17,1.3950776677055967e-17,8.765531504102171e-17,4.124233133514334e-17,1.7275547351920323e-16,0.0,0.0
single_ring,2.0,MIXED,coupled_rk3,40,0.002,0.08,True,2.8831517845648093e-16,3.106684166871692e-16,5.471509272310081e-16,0.12702712800819427,6.835681796684858e-17,3.426034382488044e-17,3.533949646070574e-17,0.0,7.216267193686622e-17,1.415718040319536e-16,0.0,120,0,0,120,0,0,0,0,0,0,4.424945364570485e-18,5.560550339948338e-17,9.411952549738963e-18,5.91370419723913e-17,4.124116435805554e-17,1.7275058529700866e-16,0.0,0.0
single_ring,2.0,MIXED,coupled_rk4_reference,5,0.016,0.08,True,1.0022963918844186e-16,8.349577204860738e-17,2.1978454017086724e-16,0.022605862002819777,1.3438036114460848e-17,1.0283716557473497e-18,0.0,0.0,1.6668308761852123e-18,4.219901294792727e-18,0.0,20,0,0,20,0,0,0,0,0,0,1.3022811513132145e-18,1.636494759149621e-17,5.032962868096168e-18,3.162303834440227e-17,3.1658453982132725e-17,1.3261062193903826e-16,0.0,0.0
single_ring,2.0,MIXED,coupled_rk4_reference,10,0.008,0.08,True,1.0310271825534484e-16,8.349577204860738e-17,1.923221899055551e-16,0.04271196899935603,1.3097769309374831e-17,9.908490042831691e-19,0.0,0.0,1.4606509983244784e-18,4.2202651165292625e-18,0.0,40,0,0,40,0,0,0,0,0,0,1.3022811513132145e-18,1.636494759149621e-17,6.309800050464562e-18,3.964564296831995e-17,3.166698408164001e-17,1.3264635273630021e-16,0.0,0.0
single_ring,2.0,MIXED,coupled_rk4_reference,20,0.004,0.08,True,1.1430860352026288e-16,1.0973451347555586e-16,2.5251399877349317e-16,0.08574216801207513,1.677475134317854e-17,1.0239892313918827e-18,0.0,0.0,1.4425792563283503e-18,4.474012122599642e-18,0.0,80,0,0,80,0,0,0,0,0,0,1.3022811513132137e-18,1.63649475914962e-17,7.944781291240437e-18,4.9918533077877177e-17,3.1655328300011814e-17,1.325975291123869e-16,0.0,0.0
single_ring,2.0,MIXED,coupled_rk4_reference,40,0.002,0.08,True,6.113478779651654e-17,6.662347524012628e-17,2.087026125092631e-16,0.18045413901563734,1.492352013866481e-17,1.0597324112860085e-18,0.0,0.0,1.6874788604924079e-18,4.4286901372494735e-18,0.0,160,0,0,160,0,0,0,0,0,0,1.3022811513132154e-18,1.6364947591496222e-17,5.093183672720297e-18,3.200141681920313e-17,3.167063178139649e-17,1.3266163218531017e-16,0.0,0.0
single_ring,2.0,MIXED,reuse_stage_gradients,5,0.016,0.08,True,1.9436779020262254e-16,1.6550911445876913e-16,3.1819865966700955e-16,0.015109798987396061,6.793591407239684e-17,3.4025403615139215e-17,3.533949646070574e-17,0.0,7.141656897347977e-17,1.4141699562973692e-16,0.0,15,15,0,0,0,0,0,0,0,0,4.461202581366124e-18,5.606112502318254e-17,6.497282713048967e-18,4.0823631279221185e-17,4.1241229566278826e-17,1.7275085844057564e-16,0.0,0.0
single_ring,2.0,MIXED,reuse_stage_gradients,10,0.008,0.08,True,2.416543281425946e-16,2.3569091667394004e-16,1.0233679748392566e-15,0.03022994298953563,6.959872746459493e-17,3.4240139016923194e-17,3.533949646070574e-17,0.0,7.154080402383162e-17,1.4141699562973692e-16,0.0,30,30,0,0,0,0,0,0,0,0,4.436832378475467e-18,5.575488002171143e-17,8.980349134295462e-18,5.642519773394817e-17,4.1241922887655584e-17,1.7275376261836736e-16,0.0,0.0
single_ring,2.0,MIXED,reuse_stage_gradients,20,0.004,0.08,True,2.401969679599784e-16,2.7149057133004295e-16,9.422869532818737e-16,0.059477030008565634,7.523147382215355e-17,3.436086016177399e-17,3.533949646070574e-17,0.0,7.16066055592977e-17,1.4141699562973692e-16,0.0,60,60,0,0,0,0,0,0,0,0,4.428283631285037e-18,5.564745329622802e-17,1.3349199566458309e-17,8.387549457857895e-17,4.1243611239505015e-17,1.7276083477005648e-16,0.0,0.0
single_ring,2.0,MIXED,reuse_stage_gradients,40,0.002,0.08,True,2.8830295438063324e-16,3.1063804330328085e-16,5.47463461689983e-16,0.11773917503887787,6.835692851064847e-17,3.4424395734743424e-17,3.533949646070574e-17,0.0,7.164042441864336e-17,1.4141699562973692e-16,0.0,120,120,0,0,0,0,0,0,0,0,4.424929582872579e-18,5.560530508081857e-17,9.227349575068187e-18,5.797714727427823e-17,4.1241024083712346e-17,1.727499977172139e-16,0.0,0.0
single_ring,2.0,MIXED,averaged_gradient_exponential,5,0.016,0.08,True,1.988787105808765e-16,1.9074257692060365e-16,3.175334016902707e-16,0.028629120031837374,6.79360192567745e-17,8.104348541533825e-18,0.0,0.0,1.2996339520486173e-17,1.954780438317855e-17,0.0,15,15,0,0,0,0,0,0,0,0,1.306188447804461e-18,1.64140481273054e-17,4.440161410044355e-18,2.789835693309649e-17,3.218728483813199e-17,1.348257834486368e-16,0.0,0.0
single_ring,2.0,MIXED,averaged_gradient_exponential,10,0.008,0.08,True,6.233503272456452e-16,1.0896049372856352e-15,8.121426376301987e-16,0.05594246496912092,7.051108558415196e-17,1.4571051963425584e-15,1.22954026051264e-15,2.6412274650250417e-07,1.999113423877138e-15,1.9991468747088444e-15,1.9984014443252798e-15,30,30,0,0,0,0,0,0,0,0,1.1150047762172222e-16,1.4011563254726227e-15,4.2411426926422334e-16,2.664788545206175e-15,9.436576780698361e-17,3.9527840385703987e-16,5.388087933473359e-16,1.7763568394002505e-15
single_ring,2.0,MIXED,averaged_gradient_exponential,20,0.004,0.08,True,2.6477002984117267e-16,2.6190106732691384e-16,9.440218847835407e-16,0.12140816904138774,7.523151751557093e-17,8.69823892785359e-18,0.0,0.0,1.5640391227363868e-17,2.1618478003923025e-17,0.0,60,60,0,0,0,0,0,0,0,0,1.0929809021097872e-18,1.3734803090328209e-17,1.2110244775782498e-17,7.609091204154493e-17,3.218088738558245e-17,1.3479898586206168e-16,0.0,0.0
single_ring,2.0,MIXED,averaged_gradient_exponential,40,0.002,0.08,True,1.1565197457536493e-15,1.8768503104875745e-15,1.7405087425935956e-15,0.24594903801335022,6.875101081042382e-17,2.827203278591212e-15,2.848722925383465e-15,0.0,7.996416611124714e-15,7.99643718694712e-15,0.0,120,120,0,0,0,0,0,0,0,0,1.0602283874153343e-16,1.3323222852125468e-15,1.1308840490057763e-15,7.105554040836853e-15,4.941497657783922e-17,2.0698896985900184e-16,1.885830776715676e-15,6.217248937900877e-15
offset_inclined_rings,0.75,DIRECT,fractional_x_gamma,5,0.016,0.08,True,5.1419029525186526e-05,8.781705562094687e-05,7.918590029997538e-05,0.022140265034977347,1.965501011251253e-05,8.271038067211758e-05,2.5854443148995852e-05,0.0034959894246069704,0.00015789079425230137,0.00015798035795647208,-8.825457247442802e-05,15,0,0,15,0,0,0,0,0,0,1.5203603206645537e-05,0.0001432905844262755,5.5170023486824065e-06,2.748788264241582e-05,3.0272503690184933e-06,1.0663797118837248e-05,1.5055039376066956e-05,1.9705337386932698e-05
offset_inclined_rings,0.75,DIRECT,fractional_x_gamma,10,0.008,0.08,True,2.571823638289682e-05,4.3874145482845226e-05,3.958744848319014e-05,0.043127976008690894,9.830148925464587e-06,4.1337412150579976e-05,1.2891786174621039e-05,0.0017477237845263966,7.892476175078243e-05,7.897004118788066e-05,-4.3906470705843893e-05,30,0,0,30,0,0,0,0,0,0,7.902623228905357e-06,7.448046924005136e-05,3.0469743626137094e-06,1.5181228573154059e-05,1.597615011595156e-06,5.627761262172459e-06,6.780864280259832e-06,8.875381530382143e-06
offset_inclined_rings,0.75,DIRECT,fractional_x_gamma,20,0.004,0.08,True,1.2860843767198069e-05,2.192814872552378e-05,1.9791818250419567e-05,0.08346366503974423,4.915591116506666e-06,2.0664414754991708e-05,6.437186784722529e-06,0.0008737975812613691,3.945741110270842e-05,3.9480198638795125e-05,-2.1897956978896982e-05,60,0,0,60,0,0,0,0,0,0,4.255430110269564e-06,4.0106483916863e-05,2.045608312833856e-06,1.0192027786422135e-05,8.790713518315815e-07,3.096618186870792e-06,2.6441981193198173e-06,3.4609551498032687e-06
offset_inclined_rings,0.75,DIRECT,fractional_x_gamma,40,0.002,0.08,True,6.430796391299095e-06,1.0961802457571375e-05,9.895366282668603e-06,0.16420155501691625,2.4579066397250452e-06,1.0331153830452221e-05,3.2164359970539173e-06,0.00043688389814379013,1.972748689182871e-05,1.9738920733126308e-05,-1.0935149780258415e-05,120,0,0,120,0,0,0,0,0,0,2.43263197334743e-06,2.2927016209067785e-05,1.7365074544529108e-06,8.651965342570794e-06,5.188336943731957e-07,1.8276444234133216e-06,5.754365930036153e-07,7.531811725414173e-07
offset_inclined_rings,0.75,DIRECT,fractional_gamma_x,5,0.016,0.08,True,5.148043479517412e-05,8.753868254528516e-05,7.913151765935455e-05,0.02049885899759829,1.9673111385274566e-05,8.257495385742904e-05,2.5580227802573987e-05,0.0034939717824524876,0.00015773039272103266,0.0001578249403757234,8.648227723212082e-05,15,0,0,15,0,0,0,0,0,0,1.3950550380000019e-05,0.00013148083976202707,5.875900047029448e-06,2.9276052592198915e-05,2.752290409542564e-06,9.695222714267704e-06,1.8056466463190622e-05,2.363386470038975e-05
offset_inclined_rings,0.75,DIRECT,fractional_gamma_x,10,0.008,0.08,True,2.5730992524826333e-05,4.380235489594028e-05,3.957090739124693e-05,0.04068687604740262,9.83389983293371e-06,4.130393767241246e-05,1.282329637353612e-05,0.001747227628542862,7.888559540118686e-05,7.893219380787049e-05,4.346352793322866e-05,30,0,0,30,0,0,0,0,0,0,6.673748044230424e-06,6.289859348299065e-05,3.333342957986203e-06,1.6608029912825866e-05,1.2921836514685058e-06,4.551848251654889e-06,9.775352806367617e-06,1.2794827055184754e-05
offset_inclined_rings,0.75,DIRECT,fractional_gamma_x,20,0.004,0.08,True,1.2863708723394337e-05,2.1909924796368983e-05,1.978731428605642e-05,0.08227596100186929,4.9164319686976815e-06,2.065609377580509e-05,6.420072825513074e-06,0.000873674383987332,3.9447736211602624e-05,3.947086207886274e-05,2.178723815859154e-05,60,0,0,60,0,0,0,0,0,0,3.032667186015094e-06,2.858221485710355e-05,2.251901715640204e-06,1.1219862920043162e-05,5.658319755132134e-07,1.9932006457001883e-06,5.633968209031913e-06,7.374224777034755e-06
offset_inclined_rings,0.75,DIRECT,fractional_gamma_x,40,0.002,0.08,True,6.4314721490728065e-06,1.0957211843771366e-05,9.894194183524927e-06,0.1699986860039644,2.458104741410997e-06,1.0329079529121123e-05,3.2121585986600753e-06,0.00043685255477140855,1.9725082747027527e-05,1.973660221109817e-05,1.0907472211609637e-05,120,0,0,120,0,0,0,0,0,0,1.2114056219020775e-06,1.1417229006854823e-05,1.8588612278417866e-06,9.261580120888476e-06,2.0361849791242637e-07,7.172668549659811e-07,3.563653780444214e-06,4.664418226996148e-06
offset_inclined_rings,0.75,DIRECT,parallel_lagged,5,0.016,0.08,True,6.981181080593571e-05,9.349158326967577e-05,0.00010078409704908119,0.021650493028573692,1.9618617112992063e-05,8.249529153899449e-05,2.5390120544949452e-05,0.0034922398051181374,0.0001546711207502337,0.00016054940410628274,8.572721888829893e-05,15,0,0,15,0,0,0,0,0,0,1.4030303131265914e-05,0.0001322324917344686,2.0548385893211635e-05,0.00010238016666035492,2.1358673152227642e-05,7.523809710419105e-05,1.8934117902282896e-05,2.4782610796858506e-05
offset_inclined_rings,0.75,DIRECT,parallel_lagged,10,0.008,0.08,True,3.4914167992003824e-05,4.677862487134633e-05,5.04180280436926e-05,0.0415924129774794,9.80857208182585e-06,4.125754828857216e-05,1.2714747102762497e-05,0.0017461790495652066,7.715462007859713e-05,8.046602095370287e-05,4.303956040623613e-05,30,0,0,30,0,0,0,0,0,0,6.71949187667709e-06,6.332971894687511e-05,1.0557867232469706e-05,5.2603460556735995e-05,1.0754347713009678e-05,3.7883282906048255e-05,1.0217366197379294e-05,1.3373372403480133e-05
offset_inclined_rings,0.75,DIRECT,parallel_lagged,20,0.004,0.08,True,1.7458537134910228e-05,2.3397945436508646e-05,2.521504746765221e-05,0.08614909101743251,4.9039100827454895e-06,2.063119410364049e-05,6.362361831824866e-06,0.0008731014593971146,3.853178780565606e-05,4.028041037713356e-05,2.156368971938744e-05,60,0,0,60,0,0,0,0,0,0,3.057041472840869e-06,2.8811937098388585e-05,5.64024109419883e-06,2.8101906701072066e-05,5.455090157785425e-06,1.9216109543807036e-05,5.855776660351265e-06,7.664546858521248e-06
offset_inclined_rings,0.75,DIRECT,parallel_lagged,40,0.002,0.08,True,8.729555224498822e-06,1.1701185495307923e-05,1.2608975114790992e-05,0.17150299600325525,2.4518370092086563e-06,1.031619529454506e-05,3.1824363304048594e-06,0.000436553255064354,1.9254479038492368e-05,2.015200086013803e-05,1.0792812757196383e-05,120,0,0,120,0,0,0,0,0,0,1.2239727632252316e-06,1.153567152342716e-05,3.310339384185862e-06,1.6493417031225236e-05,2.806243418444378e-06,9.885277671983772e-06,3.6747590614371715e-06,4.809842426345412e-06
offset_inclined_rings,0.75,DIRECT,strang_x_gamma_x,5,0.016,0.08,True,2.78701657814614e-07,4.162886748194743e-07,3.414257901149828e-07,0.028296561038587242,3.0430004122949396e-08,3.6998993783634787e-07,1.280699490004621e-07,1.661382936431111e-05,5.671507093971604e-07,5.712512660246884e-07,3.239346317208482e-07,30,0,0,15,0,0,0,0,0,0,6.04517546431478e-07,5.697443648505773e-06,1.875659238756732e-06,9.345274439555263e-06,1.6114400579504076e-07,5.676461393155918e-07,1.491413458463407e-06,1.95209090114723e-06
