cloud,strength_scale,mode,method,steps,dt,horizon,finite,velocity_probe_error,vorticity_probe_error,gradient_probe_error,wall_time_s,position_error,strength_error,strength_magnitude_error,strength_angle_mean_deg,strength_error_p95,strength_error_max,excess_growth,velocity_evaluations,gradient_evaluations,fused_evaluations,pairwise_stretching_sweeps,tree_builds,tree_refits,tree_traversals,kernel_launches,synchronisations,host_device_transfers,total_strength_drift,total_strength_drift_abs,linear_impulse_drift,linear_impulse_drift_abs,angular_impulse_drift,angular_impulse_drift_abs,energy_drift,energy_drift_abs
single_ring,0.75,DIRECT,parallel_lagged,20,0.004,0.08,True,1.825082845521314e-16,2.145828284997469e-16,3.8231783616940205e-16,0.06376616394845769,6.624482738392721e-17,8.209108896237876e-18,0.0,2.9348469089898537e-07,1.6681944315979472e-17,1.9316162743259308e-17,0.0,60,0,0,60,0,0,0,0,0,0,5.636015386039593e-19,2.6559096798451542e-18,1.8901177279087144e-18,4.4534849763133865e-18,8.0559844145954e-17,1.265431072716339e-16,0.0,0.0
single_ring,0.75,DIRECT,parallel_lagged,40,0.002,0.08,True,1.9705852415580668e-16,2.4788567307845377e-16,3.682830129398363e-16,0.12631644500652328,6.735773176649886e-17,8.426019715075817e-18,0.0,2.9348469089898537e-07,1.7123025406179657e-17,1.9822695525862755e-17,0.0,120,0,0,120,0,0,0,0,0,0,5.52305342951161e-19,2.6026776119306382e-18,5.187307721527234e-18,1.2222305872394675e-17,8.05591519379974e-17,1.2654201995391828e-16,0.0,0.0
single_ring,0.75,DIRECT,strang_x_gamma_x,5,0.016,0.08,True,1.7511201371648017e-16,2.0373747803427367e-16,3.6266922964877006e-16,0.022675498970784247,6.622842784803455e-17,8.63912424388547e-18,0.0,2.9348469089898537e-07,1.756410649637984e-17,2.0329228308466206e-17,0.0,30,0,0,15,0,0,0,0,0,0,5.41407943699395e-19,2.5513248277817634e-18,1.6479286565456126e-18,3.882840420782845e-18,8.055941435304334e-17,1.2654243215450854e-16,0.0,0.0
single_ring,0.75,DIRECT,strang_x_gamma_x,10,0.008,0.08,True,1.825082845521314e-16,2.145907897646896e-16,3.8232156438960614e-16,0.045073412999045104,6.624481623992016e-17,8.640264639122189e-18,0.0,2.9348469089898537e-07,1.7564106496379838e-17,2.0329228308466206e-17,0.0,60,0,0,30,0,0,0,0,0,0,5.411011772370628e-19,2.5498792248851173e-18,1.8901177279087144e-18,4.4534849763133865e-18,8.05595109602691e-17,1.265425839047839e-16,0.0,0.0
single_ring,0.75,DIRECT,strang_x_gamma_x,20,0.004,0.08,True,1.970652256513722e-16,2.4788917187052984e-16,3.682830129398363e-16,0.09154599200701341,6.735772618961573e-17,8.641568206601766e-18,0.0,2.9348469089898537e-07,1.7564106496379838e-17,2.032922830846621e-17,0.0,120,0,0,60,0,0,0,0,0,0,5.411318538832966e-19,2.550023785174785e-18,5.187307721527234e-18,1.2222305872394675e-17,8.05593959823605e-17,1.2654240329790743e-16,0.0,0.0
single_ring,0.75,DIRECT,strang_x_gamma_x,40,0.002,0.08,True,1.9514091051609197e-16,2.045858447493133e-16,3.648653244076163e-16,0.18000839103478938,6.689821766091561e-17,8.64023055740674e-18,0.0,2.9348469089898537e-07,1.756410649637984e-17,2.032922830846621e-17,0.0,240,0,0,120,0,0,0,0,0,0,5.410551622677124e-19,2.549662384450618e-18,4.697359889331365e-18,1.1067893489693086e-17,8.055922241832924e-17,1.2654213066416467e-16,0.0,0.0
single_ring,0.75,DIRECT,strang_gamma_x_gamma,5,0.016,0.08,True,1.7396762066660258e-16,2.0897740645696993e-16,3.659640688825134e-16,0.027318178035784513,6.616519863551977e-17,7.775799481639202e-18,0.0,2.9348469089898537e-07,1.5799782135579106e-17,1.8303097178052414e-17,0.0,15,0,0,30,0,0,0,0,0,0,5.864086664331857e-19,2.763385737701825e-18,3.1618554284390133e-18,7.449946339272759e-18,8.056075682462806e-17,1.2654454090394265e-16,0.0,0.0
single_ring,0.75,DIRECT,strang_gamma_x_gamma,10,0.008,0.08,True,1.751408811861093e-16,2.0372908003161516e-16,3.626707481771755e-16,0.05328480701427907,6.62284323366966e-17,8.208240462430248e-18,0.0,2.9348469089898537e-07,1.6681944315979472e-17,1.9316162743259308e-17,0.0,30,0,0,60,0,0,0,0,0,0,5.637855984813587e-19,2.656777041583142e-18,1.6479286565456126e-18,3.882840420782845e-18,8.055965182670878e-17,1.2654280517726993e-16,0.0,0.0
single_ring,0.75,DIRECT,strang_gamma_x_gamma,20,0.004,0.08,True,1.825082845521314e-16,2.1458675233586168e-16,3.8232156438960614e-16,0.10399357200367376,6.624481849042819e-17,8.424874535880663e-18,0.0,2.9348469089898537e-07,1.7123025406179657e-17,1.9822695525862755e-17,0.0,60,0,0,120,0,0,0,0,0,0,5.523206812742775e-19,2.60274989207547e-18,1.8901177279087144e-18,4.4534849763133865e-18,8.05593514357794e-17,1.2654233332430145e-16,0.0,0.0
single_ring,0.75,DIRECT,strang_gamma_x_gamma,40,0.002,0.08,True,1.970652256513722e-16,2.4788740879364974e-16,3.682830129398363e-16,0.2069967639981769,6.735772730586085e-17,8.53387279930458e-18,0.0,2.9348469089898537e-07,1.734356595127975e-17,2.0075961917164484e-17,0.0,120,0,0,240,0,0,0,0,0,0,5.466802526094355e-19,2.5761699981906225e-18,5.187307721527234e-18,1.2222305872394675e-17,8.055954909506915e-17,1.2654264380678775e-16,0.0,0.0
single_ring,0.75,DIRECT,coupled_rk2,5,0.016,0.08,True,3.157887083420828e-17,3.850869100652529e-18,5.3518761839328763e-17,0.010916733008343726,6.918694822938204e-18,6.338082453227936e-19,0.0,2.9348469089898537e-07,1.457741390980707e-18,2.5994512787536617e-18,0.0,10,0,0,10,0,0,0,0,0,0,9.938693027359591e-19,4.683498750155549e-18,2.6863639995547362e-18,6.3295960544019406e-18,6.030187657912635e-17,9.472196622933086e-17,0.0,0.0
single_ring,0.75,DIRECT,coupled_rk2,10,0.008,0.08,True,3.145316244002841e-17,3.850903011990656e-18,8.220356822727712e-17,0.020574786991346627,7.066617725953172e-18,6.07179316639272e-19,0.0,2.9348469089898537e-07,1.4157518811035805e-18,2.47094698144945e-18,0.0,20,0,0,20,0,0,0,0,0,0,9.940533626133583e-19,4.684366111893535e-18,2.3974472465476844e-18,5.648851992842462e-18,6.030167995189558e-17,9.472165736799903e-17,0.0,0.0
single_ring,0.75,DIRECT,coupled_rk2,20,0.004,0.08,True,3.162066257568315e-17,3.850988431474316e-18,8.716292513760372e-17,0.04062121000606567,7.985034175306338e-18,5.909166780872406e-19,0.0,2.9348469089898537e-07,1.3879100233638222e-18,2.4067428033107828e-18,0.0,40,0,0,40,0,0,0,0,0,0,9.941453925520577e-19,4.684799792762528e-18,1.6632756580815792e-18,3.919000941242863e-18,6.030080967195925e-17,9.472029033547176e-17,0.0,0.0
single_ring,0.75,DIRECT,coupled_rk2,40,0.002,0.08,True,8.80774110471897e-17,5.020626141928052e-17,9.331169961891246e-16,0.0837026679655537,9.521357047068237e-18,6.026772746184134e-19,0.0,2.9348469089898537e-07,1.418960423169476e-18,2.4646790418090247e-18,0.0,80,0,0,80,0,0,0,0,0,0,9.941914075214074e-19,4.685016633197024e-18,2.5826862310009753e-18,6.0853110673801316e-18,6.029873273497672e-17,9.471702789048863e-17,0.0,0.0
single_ring,0.75,DIRECT,coupled_rk3,5,0.016,0.08,True,1.7393915163295736e-16,2.0896308437370302e-16,3.652564042214281e-16,0.016766772023402154,6.616520599086975e-17,6.9133749133404345e-18,0.0,2.9348469089898537e-07,1.403545777477837e-17,1.6276966047638615e-17,0.0,15,0,0,15,0,0,0,0,0,0,6.319002155067078e-19,2.9777596122565205e-18,3.1953288061603934e-18,7.528816127428002e-18,8.056049404120436e-17,1.2654412812470595e-16,0.0,0.0
single_ring,0.75,DIRECT,coupled_rk3,10,0.008,0.08,True,1.7516350053116562e-16,2.037211149157984e-16,3.626707481771755e-16,0.03249038499779999,6.62284364083214e-17,7.777424303107154e-18,0.0,2.9348469089898537e-07,1.5799782135579106e-17,1.8303097178052414e-17,0.0,30,0,0,30,0,0,0,0,0,0,5.864086664331857e-19,2.763385737701825e-18,1.8235880975412263e-18,4.296728227806978e-18,8.0560105789389e-17,1.2654351826018052e-16,0.0,0.0
single_ring,0.75,DIRECT,coupled_rk3,20,0.004,0.08,True,1.825082845521314e-16,2.145828177913194e-16,3.8231783616940205e-16,0.06296970800030977,6.624482063749811e-17,8.209232560422543e-18,0.0,2.9348469089898537e-07,1.6681944315979472e-17,1.9316162743259308e-17,0.0,60,0,0,60,0,0,0,0,0,0,5.636322152501926e-19,2.656054240134819e-18,1.8901177279087144e-18,4.4534849763133865e-18,8.055985272194896e-17,1.2654312074277527e-16,0.0,0.0
single_ring,0.75,DIRECT,coupled_rk3,40,0.002,0.08,True,1.9705852415580668e-16,2.4788566348790393e-16,3.682830129398363e-16,0.12264981196494773,6.735772840291731e-17,8.425972993808442e-18,0.0,2.9348469089898537e-07,1.7123025406179657e-17,1.9822695525862755e-17,0.0,120,0,0,120,0,0,0,0,0,0,5.523206812742775e-19,2.60274989207547e-18,5.187307721527234e-18,1.2222305872394675e-17,8.055915944874195e-17,1.2654203175176825e-16,0.0,0.0
single_ring,0.75,DIRECT,coupled_rk4_reference,5,0.016,0.08,True,6.187577378261558e-17,4.372208088080973e-17,1.1889152588578032e-16,0.020495901990216225,6.655435959680699e-18,6.291677492433689e-19,0.0,2.9348469089898537e-07,1.4633821956238286e-18,2.575918827711119e-18,0.0,20,0,0,20,0,0,0,0,0,0,9.942374224907582e-19,4.685233473631526e-18,2.6803472783743152e-18,6.315419489107609e-18,6.0299779681125e-17,9.471867242965268e-17,0.0,0.0
single_ring,0.75,DIRECT,coupled_rk4_reference,10,0.008,0.08,True,6.230116975169401e-17,4.372208120873848e-17,1.3492533894244748e-16,0.04121937899617478,6.6695418214403366e-18,6.121606927073329e-19,0.0,2.9348469089898537e-07,1.4124091464318577e-18,2.502569545122448e-18,0.0,40,0,0,40,0,0,0,0,0,0,9.941760691982912e-19,4.684944353052194e-18,2.4420740765207407e-18,5.754001483739728e-18,6.030229807845758e-17,9.472262831893212e-17,0.0,0.0
single_ring,0.75,DIRECT,coupled_rk4_reference,20,0.004,0.08,True,6.230116975169401e-17,4.372208910174484e-17,1.3795705476354288e-16,0.0837200460373424,7.660459421234558e-18,5.919808506195157e-19,0.0,2.9348469089898537e-07,1.3952157322543223e-18,2.4123546829742927e-18,0.0,80,0,0,80,0,0,0,0,0,0,9.942067458445242e-19,4.685088913341858e-18,1.7072499328058622e-18,4.0226128850584235e-18,6.03013650123889e-17,9.472116266217878e-17,0.0,0.0
single_ring,0.75,DIRECT,coupled_rk4_reference,40,0.002,0.08,True,9.944537495160819e-17,7.669123671954391e-17,2.1294554610318286e-16,0.17920133500592783,1.2312340615797656e-17,6.034055119208226e-19,0.0,2.9348469089898537e-07,1.4405751287684558e-18,2.3933917077369034e-18,0.0,160,0,0,160,0,0,0,0,0,0,9.941607308751751e-19,4.684872072907365e-18,1.852066790080108e-18,4.363829566254972e-18,6.030021811744933e-17,9.471936112382047e-17,0.0,0.0
single_ring,0.75,DIRECT,reuse_stage_gradients,5,0.016,0.08,True,1.7561092812677305e-16,2.0896432604310467e-16,3.6630529365528807e-16,0.01615242601837963,6.616524945376202e-17,8.304184082770705e-18,0.0,2.9348469089898537e-07,1.672734565813338e-17,1.927039394893018e-17,0.0,15,15,0,0,0,0,0,0,0,0,1.2706678448705789e-19,5.987881149897278e-19,3.499861180633138e-18,8.246353630245875e-18,8.055686195002057e-17,1.2653842284921587e-16,0.0,0.0
single_ring,0.75,DIRECT,reuse_stage_gradients,10,0.008,0.08,True,1.7540353329093056e-16,2.0371852062024453e-16,3.6290286429940427e-16,0.031327142962254584,6.62284745316249e-17,9.009662663966676e-18,0.0,2.9348469089898537e-07,1.8525071595167376e-17,2.077821246458696e-17,0.0,30,30,0,0,0,0,0,0,0,0,3.601759853098959e-19,1.6972893441735513e-18,2.1746941781604914e-18,5.124002440435119e-18,8.055721725894481e-17,1.2653898096716895e-16,0.0,0.0
single_ring,0.75,DIRECT,reuse_stage_gradients,20,0.004,0.08,True,1.8241238385652596e-16,2.1457833698343978e-16,3.827396858334347e-16,0.06381844700081274,6.624485604293808e-17,9.381120856125598e-18,0.0,2.9348469089898537e-07,1.941091497311574e-17,2.153212172241535e-17,0.0,60,60,0,0,0,0,0,0,0,0,4.769544629642057e-19,2.2475949554178206e-18,2.2439080790786427e-18,5.287083852423186e-18,8.055796376913046e-17,1.265401535826265e-16,0.0,0.0
single_ring,0.75,DIRECT,reuse_stage_gradients,40,0.002,0.08,True,1.9729618326861109e-16,2.4788072893883926e-16,3.6847494223985324e-16,0.13056888995924965,6.735776216997535e-17,9.569479215652555e-18,0.0,2.9348469089898537e-07,1.9898990046501933e-17,2.1909076351329545e-17,0.0,120,120,0,0,0,0,0,0,0,0,5.355360971535043e-19,2.5236544028243984e-18,4.82369076865551e-18,1.136555361149779e-17,8.055867845660059e-17,1.2654127621107938e-16,0.0,0.0
single_ring,0.75,DIRECT,averaged_gradient_exponential,5,0.016,0.08,True,3.2079274146683733e-16,3.09275989853948e-16,4.2113620040787843e-16,0.03619606199208647,6.616168727899136e-17,5.26851499763271e-16,4.896784270707429e-16,2.668042644536231e-07,9.42407196932084e-16,9.424660199542011e-16,2.2204460492503128e-16,15,15,0,0,0,0,0,0,0,0,4.2165701032528465e-17,1.9870118489588248e-16,1.884922833320821e-16,4.441244794308262e-16,3.6444695288944945e-17,5.724719349103399e-17,7.184117244631132e-16,3.3306690738754696e-16
single_ring,0.75,DIRECT,averaged_gradient_exponential,10,0.008,0.08,True,5.413323593384886e-16,7.316080035210046e-16,1.2478323753818724e-15,0.06206435902277008,6.65407902564652e-17,1.1546344057731722e-15,8.694761063105301e-16,2.1344341156289847e-07,1.8849179002831094e-15,1.885045145463937e-15,1.7763568394002489e-15,30,30,0,0,0,0,0,0,0,0,6.149253289783522e-17,2.8977673440370166e-16,5.654356674709272e-16,1.3322764042532294e-15,7.674216167593335e-17,1.205463056708562e-16,4.789411496420754e-16,2.220446049250313e-16
single_ring,0.75,DIRECT,averaged_gradient_exponential,20,0.004,0.08,True,4.2565224625995603e-16,6.955938024457985e-16,7.022298294832849e-16,0.12250735302222893,6.644618089217945e-17,9.42935473948292e-16,7.905662924956907e-16,2.9348469089898537e-07,1.8859773778803237e-15,1.8862841906940777e-15,1.554312234475218e-15,60,60,0,0,0,0,0,0,0,0,3.535749193979569e-17,1.666182553911337e-16,3.7696242829919515e-16,8.881967965680905e-16,3.107894686114038e-17,4.881869557013309e-17,3.592058622315566e-16,1.6653345369377348e-16
single_ring,0.75,DIRECT,averaged_gradient_exponential,40,0.002,0.08,True,3.8509268335163453e-16,5.650221289355677e-16,5.524351506116488e-16,0.2339751020190306,6.730105026765932e-17,9.433127823833792e-16,3.5574312973888666e-16,2.401238380082608e-07,1.8866608821578087e-15,1.887005418738016e-15,6.661338147750937e-16,120,120,0,0,0,0,0,0,0,0,1.1822314900009635e-17,5.571134645744313e-17,3.2782436382094736e-18,7.724179597857269e-18,5.4859753365614995e-17,8.6173499075582e-17,4.789411496420754e-16,2.220446049250313e-16
single_ring,0.75,TRANSPOSED,fractional_x_gamma,5,0.016,0.08,True,1.759950898336326e-16,2.088997641327931e-16,3.6470136394029503e-16,0.016204375016968697,6.616515493301316e-17,4.591726142976616e-18,0.0,2.9348469089898537e-07,9.259465437598421e-18,1.2081227372924301e-17,0.0,15,0,0,15,0,0,0,0,0,0,2.42815592478615e-19,1.1442415222618048e-18,3.1242774898663157e-18,7.361405407454983e-18,8.055712022724524e-17,1.2653882855013168e-16,0.0,0.0
single_ring,0.75,TRANSPOSED,fractional_x_gamma,10,0.008,0.08,True,1.768092309923955e-16,2.0365606640442836e-16,3.613681519634734e-16,0.031730182003229856,6.622839196398361e-17,4.589644966029376e-18,0.0,2.9348469089898537e-07,9.259465437598421e-18,1.2081227372924301e-17,0.0,30,0,0,30,0,0,0,0,0,0,2.4263153260121534e-19,1.1433741605238157e-18,2.080492431776488e-18,4.902044804638633e-18,8.055717189949098e-17,1.2653890971670548e-16,0.0,0.0
single_ring,0.75,TRANSPOSED,fractional_x_gamma,20,0.004,0.08,True,1.8348376602691e-16,2.1449970083941865e-16,3.825832169564645e-16,0.06335843401029706,6.624477983525775e-17,4.5894282673697805e-18,0.0,2.9348469089898537e-07,9.259465437598418e-18,1.2081227372924306e-17,0.0,60,0,0,60,0,0,0,0,0,0,2.4260085595498253e-19,1.1432296002341531e-18,2.702791960329127e-18,6.368303525063656e-18,8.055713752881583e-17,1.265388557273752e-16,0.0,0.0
single_ring,0.75,TRANSPOSED,fractional_x_gamma,40,0.002,0.08,True,1.9585484100164177e-16,2.4783410739098453e-16,3.693333709485996e-16,0.1262273960164748,6.735769060810856e-17,4.589046835211473e-18,0.0,2.9348469089898537e-07,9.259465437598412e-18,1.208122737292429e-17,0.0,120,0,0,120,0,0,0,0,0,0,2.42554840985633e-19,1.1430127597996577e-18,3.6143176716681146e-18,8.516035383789237e-18,8.055707577440847e-17,1.2653875872377899e-16,0.0,0.0
single_ring,0.75,TRANSPOSED,fractional_gamma_x,5,0.016,0.08,True,1.755151384067092e-16,2.088969057812218e-16,3.6475469892338685e-16,0.017252397956326604,6.616515423761901e-17,3.674246406849424e-18,0.0,2.9348469089898537e-07,7.407381327253603e-18,9.631022284982036e-18,0.0,15,0,0,15,0,0,0,0,0,0,2.0345745536135375e-19,9.587706706219533e-19,2.869947404154101e-18,6.762154260809715e-18,8.055704812309862e-17,1.2653871528920303e-16,0.0,0.0
single_ring,0.75,TRANSPOSED,fractional_gamma_x,10,0.008,0.08,True,1.768036290640016e-16,2.0365446027405578e-16,3.6139749202412205e-16,0.033099603024311364,6.622839162951975e-17,4.1337644105448835e-18,0.0,2.9348469089898537e-07,8.333423382426013e-18,1.0856124828953167e-17,0.0,30,0,0,30,0,0,0,0,0,0,2.231978772124511e-19,1.0517952170212096e-18,2.015520003914632e-18,4.74895712809611e-18,8.055740203698784e-17,1.2653927121584022e-16,0.0,0.0
single_ring,0.75,TRANSPOSED,fractional_gamma_x,20,0.004,0.08,True,1.8346757112267624e-16,2.1449888467186972e-16,3.8259829975474073e-16,0.06582667300244793,6.624477964526873e-17,4.363649017743276e-18,0.0,2.9348469089898537e-07,8.796444410012216e-18,1.146867610093874e-17,0.0,60,0,0,60,0,0,0,0,0,0,2.3303741149176604e-19,1.0981629299311708e-18,2.648185472928678e-18,6.23964002032196e-18,8.055719334231075e-17,1.2653894339900802e-16,0.0,0.0
single_ring,0.75,TRANSPOSED,fractional_gamma_x,40,0.002,0.08,True,1.9585484100164177e-16,2.478337551773717e-16,3.693909566693369e-16,0.125469192978926,6.735769050684892e-17,4.475865041554317e-18,0.0,2.9348469089898537e-07,9.02795492380531e-18,1.177495173693151e-17,0.0,120,0,0,120,0,0,0,0,0,0,2.377424421077911e-19,1.1203348643584997e-18,3.6116804724524e-18,8.50982162952763e-18,8.055701935319035e-17,1.265386700975368e-16,0.0,0.0
single_ring,0.75,TRANSPOSED,parallel_lagged,5,0.016,0.08,True,1.755151384067092e-16,2.088969057812218e-16,3.6475469892338685e-16,0.016547698993235826,6.616515786073372e-17,3.674246406849424e-18,0.0,2.9348469089898537e-07,7.407381327253603e-18,9.631022284982036e-18,0.0,15,0,0,15,0,0,0,0,0,0,2.0345745536135375e-19,9.587706706219533e-19,2.869947404154101e-18,6.762154260809715e-18,8.05570481221178e-17,1.2653871528766236e-16,0.0,0.0
single_ring,0.75,TRANSPOSED,parallel_lagged,10,0.008,0.08,True,1.768036290640016e-16,2.0365446027405578e-16,3.6139749202412205e-16,0.031727750960271806,6.622839362341736e-17,4.1337644105448835e-18,0.0,2.9348469089898537e-07,8.333423382426013e-18,1.0856124828953167e-17,0.0,30,0,0,30,0,0,0,0,0,0,2.231978772124511e-19,1.0517952170212096e-18,2.015520003914632e-18,4.74895712809611e-18,8.055740203631161e-17,1.26539271214778e-16,0.0,0.0
single_ring,0.75,TRANSPOSED,parallel_lagged,20,0.004,0.08,True,1.8346757112267624e-16,2.1449888467186972e-16,3.8259829975474073e-16,0.06267065403517336,6.624478069385403e-17,4.363649017743276e-18,0.0,2.9348469089898537e-07,8.796444410012216e-18,1.146867610093874e-17,0.0,60,0,0,60,0,0,0,0,0,0,2.3303741149176604e-19,1.0981629299311708e-18,2.648185472928678e-18,6.23964002032196e-18,8.055719334207366e-17,1.265389433986356e-16,0.0,0.0
single_ring,0.75,TRANSPOSED,parallel_lagged,40,0.002,0.08,True,1.9585484100164177e-16,2.478337551773717e-16,3.693909566693369e-16,0.1201101440237835,6.735769102548408e-17,4.475865041554317e-18,0.0,2.9348469089898537e-07,9.02795492380531e-18,1.177495173693151e-17,0.0,120,0,0,120,0,0,0,0,0,0,2.377424421077911e-19,1.1203348643584997e-18,3.6116804724524e-18,8.50982162952763e-18,8.055701935311327e-17,1.2653867009741572e-16,0.0,0.0
single_ring,0.75,TRANSPOSED,strang_x_gamma_x,5,0.016,0.08,True,1.768092309923955e-16,2.036560217126843e-16,3.613681519634734e-16,0.020713304984383285,6.622839089666322e-17,4.5917415049936665e-18,0.0,2.9348469089898537e-07,9.259465437598421e-18,1.2081227372924301e-17,0.0,30,0,0,15,0,0,0,0,0,0,2.42815592478615e-19,1.1442415222618048e-18,2.080492431776488e-18,4.902044804638633e-18,8.055718314469995e-17,1.2653892738063844e-16,0.0,0.0
single_ring,0.75,TRANSPOSED,strang_x_gamma_x,10,0.008,0.08,True,1.8348376602691e-16,2.1449969341888805e-16,3.825832169564645e-16,0.0403160480200313,6.624477930252357e-17,4.5896599160457075e-18,0.0,2.9348469089898537e-07,9.259465437598421e-18,1.2081227372924301e-17,0.0,60,0,0,30,0,0,0,0,0,0,2.4263153260121534e-19,1.1433741605238157e-18,2.702791960329127e-18,6.368303525063656e-18,8.055714016686668e-17,1.265388598712158e-16,0.0,0.0
