cloud,strength_scale,mode,method,step,time,total_strength_drift,total_strength_drift_abs,linear_impulse_drift,linear_impulse_drift_abs,angular_impulse_drift,angular_impulse_drift_abs,energy_drift,energy_drift_abs
offset_inclined_rings,2.0,TRANSPOSED,coupled_rk4_reference,4,0.016,1.746145315301395e-17,4.388541835720876e-16,1.2026154311088218e-07,1.5978412306783468e-06,3.0436000189923857e-06,2.8590374460457646e-05,1.5638026319891497e-06,1.4555307457086997e-05
offset_inclined_rings,2.0,TRANSPOSED,coupled_rk4_reference,5,0.02,1.4252760720845546e-17,3.5821094699185227e-16,3.4791652123424705e-07,4.622553046319219e-06,3.3881966841255157e-06,3.1827379202375994e-05,2.438558428822746e-06,2.2697217000100522e-05
offset_inclined_rings,2.0,TRANSPOSED,coupled_rk4_reference,6,0.024,3.1821073077124305e-17,7.997507952675014e-16,7.030749651430577e-07,9.341325069540583e-06,3.5686999433100748e-06,3.352295540792749e-05,3.503643985544355e-06,3.261064688508952e-05
offset_inclined_rings,2.0,TRANSPOSED,coupled_rk4_reference,7,0.028,3.337376620525518e-17,8.387742298644238e-16,1.1944304487666583e-06,1.5869663475524714e-05,3.5867852555679564e-06,3.369284167631381e-05,4.757045313617029e-06,4.427685163754802e-05
offset_inclined_rings,2.0,TRANSPOSED,coupled_rk4_reference,8,0.032,2.6356095504913047e-17,6.624009281243664e-16,1.836802650731262e-06,2.440446822848156e-05,3.4443851198329687e-06,3.2355191137978245e-05,6.196506341408461e-06,5.7674832561360745e-05
offset_inclined_rings,2.0,TRANSPOSED,coupled_rk4_reference,9,0.036000000000000004,5.3421774217742626e-17,1.3426356273935429e-15,2.645953693038599e-06,3.515516095868345e-05,3.1436840886292446e-06,2.953052461507344e-05,7.819526427614336e-06,7.278131459464987e-05
offset_inclined_rings,2.0,TRANSPOSED,coupled_rk4_reference,10,0.04,3.723836557349649e-17,9.359022057391012e-16,3.6379679844864803e-06,4.833544532303867e-05,2.687113239201927e-06,2.5241678685450353e-05,9.623357564933102e-06,8.957072028259461e-05
offset_inclined_rings,2.0,TRANSPOSED,coupled_rk4_reference,11,0.044,4.9305034290337975e-17,1.239170668092149e-15,4.8291201309348466e-06,6.416155200995669e-05,2.077344101060042e-06,1.9513748640398454e-05,1.1605001354339814e-05,0.00010801514161506987
offset_inclined_rings,2.0,TRANSPOSED,coupled_rk4_reference,12,0.048,2.1950442651711993e-17,5.516747950212996e-16,6.2358401300983754e-06,8.285177630394303e-05,1.31728204111347e-06,1.2374026347239386e-05,1.3761205734691022e-05,0.00012808430958699546
offset_inclined_rings,2.0,TRANSPOSED,coupled_rk4_reference,13,0.052000000000000005,4.115868602822482e-17,1.0344306052614396e-15,7.87470565085725e-06,0.00010462637550554529,4.1005910840140097e-07,3.851933035536881e-06,1.6088461510792746e-05,0.00014974556188285248
offset_inclined_rings,2.0,TRANSPOSED,coupled_rk4_reference,14,0.056,4.513794083688932e-17,1.1344401866507377e-15,9.762443569819588e-06,0.000129707589346714,6.40973659519409e-07,6.021052973648189e-06,1.858299867954978e-05,0.00017296380868181416
offset_inclined_rings,2.0,TRANSPOSED,coupled_rk4_reference,15,0.06,2.953128740439824e-17,7.422022044856504e-16,1.1915935104893617e-05,0.00015831970819742185,1.8322544663282592e-06,1.7211473574807457e-05,2.124078260496227e-05,0.00019770149705600204
offset_inclined_rings,2.0,TRANSPOSED,coupled_rk4_reference,16,0.064,5.624919240906508e-17,1.413696397141421e-15,1.4352222433816143e-05,0.00019068916100198495,3.1600195170683714e-06,2.9683973167160538e-05,2.4057510052275484e-05,0.00022391857405779092
offset_inclined_rings,2.0,TRANSPOSED,coupled_rk4_reference,17,0.068,3.306744681878521e-17,8.310755839909343e-16,1.7088515904417636e-05,0.00022704461107742464,4.620312304512378e-06,4.340138588709852e-05,2.7028605123842103e-05,0.0002515724488922899
offset_inclined_rings,2.0,TRANSPOSED,coupled_rk4_reference,18,0.07200000000000001,7.725977758089337e-17,1.941749997328928e-15,2.0142201415940338e-05,0.00026761705418450594,6.208993414496791e-06,5.8324827715616756e-05,3.0149215131622544e-05,0.0002806179545000731
offset_inclined_rings,2.0,TRANSPOSED,coupled_rk4_reference,19,0.076,4.4771690269670543e-17,1.1252353059199567e-15,2.3530847751430013e-05,0.00031263991594872146,7.921750841774922e-06,7.441379338135601e-05,3.341420640765922e-05,0.0003110073085625942
offset_inclined_rings,2.0,TRANSPOSED,coupled_rk4_reference,20,0.08,5.3638929561190516e-17,1.3480933364468521e-15,2.7272213735651647e-05,0.00036234914696311923,9.754110806164886e-06,9.162625796321766e-05,3.6818160144895865e-05,0.0003426900747900419
offset_inclined_rings,2.0,TRANSPOSED,reuse_stage_gradients,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
offset_inclined_rings,2.0,TRANSPOSED,reuse_stage_gradients,1,0.004,2.766898657833314e-06,6.953974797341278e-05,2.773210892192637e-06,3.684594917284672e-05,4.338359812005475e-06,4.075283571935984e-05,4.049990834771654e-06,3.7695845110263804e-05
offset_inclined_rings,2.0,TRANSPOSED,reuse_stage_gradients,2,0.008,5.534520781610684e-06,0.00013909767862918532,5.533610159319371e-06,7.352167815532538e-05,8.507378293008257e-06,7.99149459705939e-05,8.295028054263427e-06,7.72071111949657e-05
offset_inclined_rings,2.0,TRANSPOSED,reuse_stage_gradients,3,0.012,8.303154749755731e-06,0.00020868103970761442,8.281061239524359e-06,0.00011002537253396546,1.2507310224902882e-05,0.00011748872407402189,1.2733750446409262e-05,0.00011852112858612429
offset_inclined_rings,2.0,TRANSPOSED,reuse_stage_gradients,4,0.016,1.107308565754242e-05,0.00027829699643444616,1.1016141220376817e-05,0.00014636469971671763,1.6338681272730424e-05,0.0001534791079190745,1.7364561129732233e-05,0.0001616230340903968
offset_inclined_rings,2.0,TRANSPOSED,reuse_stage_gradients,5,0.02,1.384459453306624e-05,0.0003479526118160825,1.374030553453348e-05,0.00018255899714302633,2.0002285008980544e-05,0.00018789355201176416,2.218562610174411e-05,0.000206495757478109
offset_inclined_rings,2.0,TRANSPOSED,reuse_stage_gradients,6,0.024,1.661795755747822e-05,0.00041765482704192447,1.645605657773358e-05,0.00021864151260752476,2.3499179402839037e-05,0.00022074199449606535,2.719487246385522e-05,0.0002531200049613602
offset_inclined_rings,2.0,TRANSPOSED,reuse_stage_gradients,7,0.028,1.9393445289128367e-05,0.0004874104419849701,1.9167114923637946e-05,0.0002546616790864019,2.6830682774924464e-05,0.000252036819154311,3.2389986341306974e-05,0.0003014742398335102
offset_inclined_rings,2.0,TRANSPOSED,reuse_stage_gradients,8,0.032,2.217132189411881e-05,0.0005572260958635056,2.1878590933423833e-05,0.0002906873948086464,2.9998369218412195e-05,0.00028179281239504306,3.776841050652445e-05,0.00035153466034820724
offset_inclined_rings,2.0,TRANSPOSED,reuse_stage_gradients,9,0.036000000000000004,2.4951844382467096e-05,0.0006271082480437951,2.4597153508404547e-05,0.00032680726536841656,3.300406348991418e-05,0.00031002711525995874,4.3327341722111254e-05,0.0004032751749889485
offset_inclined_rings,2.0,TRANSPOSED,reuse_stage_gradients,10,0.04,2.7735261851960225e-05,0.0006970631590360599,2.7331191609665762e-05,0.0003631327497372049,3.584983536974812e-05,0.00033675917044651005,4.906372781531925e-05,0.0004566673752393058
offset_inclined_rings,2.0,TRANSPOSED,reuse_stage_gradients,11,0.044,3.0521814740569696e-05,0.0007670968717056192,3.009096297406446e-05,0.00039980013616194014,3.853799349472806e-05,0.00036201066437557827,5.497426450155137e-05,0.0005116805060172425
offset_inclined_rings,2.0,TRANSPOSED,reuse_stage_gradients,12,0.048,3.3311734087440785e-05,0.0008372151926995253,3.288872339177561e-05,0.0004369722597963178,4.1071078666821043e-05,0.00038580546433564233,6.105539200460985e-05,0.0005682814342176101
offset_inclined_rings,2.0,TRANSPOSED,reuse_stage_gradients,13,0.052000000000000005,3.6105240805194904e-05,0.0009074236741575259,3.5738829032625795e-05,0.00047483986224792205,4.345185663873368e-05,0.0004081695507134331,6.730329143952776e-05,0.0006264346150448574
offset_inclined_rings,2.0,TRANSPOSED,reuse_stage_gradients,14,0.056,3.8902544963275516e-05,0.0009777275957005838,3.865780390684384e-05,0.0005136224878877696,4.5683310380718864e-05,0.00042913094435137467,7.371388105779822e-05,0.0006861020570649856
offset_inclined_rings,2.0,TRANSPOSED,reuse_stage_gradients,15,0.06,4.17038450844978e-05,0.0010481319467512407,4.166436475753551e-05,0.000553568814581326,4.776863183476019e-05,0.00044871962908965557,8.028281230270838e-05,0.000747243285490029
offset_inclined_rings,2.0,TRANSPOSED,reuse_stage_gradients,16,0.064,4.450932745593287e-05,0.0011186414092142494,4.477939672228767e-05,0.0005949563303191945,4.9711213159585346e-05,0.00046696746952534784,8.700546578184487e-05,0.0008098153046915968
offset_inclined_rings,2.0,TRANSPOSED,reuse_stage_gradients,17,0.068,4.731916545539e-05,0.0011892603405492252,4.802587509616426e-05,0.0006380902937301149,5.1514637475112534e-05,0.00048390812406939876,9.387694710829477e-05,0.0008737725594922807
offset_inclined_rings,2.0,TRANSPOSED,reuse_stage_gradients,18,0.07200000000000001,5.013351889491923e-05,0.0012599927572710667,5.1428731433106075e-05,0.000683301955052534,5.318266911323228e-05,0.0004995769533663319,0.00010089208272524272,0.0009390668963025206
offset_inclined_rings,2.0,TRANSPOSED,reuse_stage_gradients,19,0.076,5.2952533383476754e-05,0.0013308423189319907,5.5014665911873886e-05,0.000730946063156181,5.471924338612889e-05,0.0005140109241819069,0.00010804541568209234,0.0010056475238062745
offset_inclined_rings,2.0,TRANSPOSED,reuse_stage_gradients,20,0.08,5.577633970973389e-05,0.0014018123126098292,5.881191196978817e-05,0.0007813977383751832,5.6128455883286825e-05,0.0005272485088634316,0.0001153312014287183,0.0010734609738154433
offset_inclined_rings,2.0,MIXED,fractional_x_gamma,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
offset_inclined_rings,2.0,MIXED,fractional_x_gamma,1,0.004,6.239226380984525e-07,1.568088621006769e-05,1.8939024005863768e-07,2.5163117520847632e-06,8.176717407161713e-08,7.68088484259799e-07,1.844901826467622e-06,1.7171676759630827e-05
offset_inclined_rings,2.0,MIXED,fractional_x_gamma,2,0.008,1.1198250177303203e-06,2.8144272392061076e-05,3.075034896644113e-07,4.085609926942713e-06,1.2103913513440223e-07,1.1369937495953053e-06,3.7006067551806457e-06,3.444390487494786e-05
offset_inclined_rings,2.0,MIXED,fractional_x_gamma,3,0.012,1.4866703955379332e-06,3.736410234345122e-05,3.6468589916760984e-07,4.845357467264074e-06,6.095372614651768e-07,5.725751887286634e-06,5.56694696998319e-06,5.1815122374065936e-05
offset_inclined_rings,2.0,MIXED,fractional_x_gamma,4,0.016,1.7231844001635898e-06,4.3308347618675747e-05,3.879821101014672e-07,5.154879907986262e-06,1.3848435750534927e-06,1.3008672668179955e-05,7.443991862185448e-06,6.9285975126121e-05
offset_inclined_rings,2.0,MIXED,fractional_x_gamma,5,0.02,1.8278541381293777e-06,4.5938985057447645e-05,4.380832066834655e-07,5.820542394514518e-06,2.4480728057781326e-06,2.2996227423743854e-05,9.332050882998623e-06,8.685934339069945e-05
offset_inclined_rings,2.0,MIXED,fractional_x_gamma,6,0.024,1.798927133228203e-06,4.521197012874456e-05,5.923278839448222e-07,7.869896648298155e-06,3.800338451394983e-06,3.5698875911371886e-05,1.1231677115090346e-05,0.00010454037506058
offset_inclined_rings,2.0,MIXED,fractional_x_gamma,7,0.028,1.634410104669538e-06,4.1077206222261964e-05,8.798073212183769e-07,1.1689459294558015e-05,5.442753273482752e-06,5.112707097310043e-05,1.3143671518029282e-05,0.0001223365251767916
offset_inclined_rings,2.0,MIXED,fractional_x_gamma,8,0.032,1.332067588543088e-06,3.347851000201629e-05,1.2907130034557129e-06,1.714891062051909e-05,7.376429872622754e-06,6.929126393862006e-05,1.506908788540711e-05,0.000140257602067706
offset_inclined_rings,2.0,MIXED,fractional_x_gamma,9,0.036000000000000004,8.894204116075424e-07,2.235357304847252e-05,1.8148732735253956e-06,2.411310606767572e-05,9.602481346405724e-06,9.020191080633122e-05,1.7009238512683588e-05,0.00015831582010328304
offset_inclined_rings,2.0,MIXED,fractional_x_gamma,10,0.04,3.037440222900868e-07,7.633919911986808e-06,2.4481541816384615e-06,3.252712038521627e-05,1.2122022024462563e-05,0.00011386947914793222,1.896570057556392e-05,0.0001765258590626928
offset_inclined_rings,2.0,MIXED,fractional_x_gamma,11,0.044,4.2793330976375694e-07,1.0755137137441473e-05,3.1899737313305746e-06,4.238322094371681e-05,1.4936168280199897e-05,0.000140304455733542,2.094032325268872e-05,0.000194904930429729
offset_inclined_rings,2.0,MIXED,fractional_x_gamma,12,0.048,1.3088324182746914e-06,3.289454648025547e-05,4.041534151020137e-06,5.369738101348409e-05,1.804603941574207e-05,0.00016951735484449504,2.2935235568207827e-05,0.00021347285038864072
offset_inclined_rings,2.0,MIXED,fractional_x_gamma,13,0.052000000000000005,2.342425277236375e-06,5.8871568340390645e-05,5.004984190073086e-06,6.649814970708126e-05,2.1452758618885823e-05,0.00020151872726259512,2.4952854983628893e-05,0.0002322521197939409
offset_inclined_rings,2.0,MIXED,fractional_x_gamma,14,0.056,3.5324371390742293e-06,8.877982852306676e-05,6.083027842812475e-06,8.082145333565591e-05,2.5157453989656652e-05,0.00023631916991317947,2.6995896750773222e-05,0.00025126801122432596
offset_inclined_rings,2.0,MIXED,fractional_x_gamma,15,0.06,4.8828487619746285e-06,0.00012271937439367608,7.278731159987142e-06,9.670802863162574e-05,2.916125963422118e-05,0.000273929336140899,2.9067383998547598e-05,0.00027054866286668755
offset_inclined_rings,2.0,MIXED,fractional_x_gamma,16,0.064,6.397898712328194e-06,0.0001607967327444948,8.595420003052741e-06,0.00011420206427263369,3.346531682334271e-05,0.00031435994659179123,3.1170658613649486e-05,0.0002901251797897686
offset_inclined_rings,2.0,MIXED,fractional_x_gamma,17,0.068,8.08208572830599e-06,0.00020312496919783207,1.003662198879496e-05,0.00013335042953542772,3.807077521475351e-05,0.0003576218006957621,3.330939285680581e-05,0.0003100317420638987
offset_inclined_rings,2.0,MIXED,fractional_x_gamma,18,0.07200000000000001,9.940171128599609e-06,0.00024982374874427116,1.1606031209031923e-05,0.00015420220554822412,4.2978794135413564e-05,0.00040372578871161746,3.548760176416611e-05,0.00033030572018866167
offset_inclined_rings,2.0,MIXED,fractional_x_gamma,19,0.076,1.1977181250501865e-05,0.0003010193970183206,1.3307485351705925e-05,0.00017680838131271085,4.81905439226158e-05,0.0004526829043248748,3.770965633079647e-05,0.00035098779780007305
offset_inclined_rings,2.0,MIXED,fractional_x_gamma,20,0.08,1.4198409898902977e-05,0.00035684496184840153,1.5144949960725072e-05,0.00020122164457423466,5.3707207321644836e-05,0.0005045042577768166,3.9980297442303006e-05,0.00037212210134107693
offset_inclined_rings,2.0,MIXED,coupled_rk3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
offset_inclined_rings,2.0,MIXED,coupled_rk3,1,0.004,2.2334354815074755e-08,5.613235600776534e-07,7.132545195913524e-08,9.476574554842992e-07,4.0925493036514964e-07,3.844378905215606e-06,5.417800707453745e-09,5.042692308165897e-08
offset_inclined_rings,2.0,MIXED,coupled_rk3,2,0.008,1.730011298512801e-07,4.3479926288281234e-06,2.037674880897008e-07,2.707333412820821e-06,5.35438087751325e-07,5.0296935647509144e-06,4.5571545199037195e-09,4.2416340662043694e-08
offset_inclined_rings,2.0,MIXED,coupled_rk3,3,0.012,4.529045366610431e-07,1.1382732521214578e-05,4.140561255389592e-07,5.501309330374062e-06,3.780825354250275e-07,3.551557759662316e-06,3.127200508690581e-08,2.9106847598825425e-07
offset_inclined_rings,2.0,MIXED,coupled_rk3,4,0.016,8.631860689777607e-07,2.1694232103852684e-05,7.066158481757047e-07,9.38837060676071e-06,6.327729537762526e-08,5.944018788284211e-07,7.631134730460928e-08,7.10278330373626e-07
offset_inclined_rings,2.0,MIXED,coupled_rk3,5,0.02,1.4052253226053696e-06,3.531716440108301e-05,1.0837855113940725e-06,1.4399592176533177e-05,7.891061482586523e-07,7.412550968255438e-06,1.4150018950219722e-07,1.3170324191236205e-06
offset_inclined_rings,2.0,MIXED,coupled_rk3,6,0.024,2.0806409839921684e-06,5.229221144054108e-05,1.547599155247478e-06,2.056199908010029e-05,1.7998685794901167e-06,1.6907253366449382e-05,2.2890751384908235e-07,2.1305880775202013e-06
offset_inclined_rings,2.0,MIXED,coupled_rk3,7,0.028,2.8912919821702965e-06,7.26660932045542e-05,2.1001403432345218e-06,2.79032743454582e-05,3.0960296894400972e-06,2.9082878042263616e-05,3.4085051874592285e-07,3.172512947458017e-06
offset_inclined_rings,2.0,MIXED,coupled_rk3,8,0.032,3.839278798583247e-06,9.649160054969741e-05,2.7436313349352944e-06,3.6452943770218425e-05,4.678055947049055e-06,4.394380682037902e-05,4.798994637271523e-07,4.466730072039127e-06
offset_inclined_rings,2.0,MIXED,coupled_rk3,9,0.036000000000000004,4.926944928683269e-06,0.00012382763194074276,3.480458158694756e-06,4.624270904694637e-05,6.546416105536476e-06,6.149444298308993e-05,6.488831800461699e-07,6.03956918610038e-06
offset_inclined_rings,2.0,MIXED,coupled_rk3,10,0.04,6.156878487753665e-06,0.0001547392338093756,4.313176383678914e-06,5.7306524452925285e-05,8.701582209077783e-06,8.173922072662876e-05,8.50895218124934e-07,7.91982393444357e-06
offset_inclined_rings,2.0,MIXED,coupled_rk3,11,0.044,7.5319139527881595e-06,0.00018929764433239793,5.244510024294009e-06,6.96805822938471e-05,1.1144030689565086e-05,0.00010468261546370261,1.089300629196068e-06,1.013881499289937e-05
offset_inclined_rings,2.0,MIXED,coupled_rk3,12,0.048,9.055134030951914e-06,0.00022758034039127573,6.277347668271176e-06,8.340326146005238e-05,1.3874243551844404e-05,0.0001303291549571428,1.367743396787127e-06,1.2730459237886294e-05
offset_inclined_rings,2.0,MIXED,coupled_rk3,13,0.052000000000000005,1.0729871645581724e-05,0.00026967108748576774,7.414737382605804e-06,9.851505974487653e-05,1.689270964596381e-05,0.00015868343127090068,1.6901545146117379e-06,1.5731344932490288e-05
offset_inclined_rings,2.0,MIXED,coupled_rk3,14,0.056,1.2559712026857364e-05,0.0003156599922782277,8.659881070093846e-06,0.00011505851886341532,2.0199926027117998e-05,0.00018975011354482874,2.0607607001800457e-06,1.9180812829588945e-05
offset_inclined_rings,2.0,MIXED,coupled_rk3,15,0.06,1.4548494896763153e-05,0.00036564355750767774,1.0016128591782095e-05,0.00013307814636113297,2.3796399399696317e-05,0.00022353396155949667,2.4840937462278104e-06,2.3121043211560277e-05
offset_inclined_rings,2.0,MIXED,coupled_rk3,16,0.064,1.6700316734685394e-05,0.00041972473893048257,1.1486971838017699e-05,0.0001526203368395401,2.768264764643889e-05,0.00026003984010047887,2.965000532102683e-06,2.7597149072633442e-05
offset_inclined_rings,2.0,MIXED,coupled_rk3,17,0.068,1.9019533108931242e-05,0.0004780130039178099,1.3076038844319896e-05,0.00017373329377739688,3.185920143908419e-05,0.0002992727340881407,3.5086536451051217e-06,3.2657274978475925e-05
offset_inclined_rings,2.0,MIXED,coupled_rk3,18,0.07200000000000001,2.1510761060108274e-05,0.0005406243913564923,1.4787088031763026e-05,0.00019646695300622083,3.632660593140639e-05,0.00034123776448136134,4.120562654915908e-06,3.8352702004473826e-05
offset_inclined_rings,2.0,MIXED,coupled_rk3,19,0.076,2.417888151987005e-05,0.0006076815724387341,1.662400260704467e-05,0.00022087290830743317,4.1085422530966694e-05,0.00038594020492066505,4.806586014582199e-06,4.473795850579165e-05
offset_inclined_rings,2.0,MIXED,coupled_rk3,20,0.08,2.7029041747318213e-05,0.0006793139118955738,1.859078517678989e-05,0.00024700433985592844,4.613623075018151e-05,0.0004333854991164232,5.572943583290886e-06,5.187093667480269e-05
offset_inclined_rings,2.0,MIXED,coupled_rk4_reference,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
offset_inclined_rings,2.0,MIXED,coupled_rk4_reference,1,0.004,2.234096650797221e-08,5.614897300443289e-07,7.135851624104049e-08,9.480967602821951e-07,4.090625048925857e-07,3.84257133645427e-06,5.894420140868988e-09,5.486312382174674e-08
offset_inclined_rings,2.0,MIXED,coupled_rk4_reference,2,0.008,1.7301439814474015e-07,4.348326097414201e-06,2.0385985519320028e-07,2.708560637771641e-06,5.350531882776925e-07,5.026077971370668e-06,3.6035893006220474e-09,3.354090161167278e-08
offset_inclined_rings,2.0,MIXED,coupled_rk4_reference,3,0.012,4.529245212346404e-07,1.1383234788331364e-05,4.1420985998719754e-07,5.503351905528319e-06,3.7750508635648426e-07,3.5461334315645132e-06,2.984104348635581e-08,2.7774960464910237e-07
offset_inclined_rings,2.0,MIXED,coupled_rk4_reference,4,0.016,8.632128443315712e-07,2.169490504189131e-05,7.068301296694997e-07,9.391217633307186e-06,6.404739652297501e-08,6.016359043181652e-07,7.440242708049785e-08,6.925107935984443e-07
offset_inclined_rings,2.0,MIXED,coupled_rk4_reference,5,0.02,1.4052589781659892e-06,3.531801025757897e-05,1.0840595590626259e-06,1.440323327952137e-05,7.900690310398607e-07,7.421595908163603e-06,1.3911262283333488e-07,1.2948098149223597e-06
offset_inclined_rings,2.0,MIXED,coupled_rk4_reference,6,0.024,2.0806816244219335e-06,5.229323284594578e-05,1.5479324179018582e-06,2.0566426936221533e-05,1.8010244006379437e-06,1.691811069304272e-05,2.2604050794711687e-07,2.1039030269065506e-06
offset_inclined_rings,2.0,MIXED,coupled_rk4_reference,7,0.028,2.8913397273496132e-06,7.266729317179088e-05,2.100532437619581e-06,2.7908483862636838e-05,3.097378632809735e-06,2.9095549482605065e-05,3.3750315772464766e-07,3.1413569256955043e-06
offset_inclined_rings,2.0,MIXED,coupled_rk4_reference,8,0.032,3.839333783888892e-06,9.649298248115556e-05,2.7440819897217973e-06,3.6458931343469606e-05,4.6795982238801435e-06,4.395829435877019e-05,4.760707206260178e-07,4.431093520551599e-06
offset_inclined_rings,2.0,MIXED,coupled_rk4_reference,9,0.036000000000000004,4.927007305019309e-06,0.00012382919962905525,3.4809671782824503e-06,4.624947207744974e-05,6.548151954157632e-06,6.151074885829555e-05,6.445719174028315e-07,5.999441517801074e-06
offset_inclined_rings,2.0,MIXED,coupled_rk4_reference,10,0.04,6.156948422108057e-06,0.00015474099145140752,4.313743627168231e-06,5.7314061068634836e-05,8.703511895592095e-06,8.175734743831597e-05,8.461001828223191e-07,7.87519348577348e-06
offset_inclined_rings,2.0,MIXED,coupled_rk4_reference,11,0.044,7.5319916282459984e-06,0.00018929959652957962,5.245135394000266e-06,6.968889119688648e-05,1.1146154507531006e-05,0.00010470256576944337,1.0840204627682424e-06,1.008966911975051e-05
offset_inclined_rings,2.0,MIXED,coupled_rk4_reference,12,0.048,9.055219646986989e-06,0.00022758249215693027,6.278031101387243e-06,8.341234181594185e-05,1.3876561822145734e-05,0.00013035093187119262,1.3619766325565542e-06,1.2676784288956355e-05
offset_inclined_rings,2.0,MIXED,coupled_rk4_reference,13,0.052000000000000005,1.0729965418471752e-05,0.00026967344425554707,7.415478848915439e-06,9.852491115215144e-05,1.689522271754248e-05,0.000158707038071082,1.6838995809337186e-06,1.5673126279480698e-05
offset_inclined_rings,2.0,MIXED,coupled_rk4_reference,14,0.056,1.2559814189918119e-05,0.0003156625599159968,8.660680567893606e-06,0.00011506914129944306,2.0202634276383125e-05,0.00018977555376697985,2.054015921396965e-06,1.9118034876086654e-05
offset_inclined_rings,2.0,MIXED,coupled_rk4_reference,15,0.06,1.4548605700710691e-05,0.00036564634231461834,1.001698614807063e-05,0.00013308954018462804,2.3799303231233333e-05,0.00022356123900413305,2.47685734820377e-06,2.3053689444552106e-05
offset_inclined_rings,2.0,MIXED,coupled_rk4_reference,16,0.064,1.6700436448024795e-05,0.0004197277476548633,1.1487887507122435e-05,0.00015263250277231763,2.7685747492347675e-05,0.0002600689588265759,2.9572706437502962e-06,2.7525202076716937e-05
offset_inclined_rings,2.0,MIXED,coupled_rk4_reference,17,0.068,1.9019662018221647e-05,0.00047801624376164753,1.3077012709135323e-05,0.00017374623292082497,3.1862497759853694e-05,0.0002993036984213493,3.500428296667869e-06,3.258071641987215e-05
offset_inclined_rings,2.0,MIXED,coupled_rk4_reference,18,0.07200000000000001,2.15108994706255e-05,0.0005406278699922051,1.4788120202659265e-05,0.0001964806668267195,3.633009921520547e-05,0.0003412705790073467,4.11183978617466e-06,3.827151270741069e-05
offset_inclined_rings,2.0,MIXED,coupled_rk4_reference,19,0.076,2.417902975567287e-05,0.0006076852980108072,1.6625093223330173e-05,0.00022088739865590827,4.108911329436509e-05,0.00038597487449187895,4.797363478290507e-06,4.4652118484478365e-05
offset_inclined_rings,2.0,MIXED,coupled_rk4_reference,20,0.08,2.7029200151963954e-05,0.0006793178930385446,1.8591934407632922e-05,0.00024701960898001465,4.614011953751162e-05,0.0004334220288461088,5.563219140403745e-06,5.178042508902081e-05
offset_inclined_rings,2.0,MIXED,reuse_stage_gradients,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
offset_inclined_rings,2.0,MIXED,reuse_stage_gradients,1,0.004,1.7768188602928747e-06,4.465632862604707e-05,2.5928040094498825e-06,3.444899376974876e-05,3.3218471360806765e-06,3.120411779744536e-05,3.595322960790131e-06,3.346396152004161e-05
offset_inclined_rings,2.0,MIXED,reuse_stage_gradients,2,0.008,3.425990917478259e-06,8.610454318092042e-05,5.105115344500357e-06,6.782853083209142e-05,6.358784543018074e-06,5.973190631614056e-05,7.173409289182504e-06,6.676749072020982e-05
offset_inclined_rings,2.0,MIXED,reuse_stage_gradients,3,0.012,4.946628475811378e-06,0.0001243223334371768,7.5357144464487e-06,0.00010012240765988175,9.109630934786569e-06,8.55722690225047e-05,1.0732303763555862e-05,9.989238910712572e-05
offset_inclined_rings,2.0,MIXED,reuse_stage_gradients,4,0.016,6.337604482522806e-06,0.00015928137346921112,9.883317129160441e-06,0.00013131356206099712,1.1573206818515965e-05,0.0001087141262271496,1.4269813718742173e-05,0.00013281824814903587
offset_inclined_rings,2.0,MIXED,reuse_stage_gradients,5,0.02,7.597551226410587e-06,0.000190947288945309,1.21465878976993e-05,0.00016138425013479104,1.3748334067000994e-05,0.0001291464110692031,1.7783506070684713e-05,0.00016552242158240915
offset_inclined_rings,2.0,MIXED,reuse_stage_gradients,6,0.024,8.724858868260527e-06,0.00021927962019308023,1.4324154682758012e-05,0.00019031624203942228,1.5633835406752772e-05,0.00014685806470726703,2.1270703716064358e-05,0.00019797999190096505
offset_inclined_rings,2.0,MIXED,reuse_stage_gradients,7,0.028,9.71767381003445e-06,0.0002442317812126893,1.6414625221436427e-05,0.0002180910396331885,1.722853382364872e-05,0.00016183803073632763,2.4728481286664166e-05,0.00023016373083883934
offset_inclined_rings,2.0,MIXED,reuse_stage_gradients,8,0.032,1.0573896908171517e-05,0.00026575101477221974,1.8416605376715904e-05,0.00024469011987412657,1.8531251889832976e-05,0.00017407524886492443,2.815366029721453e-05,0.00026204405420848786
offset_inclined_rings,2.0,MIXED,reuse_stage_gradients,9,0.036000000000000004,1.1291181536983827e-05,0.0002837783437354968,2.0328719745851287e-05,0.00027009520863105415,1.9540811013533805e-05,0.00018355864786823162,3.154280362927338e-05,0.00029358897055864475
offset_inclined_rings,2.0,MIXED,reuse_stage_gradients,10,0.04,1.1866931511369885e-05,0.0002982485188541828,2.214963496126654e-05,0.00029428859026825314,2.02560306153909e-05,0.0001902771378508028,3.48922094127857e-05,0.0003247640242260985
