checkpoint,configuration,step,stage,particles,gradient_reference,exact_gradient_norm_max,exact_chi_s_max,exact_chi_r_max,net_strength_rate_norm,chi_gamma_median,chi_gamma_p95,chi_gamma_p99,chi_gamma_max,actual_gradient_evaluator,gradient_relative_l2_on_targets,rate_relative_l2_on_targets
rotor,tree_gradient_rk3_isolated,1,1,70200,independent_f64_source_blob_gradient_on_64_targets,40.1289609449099,0.061004312097018544,0.16926874616742743,2.367947152742125,0.002252829737227481,0.02299939800554723,0.04356911676816293,0.14433289655447645,production_tree_gradient,0.031005220031814367,0.018137546583311265
rotor,tree_gradient_rk3_isolated,1,2,70200,independent_f64_source_blob_gradient_on_64_targets,40.424262328051604,0.06126839976087386,0.1706138762920214,2.5305118955805757,0.002249333023939184,0.02304340250449333,0.04345014753792799,0.15040203210711156,production_tree_gradient,0.031090526142683147,0.020286308302226965
rotor,tree_gradient_rk3_isolated,1,3,70200,independent_f64_source_blob_gradient_on_64_targets,40.35548781002568,0.06117018630617894,0.1702817688204543,1.9326979133385234,0.00225032579713366,0.022995496446985855,0.04341841179184086,0.14856278684142601,production_tree_gradient,0.031014144063550943,0.01832326645893599
rotor,tree_gradient_rk3_isolated,2,1,70200,independent_f64_source_blob_gradient_on_64_targets,40.527308797972076,0.06130794455806526,0.1710572079968861,2.626531781603177,0.002249309131790172,0.023050543178384127,0.04347039090866745,0.1509868282804885,production_tree_gradient,0.031118473671158484,0.02040521188250302
rotor,tree_gradient_rk3_isolated,2,2,70200,independent_f64_source_blob_gradient_on_64_targets,40.81369681815975,0.06251287892153154,0.17235202985850767,2.02956311419874,0.002248300074561741,0.023103323062905058,0.043280685814396924,0.15069708631791398,production_tree_gradient,0.030942573690469634,0.022461725559780064
rotor,tree_gradient_rk3_isolated,2,3,70200,independent_f64_source_blob_gradient_on_64_targets,40.74847078692715,0.061744936078789746,0.1720410530704842,3.241354649656918,0.002249300653053316,0.02311286062677616,0.04333837818850453,0.1521311089322392,production_tree_gradient,0.031154566638546117,0.02101615374528384
