checkpoint,status,path,particle_kernel,dt_factor,dt,steps,horizon,method,wall_time_s,source_particles,selected_particles,anchor,source_strength_max,selected_strength_max,external_forcing_available,replay_class,position_error,strength_error,strength_magnitude_error,strength_angle_mean_deg,strength_error_p95,strength_error_max,excess_growth,velocity_evaluations,gradient_evaluations,fused_evaluations,pairwise_stretching_sweeps,tree_builds,tree_refits,tree_traversals,kernel_launches,synchronisations,host_device_transfers
rotor_healthy_515,completed,tutorials/vpm/rotor_flow/solution/vpm_rotor_000515.h5,WINCKELMANS,0.5,0.003,10,0.03,coupled_rk4_reference,0.030461436021141708,69525,32,9370,13.844846346390131,13.844846346390131,False,isolated_local_neighbourhood,9.174308583975702e-11,1.660604687019977e-11,7.61165950982376e-12,1.711339531557407e-07,3.1493983018622386e-10,3.711696486318966e-10,2.5328628083766244e-12,40,0,0,40,0,0,0,0,0,0
rotor_healthy_515,completed,tutorials/vpm/rotor_flow/solution/vpm_rotor_000515.h5,WINCKELMANS,0.5,0.003,10,0.03,reuse_stage_gradients,0.021904397988691926,69525,32,9370,13.844846346390131,13.844846346390131,False,isolated_local_neighbourhood,3.497021698240254e-05,4.0317952690812395e-05,3.774015478590419e-06,0.0026509897175083126,7.76465320598465e-05,8.312135296483544e-05,-6.230262514921947e-07,30,30,0,0,0,0,0,0,0,0
rotor_healthy_515,completed,tutorials/vpm/rotor_flow/solution/vpm_rotor_000515.h5,WINCKELMANS,0.5,0.003,10,0.03,averaged_gradient_exponential,0.044943705026526004,69525,32,9370,13.844846346390131,13.844846346390131,False,isolated_local_neighbourhood,3.496779456545366e-05,4.0318040195495806e-05,3.779807803719396e-06,0.0026430232507376455,7.72536350576452e-05,8.450352854504614e-05,-6.149031791344106e-07,30,30,0,0,0,0,0,0,0,0
rotor_healthy_515,completed,tutorials/vpm/rotor_flow/solution/vpm_rotor_000515.h5,WINCKELMANS,1.0,0.006,10,0.06,fractional_x_gamma,0.02237907302333042,69525,32,9370,13.844846346390131,13.844846346390131,False,isolated_local_neighbourhood,0.00014140291542497158,0.00036444736669365727,0.00015832758892540675,0.10348984322205859,0.004317935719257426,0.004512310037588533,-3.0432865368561686e-05,30,0,0,30,0,0,0,0,0,0
rotor_healthy_515,completed,tutorials/vpm/rotor_flow/solution/vpm_rotor_000515.h5,WINCKELMANS,1.0,0.006,10,0.06,fractional_gamma_x,0.021710774046368897,69525,32,9370,13.844846346390131,13.844846346390131,False,isolated_local_neighbourhood,0.00014257879168249105,0.0003682686880237421,0.0001577945410496469,0.1039056096552341,0.004340657068018193,0.004488358243328325,2.9545167029918582e-05,30,0,0,30,0,0,0,0,0,0
rotor_healthy_515,completed,tutorials/vpm/rotor_flow/solution/vpm_rotor_000515.h5,WINCKELMANS,1.0,0.006,10,0.06,parallel_lagged,0.021664962987415493,69525,32,9370,13.844846346390131,13.844846346390131,False,isolated_local_neighbourhood,0.00013908361724454754,0.0003733044449933358,0.00016060854963793875,0.10437908410217876,0.004421509447841172,0.004466133059563121,3.264285267611699e-05,30,0,0,30,0,0,0,0,0,0
rotor_healthy_515,completed,tutorials/vpm/rotor_flow/solution/vpm_rotor_000515.h5,WINCKELMANS,1.0,0.006,10,0.06,strang_x_gamma_x,0.029246584977954626,69525,32,9370,13.844846346390131,13.844846346390131,False,isolated_local_neighbourhood,9.666196304087112e-07,4.841807436622251e-06,1.9794823684091875e-06,0.001029345308450179,5.093154169177425e-05,5.612319933906777e-05,1.0878436114604707e-06,60,0,0,30,0,0,0,0,0,0
rotor_healthy_515,completed,tutorials/vpm/rotor_flow/solution/vpm_rotor_000515.h5,WINCKELMANS,1.0,0.006,10,0.06,strang_gamma_x_gamma,0.03859693103004247,69525,32,9370,13.844846346390131,13.844846346390131,False,isolated_local_neighbourhood,1.661748861056202e-06,5.502537120429033e-06,2.5257026964789423e-06,0.001193040084406604,5.784681610190565e-05,7.04052505455241e-05,-1.3914271048995155e-06,30,0,0,60,0,0,0,0,0,0
rotor_healthy_515,completed,tutorials/vpm/rotor_flow/solution/vpm_rotor_000515.h5,WINCKELMANS,1.0,0.006,10,0.06,coupled_rk2,0.015970366017427295,69525,32,9370,13.844846346390131,13.844846346390131,False,isolated_local_neighbourhood,2.5639506020084246e-05,9.99917399591e-06,2.545840332870013e-06,0.0029439575289360587,0.00013545921534412756,0.00017426275606587178,4.629461228580628e-07,20,0,0,20,0,0,0,0,0,0
rotor_healthy_515,completed,tutorials/vpm/rotor_flow/solution/vpm_rotor_000515.h5,WINCKELMANS,1.0,0.006,10,0.06,coupled_rk3,0.024408274970483035,69525,32,9370,13.844846346390131,13.844846346390131,False,isolated_local_neighbourhood,5.348074346303661e-07,8.459141885296872e-08,5.863130322287879e-08,2.9359239501583426e-05,1.4010967771470046e-06,2.042812653634901e-06,2.8822606482166922e-09,30,0,0,30,0,0,0,0,0,0
rotor_healthy_515,completed,tutorials/vpm/rotor_flow/solution/vpm_rotor_000515.h5,WINCKELMANS,1.0,0.006,10,0.06,coupled_rk4_reference,0.03283246897626668,69525,32,9370,13.844846346390131,13.844846346390131,False,isolated_local_neighbourhood,2.9658337948971466e-09,5.965922411505753e-10,2.518655960545651e-10,3.9752487872931574e-07,9.412690937828791e-09,1.0676505921518976e-08,1.180848752043941e-10,40,0,0,40,0,0,0,0,0,0
rotor_healthy_515,completed,tutorials/vpm/rotor_flow/solution/vpm_rotor_000515.h5,WINCKELMANS,1.0,0.006,10,0.06,reuse_stage_gradients,0.02393260202370584,69525,32,9370,13.844846346390131,13.844846346390131,False,isolated_local_neighbourhood,0.00013668158186147045,0.0001673932328449151,2.3660272831055884e-05,0.009819440720354488,0.0002939027450034291,0.00032303879120691985,1.8991674208689106e-05,30,30,0,0,0,0,0,0,0,0
rotor_healthy_515,completed,tutorials/vpm/rotor_flow/solution/vpm_rotor_000515.h5,WINCKELMANS,1.0,0.006,10,0.06,averaged_gradient_exponential,0.0468323840177618,69525,32,9370,13.844846346390131,13.844846346390131,False,isolated_local_neighbourhood,0.0001366422399959093,0.00016741225380263625,2.3742838815213073e-05,0.009796893718355904,0.0002932635393317412,0.00033686916696972266,1.905345960100117e-05,30,30,0,0,0,0,0,0,0,0
rotor_healthy_515,completed,tutorials/vpm/rotor_flow/solution/vpm_rotor_000515.h5,WINCKELMANS,2.0,0.012,10,0.12,fractional_x_gamma,0.02514457399956882,69525,32,9370,13.844846346390131,13.844846346390131,False,isolated_local_neighbourhood,0.0005625917727727867,0.0013069052105959583,0.0006891542697665144,0.36497393958812163,0.016319901867978933,0.01696565628405492,-0.00029969296629715433,30,0,0,30,0,0,0,0,0,0
rotor_healthy_515,completed,tutorials/vpm/rotor_flow/solution/vpm_rotor_000515.h5,WINCKELMANS,2.0,0.012,10,0.12,fractional_gamma_x,0.02556052803993225,69525,32,9370,13.844846346390131,13.844846346390131,False,isolated_local_neighbourhood,0.0005723777842157232,0.0013294696826466692,0.0006893237600852017,0.366813086314905,0.01620097457324514,0.016647867932584652,0.00029478477010495753,30,0,0,30,0,0,0,0,0,0
rotor_healthy_515,completed,tutorials/vpm/rotor_flow/solution/vpm_rotor_000515.h5,WINCKELMANS,2.0,0.012,10,0.12,parallel_lagged,0.025801784999202937,69525,32,9370,13.844846346390131,13.844846346390131,False,isolated_local_neighbourhood,0.0005870511557082999,0.0013740856275896982,0.0007077108936183998,0.36867743218980364,0.016166659689448724,0.016759454714059097,0.0003047887331674414,30,0,0,30,0,0,0,0,0,0
rotor_healthy_515,completed,tutorials/vpm/rotor_flow/solution/vpm_rotor_000515.h5,WINCKELMANS,2.0,0.012,10,0.12,strang_x_gamma_x,0.03358309296891093,69525,32,9370,13.844846346390131,13.844846346390131,False,isolated_local_neighbourhood,6.967463803209725e-06,3.02755937346144e-05,1.3600752245002709e-05,0.006589172684876298,0.0003412559753098959,0.00038070339954654844,6.5954330714843756e-06,60,0,0,30,0,0,0,0,0,0
rotor_healthy_515,completed,tutorials/vpm/rotor_flow/solution/vpm_rotor_000515.h5,WINCKELMANS,2.0,0.012,10,0.12,strang_gamma_x_gamma,0.0417223569820635,69525,32,9370,13.844846346390131,13.844846346390131,False,isolated_local_neighbourhood,1.4314420874300599e-05,3.9496234460206325e-05,1.7907048296332038e-05,0.00848406865515845,0.00043312203976067466,0.0005524590187832121,-8.829617039431751e-06,30,0,0,60,0,0,0,0,0,0
rotor_healthy_515,completed,tutorials/vpm/rotor_flow/solution/vpm_rotor_000515.h5,WINCKELMANS,2.0,0.012,10,0.12,coupled_rk2,0.016149403993040323,69525,32,9370,13.844846346390131,13.844846346390131,False,isolated_local_neighbourhood,0.00020808664594065037,7.066530844328605e-05,1.5113893760754566e-05,0.021217638224021028,0.0009817139005766653,0.001189822978872561,1.09821150088822e-06,20,0,0,20,0,0,0,0,0,0
