case,case_class,mode,method,steps,dt,wall_time_s,finite,position_error,strength_error,strength_magnitude_error,strength_angle_mean_deg,strength_error_p95,strength_error_max,excess_growth,velocity_evaluations,gradient_evaluations,fused_evaluations,pairwise_stretching_sweeps,tree_builds,tree_refits,tree_traversals,kernel_launches,synchronisations,host_device_transfers,affine_map_error,nonaffine_residual,cloud_covariance_condition,gradient_trace_max,inverse_error,deformation_determinant_error,seed,chi_s_imposed
rotation_plus_strain,deterministic,TRANSPOSED,coupled_rk3,8,0.125,0.0011306279920972884,True,4.944443435457199e-06,4.3947509391625726e-06,9.303805162106302e-07,0.00021717918868186588,1.0659284477475956e-05,1.0659284477475956e-05,6.868409669262915e-07,0,0,24,0,0,0,0,0,0,0,4.944443435520423e-06,7.042391105561365e-16,8.269447318585899,,,,,
rotation_plus_strain,deterministic,TRANSPOSED,coupled_rk3,16,0.0625,0.0022269690525718033,True,6.114544145301505e-07,5.450474980690468e-07,1.1431482595762029e-07,2.6952240086311097e-05,1.3211228590054676e-06,1.3211228590054676e-06,6.818125920118185e-08,0,0,48,0,0,0,0,0,0,0,6.114544146802251e-07,7.717923158846558e-16,8.269331822957248,,,,,
rotation_plus_strain,deterministic,TRANSPOSED,coupled_rk3,32,0.03125,0.00448765599867329,True,7.601615651389949e-08,6.786624210416192e-08,1.4269920526893476e-08,3.288784799525372e-06,1.6439817648069238e-07,1.6439817648069238e-07,7.404963503826682e-09,0,0,96,0,0,0,0,0,0,0,7.60161565544896e-08,7.947682158286403e-16,8.269317500244943,,,,,
rotation_plus_strain,deterministic,TRANSPOSED,coupled_rk3,64,0.015625,0.008800145995337516,True,9.475970558924127e-09,8.466881277496215e-09,1.7859065463776702e-09,5.343830893274552e-07,2.0502248151254293e-08,2.0502248151254293e-08,8.553622251278277e-10,0,0,192,0,0,0,0,0,0,0,9.475970611137202e-09,8.525144259665698e-16,8.26931571759597,,,,,
rotation_plus_strain,deterministic,TRANSPOSED,coupled_rk4_reference,4,0.25,0.0007659620023332536,True,1.0384785730356982e-06,1.0252590314030247e-06,1.0051019445032311e-06,1.058531362721126e-05,1.1946136152250856e-06,1.1946136152250856e-06,-1.0846392655387396e-06,0,0,16,0,0,0,0,0,0,0,1.0384785731597085e-06,9.540037463487165e-16,8.269309563491133,,,,,
rotation_plus_strain,deterministic,TRANSPOSED,coupled_rk4_reference,8,0.125,0.0015097620198503137,True,6.790108476138663e-08,6.655899532075797e-08,6.46882280668771e-08,7.635401499194172e-07,8.030696577199595e-08,8.030696577199595e-08,-7.013476978653314e-08,0,0,32,0,0,0,0,0,0,0,6.790108457321441e-08,5.25534027130704e-16,8.26931499837815,,,,,
rotation_plus_strain,deterministic,TRANSPOSED,coupled_rk4_reference,16,0.0625,0.0030563210020773113,True,4.338002367961953e-09,4.2373886261422185e-09,4.098544059377426e-09,0.0,5.204039490033003e-09,5.204039490033003e-09,-4.4536391340753104e-09,0,0,64,0,0,0,0,0,0,0,4.338002378903618e-09,7.285776371261343e-16,8.269315431422086,,,,,
rotation_plus_strain,deterministic,TRANSPOSED,coupled_rk4_reference,32,0.03125,0.005978097033221275,True,2.7407338954461947e-10,2.6725335171106856e-10,2.57847416411449e-10,1.8972747694479865e-07,3.311457808533773e-10,3.311457808533773e-10,-2.804968480101629e-10,0,0,128,0,0,0,0,0,0,0,2.7407352871265036e-10,9.95482932889567e-16,8.269315461436578,,,,,
rotation_plus_strain,deterministic,TRANSPOSED,coupled_rk4_reference,64,0.015625,0.011664968973491341,True,1.7221435088067885e-11,1.6778821223573785e-11,1.6167461812065656e-11,0.0,2.0882588564680313e-11,2.0882588564680313e-11,-1.7597145962766022e-11,0,0,256,0,0,0,0,0,0,0,1.7221572478212195e-11,1.1045855660414708e-15,8.269315463405103,,,,,
rotation_plus_strain,deterministic,TRANSPOSED,reuse_stage_gradients,4,0.25,0.0006028359639458358,True,4.038178704905732e-05,3.571741687408974e-05,8.07216494584351e-06,0.0017591510803733731,8.65667952176839e-05,8.65667952176839e-05,7.701456864666202e-06,12,12,0,0,0,0,0,0,0,0,4.0381787049329564e-05,1.204714260914426e-15,8.270383691663412,,,,,
rotation_plus_strain,deterministic,TRANSPOSED,reuse_stage_gradients,8,0.125,0.001171745010651648,True,4.944443435457199e-06,4.3947509391625726e-06,9.303805162106302e-07,0.00021717918868186588,1.0659284477475956e-05,1.0659284477475956e-05,6.868409669262915e-07,24,24,0,0,0,0,0,0,0,0,4.944443435520423e-06,7.042391105561365e-16,8.269447318585899,,,,,
rotation_plus_strain,deterministic,TRANSPOSED,reuse_stage_gradients,16,0.0625,0.0023517380468547344,True,6.114544145301505e-07,5.450474980690468e-07,1.1431482595762029e-07,2.6952240086311097e-05,1.3211228590054676e-06,1.3211228590054676e-06,6.818125920118185e-08,48,48,0,0,0,0,0,0,0,0,6.114544146802251e-07,7.717923158846558e-16,8.269331822957248,,,,,
rotation_plus_strain,deterministic,TRANSPOSED,reuse_stage_gradients,32,0.03125,0.004563969967421144,True,7.601615651389949e-08,6.786624210416192e-08,1.4269920526893476e-08,3.288784799525372e-06,1.6439817648069238e-07,1.6439817648069238e-07,7.404963503826682e-09,96,96,0,0,0,0,0,0,0,0,7.60161565544896e-08,7.947682158286403e-16,8.269317500244943,,,,,
rotation_plus_strain,deterministic,TRANSPOSED,reuse_stage_gradients,64,0.015625,0.00907320500118658,True,9.475970558924127e-09,8.466881277496215e-09,1.7859065463776702e-09,5.343830893274552e-07,2.0502248151254293e-08,2.0502248151254293e-08,8.553622251278277e-10,192,192,0,0,0,0,0,0,0,0,9.475970611137202e-09,8.525144259665698e-16,8.26931571759597,,,,,
rotation_plus_strain,deterministic,TRANSPOSED,averaged_gradient_exponential,4,0.25,0.01019761199131608,True,4.038178704905732e-05,2.408811420272116e-16,1.961539183923765e-16,0.0,3.7500880467043183e-16,3.7500880467043183e-16,-2.2204460492503136e-16,12,12,0,0,0,0,0,0,0,0,4.0381787049329564e-05,1.204714260914426e-15,8.270383691663412,,,,,
rotation_plus_strain,deterministic,TRANSPOSED,averaged_gradient_exponential,8,0.125,0.019108303007669747,True,4.944443435457199e-06,7.788367489145507e-16,8.145197196483731e-16,0.0,8.713322755153375e-16,8.713322755153375e-16,8.881784197001248e-16,24,24,0,0,0,0,0,0,0,0,4.944443435520423e-06,7.042391105561365e-16,8.269447318585899,,,,,
rotation_plus_strain,deterministic,TRANSPOSED,averaged_gradient_exponential,16,0.0625,0.03895522194216028,True,6.114544145301505e-07,4.132055737423942e-16,3.532326965139282e-16,1.8972747694479865e-07,7.1277729090532065e-16,7.1277729090532065e-16,0.0,48,48,0,0,0,0,0,0,0,0,6.114544146802251e-07,7.717923158846558e-16,8.269331822957248,,,,,
rotation_plus_strain,deterministic,TRANSPOSED,averaged_gradient_exponential,32,0.03125,0.07991111295996234,True,7.601615651389949e-08,1.2274882382736839e-15,1.2350355585939078e-15,1.8972747694479865e-07,1.5046631658961214e-15,1.5046631658961214e-15,1.110223024625156e-15,96,96,0,0,0,0,0,0,0,0,7.60161565544896e-08,7.947682158286403e-16,8.269317500244943,,,,,
rotation_plus_strain,deterministic,TRANSPOSED,averaged_gradient_exponential,64,0.015625,0.15796499600401148,True,9.475970558924127e-09,2.8076342069053186e-15,2.5282993299819262e-15,0.0,3.4348989458801594e-15,3.4348989458801594e-15,2.664535259100372e-15,192,192,0,0,0,0,0,0,0,0,9.475970611137202e-09,8.525144259665698e-16,8.26931571759597,,,,,
rotation_plus_strain,deterministic,MIXED,fractional_x_gamma,4,0.25,0.0007703640148974955,True,4.038178704905732e-05,0.00012617091463807854,0.00012558250694503102,0.0002616363232451338,0.0001359429514233128,0.0001359429514233128,-0.00013595219250381034,12,12,0,0,0,0,0,0,0,0,4.0381787049329564e-05,1.204714260914426e-15,8.270383691663412,,,,,
rotation_plus_strain,deterministic,MIXED,fractional_x_gamma,8,0.125,0.0014694129931740463,True,4.944443435457199e-06,1.6904714689895202e-05,1.682272165329487e-05,3.5745381722218265e-05,1.822012860816125e-05,1.822012860816125e-05,-1.8220294596752363e-05,24,24,0,0,0,0,0,0,0,0,4.944443435520423e-06,7.042391105561365e-16,8.269447318585899,,,,,
rotation_plus_strain,deterministic,MIXED,fractional_x_gamma,16,0.0625,0.003009638050571084,True,6.114544145301505e-07,2.1878936586260945e-06,2.1770899957271855e-06,4.666678892129059e-06,2.358475096908833e-06,2.358475096908833e-06,-2.358477878093123e-06,48,48,0,0,0,0,0,0,0,0,6.114544146802251e-07,7.717923158846558e-16,8.269331822957248,,,,,
rotation_plus_strain,deterministic,MIXED,fractional_x_gamma,32,0.03125,0.0059597050421871245,True,7.601615651389949e-08,2.7829169295534864e-07,2.769057103213099e-07,5.99970961862648e-07,3.00008488471931e-07,3.00008488471931e-07,-3.0000853349887284e-07,96,96,0,0,0,0,0,0,0,0,7.60161565544896e-08,7.947682158286403e-16,8.269317500244943,,,,,
rotation_plus_strain,deterministic,MIXED,fractional_x_gamma,64,0.015625,0.010901552974246442,True,9.475970558924127e-09,3.509092503210609e-08,3.491542942061132e-08,0.0,3.7830460603642844e-08,3.7830460603642844e-08,-3.7830461368548575e-08,192,192,0,0,0,0,0,0,0,0,9.475970611137202e-09,8.525144259665698e-16,8.26931571759597,,,,,
rotation_plus_strain,deterministic,MIXED,fractional_gamma_x,4,0.25,0.0007192749762907624,True,4.038178704905732e-05,0.00012617091463807854,0.00012558250694503102,0.0002616363232451338,0.0001359429514233128,0.0001359429514233128,-0.00013595219250381034,12,12,0,0,0,0,0,0,0,0,4.0381787049329564e-05,1.204714260914426e-15,8.270383691663412,,,,,
rotation_plus_strain,deterministic,MIXED,fractional_gamma_x,8,0.125,0.0014113669749349356,True,4.944443435457199e-06,1.6904714689895202e-05,1.682272165329487e-05,3.5745381722218265e-05,1.822012860816125e-05,1.822012860816125e-05,-1.8220294596752363e-05,24,24,0,0,0,0,0,0,0,0,4.944443435520423e-06,7.042391105561365e-16,8.269447318585899,,,,,
rotation_plus_strain,deterministic,MIXED,fractional_gamma_x,16,0.0625,0.002723223005887121,True,6.114544145301505e-07,2.1878936586260945e-06,2.1770899957271855e-06,4.666678892129059e-06,2.358475096908833e-06,2.358475096908833e-06,-2.358477878093123e-06,48,48,0,0,0,0,0,0,0,0,6.114544146802251e-07,7.717923158846558e-16,8.269331822957248,,,,,
rotation_plus_strain,deterministic,MIXED,fractional_gamma_x,32,0.03125,0.005397974979132414,True,7.601615651389949e-08,2.7829169295534864e-07,2.769057103213099e-07,5.99970961862648e-07,3.00008488471931e-07,3.00008488471931e-07,-3.0000853349887284e-07,96,96,0,0,0,0,0,0,0,0,7.60161565544896e-08,7.947682158286403e-16,8.269317500244943,,,,,
rotation_plus_strain,deterministic,MIXED,fractional_gamma_x,64,0.015625,0.010877241031266749,True,9.475970558924127e-09,3.509092503210609e-08,3.491542942061132e-08,0.0,3.7830460603642844e-08,3.7830460603642844e-08,-3.7830461368548575e-08,192,192,0,0,0,0,0,0,0,0,9.475970611137202e-09,8.525144259665698e-16,8.26931571759597,,,,,
rotation_plus_strain,deterministic,MIXED,parallel_lagged,4,0.25,0.0007227719761431217,True,4.038178704905732e-05,0.00012617091463807854,0.00012558250694503102,0.0002616363232451338,0.0001359429514233128,0.0001359429514233128,-0.00013595219250381034,12,12,0,0,0,0,0,0,0,0,4.0381787049329564e-05,1.204714260914426e-15,8.270383691663412,,,,,
rotation_plus_strain,deterministic,MIXED,parallel_lagged,8,0.125,0.001380606961902231,True,4.944443435457199e-06,1.6904714689895202e-05,1.682272165329487e-05,3.5745381722218265e-05,1.822012860816125e-05,1.822012860816125e-05,-1.8220294596752363e-05,24,24,0,0,0,0,0,0,0,0,4.944443435520423e-06,7.042391105561365e-16,8.269447318585899,,,,,
rotation_plus_strain,deterministic,MIXED,parallel_lagged,16,0.0625,0.002770490013062954,True,6.114544145301505e-07,2.1878936586260945e-06,2.1770899957271855e-06,4.666678892129059e-06,2.358475096908833e-06,2.358475096908833e-06,-2.358477878093123e-06,48,48,0,0,0,0,0,0,0,0,6.114544146802251e-07,7.717923158846558e-16,8.269331822957248,,,,,
rotation_plus_strain,deterministic,MIXED,parallel_lagged,32,0.03125,0.005848176951985806,True,7.601615651389949e-08,2.7829169295534864e-07,2.769057103213099e-07,5.99970961862648e-07,3.00008488471931e-07,3.00008488471931e-07,-3.0000853349887284e-07,96,96,0,0,0,0,0,0,0,0,7.60161565544896e-08,7.947682158286403e-16,8.269317500244943,,,,,
rotation_plus_strain,deterministic,MIXED,parallel_lagged,64,0.015625,0.011046119965612888,True,9.475970558924127e-09,3.509092503210609e-08,3.491542942061132e-08,0.0,3.7830460603642844e-08,3.7830460603642844e-08,-3.7830461368548575e-08,192,192,0,0,0,0,0,0,0,0,9.475970611137202e-09,8.525144259665698e-16,8.26931571759597,,,,,
rotation_plus_strain,deterministic,MIXED,strang_x_gamma_x,4,0.25,0.0009434999665245414,True,4.944443435457199e-06,0.00012617091463807854,0.00012558250694503102,0.0002616363232451338,0.0001359429514233128,0.0001359429514233128,-0.00013595219250381034,24,12,0,0,0,0,0,0,0,0,4.944443435520423e-06,7.042391105561365e-16,8.269447318585899,,,,,
rotation_plus_strain,deterministic,MIXED,strang_x_gamma_x,8,0.125,0.0018704249523580074,True,6.114544145301505e-07,1.6904714689895202e-05,1.682272165329487e-05,3.5745381722218265e-05,1.822012860816125e-05,1.822012860816125e-05,-1.8220294596752363e-05,48,24,0,0,0,0,0,0,0,0,6.114544146802251e-07,7.717923158846558e-16,8.269331822957248,,,,,
rotation_plus_strain,deterministic,MIXED,strang_x_gamma_x,16,0.0625,0.003506218024995178,True,7.601615651389949e-08,2.1878936586260945e-06,2.1770899957271855e-06,4.666678892129059e-06,2.358475096908833e-06,2.358475096908833e-06,-2.358477878093123e-06,96,48,0,0,0,0,0,0,0,0,7.60161565544896e-08,7.947682158286403e-16,8.269317500244943,,,,,
rotation_plus_strain,deterministic,MIXED,strang_x_gamma_x,32,0.03125,0.006972850998863578,True,9.475970558924127e-09,2.7829169295534864e-07,2.769057103213099e-07,5.99970961862648e-07,3.00008488471931e-07,3.00008488471931e-07,-3.0000853349887284e-07,192,96,0,0,0,0,0,0,0,0,9.475970611137202e-09,8.525144259665698e-16,8.26931571759597,,,,,
rotation_plus_strain,deterministic,MIXED,strang_x_gamma_x,64,0.015625,0.013872951036319137,True,1.182866487712689e-09,3.509092503210609e-08,3.491542942061132e-08,0.0,3.7830460603642844e-08,3.7830460603642844e-08,-3.7830461368548575e-08,384,192,0,0,0,0,0,0,0,0,1.1828665475739475e-09,9.684178848878617e-16,8.269315495262797,,,,,
rotation_plus_strain,deterministic,MIXED,strang_gamma_x_gamma,4,0.25,0.0012106720241717994,True,4.038178704905732e-05,1.6904714689895202e-05,1.682272165329487e-05,3.5745381722218265e-05,1.822012860816125e-05,1.822012860816125e-05,-1.8220294596752363e-05,12,24,0,0,0,0,0,0,0,0,4.0381787049329564e-05,1.204714260914426e-15,8.270383691663412,,,,,
rotation_plus_strain,deterministic,MIXED,strang_gamma_x_gamma,8,0.125,0.002288322022650391,True,4.944443435457199e-06,2.1878936586260945e-06,2.1770899957271855e-06,4.666678892129059e-06,2.358475096908833e-06,2.358475096908833e-06,-2.358477878093123e-06,24,48,0,0,0,0,0,0,0,0,4.944443435520423e-06,7.042391105561365e-16,8.269447318585899,,,,,
rotation_plus_strain,deterministic,MIXED,strang_gamma_x_gamma,16,0.0625,0.004501599993091077,True,6.114544145301505e-07,2.7829169295534864e-07,2.769057103213099e-07,5.99970961862648e-07,3.00008488471931e-07,3.00008488471931e-07,-3.0000853349887284e-07,48,96,0,0,0,0,0,0,0,0,6.114544146802251e-07,7.717923158846558e-16,8.269331822957248,,,,,
rotation_plus_strain,deterministic,MIXED,strang_gamma_x_gamma,32,0.03125,0.009025758015923202,True,7.601615651389949e-08,3.509092503210609e-08,3.491542942061132e-08,0.0,3.7830460603642844e-08,3.7830460603642844e-08,-3.7830461368548575e-08,96,192,0,0,0,0,0,0,0,0,7.60161565544896e-08,7.947682158286403e-16,8.269317500244943,,,,,
rotation_plus_strain,deterministic,MIXED,strang_gamma_x_gamma,64,0.015625,0.018232993024867028,True,9.475970558924127e-09,4.405529571094401e-09,4.383451249836094e-09,0.0,4.749539567034501e-09,4.749539567034501e-09,-4.749539550718303e-09,192,384,0,0,0,0,0,0,0,0,9.475970611137202e-09,8.525144259665698e-16,8.26931571759597,,,,,
rotation_plus_strain,deterministic,MIXED,coupled_rk2,4,0.25,0.00045838503865525126,True,0.0017202024086971125,0.0029132206535329996,0.002882753640954269,0.009046345794140497,0.003131575593028409,0.003131575593028409,-0.0031364892368554707,0,0,8,0,0,0,0,0,0,0,0.0017202024086973257,5.74991312142223e-16,8.294601659247943,,,,,
rotation_plus_strain,deterministic,MIXED,coupled_rk2,8,0.125,0.0008844740223139524,True,0.00044016061168195366,0.0007773974319007709,0.0007696204586315502,0.002358683580173037,0.0008363075410131627,0.0008363075410131627,-0.0008366574412611496,0,0,16,0,0,0,0,0,0,0,0.00044016061168186986,7.409925885414801e-16,8.276031362244531,,,,,
rotation_plus_strain,deterministic,MIXED,coupled_rk2,16,0.0625,0.0016281840507872403,True,0.00011126516427069309,0.0002007982687903576,0.00019882993592014152,0.0006029271157671363,0.0002160848143409777,0.0002160848143409777,-0.000216108164028219,0,0,32,0,0,0,0,0,0,0,0.000111265164270806,7.265043874662439e-16,8.2710433753255,,,,,
rotation_plus_strain,deterministic,MIXED,coupled_rk2,32,0.03125,0.0033885909942910075,True,2.7966997198047155e-05,5.1024736572377206e-05,5.0529384297960394e-05,0.00015246134564977698,5.491741894546196e-05,5.491741894546196e-05,-5.4918926962140074e-05,0,0,64,0,0,0,0,0,0,0,2.796699719804298e-05,1.086971095428114e-15,8.269753540619151,,,,,
rotation_plus_strain,deterministic,MIXED,coupled_rk2,64,0.015625,0.006743822013959289,True,7.010435991255914e-06,1.286049875439439e-05,1.2736235816411847e-05,3.833481114611941e-05,1.3842622183557646e-05,1.3842622183557646e-05,-1.3842717993491698e-05,0,0,128,0,0,0,0,0,0,0,7.01043599128119e-06,7.486851431967669e-16,8.269425744223044,,,,,
rotation_plus_strain,deterministic,MIXED,coupled_rk3,4,0.25,0.0007248770562000573,True,4.038178704905732e-05,0.00012617091463807854,0.00012558250694503102,0.0002616363232451338,0.0001359429514233128,0.0001359429514233128,-0.00013595219250381034,0,0,12,0,0,0,0,0,0,0,4.0381787049329564e-05,1.204714260914426e-15,8.270383691663412,,,,,
rotation_plus_strain,deterministic,MIXED,coupled_rk3,8,0.125,0.00133461196674034,True,4.944443435457199e-06,1.6904714689895202e-05,1.682272165329487e-05,3.5745381722218265e-05,1.822012860816125e-05,1.822012860816125e-05,-1.8220294596752363e-05,0,0,24,0,0,0,0,0,0,0,4.944443435520423e-06,7.042391105561365e-16,8.269447318585899,,,,,
rotation_plus_strain,deterministic,MIXED,coupled_rk3,16,0.0625,0.002643331012222916,True,6.114544145301505e-07,2.1878936586260945e-06,2.1770899957271855e-06,4.666678892129059e-06,2.358475096908833e-06,2.358475096908833e-06,-2.358477878093123e-06,0,0,48,0,0,0,0,0,0,0,6.114544146802251e-07,7.717923158846558e-16,8.269331822957248,,,,,
rotation_plus_strain,deterministic,MIXED,coupled_rk3,32,0.03125,0.005458912986796349,True,7.601615651389949e-08,2.7829169295534864e-07,2.769057103213099e-07,5.99970961862648e-07,3.00008488471931e-07,3.00008488471931e-07,-3.0000853349887284e-07,0,0,96,0,0,0,0,0,0,0,7.60161565544896e-08,7.947682158286403e-16,8.269317500244943,,,,,
rotation_plus_strain,deterministic,MIXED,coupled_rk3,64,0.015625,0.01070711703505367,True,9.475970558924127e-09,3.509092503210609e-08,3.491542942061132e-08,0.0,3.7830460603642844e-08,3.7830460603642844e-08,-3.7830461368548575e-08,0,0,192,0,0,0,0,0,0,0,9.475970611137202e-09,8.525144259665698e-16,8.26931571759597,,,,,
rotation_plus_strain,deterministic,MIXED,coupled_rk4_reference,4,0.25,0.00106113898800686,True,1.0384785730356982e-06,4.385852218032066e-06,4.350557538139324e-06,1.1934748085507702e-05,4.730062120107848e-06,4.730062120107848e-06,-4.730073306874297e-06,0,0,16,0,0,0,0,0,0,0,1.0384785731597085e-06,9.540037463487165e-16,8.269309563491133,,,,,
rotation_plus_strain,deterministic,MIXED,coupled_rk4_reference,8,0.125,0.0019327410263940692,True,6.790108476138663e-08,2.947395303668204e-07,2.924182931165559e-07,8.049455131504889e-07,3.1791775800115403e-07,3.1791775800115403e-07,-3.1791780854401826e-07,0,0,32,0,0,0,0,0,0,0,6.790108457321441e-08,5.25534027130704e-16,8.26931499837815,,,,,
rotation_plus_strain,deterministic,MIXED,coupled_rk4_reference,16,0.0625,0.003574727976229042,True,4.338002367961953e-09,1.9102961520572622e-08,1.8954002639065278e-08,0.0,2.060647135239492e-08,2.060647135239492e-08,-2.0606471519396372e-08,0,0,64,0,0,0,0,0,0,0,4.338002378903618e-09,7.285776371261343e-16,8.269315431422086,,,,,
rotation_plus_strain,deterministic,MIXED,coupled_rk4_reference,32,0.03125,0.007064384990371764,True,2.7407338954461947e-10,1.2158478437082498e-09,1.2064121160467627e-09,0.0,1.3115785312719676e-09,1.3115785312719676e-09,-1.3115785133241147e-09,0,0,128,0,0,0,0,0,0,0,2.7407352871265036e-10,9.95482932889567e-16,8.269315461436578,,,,,
rotation_plus_strain,deterministic,MIXED,coupled_rk4_reference,64,0.015625,0.014458612015005201,True,1.7221435088067885e-11,7.668506485032552e-11,7.609128526990194e-11,0.0,8.272386749045165e-11,8.272386749045165e-11,-8.272382779126666e-11,0,0,256,0,0,0,0,0,0,0,1.7221572478212195e-11,1.1045855660414708e-15,8.269315463405103,,,,,
rotation_plus_strain,deterministic,MIXED,reuse_stage_gradients,4,0.25,0.0007349009974859655,True,4.038178704905732e-05,0.00012617091463807854,0.00012558250694503102,0.0002616363232451338,0.0001359429514233128,0.0001359429514233128,-0.00013595219250381034,12,12,0,0,0,0,0,0,0,0,4.0381787049329564e-05,1.204714260914426e-15,8.270383691663412,,,,,
rotation_plus_strain,deterministic,MIXED,reuse_stage_gradients,8,0.125,0.001481386017985642,True,4.944443435457199e-06,1.6904714689895202e-05,1.682272165329487e-05,3.5745381722218265e-05,1.822012860816125e-05,1.822012860816125e-05,-1.8220294596752363e-05,24,24,0,0,0,0,0,0,0,0,4.944443435520423e-06,7.042391105561365e-16,8.269447318585899,,,,,
rotation_plus_strain,deterministic,MIXED,reuse_stage_gradients,16,0.0625,0.002876568993087858,True,6.114544145301505e-07,2.1878936586260945e-06,2.1770899957271855e-06,4.666678892129059e-06,2.358475096908833e-06,2.358475096908833e-06,-2.358477878093123e-06,48,48,0,0,0,0,0,0,0,0,6.114544146802251e-07,7.717923158846558e-16,8.269331822957248,,,,,
rotation_plus_strain,deterministic,MIXED,reuse_stage_gradients,32,0.03125,0.005449973046779633,True,7.601615651389949e-08,2.7829169295534864e-07,2.769057103213099e-07,5.99970961862648e-07,3.00008488471931e-07,3.00008488471931e-07,-3.0000853349887284e-07,96,96,0,0,0,0,0,0,0,0,7.60161565544896e-08,7.947682158286403e-16,8.269317500244943,,,,,
rotation_plus_strain,deterministic,MIXED,reuse_stage_gradients,64,0.015625,0.010501137003302574,True,9.475970558924127e-09,3.509092503210609e-08,3.491542942061132e-08,0.0,3.7830460603642844e-08,3.7830460603642844e-08,-3.7830461368548575e-08,192,192,0,0,0,0,0,0,0,0,9.475970611137202e-09,8.525144259665698e-16,8.26931571759597,,,,,
rotation_plus_strain,deterministic,MIXED,averaged_gradient_exponential,4,0.25,0.005727374984417111,True,4.038178704905732e-05,1.753744088603002e-16,1.751331231571456e-16,0.0,2.2052817518388034e-16,2.2052817518388034e-16,-2.2204460492503136e-16,12,12,0,0,0,0,0,0,0,0,4.0381787049329564e-05,1.204714260914426e-15,8.270383691663412,,,,,
rotation_plus_strain,deterministic,MIXED,averaged_gradient_exponential,8,0.125,0.01152388600166887,True,4.944443435457199e-06,6.270385549944188e-16,6.253503322469678e-16,0.0,6.61584525551641e-16,6.61584525551641e-16,6.661338147750937e-16,24,24,0,0,0,0,0,0,0,0,4.944443435520423e-06,7.042391105561365e-16,8.269447318585899,,,,,
rotation_plus_strain,deterministic,MIXED,averaged_gradient_exponential,16,0.0625,0.022537128010299057,True,6.114544145301505e-07,6.414617610070071e-16,6.390841747426961e-16,0.0,7.1277729090532065e-16,7.1277729090532065e-16,6.661338147750937e-16,48,48,0,0,0,0,0,0,0,0,6.114544146802251e-07,7.717923158846558e-16,8.269331822957248,,,,,
rotation_plus_strain,deterministic,MIXED,averaged_gradient_exponential,32,0.03125,0.046027543023228645,True,7.601615651389949e-08,3.3291343963231167e-15,3.2841066075974873e-15,0.0,3.748978978125966e-15,3.748978978125966e-15,-3.774758283725539e-15,96,96,0,0,0,0,0,0,0,0,7.60161565544896e-08,7.947682158286403e-16,8.269317500244943,,,,,
rotation_plus_strain,deterministic,MIXED,averaged_gradient_exponential,64,0.015625,0.0907754169893451,True,9.475970558924127e-09,2.6776901718301146e-15,2.6625978114313435e-15,0.0,3.1341173366364926e-15,3.1341173366364926e-15,-2.6645352591003792e-15,192,192,0,0,0,0,0,0,0,0,9.475970611137202e-09,8.525144259665698e-16,8.26931571759597,,,,,
time_rotating_strain,deterministic,DIRECT,fractional_x_gamma,4,0.25,0.0011949529871344566,True,0.001099879130685692,0.001063787796683171,0.000992805943983013,0.023697045823576273,0.001260225229549589,0.001260225229549589,-0.0011004941809278123,12,12,0,0,0,0,0,0,0,0,0.0010998791306858968,8.812223299315801e-16,14.872372874451125,,,,,
time_rotating_strain,deterministic,DIRECT,fractional_x_gamma,8,0.125,0.0023713179980404675,True,0.00013884949329935915,0.0001334314014332559,0.00012472429930978477,0.0031258004213055575,0.0001711659473849078,0.0001711659473849078,-0.00013864011022759315,24,24,0,0,0,0,0,0,0,0,0.0001388494932994425,6.725875278655792e-16,14.878877180033198,,,,,
time_rotating_strain,deterministic,DIRECT,fractional_x_gamma,16,0.0625,0.004771923006046563,True,1.738778633324127e-05,1.665583728715892e-05,1.558368973384013e-05,0.0003990232057675891,2.2199167365784397e-05,2.2199167365784397e-05,-1.7346923591705627e-05,48,48,0,0,0,0,0,0,0,0,1.738778633347498e-05,8.967388771170728e-16,14.879629891647163,,,,,
time_rotating_strain,deterministic,DIRECT,fractional_x_gamma,32,0.03125,0.009819788974709809,True,2.1737662335684994e-06,2.078939328246451e-06,1.946105376864366e-06,5.034026647810722e-05,2.823217283497231e-06,2.823217283497231e-06,-2.167791447775728e-06,96,96,0,0,0,0,0,0,0,0,2.1737662336650166e-06,8.539649057339614e-16,14.879719333493611,,,,,
time_rotating_strain,deterministic,DIRECT,fractional_x_gamma,64,0.015625,0.018742665997706354,True,2.716869505354282e-07,2.596282371426779e-07,2.431030051174694e-07,6.33064037225026e-06,3.55858361761836e-07,3.55858361761836e-07,-2.708866621539392e-07,192,192,0,0,0,0,0,0,0,0,2.716869505954258e-07,8.776772227416363e-16,14.879730197844188,,,,,
time_rotating_strain,deterministic,DIRECT,fractional_gamma_x,4,0.25,0.0011862930259667337,True,0.001099879130685692,0.001063787796683171,0.000992805943983013,0.023697045823576273,0.001260225229549589,0.001260225229549589,-0.0011004941809278123,12,12,0,0,0,0,0,0,0,0,0.0010998791306858968,8.812223299315801e-16,14.872372874451125,,,,,
time_rotating_strain,deterministic,DIRECT,fractional_gamma_x,8,0.125,0.002429304993711412,True,0.00013884949329935915,0.0001334314014332559,0.00012472429930978477,0.0031258004213055575,0.0001711659473849078,0.0001711659473849078,-0.00013864011022759315,24,24,0,0,0,0,0,0,0,0,0.0001388494932994425,6.725875278655792e-16,14.878877180033198,,,,,
