checkpoint,configuration,rank,checkpoint_index,x0,y0,z0,initial_strength,final_strength,relative_strength_growth,displacement
rotor,tree_gradient_rk3_isolated,1,16518,18.976608276367188,0.08748646080493927,0.5405697226524353,0.9311765689665501,0.8786996231980281,-0.05635552645698827,0.09949121766278782
rotor,tree_gradient_rk3_isolated,2,4942,14.440754890441895,-3.394361734390259,-0.49935099482536316,0.0032309336726147574,0.003246949844890795,0.004957134345341174,0.04814571415441452
rotor,tree_gradient_rk3_isolated,3,4802,14.686318397521973,-3.3457260131835938,-0.5332146286964417,0.006482121261587785,0.00650430192176552,0.0034218212345356047,0.04928191241701951
rotor,tree_gradient_rk3_isolated,4,4932,14.440926551818848,2.129369020462036,-2.6883182525634766,0.0032383482344427762,0.003254244509961677,0.00490876038278687,0.04807490330348267
rotor,tree_gradient_rk3_isolated,5,4823,14.685694694519043,2.1337063312530518,-2.6299657821655273,0.006468273424916813,0.006489624994172288,0.0033009688757474898,0.04922727912159504
rotor,tree_gradient_rk3_isolated,6,4958,14.447626113891602,1.267458200454712,3.1867735385894775,0.00321833687133594,0.0032345235964450748,0.005029531014388633,0.04801538051955503
rotor,tree_gradient_rk3_isolated,7,4812,14.694276809692383,1.2130613327026367,3.161548137664795,0.006466013067941623,0.006488103523242299,0.003416395090538815,0.04914327057228544
rotor,tree_gradient_rk3_isolated,8,5114,14.257906913757324,-3.4244303703308105,-0.47648027539253235,0.0005570433070140511,0.0005604263690138245,0.006073247729889708,0.04700660269751257
rotor,tree_gradient_rk3_isolated,9,5072,14.25861644744873,2.1255481243133545,-2.7250478267669678,0.0005686210212713978,0.000572069695997569,0.006064979304599261,0.04691739283599
rotor,tree_gradient_rk3_isolated,10,5065,14.263992309570312,1.3022122383117676,3.201709508895874,0.0005505162098581668,0.0005539023894197328,0.006150917086416685,0.04686378206765101
rotor,tree_gradient_rk3_isolated,11,5223,14.111404418945312,-3.441124439239502,-0.4564407169818878,0.0018533476980433748,0.0018653420391743446,0.006471716636674563,0.04606482542290318
rotor,tree_gradient_rk3_isolated,12,4801,14.76449203491211,-2.9878692626953125,-1.070965051651001,0.004448994114387476,0.004483124198303574,0.007671415838857998,0.04992858811073629
rotor,tree_gradient_rk3_isolated,13,5206,14.112286567687988,2.1165804862976074,-2.7491636276245117,0.0018394725615569177,0.0018513239427431847,0.006442814877453795,0.04598407882052805
rotor,tree_gradient_rk3_isolated,14,4822,14.763884544372559,2.4196088314056396,-2.048924207687378,0.004481974774273657,0.004517898403877074,0.008015134268407165,0.04987729626717627
rotor,tree_gradient_rk3_isolated,15,5217,14.11693000793457,1.327894926071167,3.2061996459960938,0.0018512686756770075,0.0018633618911441665,0.006532393501843536,0.04597330136983901
rotor,tree_gradient_rk3_isolated,16,16479,18.875219345092773,-0.5243032574653625,-0.1611289232969284,0.9826181810055021,0.9771858940507583,-0.005528380259751553,0.09613844109532754
rotor,tree_gradient_rk3_isolated,17,4811,14.769163131713867,0.5686362385749817,3.1207761764526367,0.004452084419019066,0.004486871857235144,0.00781374182112704,0.0498167707986522
rotor,tree_gradient_rk3_isolated,18,5335,13.987371444702148,-3.4464619159698486,-0.4353112280368805,0.004058477822155048,0.0040849193529276075,0.006515134967158609,0.04534716012770887
rotor,tree_gradient_rk3_isolated,19,4943,14.384170532226562,-3.556286096572876,0.021985117346048355,0.004369531913427487,0.004386846959602819,0.003962677586155872,0.04757764129766651
rotor,tree_gradient_rk3_isolated,20,5369,13.98863410949707,2.1008365154266357,-2.7643322944641113,0.004049972872128255,0.004076148982442608,0.006463280407258187,0.045259403052150725
rotor,tree_gradient_rk3_isolated,21,4933,14.384953498840332,1.7593621015548706,-3.0902926921844482,0.004367909072446096,0.004385136184198008,0.003944017942265621,0.04749393706350937
rotor,tree_gradient_rk3_isolated,22,5353,13.992820739746094,1.3488420248031616,3.2003519535064697,0.004047255522562068,0.004073755649723198,0.006547678300369508,0.04524771747969807
rotor,tree_gradient_rk3_isolated,23,4959,14.391465187072754,1.7977687120437622,3.068354845046997,0.004349365287053637,0.004366773701675096,0.004002518407289601,0.0474852271938138
rotor,tree_gradient_rk3_isolated,24,4941,14.535072326660156,-3.023314952850342,-1.0772496461868286,0.0021044438795591643,0.002125529629253918,0.010019630316381312,0.04832332653043209
rotor,tree_gradient_rk3_isolated,25,4931,14.535364151000977,2.443453073501587,-2.0762617588043213,0.002128713464804733,0.0021503443301437416,0.010161473442360514,0.048262474800898986
rotor,tree_gradient_rk3_isolated,26,5115,14.201053619384766,-3.5919086933135986,0.06377299875020981,0.00142148106943043,0.0014274033967904426,0.0041663075839522,0.04648458588561367
rotor,tree_gradient_rk3_isolated,27,4957,14.540201187133789,0.5812685489654541,3.154048204421997,0.002105319952385893,0.002126254817188975,0.009943792523961603,0.048183046480865126
rotor,tree_gradient_rk3_isolated,28,5073,14.202366828918457,1.7415275573730469,-3.1413750648498535,0.001433128397473113,0.001439067215295056,0.004143953767446362,0.04641797354277021
rotor,tree_gradient_rk3_isolated,29,4803,14.633549690246582,-3.5050909519195557,-0.04233027994632721,0.008313689035633075,0.008354636642812344,0.004925323403818016,0.04839250444308736
rotor,tree_gradient_rk3_isolated,30,5066,14.207502365112305,1.8519519567489624,3.078523874282837,0.0014128728301232335,0.0014187608714334872,0.004167424827427713,0.0464086373131673
rotor,tree_gradient_rk3_isolated,31,5489,13.87891674041748,-3.442673683166504,-0.41109421849250793,0.006092267114785994,0.006131243542635023,0.006397688596816886,0.04479034524877231
rotor,tree_gradient_rk3_isolated,32,4824,14.632756233215332,1.7883763313293457,-3.0147769451141357,0.008304792729780222,0.00834528120770935,0.004875314682320608,0.04831542553257286
rotor,tree_gradient_rk3_isolated,33,4813,14.641894340515137,1.7162606716156006,3.0557947158813477,0.00830642004956959,0.008348009376743416,0.005006889481345311,0.048292241898538
rotor,tree_gradient_rk3_isolated,34,5475,13.880403518676758,2.078015089035034,-2.77286696434021,0.006093964864730794,0.006132761591318101,0.006366417832804672,0.044705795030599293
rotor,tree_gradient_rk3_isolated,35,5510,13.884193420410156,1.367824673652649,3.1851203441619873,0.0060786142051221905,0.006117791486315726,0.006445100786380387,0.04468710563349507
rotor,tree_gradient_rk3_isolated,36,5224,14.05703067779541,-3.6134121417999268,0.09640815109014511,0.001026424389856166,0.0010309549101360084,0.004413886034486447,0.045523382380368266
rotor,tree_gradient_rk3_isolated,37,5207,14.058487892150879,1.7239415645599365,-3.175908327102661,0.0010136331236606918,0.0010180980731431296,0.0044048969772345625,0.04546999353415852
rotor,tree_gradient_rk3_isolated,38,5218,14.062614440917969,1.890870213508606,3.080739736557007,0.001024885565694325,0.001029396286372691,0.004401194464388913,0.0454553127547929
rotor,tree_gradient_rk3_isolated,39,5113,14.359610557556152,-3.0410032272338867,-1.077555537223816,0.0003670414455323925,0.00037051856212187646,0.009473362291390286,0.04709504816994751
rotor,tree_gradient_rk3_isolated,40,4681,15.102128982543945,-2.9000113010406494,-1.0602457523345947,0.007892857900614381,0.0078926764140575,-2.2993769705048628e-05,0.05087284567980847
rotor,tree_gradient_rk3_isolated,41,4665,15.100207328796387,2.365687370300293,-1.979318618774414,0.007893245688173423,0.007894893632659574,0.00020877906899818832,0.05086220283279078
rotor,tree_gradient_rk3_isolated,42,5071,14.360200881958008,2.4529032707214355,-2.09208607673645,0.00035168760921850664,0.00035502196109907545,0.00948100471318325,0.04701132872533021
