checkpoint,configuration,rank,checkpoint_index,x0,y0,z0,initial_strength,final_strength,relative_strength_growth,displacement
leapfrog,exact_pair_rk3_isolated,1,2944,1.3895939588546753,0.05514519661664963,0.529998779296875,0.0028302954357836306,0.0028234270820343735,-0.0024267267870413667,0.07374601580746587
leapfrog,exact_pair_rk3_isolated,2,2851,1.3904670476913452,-0.05509796738624573,-0.5299502611160278,0.0028280987082959868,0.0028247827216628155,-0.0011725144611975935,0.0737041333539271
leapfrog,exact_pair_rk3_isolated,3,3462,1.383975863456726,0.5325497388839722,-0.055296268314123154,0.002839632691389205,0.0028183548895974074,-0.007493152849070817,0.07359898789086837
leapfrog,exact_pair_rk3_isolated,4,2333,1.3847426176071167,-0.5326578617095947,0.05524607375264168,0.00283570728625013,0.002816229308593761,-0.006868825196032935,0.0735707545874031
leapfrog,exact_pair_rk3_isolated,5,1509,1.36109459400177,-0.28705188632011414,0.4466651678085327,0.0017707106592286348,0.00171683029433732,-0.030428666936915816,0.07428651545732194
leapfrog,exact_pair_rk3_isolated,6,1882,1.3607734441757202,0.2871539294719696,-0.4467836320400238,0.0017717141111239796,0.0017175271720168803,-0.030584471144005865,0.07425341872731253
leapfrog,exact_pair_rk3_isolated,7,2025,1.3580777645111084,0.44797149300575256,0.28844892978668213,0.0017819104443734077,0.0017230343678547844,-0.033040985142957946,0.07404776286674859
leapfrog,exact_pair_rk3_isolated,8,1366,1.3556495904922485,-0.448397696018219,-0.28873410820961,0.0017858718060626605,0.0017231401123560123,-0.035126649904930085,0.073937873994626
leapfrog,exact_pair_rk3_isolated,9,1678,1.3605772256851196,-0.020806703716516495,-0.5222666263580322,0.0037393034445834324,0.0035652054139677005,-0.04655894692577611,0.07359915777662061
leapfrog,exact_pair_rk3_isolated,10,1713,1.3586807250976562,0.02076478861272335,0.5227594971656799,0.0037471460674856475,0.0035671028612248726,-0.04804808860349141,0.07354665861988516
leapfrog,exact_pair_rk3_isolated,11,2225,1.3585491180419922,0.5254365801811218,-0.020743275061249733,0.003736514124141937,0.003566719434909704,-0.04544200385465558,0.07332364257413328
leapfrog,exact_pair_rk3_isolated,12,6228,1.3750768899917603,-0.27670082449913025,0.44806772470474243,0.0009178365347987027,0.0009008434807903716,-0.018514248849396675,0.07448770097797199
leapfrog,exact_pair_rk3_isolated,13,6519,1.373664140701294,0.276791512966156,-0.4481891989707947,0.0009186823578590661,0.0009007494907116736,-0.019520204120588525,0.07446328490496225
leapfrog,exact_pair_rk3_isolated,14,1166,1.357047200202942,-0.5259544253349304,0.020628660917282104,0.003740064286389161,0.0035669484810646056,-0.04628685286361478,0.07325367164701746
leapfrog,exact_pair_rk3_isolated,15,1526,1.3601535558700562,-0.23935987055301666,0.47326821088790894,0.0026323676451250637,0.002586432727369012,-0.017450038880822638,0.07295054351529592
leapfrog,exact_pair_rk3_isolated,16,977,1.3664668798446655,0.4911677837371826,-0.12745091319084167,0.0008647590826488363,0.0008141585919036412,-0.058513974308545214,0.07613228361621487
leapfrog,exact_pair_rk3_isolated,17,1865,1.3600448369979858,0.2394656389951706,-0.4735231399536133,0.0026342587203105755,0.0025880817798963397,-0.01752938694221795,0.0729031269719476
leapfrog,exact_pair_rk3_isolated,18,594,1.3638989925384521,-0.12682339549064636,-0.4900771379470825,0.0008870308185117108,0.0008232835050683842,-0.07186595111800498,0.07616168840445017
leapfrog,exact_pair_rk3_isolated,19,2987,1.3902218341827393,0.09232134371995926,0.4693542420864105,0.00018868498079470828,0.0001889741361039727,0.0015324765545543517,0.07711348878203257
leapfrog,exact_pair_rk3_isolated,20,737,1.3624448776245117,0.12702998518943787,0.49043458700180054,0.0008943358388936047,0.0008266718686174809,-0.07565834592945742,0.07611849528677389
leapfrog,exact_pair_rk3_isolated,21,2808,1.388738989830017,-0.09227916598320007,-0.46973517537117004,0.0001888413642234642,0.0001889480348658201,0.0005648690518338384,0.0770993095304014
leapfrog,exact_pair_rk3_isolated,22,354,1.3633075952529907,-0.4918043613433838,0.12756752967834473,0.0008764319372480837,0.0008174273552127919,-0.06732363293441912,0.0760291942334508
leapfrog,exact_pair_rk3_isolated,23,2317,1.393229365348816,-0.4704410433769226,0.09254001826047897,0.00019000487261899835,0.00019069860698014274,0.0036511398449001753,0.0769735191743131
leapfrog,exact_pair_rk3_isolated,24,3478,1.3933721780776978,0.4703623354434967,-0.09265737235546112,0.00018998618708811465,0.0001907178020391653,0.003850884963080725,0.07697113122707429
leapfrog,exact_pair_rk3_isolated,25,1879,1.3524408340454102,0.26516714692115784,-0.4691108763217926,0.002208310558335602,0.0021459632427852262,-0.028233037837470998,0.07246769301759537
leapfrog,exact_pair_rk3_isolated,26,1512,1.3518790006637573,-0.26509496569633484,0.46907839179039,0.0022093980648573708,0.002146001751739936,-0.028693929865249213,0.07246140357723443
leapfrog,exact_pair_rk3_isolated,27,2716,1.3573424816131592,-0.2826826572418213,0.4836050271987915,0.0037708375816541432,0.0036542991647312327,-0.030905180718971414,0.06943161694557608
leapfrog,exact_pair_rk3_isolated,28,1248,1.356084942817688,-0.47581496834754944,-0.2411416620016098,0.0026285446097026677,0.002574527345006134,-0.020550256022721203,0.07265717384129261
