checkpoint,configuration,rank,checkpoint_index,x0,y0,z0,initial_strength,final_strength,relative_strength_growth,displacement
leapfrog,tree_gradient_rk3_isolated,1,2944,1.3895939588546753,0.05514519661664963,0.529998779296875,0.0028302954357836306,0.0028234339785091905,-0.0024242901245185022,0.07374592514500292
leapfrog,tree_gradient_rk3_isolated,2,2851,1.3904670476913452,-0.05509796738624573,-0.5299502611160278,0.0028280987082959868,0.0028244000475480965,-0.001307825903332338,0.07370394687684294
leapfrog,tree_gradient_rk3_isolated,3,3462,1.383975863456726,0.5325497388839722,-0.055296268314123154,0.002839632691389205,0.002818433950424179,-0.007465310928877589,0.07359908318318154
leapfrog,tree_gradient_rk3_isolated,4,2333,1.3847426176071167,-0.5326578617095947,0.05524607375264168,0.00283570728625013,0.002816094795947011,-0.0069162605034084335,0.07357014991699445
leapfrog,tree_gradient_rk3_isolated,5,1509,1.36109459400177,-0.28705188632011414,0.4466651678085327,0.0017707106592286348,0.0017169179431597986,-0.030379167702231813,0.07428851692559585
leapfrog,tree_gradient_rk3_isolated,6,1882,1.3607734441757202,0.2871539294719696,-0.4467836320400238,0.0017717141111239796,0.0017178080260365867,-0.030425950072269115,0.07425566873702856
leapfrog,tree_gradient_rk3_isolated,7,2025,1.3580777645111084,0.44797149300575256,0.28844892978668213,0.0017819104443734077,0.0017233582802159148,-0.03285920700581679,0.0740493296350281
leapfrog,tree_gradient_rk3_isolated,8,1366,1.3556495904922485,-0.448397696018219,-0.28873410820961,0.0017858718060626605,0.0017236556572782522,-0.03483797021331403,0.07393914329916615
leapfrog,tree_gradient_rk3_isolated,9,1678,1.3605772256851196,-0.020806703716516495,-0.5222666263580322,0.0037393034445834324,0.0035643108421355243,-0.046798181811479767,0.07359970799758758
leapfrog,tree_gradient_rk3_isolated,10,1713,1.3586807250976562,0.02076478861272335,0.5227594971656799,0.0037471460674856475,0.0035665404609613377,-0.04819817623109024,0.07354713743543762
leapfrog,tree_gradient_rk3_isolated,11,2225,1.3585491180419922,0.5254365801811218,-0.020743275061249733,0.003736514124141937,0.003566181735132161,-0.04558590797482709,0.07332432704418249
leapfrog,tree_gradient_rk3_isolated,12,6228,1.3750768899917603,-0.27670082449913025,0.44806772470474243,0.0009178365347987027,0.000900887359200421,-0.01846644250438234,0.07448954227690588
leapfrog,tree_gradient_rk3_isolated,13,6519,1.373664140701294,0.276791512966156,-0.4481891989707947,0.0009186823578590661,0.0009008884211968845,-0.019368976131912796,0.07446541959743973
leapfrog,tree_gradient_rk3_isolated,14,1166,1.357047200202942,-0.5259544253349304,0.020628660917282104,0.003740064286389161,0.003565826816184884,-0.046586758104228854,0.07325342233036952
leapfrog,tree_gradient_rk3_isolated,15,1526,1.3601535558700562,-0.23935987055301666,0.47326821088790894,0.0026323676451250637,0.00258693162462504,-0.01726051472489709,0.07295246877772134
leapfrog,tree_gradient_rk3_isolated,16,977,1.3664668798446655,0.4911677837371826,-0.12745091319084167,0.0008647590826488363,0.0008140857838293803,-0.058598168942312956,0.07613392653420244
leapfrog,tree_gradient_rk3_isolated,17,1865,1.3600448369979858,0.2394656389951706,-0.4735231399536133,0.0026342587203105755,0.0025886795531543725,-0.017302464182724298,0.07290566041357721
leapfrog,tree_gradient_rk3_isolated,18,594,1.3638989925384521,-0.12682339549064636,-0.4900771379470825,0.0008870308185117108,0.0008231343001139749,-0.07203415830009552,0.07616262843217383
leapfrog,tree_gradient_rk3_isolated,19,2987,1.3902218341827393,0.09232134371995926,0.4693542420864105,0.00018868498079470828,0.00018893629150391216,0.0013319062712113805,0.07711422073824933
leapfrog,tree_gradient_rk3_isolated,20,737,1.3624448776245117,0.12702998518943787,0.49043458700180054,0.0008943358388936047,0.0008264066715704064,-0.07595487552778202,0.0761194995085012
leapfrog,tree_gradient_rk3_isolated,21,2808,1.388738989830017,-0.09227916598320007,-0.46973517537117004,0.0001888413642234642,0.00018890798261657522,0.00035277436903169423,0.07709992597187651
leapfrog,tree_gradient_rk3_isolated,22,354,1.3633075952529907,-0.4918043613433838,0.12756752967834473,0.0008764319372480837,0.0008173195666383658,-0.06744661861059664,0.07603011512481068
leapfrog,tree_gradient_rk3_isolated,23,2317,1.393229365348816,-0.4704410433769226,0.09254001826047897,0.00019000487261899835,0.0001906400196112197,0.003342793179283099,0.07697417221647095
leapfrog,tree_gradient_rk3_isolated,24,3478,1.3933721780776978,0.4703623354434967,-0.09265737235546112,0.00018998618708811465,0.0001906461802867158,0.003473900964679366,0.07697238157210987
