time,step,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,vorticity_x,vorticity_y,vorticity_z,strain_rate_xx,strain_rate_xy,strain_rate_xz,strain_rate_yy,strain_rate_yz,strain_rate_zz,velocity_gradient_xx,velocity_gradient_xy,velocity_gradient_xz,velocity_gradient_yx,velocity_gradient_yy,velocity_gradient_yz,velocity_gradient_zx,velocity_gradient_zy,velocity_gradient_zz
0.045,3,-4.5,0.0,0.0,0.9969411,-0.0010730211,-0.0010721738,-1.290655973207322e-06,0.0004795262648258358,-0.0005018327428842895,-0.0023180394928203896,-0.0005479527208080981,-0.0005521363782463595,0.0007299874996533617,5.992498529394652e-05,0.0007270939240697771,-0.0023180394928203896,-0.00029703634936595336,-0.0003123732458334416,-0.0007988690922502428,0.0007299874996533617,6.057031328055018e-05,-0.0007918995106592774,5.927965730734286e-05,0.0007270939240697771
0.045,3,-4.47,0.0,0.0,0.9968787,-0.0010867693,-0.0010859146,-5.417514103100984e-06,0.00023406487525789998,-0.0006674342475889716,-0.002453342458466068,-0.0005607808980130358,-0.0003555470557330409,-0.00029646149778272957,-2.9824319312865555e-05,-0.0003873162131640129,-0.002453342458466068,-0.00022706377421854995,-0.00023851461810409091,-0.0008944980218075216,-0.00029646149778272957,-2.7115562261315063e-05,-0.0004725794933619909,-3.253307636441605e-05,-0.0003873162131640129
0.045,3,-4.44,0.0,0.0,0.9968146,-0.001100792,-0.001099899,4.52372289601044e-05,0.0006139309480204247,-0.000439971532614436,-0.0010401755280327052,-0.0005246247055765707,-0.0004911121977784205,0.00032371686393162236,2.005322892273398e-05,-0.0003721459288499318,-0.0010401755280327052,-0.0003046389392693527,-0.00018414672376820818,-0.0007446104718837887,0.00032371686393162236,-2.5653855573182227e-06,-0.0007980776717886329,4.267184340278618e-05,-0.0003721459288499318
0.045,3,-4.41,0.0,0.0,0.9967487,-0.0011150726,-0.001114186,5.275688494066344e-06,-7.144009941839613e-05,-0.00018291306332685053,-0.0021530689555220306,-0.00015167913807090372,-0.00016787911772553343,0.0017499341047368944,1.4654164459670938e-06,0.0030681969146826304,-0.0021530689555220306,-6.022260640747845e-05,-0.0002035991674347315,-0.00024313566973432899,0.0017499341047368944,-1.1724278010660782e-06,-0.00013215906801633537,4.103260693000266e-06,0.0030681969146826304
0.045,3,-4.38,0.0,0.0,0.9966799,-0.0011295856,-0.0011289043,-3.186678509337071e-05,0.0003224206639060867,-0.0003840119416054222,-0.003371682672877796,-0.0002871407027669193,-0.00029128108371878625,0.000806235802883748,-5.174673799501761e-05,-2.5703579012770206e-05,-0.003371682672877796,-9.513473196420819e-05,-0.0001300707517657429,-0.00047914667356963037,0.000806235802883748,-3.581334544833226e-05,-0.0004524914156718296,-6.768013054170297e-05,-2.5703579012770206e-05
0.045,3,-4.35,0.0,0.0,0.9966102,-0.0011444459,-0.0011437564,-3.223449084543972e-05,0.0001614043922018027,-0.00030879228143021464,-0.0012440685095498338,-0.0005330460553523153,-0.00041667989989946363,-0.000218655783100985,-2.7069086172559764e-07,-0.00021668800036422908,-0.0012440685095498338,-0.000378649914637208,-0.0003359777037985623,-0.0006874421960674226,-0.000218655783100985,1.5846554560994264e-05,-0.000497382096000365,-1.638793628444546e-05,-0.00021668800036422908
0.045,3,-4.32,0.0,0.0,0.9965388,-0.0011592823,-0.0011586136,1.4771308087802026e-06,0.00048700511615606956,-0.0004016782477265224,-0.0010445964726386592,-0.00027702464285539463,-0.00042447915802767966,0.0017512456543045118,-1.3831666592523106e-05,0.001767964698956348,-0.0010445964726386592,-7.618551899213344e-05,-0.00018097659994964488,-0.0004778637667186558,0.0017512456543045118,-1.4570231996913208e-05,-0.0006679817161057144,-1.3093101188133005e-05,0.001767964698956348
0.045,3,-4.29,0.0,0.0,0.9964644,-0.0011729968,-0.0011723654,-8.042071840463905e-06,0.0004289823191356845,-0.0002636586068547331,-0.002984386490425095,-0.0003204862841812428,-0.0003760418803722132,0.0018143200577469543,-4.6822867489026976e-05,0.001139143598265946,-0.002984386490425095,-0.00018865698075387627,-0.00016155072080437094,-0.00045231558760860935,0.0018143200577469543,-4.2801831568795023e-05,-0.0005905330399400555,-5.084390340925893e-05,0.001139143598265946
0.045,3,-4.26,0.0,0.0,0.9963885,-0.0011886833,-0.0011880554,-4.0911750147643033e-05,0.00018947683565784246,-0.00035078258952125907,-0.00339412473840639,-0.00046157890756148845,-0.0006215789107955061,0.00022019677271600813,-3.936746497856802e-05,0.0015850407289690338,-0.00339412473840639,-0.0002861876128008589,-0.0005268404929665849,-0.000636970202322118,0.00022019677271600813,-1.8911589904746506e-05,-0.0007163173286244273,-5.982334005238954e-05,0.0015850407289690338
0.045,3,-4.23,0.0,0.0,0.99631,-0.0012044798,-0.0012038717,-1.1491429177112877e-06,0.0005437035288196057,-0.00035392788413446397,-0.0014061521069379523,-0.0006226852492545731,-0.0004926003894070163,0.0016814121554489248,5.5590126976312604e-05,-0.00044424414954846725,-0.0014061521069379523,-0.00044572130718734115,-0.00022074862499721348,-0.0007996491913218051,0.0016814121554489248,5.616469843516825e-05,-0.0007644521538168192,5.501555551745696e-05,-0.00044424414954846725
0.045,3,-4.2,0.0,0.0,0.9962293,-0.0012196394,-0.0012195003,2.4090323677228298e-05,5.766782851424068e-05,-6.525506978505291e-05,-0.005428694566944614,-0.0004358835012681084,-0.0004090551592526026,0.0016615031054243445,5.034028481532005e-05,0.0016611654064035974,-0.005428694566944614,-0.0004032559663755819,-0.00038022124499548227,-0.00046851103616063483,0.0016615031054243445,3.82951229767059e-05,-0.00043788907350972295,6.23854466539342e-05,0.0016611654064035974
0.045,3,-4.17,0.0,0.0,0.9961467,-0.0012361812,-0.0012357653,-7.412832474074094e-05,0.0005256228032521904,-0.00042614775884430856,-0.0015575707220705226,-0.00021737091446993873,-0.00027498448616825044,0.0005312980065355077,3.607134340199991e-05,0.0005207149806665257,-0.0015575707220705226,-4.297035047784448e-06,-1.2173084542155266e-05,-0.000430444793892093,0.0005312980065355077,7.313550577237038e-05,-0.0005377958877943456,-9.928189683705568e-07,0.0005207149806665257
