time,step,accepted_time_step_size,patch,pressure_force_x,pressure_force_y,pressure_force_z,viscous_force_x,viscous_force_y,viscous_force_z,total_force_x,total_force_y,total_force_z,drag_coefficient,lift_coefficient,side_force_coefficient,pitching_moment_coefficient
0.049999999999999996,10,0.005,cube,0.4608166777477448,-0.20707324937539745,-0.20495807694497797,0.5077166374277121,-0.0009597413620112119,-0.0009543812718987819,0.9685333151754569,-0.20803299073740866,-0.20591245821687676,1.9370666303509139,-0.4160659814748173,-0.4118249164337535,-0.0015571952157140724
0.10000000000000002,20,0.005,cube,2.2183230447879296,-0.009703761312439541,-0.010429943597632718,0.31320954610064444,-0.000296560859045233,-0.0002830527068338022,2.531532590888574,-0.010000322171484773,-0.010712996304466538,5.063065181777148,-0.020000644342969547,-0.021425992608933075,0.0067189582241842525
0.15000000000000005,30,0.005,cube,0.9746357623554814,0.008837429581541125,0.008667827673679185,0.23129027785709,0.00013206950359058076,0.00013899884707925872,1.2059260402125713,0.008969499085131706,0.008806826520758426,2.4118520804251427,0.017938998170263412,0.017613653041516852,-0.001436685838396335
0.2000000000000001,40,0.005,cube,-0.6144114288006108,0.09007673224173025,0.0891306585367676,0.18368001060730332,0.0005802537493200639,0.0005812412219765896,-0.43073141819330757,0.09065698599105032,0.08971189975874416,-0.8614628363866151,0.18131397198210064,0.17942379951748832,-0.0031118122139873437
0.2500000000000001,50,0.005,cube,1.4119735895473666,-0.047251738305464634,-0.04675296423825487,0.15411916239466528,0.0007208414693594663,0.0007222807559773836,1.566092751942032,-0.046530896836105166,-0.04603068348227751,3.132185503884064,-0.09306179367221033,-0.09206136696455502,-0.0020555416304813908
