time,step,total_kinetic_energy,total_enstrophy,test_filtered_enstrophy,kinetic_energy_rate,kinetic_energy_rate_source,viscous_kinetic_energy_rate,total_helicity,vortex_strength_magnitude_sum,net_vortex_strength_x,net_vortex_strength_y,net_vortex_strength_z,linear_impulse_x,linear_impulse_y,linear_impulse_z,angular_impulse_x,angular_impulse_y,angular_impulse_z,n_particles_total,max_vortex_strength_magnitude,min_particle_core_radius,mean_particle_core_radius,max_particle_core_radius,mean_eddy_viscosity,max_eddy_viscosity,mean_effective_viscosity,max_effective_viscosity,invariant_projection_correction_ratio,mean_core_radius,mean_overlap_ratio,max_overlap_ratio,vorticity_divergence_error,vortex_strength_misalignment_degrees,n_stabilization_events,n_regularization_events,last_stabilization_mechanism,stabilization_vortex_strength_error,stabilization_vortex_strength_growth,stabilization_vorticity_growth,max_stabilization_vorticity_growth,lagrangian_cfl,stretching_viscosity_feedback_coefficient,maximum_particle_strength,maximum_particle_vorticity
0.12,20,167.59642028808594,9339.0576171875,3342.380615234375,0.0,direct_energy_backward_difference,-0.1400858759880066,-6.21419095993042,136.63018798828125,-0.629221498966217,0.0208116043359041,-0.0972756221890449,-19.89220428466797,0.1309407204389572,0.1208641901612281,182.0481109619141,0.197715938091278,0.495047777891159,2700,0.5276211500167847,0.0758174955844879,0.1661272943019867,0.2276872396469116,0.0,0.0,1.4999999621068127e-05,1.4999999621068127e-05,0.0,0.1661272903807737,0.6399412920268749,13.144964874008052,0.3428427678766041,9.100626590778129,0,0,none,0.0,0.0,0.0,0.0,0.3733118591308594,0.0,0.5276211500167847,309.0830221349305
0.24,40,245.61582946777344,12585.6259765625,4750.2265625,650.1617431640625,direct_energy_backward_difference,-0.18878428637981415,-13.527667999267578,212.90151977539062,-0.13700060546398163,-0.005608558654785156,0.047419700771570206,-84.57075500488281,-0.19795626401901245,0.4965983033180237,431.7852478027344,-0.028338292613625526,0.13698752224445343,5400,1.0041366815567017,0.07586488127708435,0.17086689174175262,0.22770299017429352,0.0,0.0,1.4999999621068127e-05,1.4999999621068127e-05,0.0,0.17086689131955304,0.678848476304015,3.4107534361424516,0.31663143915376785,11.457664155344991,0,0,none,0.0,0.0,0.0,0.0,0.581790214061737,0.0,1.0041366815567017,588.2281257341797
