time,step,reference_speed,R1,Rinf,edge_R1,edge_Rinf,interior_R1,interior_Rinf,collocation_R1,collocation_Rinf,off_grid_R1,off_grid_Rinf,independent_surface_R1,independent_surface_Rinf,two_sided_trace_R1,two_sided_trace_Rinf,transport_R1,transport_Rinf,transport_filter_radius,transport_operator,transport_filter_radii,boundary_filter_radius,stage_boundary_residual,stage_near_wake_elapsed,stage_near_wake_matrix_norm,n_probes,n_panels,n_edge_panels,wing_0_R1,wing_0_Rinf,wing_0_n_probes,wing_1_R1,wing_1_Rinf,wing_1_n_probes
0.005,1,1.0,0.2552039103688343,2.0077495452305385,0.2552039103688343,2.0077495452305385,0.0,0.0,1.2836953722228372e-16,4.163336342344337e-16,0.3828058655532514,2.0077495452305385,0.5622854086274464,2.0077495452305385,0.20332632247905646,0.680583920097553,0.20185374654521887,0.4601261797346341,1.25,symmetric_pair_radius:GAUSSIAN:DirectInduction:uniform_target_core,"1.25,1.25",1e-08,0.0,0.0,0.0,224,8,8,0.26453891355843767,2.0077495452305385,112,0.2458689071792309,1.908161085037103,112
