flow_time,time_step,group_id,x_centroid,y_centroid,z_centroid,major_radius,tube_circulation,impulse_x,impulse_norm,impulse_radius,length_strength,vector_circulation_x,vector_circulation_y,vector_circulation_z,max_strength
0.1,5,0,0.09436957170130947,0.005836507705624467,-0.008762759812453034,1.0038437365989976,3.2196554403492126,9.857357733778889,9.857357837486223,0.9708120070624697,20.30744936357575,-0.00024883510792894636,-0.007320923066513885,-0.015581813437979264,0.010942705266062367
0.2,10,0,0.18697360195731422,0.00604933557778729,-0.008831364919602043,1.0040521792768258,3.2210414294126037,9.867164369918154,9.867164451211815,0.9711580173821508,20.320409808920076,-0.0008458571887168392,-0.0073587982273579655,-0.0073730916284746595,0.014446868092365553
0.3,15,0,0.27827906597625013,0.007193894744852105,-0.009531869113971816,1.0040020624263377,3.2329384374959576,9.855690446708245,9.855691834021487,0.9665074438378974,20.394445789026914,0.001811409735881675,-0.013236755029850222,-0.016572233865113084,0.01690495509580274
0.4,20,0,0.3684023117229461,0.007626626094821053,-0.009639643901949662,1.0042000718378887,3.2331079893512933,9.86971051235999,9.869715006174305,0.9676410427058922,20.399537784331326,0.004064796374328661,-0.009758793798581245,-0.010949298725922318,0.01680497073124658
0.5,25,0,0.45815338961197605,0.008384054217077249,-0.00958948682250734,1.0048529878552828,3.230030115111314,9.878699075114017,9.878708831899342,0.9688157995694106,20.39336855631365,0.00307576998255861,-0.0155225616309842,-0.011492161671988077,0.01661838544021612
0.6,30,0,0.5477365494825899,0.009553858286183171,-0.00997748553951952,1.0059360215095603,3.232738567256446,9.888434920453141,9.888438977549592,0.9679143320827416,20.432467316134925,-0.0054381924455517705,-0.01656434046542099,-0.006820721227758675,0.016720761347653452
0.7,35,0,0.6370906068647596,0.010185870386029442,-0.01058581280811729,1.0062552383956191,3.2400902001224554,9.890751511236703,9.89075584969062,0.9656380136761898,20.485431827681374,-0.014049618802812469,-0.010892905824377408,0.00015949936081383065,0.019352238140283685
0.8,40,0,0.7257317582564013,0.010769077466577534,-0.011201326137022957,1.0056156320019614,3.249095425651794,9.8849411354609,9.884962760346275,0.9630097460963568,20.529309906604425,-0.013673779900695293,-0.00935510286431196,0.0026479746116887526,0.023283284017744807
0.9,45,0,0.813204776724725,0.011402814440940141,-0.011116928433623866,1.0048470872796402,3.2563176231172437,9.880869585799147,9.880892054636075,0.961212797916229,20.55921867885327,-0.017696235450134656,-0.00037675982501195193,0.007487350107989954,0.02520885238908044
1.0,50,0,0.8997525063075467,0.011902568452446662,-0.010759329007612525,1.0045933907281572,3.260341348930897,9.880766244894893,9.880776063602164,0.9602576936185591,20.579425979641425,-0.009505102856824488,-0.004014570429895947,0.01286660295105957,0.024440039084978667
1.1,55,0,0.9857887676321767,0.012465315309038605,-0.01050758713442973,1.004999976939756,3.2618264639070516,9.888795666855268,9.888799978840034,0.9602113077957437,20.597132940541417,0.0011364399769635547,0.0039504366854394846,0.0019306019827594056,0.02424159263339163
1.2,60,0,1.0719870744513165,0.013538310361042522,-0.010818310076107679,1.0057140420183068,3.2647217488171916,9.901208301165337,9.901223000833618,0.959882962143116,20.630063020865187,-0.004132936658933328,-0.005154677753000492,-0.00019537318724438535,0.026086175667964236
1.3,65,0,1.1585497101951574,0.014507419597645054,-0.011880546344575,1.0063931958430479,3.2698222696269856,9.905867765912953,9.905937569159018,0.9581949434137246,20.676246806036175,0.010335928369183733,-0.024525799536503357,-0.005144110181664274,0.03199005261755747
1.4,70,0,1.2448930388476886,0.015761557447992514,-0.013234911976504327,1.0066462685857003,3.279359398255777,9.907122107474757,9.90717482849266,0.9552874027591316,20.74176797449234,0.008126933744469156,-0.02189206519718212,-0.002933845835218163,0.0333463049349149
