time,step,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,vorticity_x,vorticity_y,vorticity_z,kinematic_pressure
0.15,15,-1.5,0.75,0.0,0.9551023337699471,0.05238988724468571,0.000222243455756069,-4.498115020150755e-06,2.5294572690834607e-05,0.006745793566486315,0.08492408652098524
0.15,15,-1.46875,0.75,0.0,0.955102333769946,0.05238988724468684,0.00022224345575653327,-4.498115020148981e-06,2.5294572690871327e-05,0.006745793566485497,0.08492408652098662
0.15,15,-1.4375,0.75,0.0,0.9549284798708523,0.05257112663129097,0.00029670541928720736,-4.213543992963279e-06,3.118572022939438e-05,0.006614321957404814,0.08515046585002875
0.15,15,-1.40625,0.75,0.0,0.9543978868021947,0.05312425982416962,0.0005239594638272101,-3.3450480009093833e-06,4.916519648319663e-05,0.006213077436187493,0.0858413638022951
0.15,15,-1.375,0.75,0.0,0.9504245546166596,0.061240553098538514,-0.0010574273494878845,-9.42432448669955e-06,7.70296393113766e-05,-0.0013686893240816432,0.09217998648935642
0.15,15,-1.34375,0.75,0.0,0.9503814637116471,0.06217026342755909,-0.0006693569113601487,-8.012568844898918e-06,3.3388932514822006e-05,-0.0025349467268105845,0.09249524186370166
0.15,15,-1.3125,0.75,0.0,0.9487925274841486,0.06512125927373556,-0.000667262541290595,-7.447741270410873e-06,-9.056352550111899e-05,-0.004525159604666142,0.09486816733983026
0.15,15,-1.28125,0.75,0.0,0.9479985848128201,0.06597507262228487,-0.000949667571705369,-8.185639346672306e-06,-0.00012307402632286032,-0.004707062672325336,0.09587055570654678
0.15,15,-1.25,0.75,0.0,0.9418613222236081,0.07774100720486433,-0.0012480458361594487,-8.629712510924132e-06,-0.00012494723177968012,-0.0076731237718878735,0.10506780630935457
0.15,15,-1.21875,0.75,0.0,0.9417783278172686,0.07902863377404416,-0.0007758216640205838,-6.564298713774099e-06,-8.507491993929005e-05,-0.008197619308548702,0.10547824312467888
