time,step,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,vorticity_x,vorticity_y,vorticity_z,strain_rate_xx,strain_rate_xy,strain_rate_xz,strain_rate_yy,strain_rate_yz,strain_rate_zz,velocity_gradient_xx,velocity_gradient_xy,velocity_gradient_xz,velocity_gradient_yx,velocity_gradient_yy,velocity_gradient_yz,velocity_gradient_zx,velocity_gradient_zy,velocity_gradient_zz
0.15,3,-4.5,0.0,0.0,0.9968251,5.837069e-07,1.0810768e-06,3.294795373933856e-08,3.9165610199248194e-07,-5.107011653767432e-07,-0.0021324801649723196,9.608117072553292e-07,1.1517624188699701e-06,0.0010661624239119965,6.082158540200201e-08,0.0010663183231186565,-0.0021324801649723196,1.2161622899437008e-06,1.3475904698662111e-06,7.054611245669576e-07,0.0010661624239119965,4.4347608532332734e-08,9.559343678737292e-07,7.729556227167129e-08,0.0010663183231186565
0.15,3,-4.46875,0.0,0.0,0.9967575,6.1404694e-07,1.1186758e-06,3.37956862495048e-08,4.01898600247677e-07,-5.231913100702651e-07,-0.00219332985568476,9.928207954977921e-07,1.1870214352903516e-06,0.0010965847563801322,6.349554838565395e-08,0.0010967453324636084,-0.00219332985568476,1.2544164505329247e-06,1.3879707354141901e-06,7.312251404626596e-07,0.0010965847563801322,4.6597705260901547e-08,9.860721351665131e-07,8.039339151040634e-08,0.0010967453324636084
0.15,3,-4.4375,0.0,0.0,0.996688,6.336779e-07,1.1469024e-06,3.445793421593107e-08,4.114737023479297e-07,-5.362489299868493e-07,-0.002256364291523087,1.0260867278811701e-06,1.2253426278011743e-06,0.0011281001615919023,6.624724516017273e-08,0.0011282648280950768,-0.002256364291523087,1.2942111928745947e-06,1.431079478975139e-06,7.579622628877455e-07,0.0011281001615919023,4.901827805220719e-08,1.0196057766272094e-06,8.347621226813826e-08,0.0011282648280950768
0.15,3,-4.40625,0.0,0.0,0.9966165,6.604696e-07,1.1798181e-06,3.531759973205871e-08,4.2233148184471665e-07,-5.501156076832977e-07,-0.002321686227431584,1.0607296718661348e-06,1.2644683364523629e-06,0.001160759319689118,6.921493158763945e-08,0.0011609295853954615,-0.002321686227431584,1.3357874757077837e-06,1.4756340773747212e-06,7.85671868024486e-07,0.001160759319689118,5.155613172161009e-08,1.0533025955300045e-06,8.68737314536688e-08,0.0011609295853954615
0.15,3,-4.375,0.0,0.0,0.9965429,6.8574855e-07,1.2164749e-06,3.603226172727708e-08,4.335407352659584e-07,-5.635810295630326e-07,-0.00238939380431083,1.0967311979364453e-06,1.3057693178893158e-06,0.0011946081571921623,7.234862647826712e-08,0.0011947842500692723,-0.00238939380431083,1.3785217127179616e-06,1.522539685522295e-06,8.14940683154929e-07,0.0011946081571921623,5.433249561462858e-08,1.0889989502563366e-06,9.036475734190566e-08,0.0011947842500692723
0.15,3,-4.34375,0.0,0.0,0.9964671,7.117462e-07,1.2503265e-06,3.6901594580756366e-08,4.4632367324340177e-07,-5.783203992892872e-07,-0.002459585641481507,1.1341804422246315e-06,1.346924681024862e-06,0.001229702037987647,7.556894160076961e-08,0.0012298833708317965,-0.002459585641481507,1.4233406418692751e-06,1.5700865176465628e-06,8.450202425799879e-07,0.001229702037987647,5.711814431039143e-08,1.123762844403161e-06,9.401973889114779e-08,0.0012298833708317965
0.15,3,-4.3125,0.0,0.0,0.9963891,7.399399e-07,1.2875755e-06,3.7560432823453144e-08,4.5660594971870267e-07,-5.931930708387347e-07,-0.0025323803724127333,1.1731237500477902e-06,1.390420332049913e-06,0.001266096786099815,7.897649671544625e-08,0.0012662841684118419,-0.0025323803724127333,1.4697202854671576e-06,1.6187233069092644e-06,8.765272146284229e-07,0.001266096786099815,6.019628030371968e-08,1.1621173571905617e-06,9.775671312717282e-08,0.0012662841684118419
0.15,3,-4.28125,0.0,0.0,0.9963088,7.6503125e-07,1.3212378e-06,3.849582431281586e-08,4.672395646152503e-07,-6.084615890708718e-07,-0.002607890770601841,1.2135367705727498e-06,1.4370887694535324e-06,0.0013038486721100623,8.255959565889076e-08,0.0013040417489391261,-0.002607890770601841,1.5177675651081857e-06,1.6707085517611575e-06,9.093059760373139e-07,0.0013038486721100623,6.331168350248283e-08,1.2034689871459072e-06,1.0180750781529869e-07,0.0013040417489391261
0.15,3,-4.25,0.0,0.0,0.9962261,7.942285e-07,1.3592488e-06,3.9443999164437936e-08,4.831727832944692e-07,-6.242018750065247e-07,-0.002686243510814555,1.2558646843162824e-06,1.4843914761821745e-06,0.0013430218489727144,8.641790091829622e-08,0.0013432204978835011,-0.002686243510814555,1.5679656218195448e-06,1.725977867829409e-06,9.437637468130201e-07,0.0013430218489727144,6.669590133607725e-08,1.2428050845349399e-06,1.0613990050051519e-07,0.0013432204978835011
0.15,3,-4.21875,0.0,0.0,0.9961409,8.219524e-07,1.3959357e-06,4.0402236318125805e-08,4.950919746814935e-07,-6.405384857853611e-07,-0.0027675628403706423,1.2999887904944314e-06,1.5336093229579076e-06,0.001383678207215514,9.031802711349486e-08,0.001383883935250076,-0.0027675628403706423,1.620258033387112e-06,1.7811553102986544e-06,9.797195476017508e-07,0.001383678207215514,7.011690895443196e-08,1.2860633356171608e-06,1.1051914527255777e-07,0.001383883935250076
