time,step,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,vorticity_x,vorticity_y,vorticity_z,strain_rate_xx,strain_rate_xy,strain_rate_xz,strain_rate_yy,strain_rate_yz,strain_rate_zz,velocity_gradient_xx,velocity_gradient_xy,velocity_gradient_xz,velocity_gradient_yx,velocity_gradient_yy,velocity_gradient_yz,velocity_gradient_zx,velocity_gradient_zy,velocity_gradient_zz
0.15,3,-4.5,0.75,0.0,0.9970812,0.00074607466,1.1153336e-06,2.4052834053011e-07,3.163596812717881e-07,-5.016336462552312e-07,-0.0018509216180848456,0.0006465105376133136,1.1366636786313362e-06,0.0008568449748666586,-1.273015846952805e-07,0.0009940773999498984,-0.0018509216180848456,0.0006467613544364412,1.2948435192672303e-06,0.0006462597207901859,0.0008568449748666586,-2.475657549603355e-07,9.784838379954422e-07,-7.0374144302254825e-09,0.0009940773999498984
0.15,3,-4.46875,0.75,0.0,0.9970226,0.00076662167,1.1526462e-06,2.469844295293461e-07,3.237724297822358e-07,-5.140316512147053e-07,-0.001899911988617782,0.0006686893989186838,1.1726610986215061e-06,0.0008784750657494216,-1.323980297828983e-07,0.0010214352931946047,-0.001899911988617782,0.0006689464147442911,1.334547313512624e-06,0.0006684323830930764,0.0008784750657494216,-2.5589024454757137e-07,1.0107748837303882e-06,-8.905815018225242e-09,0.0010214352931946047
0.15,3,-4.4375,0.75,0.0,0.9969625,0.000787864,1.1773013e-06,2.547915928323408e-07,3.290332880107245e-07,-5.267794366513312e-07,-0.0019505029864914855,0.0006917827726748722,1.2110087543215533e-06,0.0009007678674356496,-1.3710683043871683e-07,0.0010497355847040382,-0.0019505029864914855,0.0006920461623931978,1.3755253983269156e-06,0.0006915193829565465,0.0009007678674356496,-2.6450262685488724e-07,1.046492110316191e-06,-9.71103402254642e-09,0.0010497355847040382
0.15,3,-4.40625,0.75,0.0,0.9969007,0.0008098525,1.2139427e-06,2.6209356551569214e-07,3.351690232629586e-07,-5.397015848621761e-07,-0.0020027582256767207,0.0007158320717072049,1.2493404966578477e-06,0.0009237454218199437,-1.4248143425250317e-07,0.0010790150156719026,-0.0020027582256767207,0.0007161019224996359,1.416925008289327e-06,0.0007155622209147738,0.0009237454218199437,-2.7352821701034924e-07,1.0817559850263684e-06,-1.1434651494657104e-08,0.0010790150156719026
0.15,3,-4.375,0.75,0.0,0.9968373,0.00083259394,1.2441651e-06,2.6983477651739514e-07,3.450025923976076e-07,-5.526235723942591e-07,-0.002056749448434321,0.0007408835084997721,1.2888008571880526e-06,0.0009474331186640067,-1.4797969668831437e-07,0.0011093162134911412,-0.002056749448434321,0.0007411598202859693,1.4613021533868564e-06,0.000740607196713575,0.0009474331186640067,-2.8289708494701193e-07,1.1162995609892488e-06,-1.3062308429616799e-08,0.0011093162134911412
0.15,3,-4.34375,0.75,0.0,0.99677217,0.00085614395,1.2803398e-06,2.7813473654775137e-07,3.495123508177704e-07,-5.66419095510487e-07,-0.002112536955718114,0.0007669873260238253,1.331717584239023e-06,0.0009718549769503933,-1.5370996494197607e-07,0.0011406816295734987,-0.002112536955718114,0.0007672705355715806,1.5064737596479083e-06,0.0007667041164760701,0.0009718549769503933,-2.9277733321585175e-07,1.156961408830138e-06,-1.4642596668100385e-08,0.0011406816295734987
0.15,3,-4.3125,0.75,0.0,0.9967052,0.0008805294,1.314667e-06,2.868312487011148e-07,3.614161957883285e-07,-5.803885613810122e-07,-0.0021701935753660404,0.0007941937390568265,1.37441295126989e-06,0.0009970378329531536,-1.5943744682280717e-07,0.0011731572558635768,-0.0021701935753660404,0.000794483933337517,1.5551210491640544e-06,0.000793903544776136,0.0009970378329531536,-3.028530711733646e-07,1.1937048533757258e-06,-1.6021822472249772e-08,0.0011731572558635768
0.15,3,-4.28125,0.75,0.0,0.99663645,0.00090577645,1.3562923e-06,2.9589666677027606e-07,3.686658853406218e-07,-5.936016312362707e-07,-0.0022297939381810267,0.0008225578958154381,1.419223769585172e-06,0.0010230085422941234,-1.6557718808326715e-07,0.001206787258436812,-0.0022297939381810267,0.0008228546966310563,1.6035567122554828e-06,0.00082226109499982,0.0010230085422941234,-3.135255214684052e-07,1.234890826914861e-06,-1.7628854698129113e-08,0.001206787258436812
0.15,3,-4.25,0.75,0.0,0.9965658,0.00093192543,1.39221e-06,3.049116383334696e-07,3.7690689423598885e-07,-6.081541221759912e-07,-0.0022914163250061237,0.0008521373029329576,1.4668624052919165e-06,0.0010497938592603992,-1.7208859599672044e-07,0.0012416201375828498,-0.0022914163250061237,0.0008524413799940456,1.655315852409911e-06,0.0008518332258718696,0.0010497938592603992,-3.245444151634552e-07,1.2784089581739221e-06,-1.963277682998565e-08,0.0012416201375828498
0.15,3,-4.21875,0.75,0.0,0.9964933,0.00095902506,1.4357315e-06,3.144399551906164e-07,3.8672141686884893e-07,-6.242186351458623e-07,-0.002355139161274375,0.0008829916047096622,1.5152817603689985e-06,0.001077424042635309,-1.7892863073007631e-07,0.0012777129065574774,-0.002355139161274375,0.0008833037140272351,1.708642468803423e-06,0.0008826794953920893,0.001077424042635309,-3.361486083253845e-07,1.321921051934574e-06,-2.1708653134768115e-08,0.0012777129065574774
