time,step,total_kinetic_energy,energy_measurement,total_enstrophy,test_filtered_enstrophy,kinetic_energy_rate,kinetic_energy_rate_source,viscous_kinetic_energy_rate,total_helicity,vortex_strength_magnitude_sum,net_vortex_strength_x,net_vortex_strength_y,net_vortex_strength_z,linear_impulse_x,linear_impulse_y,linear_impulse_z,angular_impulse_x,angular_impulse_y,angular_impulse_z,n_particles_total,max_vortex_strength_magnitude,min_particle_core_radius,mean_particle_core_radius,max_particle_core_radius,mean_eddy_viscosity,max_eddy_viscosity,mean_effective_viscosity,max_effective_viscosity,invariant_projection_correction_ratio,mean_core_radius,mean_overlap_ratio,max_overlap_ratio,vorticity_divergence_error,vortex_strength_misalignment_degrees,pedrizzetti_cumulative_vortex_strength_transfer_x,pedrizzetti_cumulative_vortex_strength_transfer_y,pedrizzetti_cumulative_vortex_strength_transfer_z,pedrizzetti_cumulative_linear_impulse_transfer_x,pedrizzetti_cumulative_linear_impulse_transfer_y,pedrizzetti_cumulative_linear_impulse_transfer_z,pedrizzetti_cumulative_angular_impulse_transfer_x,pedrizzetti_cumulative_angular_impulse_transfer_y,pedrizzetti_cumulative_angular_impulse_transfer_z,n_stabilization_events,n_regularization_events,regularization_cumulative_total_kinetic_energy_transfer,regularization_cumulative_total_enstrophy_transfer,last_stabilization_mechanism,stabilization_vortex_strength_error,stabilization_vortex_strength_growth,stabilization_vorticity_growth,max_stabilization_vorticity_growth,lagrangian_cfl,stretching_viscosity_feedback_coefficient,strain_increment_infinity,strain_increment_spectral,maximum_particle_strength,maximum_particle_vorticity
0.0,0,26.744091860228473,periodic_fourier_energy,2063.9518825505897,1303.690737557611,-5.7227668348016945,fourier_transition_viscous_rate,-5.7227668348016945,-0.0102118472962299,41.01739092882645,-1.030516614264343e-07,0.0,0.0,19.802337720938574,5.145513396333061e-17,-2.6215966179052134e-16,1.8119342595874683e-08,1.3994197610949875e-16,-1.1705428877770954e-16,16104,0.0249754358083009,0.0599999986588954,0.0599999986588954,0.0599999986588954,0.0026708592195063,0.0039640949107706,0.0035907984711229,0.0048840343952178,0.0,0.0599999986588954,0.9430715498225444,1.0442405817926932,1.0872634022849023e-05,0.9246862875304314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,,,,
0.075,10,26.375500356310383,periodic_fourier_energy,1738.3400470461795,1175.0678249305945,-9.898602554608782,fourier_grid_transition_backward_difference,-5.351553492026817,0.0014009362688863,42.905971418332015,0.000686812401182,-2.823424696929422e-05,-0.0001959280892753,19.793308808707184,0.0002921181100458,0.0002754651506211,-8.03120797728349e-05,-4.469873855468404e-05,2.928022896524045e-05,19071,0.0313282795250415,0.0599999986588954,0.0599999949336051,0.0599999986588954,0.0025107788387686,0.0046641882508993,0.0034307180903851,0.0055841277353465,0.0,0.0599999986588954,1.0408236742632808,1.398150929652174,0.0428374626694227,4.301209514900355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.2154985338449478,0.0,0.2154985338449478,0.1393504427743949,0.0313282795250415,145.03833088993653
0.15,20,25.639839015381547,periodic_fourier_energy,1561.506980141478,1092.3103707728033,-6.895645719934768,fourier_grid_transition_backward_difference,-4.420043464190812,0.0106621626513464,43.53395765752679,0.0020354407257821,-6.506577058108809e-05,-8.401940953639553e-05,19.789499553989707,0.0011824817791233,0.0012566139770999,-0.0004446267073878,-0.0008930420139133,0.0006983160985715,25092,0.026325911283493,0.0599999986588954,0.0600000023841857,0.0599999986588954,0.0020759082399308,0.0040640546940267,0.0029958472587168,0.0049839941784739,0.0,0.0599999986588954,1.0367786235383645,1.329115255089133,0.0534493548832851,4.957409438912762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.1860933657735586,0.0,0.1860933657735586,0.122036843337602,0.026325911283493,121.87921869958832
0.225,30,25.168009843490847,periodic_fourier_energy,1409.6243802284869,1012.449913050069,-6.291055625209338,periodic_fourier_energy_backward_difference,-3.76876868074839,0.0120950432360086,43.83288334625105,0.0026366057987795,2.870867885304551e-05,8.03473637598362e-05,19.7930057281173,0.0017814621255406,0.0019993623901503,-0.000648032427863,-0.0006834874792033,0.0005463598145583,29286,0.02419557236135,0.0599999986588954,0.0600000023841857,0.0599999986588954,0.0018292240565642,0.0035563521087169,0.0027491631917655,0.0044762915931642,0.0,0.0599999986588954,1.0297985779295042,1.2761429709410392,0.0463274148743794,6.005323915294175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.1673653149604797,0.0,0.1673653149604797,0.1062212364264055,0.02419557236135,112.01653852110908
0.3,40,24.762962461316036,periodic_fourier_energy,1293.118892295944,946.3745267744482,-5.40063176233081,periodic_fourier_energy_backward_difference,-3.311758857004295,0.0258004410052917,43.90986722841946,0.002600365386171,0.0002062719164072,0.0001420655406811,19.794229819605107,0.0015974887736209,0.0014305188115157,-0.000482090736532,-0.0003509786923484,0.0002424353980673,32935,0.0215433109551668,0.0599999986588954,0.0599999986588954,0.0599999986588954,0.0016504381783306,0.0033074747771024,0.0025703774299472,0.0042274142615497,0.0,0.0599999986588954,1.0280457011728823,1.3451780521638883,0.0558474114195999,7.083253473742495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.1485040774941444,0.0,0.1485040774941444,0.0941771578584524,0.0215433109551668,99.73755055022072
0.375,50,24.41473697401076,periodic_fourier_energy,1205.152475416058,896.1950410732076,-4.64300649740366,periodic_fourier_energy_backward_difference,-3.0040403817067967,0.0120973014089683,44.10594868591176,0.0020716431515898,0.0002027002170206,0.000228507282078,19.78680322159353,0.0006125971790345,-4.4796879979746145e-05,-1.966115852863242e-05,-0.0001392574676445,0.0002099357460766,36946,0.0205323230475187,0.0599999986588954,0.0599999949336051,0.0599999986588954,0.0014947307063266,0.0033059711568057,0.0024146698415279,0.0042259106412529,0.0,0.0599999986588954,1.024643449911523,1.3981508074780682,0.0770283480182379,6.421315745505865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.1467302496917545,0.0,0.1467302496917545,0.0993727993647041,0.0205323230475187,95.05705098566656
0.45,60,24.111863412491893,periodic_fourier_energy,1131.3163473659508,853.9067607267672,-4.038314153584915,periodic_fourier_energy_backward_difference,-2.754892976078238,-0.0034413539426583,44.27680400092248,0.0019556490189793,0.0003260192032723,6.854415088808352e-05,19.7782704078325,0.0002497152790138,-0.0012831299415982,0.0002017827911484,-0.001303035179956,0.0015525536315833,40078,0.018835799768567,0.0599999986588954,0.0599999912083148,0.0599999986588954,0.0013763871975243,0.0031713219359517,0.0022963264491409,0.0040912614203989,0.0,0.0599999986588954,1.0319133755949188,1.838768320026904,0.076081654770146,6.491171892613169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.1412706327438354,0.0,0.1412706327438354,0.0953163767938068,0.018835799768567,87.20277655931687
0.525,70,23.83838876568445,periodic_fourier_energy,1061.277083706866,812.3840042081498,-3.646328624099244,periodic_fourier_energy_backward_difference,-2.4968039981168113,-0.0203223512816095,44.205122835407025,0.0025378742050863,0.0005863563781466,-2.6202940812902753e-05,19.77500879576545,0.0008899467499747,-0.0011706793016964,-0.0005638792349656,-0.0040289093486603,0.0040497466881304,43226,0.0179284494370222,0.0599999986588954,0.0600000023841857,0.0599999986588954,0.0012684983666986,0.0029372463468462,0.0021884378511458,0.0038571855984628,0.0,0.0599999986588954,1.0276819245571298,1.398150929652174,0.0673779667657171,6.574122968703271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.133120916270418,0.0,0.133120916270418,0.0875369539022082,0.0179284494370222,83.00208058702425
0.6,80,23.582669695570488,periodic_fourier_energy,989.8978127208536,769.8893949321183,-3.4095876015194926,periodic_fourier_energy_backward_difference,-2.2443455515267847,-0.0225869637642383,43.97853781571193,0.0029200703163353,0.0008182104717316,-0.0001004843729076,19.780065832341283,0.0021682994921361,-4.113693911350961e-05,-0.0017094566302746,-0.0075560767793951,0.007237942339111,46092,0.0166461151093244,0.0599999986588954,0.0599999949336051,0.0599999986588954,0.0011696382425725,0.0027127768844366,0.0020895774941891,0.0036327161360532,0.0,0.0599999986588954,1.0272774141072123,1.4511238071404604,0.0581166122320974,6.1375816887622126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.1258974297344684,0.0,0.1258974297344684,0.081414985648986,0.0166461151093244,77.06534759843208
0.675,90,23.358161617564814,periodic_fourier_energy,935.0690387136638,734.6733553850797,-2.9934410400755924,periodic_fourier_energy_backward_difference,-2.0717335264339702,0.0078769727141518,43.88365044199965,0.0031893855106415,0.0010034495679532,-0.0001548116638414,19.786629072588227,0.0032835964025412,0.0016286068718106,-0.0023446158591521,-0.011162866904667,0.0103869629961777,49162,0.015437664464116,0.0599999986588954,0.0599999949336051,0.0599999986588954,0.0010810703970491,0.0025478322058916,0.0020010096486657,0.0034677714575082,0.0,0.0599999986588954,1.0276819253223723,1.398151635514139,0.0518279216974251,5.787891999788686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.1190423816442489,0.0,0.1190423816442489,0.0731612749458697,0.015437664464116,71.47066869486231
