time,step,vortex_centre_0_x,vortex_centre_0_y,vortex_centre_1_x,vortex_centre_1_y,vortex_separation,core_radius_0,core_radius_1,mean_core_radius,angle_radians,is_pair_unresolved,is_core_radius_0_boundary_limited,is_core_radius_1_boundary_limited
0.0,0,1.3138011885831073e-05,0.4999995597767492,-2.673851518372435e-05,-0.5000088764453039,1.0000084370171152,0.12523758276029193,0.12391179616367441,0.12457468946198316,1.5707564506042526,False,False,False
0.581999999994,18,0.07891261445758861,0.49964818476625106,0.07911811447071512,-0.4991274101247514,0.998775616032015,0.14760041286600406,0.1477134200358422,0.14765691645092313,1.5710020787288423,False,False,False
1.163999999988,36,0.15962530144816606,0.5013667843465027,0.15804378553576462,-0.5026408751927373,1.0040089051427998,0.16567953605706684,0.16646719370946375,0.1660733648832653,1.5692211250627943,False,False,False
1.745999999982,54,0.23853447355038276,0.5038740787787132,0.23654808173759284,-0.5033139883007423,1.007190025873809,0.1885076173535679,0.18706713080264514,0.18778737407810653,1.568824113955729,False,False,False
2.327999999976,72,0.31609673955683737,0.5063205752302358,0.3156136129571211,-0.5054611432805786,1.0117818338574815,0.2028201698836687,0.2044543121455665,0.2036372410146176,1.5703188260117151,False,False,False
2.90999999997,90,0.39258014551765186,0.5088820448865788,0.3929260031299832,-0.5086599561046528,1.017542059768896,0.22016320049516308,0.21981090889576255,0.2199870546954628,1.5711362219527139,False,False,False
3.491999999964,108,0.46817503884490125,0.5118620650955428,0.46807860617233293,-0.5120360723310845,1.0238981419677335,0.22866833790978128,0.23518431762676698,0.23192632776827413,1.5707021448946097,False,False,False
4.073999999958,126,0.5425988912122726,0.5142084600725556,0.5423782000641569,-0.5145964016067476,1.0288048853497698,0.24591644887585315,0.23518842001586562,0.2405524344458594,1.570581814643029,False,False,False
4.655999999952,144,0.6160970370953844,0.5161483978271054,0.6157597163586938,-0.5165985554524368,1.032747008368195,0.2551701598201894,0.2494303920576183,0.25230027593890386,1.5704697020359237,False,False,False
5.237999999946,162,0.6888335350048833,0.5175337615841353,0.6883806769165814,-0.5182877743148211,1.035821634893055,0.27473271088852713,0.2600501638877834,0.2673914373881553,1.5703591298031816,False,False,False
5.81999999994,180,0.7612432250976563,0.5187838743074309,0.7607473236207997,-0.5191451997714017,1.0379291925446636,0.26961477063354317,0.26912972379985783,0.2693722472167005,1.5703185470973167,False,False,False
6.401999999934,198,0.8333764155377533,0.5192730798667059,0.8328414256101898,-0.5196322133319793,1.0389054309466614,0.27240655579586565,0.2853279277180347,0.2788672417569502,1.5702813714050488,False,False,False
6.983999999928,216,0.9054715635366114,0.5198058430928985,0.9049572693985702,-0.5200838471473829,1.0398898174164843,0.296326621331288,0.2970882703685514,0.2967074458499197,1.570301760783774,False,False,False
7.565999999922,234,0.9774624840389118,0.5198031041937713,0.9769549952445713,-0.520077826207224,1.0398810542348178,0.30253672687931393,0.31141594823029034,0.30697633755480214,1.5703083009650014,False,False,False
8.147999999916,252,1.0492863255528784,0.5196466703522521,1.048894328971967,-0.5199296840771851,1.0395764283351745,0.30533521380596673,0.30861023510508273,0.3069727244555247,1.5704192534220147,False,False,False
8.72999999991,270,1.1212733330537692,0.5198456768074518,1.1208747772459413,-0.5200492705344926,1.0398950237182776,0.3215706005490936,0.32492143427130793,0.32324601741020076,1.5704130613608913,False,False,False
9.311999999904,288,1.193149950363773,0.5196854299904887,1.1927576786454415,-0.5199159012750901,1.0396014052733213,0.33708988770190945,0.33961561028046794,0.3383527489911887,1.5704189978247258,False,False,False
9.893999999898,306,1.2649427330655625,0.519930709059681,1.2645201088037492,-0.5201769193939623,1.0401077143155553,0.3440051072462023,0.3466133916248149,0.3453092494355086,1.5703899993851238,False,False,False
10.475999999892,324,1.3365837323204997,0.5199641179627418,1.3362174385401102,-0.520282313293888,1.0402464957466993,0.3392690093882169,0.34401485176904806,0.34164193057863246,1.5704442046878224,False,False,False
11.057999999886,342,1.4078352777758358,0.5204019426422735,1.4075896169276243,-0.5208244081307253,1.0412263797528891,0.3577249004561961,0.3423495932791734,0.3500372468676848,1.5705603926548595,False,False,False
