time,step,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,vorticity_x,vorticity_y,vorticity_z,kinematic_pressure
0.05,5,-1.5,0.75,0.0,0.957336097525696,0.04576612943257344,-0.00011861035858647963,-2.4127163000604206e-05,-0.00019769566078478524,-0.016465754718807783,0.21812998975763684
0.05,5,-1.46875,0.75,0.0,0.9572907755138351,0.045825071211144736,-0.0001560542283322136,-2.4772377935634522e-05,-0.00021925374869562794,-0.016720267726173417,0.21822405745548706
0.05,5,-1.4375,0.75,0.0,0.9573103395229552,0.04799686216019361,-0.0003224989773293914,-2.425311075479841e-05,-0.00019451372740341596,-0.026865308090895542,0.2189477697754409
0.05,5,-1.40625,0.75,0.0,0.956954379295832,0.04890559258661492,-0.0001608781501827667,-1.521090437108826e-05,-0.00013005747390014148,-0.0283684632209343,0.21936622633482528
0.05,5,-1.375,0.75,0.0,0.9518876183487435,0.05220935512651843,-0.00032861164745939114,-1.5582956140101495e-05,-0.0003203856912488516,-0.019832558106939163,0.22522621508621007
0.05,5,-1.34375,0.75,0.0,0.9504110219985321,0.05380518519566804,-0.00034395220323179155,-0.0012794795435810981,0.000551233326881792,-0.018706618357611195,0.22684441868985672
0.05,5,-1.3125,0.75,0.0,0.9469892773568276,0.05887296490507901,-0.00012279864607407735,0.000353058124005014,-0.00033646242728050855,-0.008143089687138227,0.23018671530812326
0.05,5,-1.28125,0.75,0.0,0.9458552647936898,0.06216700564134996,-0.00036310322176804233,-0.001381864229638739,0.0007382175679232492,-0.007557801878694886,0.23169638666484205
0.05,5,-1.25,0.75,0.0,0.9441812809184399,0.0664492139610206,-0.0005256078350294673,0.0012116108693690328,-0.0004600681173933866,-0.006566632778983222,0.23350994224073707
0.05,5,-1.21875,0.75,0.0,0.942287583007146,0.07132517129382406,-0.00044305667617306014,0.0006792439152638459,-0.00470143284360933,0.00023253972855130948,0.23533580998573694
0.05,5,-1.1875,0.75,0.0,0.9408210813228424,0.0767491917051347,0.00038570185359171506,-0.0001367815518464283,0.003498160923048309,0.002382580445082806,0.23678343982224112
0.05,5,-1.15625,0.75,0.0,0.9406538176590549,0.0821900120958438,0.000327780878082784,9.334086565172472e-06,0.0013508755692653335,-0.0009106261423684657,0.23656139847066193
0.05,5,-1.125,0.75,0.0,0.941068208287688,0.08660236757919296,0.00039596711235330564,2.2362132820108373e-06,-8.182917111465315e-05,0.00030959717018079887,0.23579718819457146
0.05,5,-1.09375,0.75,0.0,0.9403189480317842,0.09303365822092691,0.00042028288439230474,2.9434407875376773e-07,-2.234674532018703e-05,8.451706084466364e-05,0.23669539373856568
0.05,5,-1.0625,0.75,0.0,0.9384642156406294,0.10054281542217022,0.0011801062389768854,2.4709572980583285e-05,-4.782949440596142e-05,-0.0002916022620635052,0.23912757555831424
0.05,5,-1.03125,0.75,0.0,0.938271746385703,0.10806420082476309,0.0012518915236257684,2.876628218842908e-05,3.1030465989604416e-07,-0.00038982220619551065,0.23939652673748407
0.05,5,-1.0,0.75,0.0,0.9401572744303361,0.11526955092904329,0.0004960401804451025,3.7186930360719413e-06,-3.0982286279708624e-06,-0.00044985169397488095,0.23698874470024311
0.05,5,-0.96875,0.75,0.0,0.9411113018082576,0.12373689040135243,0.0005228267343235934,5.074437389629387e-06,-3.3790441540110377e-06,-0.0005146077487678455,0.23594513405219675
0.05,5,-0.9375,0.75,0.0,0.9409275432194817,0.133953984497774,0.0014796822570433818,4.399108817068842e-05,1.978592231420874e-06,-0.0006031072113760432,0.2365555652470367
0.05,5,-0.90625,0.75,0.0,0.9433531445304792,0.1436913345258069,0.0015575872229091152,4.9919300897795586e-05,6.386303119818919e-07,-0.0006953925059502221,0.23385809783733824
0.05,5,-0.875,0.75,0.0,0.9475825936544455,0.1561997811957716,0.0005316676101963256,2.716113615566207e-06,-5.805744251231888e-06,-0.0008309242889644789,0.22918647900163913
0.05,5,-0.84375,0.75,0.0,0.9516229111122483,0.164583233961554,0.0017094691504704225,6.257445200716477e-05,-4.791596127153331e-06,-0.0009339247390890756,0.22455292467177154
0.05,5,-0.8125,0.75,0.0,0.9601540042018358,0.173155150404704,0.0006527348997237522,1.2836540789063162e-05,-7.792287873590042e-06,-0.0010551652004670434,0.21439228792889464
0.05,5,-0.78125,0.75,0.0,0.968299100668252,0.18374804553679625,0.0006737899365787125,1.3966573312078843e-05,-9.920340794639548e-06,-0.0012287267372249621,0.2050587393371957
0.05,5,-0.75,0.75,0.0,0.9785834409472597,0.19970100267680155,0.0006131212771685803,5.045585652654014e-06,-9.697790276436785e-06,-0.001538853980905008,0.19384869637639296
0.05,5,-0.7187500000000001,0.75,0.0,0.990932265060541,0.20361740080183777,0.0007042024971968367,1.4373938154470666e-05,-1.577244052298756e-05,-0.0016725800689229976,0.17883669056876528
0.05,5,-0.6875,0.75,0.0,1.0058479115777652,0.2118931382701347,0.0007115633887662709,1.2886600035895752e-05,-1.9302715759427753e-05,-0.0019465485866783762,0.16129426147239684
0.05,5,-0.65625,0.75,0.0,1.0218519186940467,0.22298694493247245,0.001988062109274448,7.777200486532154e-05,-5.827297417481445e-05,-0.002357178932060176,0.1429488703496435
0.05,5,-0.6250000000000001,0.75,0.0,1.0422224845782977,0.22686330916788133,0.0019816116878549742,6.860535045828209e-05,-7.126811955851461e-05,-0.002697164248165092,0.11826506911563797
0.05,5,-0.59375,0.75,0.0,1.0646705067333158,0.22677057455411306,0.0019533796828685554,5.397822775834826e-05,-8.26991924059475e-05,-0.003005096290299486,0.09027104567371677
0.05,5,-0.5625,0.75,0.0,1.0882541458698174,0.2216924559843077,0.0019020594804746798,3.440487912632469e-05,-9.02518797650813e-05,-0.003334435677766199,0.05964027456124202
0.05,5,-0.5312500000000001,0.75,0.0,1.1114563371789976,0.2108858302203738,0.0018275421870945488,1.2081494491575662e-05,-9.164354234105751e-05,-0.003747519150369366,0.02764534312652994
0.05,5,-0.5,0.75,0.0,1.1289680745635815,0.18890241637407018,0.0005979452222817037,-2.3367062657937417e-05,-1.6719486559362157e-05,-0.003761012162294388,-0.0014388227090108559
0.05,5,-0.46875,0.75,0.0,1.1440463296916281,0.16867447806224742,0.0005540369317079944,-2.519779988789656e-05,-9.639635466181405e-06,-0.0039046900087354795,-0.028701448321479552
0.05,5,-0.4375,0.75,0.0,1.1595296652629405,0.1443574683966293,0.0005056494647785741,-1.4657838406455493e-05,-7.902826577389684e-07,-0.004088027541917762,-0.059969195088542114
0.05,5,-0.40625,0.75,0.0,1.1578714024894587,0.12565657671033725,0.00045985480381328594,-2.2224318092252438e-05,2.361488971972626e-06,-0.0032963112423517573,-0.06730633185594533
0.05,5,-0.375,0.75,0.0,1.1625497256841337,0.10754867331846285,0.001224335060115864,-4.063764588725462e-05,-3.376658665661817e-05,-0.003088385041528776,-0.08343089981035129
0.05,5,-0.34375,0.75,0.0,1.160409599129342,0.09040415378674292,0.0010951845429854644,-3.706434576766154e-05,-2.175198478320711e-05,-0.0025076521278011004,-0.09048200615484753
