time,step,x,y,z,Ux,Uy,Uz,omega_x,omega_y,omega_z,p
0.049999999999999996,10,-1.5,0.0,0.0,0.9158409061332532,0.0006918121836402783,0.0006723467598914606,1.4051087486753974e-05,-0.0012618240224538547,0.0010025794752493026,-0.22978691847934613
0.049999999999999996,10,-1.47,0.0,0.0,0.9118699059572395,0.0001350353812540529,0.00042542213892675086,6.3733148211583265e-06,-0.0008132125523866298,0.00033259709899291,-0.2257711270104172
0.049999999999999996,10,-1.44,0.0,0.0,0.8935723937004403,0.00028432882154679623,0.0005727581835957212,-9.273635122862046e-06,-6.139470118261787e-05,-0.00028793300972956355,-0.18849872288717054
0.049999999999999996,10,-1.41,0.0,0.0,0.8894981987665298,0.00025893651645825824,-0.00013338805944440726,-8.223917588834583e-06,0.0004029831040038793,-0.0003591954197634603,-0.1804885942619362
0.049999999999999996,10,-1.38,0.0,0.0,0.8829837746222337,0.00019228000950987826,0.0005423431085247466,-1.7970836375373437e-06,-0.00028501302745829966,0.00013275019871791146,-0.15450340985079225
0.049999999999999996,10,-1.35,0.0,0.0,0.8788134200940526,0.00017081082011026705,-0.0002974282464169548,8.700014967117287e-07,-0.000353886169130472,0.00013361826312108564,-0.14829034206750163
0.049999999999999996,10,-1.32,0.0,0.0,0.8635194767227932,6.856926306765899e-05,6.079744929920218e-05,1.1062970782199032e-06,0.0014653208472443723,-0.0014566986084398547,-0.12334015980618457
0.049999999999999996,10,-1.29,0.0,0.0,0.8538634379383415,0.0007210243180506063,0.0007134778456560202,4.909991885772894e-07,0.0030640793724194563,-0.003058942219041054,-0.10422031142637017
0.049999999999999996,10,-1.26,0.0,0.0,0.8458614165758992,-0.0004284858896438774,-0.0004355821555938825,-1.8776955183559526e-07,0.019214325499387525,-0.0192173553824014,-0.09331150402477648
0.049999999999999996,10,-1.23,0.0,0.0,0.8417454901188439,-0.0007566189119169491,-0.0007629007931475267,-1.9769528048885626e-07,0.011114465354058144,-0.011121685850062511,-0.08193337672888293
0.049999999999999996,10,-1.2,0.0,0.0,0.8346354621620746,-0.0008491354255644365,-0.0008551258583295856,3.367900420363878e-08,0.004485785321798144,-0.004487958594318469,-0.06431961142171047
0.049999999999999996,10,-1.17,0.0,0.0,0.8204734328688312,-0.0008627406964249965,-0.0008683753590936955,6.578095833701303e-08,0.0004922692034766825,-0.0004923951985177047,-0.04057352064466923
0.049999999999999996,10,-1.1400000000000001,0.0,0.0,0.8059021699558075,-0.0008907545771301103,-0.0008959089211487007,3.406361666659154e-08,-0.0001764593950904113,0.00017724735977256185,-0.01689261622455264
0.049999999999999996,10,-1.1099999999999999,0.0,0.0,0.791882753517507,-0.0009449255235359437,-0.0009496238553421811,2.096024885854831e-08,0.00012691479627749983,-0.0001260094806581301,0.005392335541093541
0.049999999999999996,10,-1.08,0.0,0.0,0.7762113719479438,-0.0010138454904130866,-0.001018106044808041,1.9971607576099836e-08,0.00029805666520804527,-0.00029717182029331894,0.028528425866967022
0.049999999999999996,10,-1.05,0.0,0.0,0.7587310697558596,-0.0010887962193094772,-0.0010926265422430172,2.0434060156629444e-08,0.0003677893413442862,-0.0003667775625371861,0.052960554392194506
0.049999999999999996,10,-1.02,0.0,0.0,0.7396488732651911,-0.0011667886340484676,-0.0011702051062947806,2.0710935576118858e-08,0.00043800574189052535,-0.00043687183129838036,0.0782760321996352
