time,step,x,y,z,Ux,Uy,Uz,omega_x,omega_y,omega_z,p
0.049999999999999996,10,-1.5,0.75,0.0,0.9563814492745795,0.036388293668005146,-9.556780852022317e-05,-0.00026075327855030334,-0.0010837865899850727,0.027797784700690206,0.044118364062591495
0.049999999999999996,10,-1.47,0.75,0.0,0.9539944977766411,0.03831673912829311,-2.3755529698787686e-05,-0.00020830503271577802,-0.0007935336026817129,0.0284460772555132,0.041681775835246695
0.049999999999999996,10,-1.44,0.75,0.0,0.949296730536949,0.042119775913548534,-0.00010938119137746566,-0.0001128588950393422,-0.00015762304188727088,0.029514492271728268,0.03626849983700478
0.049999999999999996,10,-1.41,0.75,0.0,0.9469907817281343,0.04597534958274845,-0.0001302258970313749,-2.5648070325738836e-05,0.00011562989283339595,0.02680137564766252,0.030477712798841657
0.049999999999999996,10,-1.38,0.75,0.0,0.9468284505607563,0.049885867524321774,-0.00020663873809128176,-1.484160111735322e-05,-1.2205140639072378e-05,0.020482345346431955,0.025367762186250736
0.049999999999999996,10,-1.35,0.75,0.0,0.9462257961956206,0.053688866261368,-0.00021174370890403034,-9.919297456607835e-06,-0.00010334229563344988,0.007996175034742753,0.02037891357638816
0.049999999999999996,10,-1.32,0.75,0.0,0.944998473526602,0.05741477035275126,-0.0002604906139234771,-1.5488919494761166e-05,-0.0005378917861132578,-0.010291675146641747,0.01632168535625087
0.049999999999999996,10,-1.29,0.75,0.0,0.9429324793727412,0.06187247683984071,-1.7575567211518538e-05,-0.0002222239269481643,0.003985669133414013,-0.04105315695996212,0.011265862307398665
0.049999999999999996,10,-1.26,0.75,0.0,0.9418982532518991,0.0639553835752326,-0.0003155028696590877,-0.0003484347406662964,0.007950044237067003,-0.05586177127664642,0.007553913530035128
0.049999999999999996,10,-1.23,0.75,0.0,0.942591764096312,0.0665672887284674,-0.0004592627443546895,-8.083209270055493e-05,0.004779275875133949,-0.049636375063122525,0.00429502893299981
0.049999999999999996,10,-1.2,0.75,0.0,0.9424506334798133,0.07021015416173289,-0.0005041891138952955,-2.206198544483006e-06,0.002121100052208626,-0.019943038172683572,0.003353680086207839
0.049999999999999996,10,-1.17,0.75,0.0,0.9399102792117426,0.07507297349976141,-0.0005106773694854053,5.208059492178529e-06,0.00028301686210320987,-0.0016863601930531308,0.004932817547480734
0.049999999999999996,10,-1.1400000000000001,0.75,0.0,0.9379032130598965,0.08063728025377492,-0.0005184251954792119,-4.332480400621075e-06,-0.00016233433358378566,0.0023301636310593924,0.006547212558853007
0.049999999999999996,10,-1.1099999999999999,0.75,0.0,0.9369687512440853,0.08660073217940602,-0.0005357811591210083,-8.16219041932442e-06,-7.176499273074486e-05,0.002103017280740471,0.007504877994346046
0.049999999999999996,10,-1.08,0.75,0.0,0.9362110859918318,0.09297574056005928,-0.0005590381492360583,-7.222492493117088e-06,-4.4235300302953375e-06,0.001977683747656391,0.00872814697506256
0.049999999999999996,10,-1.05,0.75,0.0,0.9356125292387943,0.09982479968594057,-0.0005838671990277572,-5.157488514789705e-06,5.485306883767548e-06,0.0022557642474622217,0.010334183916152323
0.049999999999999996,10,-1.02,0.75,0.0,0.9353843826467438,0.10717857581138351,-0.0006083372858814318,-2.8044358519891053e-06,3.991240440109257e-06,0.002686549447114855,0.012004545099974843
0.049999999999999996,10,-0.99,0.75,0.0,0.9355984885091804,0.11505830393004744,-0.0006320138477524075,-1.0109059905370196e-07,2.9629660184834267e-06,0.0031940682062850012,0.013603136046184877
0.049999999999999996,10,-0.96,0.75,0.0,0.9363395049951009,0.12348083561340642,-0.0006547921805479546,3.026672076623203e-06,2.458130740808766e-06,0.0037862551458471396,0.015035793342877683
0.049999999999999996,10,-0.9299999999999999,0.75,0.0,0.937733859207943,0.13245281462915456,-0.0006766064645512798,6.630767482834097e-06,2.0397058060530906e-06,0.004480857561082029,0.016157738379804783
0.049999999999999996,10,-0.8999999999999999,0.75,0.0,0.9399308364307155,0.14196527709550066,-0.0006974034391720003,1.0748745500698066e-05,1.5764053287810877e-06,0.005294444585402281,0.016795923774579696
0.049999999999999996,10,-0.87,0.75,0.0,0.9431042475381948,0.15198666217600215,-0.0007171254699110288,1.5393912633276344e-05,9.859443613911306e-07,0.00624414093435645,0.01675378654661798
0.049999999999999996,10,-0.84,0.75,0.0,0.9474558620218273,0.1624530862790675,-0.000735702187983502,2.0546998767055954e-05,1.7063136062956565e-07,0.007347056785995777,0.015806252630658095
0.049999999999999996,10,-0.8099999999999999,0.75,0.0,0.9532152948811358,0.17325546537163244,-0.0007530490057014056,2.6147928470069754e-05,-9.89419468933455e-07,0.00861815972138339,0.013698933481059626
0.049999999999999996,10,-0.78,0.75,0.0,0.9606366033452517,0.18422291230556936,-0.0007690689590110949,3.208036933525195e-05,-2.62926539820432e-06,0.010066913162875174,0.0101510109967841
0.049999999999999996,10,-0.75,0.75,0.0,0.9699893493836673,0.19510209080783017,-0.000783657344305174,3.815998448377289e-05,-4.890126675400081e-06,0.011692130241870517,0.004863042907463297
0.049999999999999996,10,-0.72,0.75,0.0,0.9815406305893796,0.2055329713327092,-0.0007967095177590214,4.412132712046328e-05,-7.899443856318453e-06,0.013474683616467179,-0.0024672031609751055
0.049999999999999996,10,-0.69,0.75,0.0,0.9955235084111363,0.21502302400818482,-0.0008081323437005565,4.961289232033837e-05,-1.1746301934062739e-05,0.01536856952315983,-0.012116986969096924
