time,step,group_id,vortex_centroid_x,vortex_centroid_y,vortex_centroid_z,major_radius,tube_circulation,linear_impulse_x,linear_impulse_y,linear_impulse_z,linear_impulse_magnitude,impulse_radius,vortex_strength_magnitude_sum,net_vortex_strength_x,net_vortex_strength_y,net_vortex_strength_z,max_vortex_strength_magnitude
0.0,0,0,-0.4999999991220521,3.284780573415732e-18,-2.2103736278558696e-18,1.0062724018617417,3.122010157905931,9.911004608984534,-1.2791891569434444e-17,3.74049749507499e-17,9.911004608984534,1.0041947159435873,19.739208843917687,0.0,0.0,0.0,0.0050813902554742215
0.0,0,1,0.49999999912206355,3.284780573415732e-18,-2.2103736278558696e-18,1.0062724018617417,3.122010157905931,9.911004608984534,9.754431420580523e-18,-7.213671391996523e-17,9.911004608984534,1.0041947159435873,19.739208843917687,0.0,0.0,0.0,0.0050813902554742215
0.075,10,0,-0.4094374525242841,1.4520431375214472e-06,1.2705006063906239e-06,0.9845974144804032,3.1212764796901693,9.485516928724484,-7.99440877683848e-06,5.229471897014406e-06,9.485516928729295,0.9824720406657559,19.309489809606372,5.888520828409184e-06,-1.1508545598844233e-05,1.10231358168289e-05,0.007105113957218045
0.075,10,1,0.587811335358571,9.301806328367986e-07,1.0634569389559785e-06,1.0273881261234887,3.1232955280496726,10.336882283800874,1.3914399707156084e-06,5.920413919341127e-06,10.336882283802662,1.0253970799905403,20.161715857232643,-1.7592625322802521e-06,-3.0876918529765263e-06,-1.4452625595439686e-06,0.007257017308113379
0.15,20,0,-0.316484203738193,1.8792489147223528e-06,3.0436222299390237e-06,0.962695613262493,3.118793192317042,9.057245076071647,-2.8470949638442877e-05,-8.02168910893607e-06,9.057245076119948,0.9602198423696793,18.864940457318646,1.0269810761760956e-05,-1.2601174234724843e-05,2.0151322988548603e-05,0.006237673588505799
0.15,20,1,0.672669442028967,2.0848765191229394e-06,3.650090820803541e-06,1.0485547600467,3.1236353883362082,10.765955705718492,-1.2974928127967003e-05,1.1455098696028509e-05,10.765955705732404,1.0462880507841732,20.579334147347897,1.1067593606523874e-06,-1.4711704469788645e-06,5.750435121215647e-06,0.006660884712655379
0.225,30,0,-0.22133555889398313,-2.4232968100375704e-06,4.716062106089849e-06,0.9405243709404111,3.1149623282211922,8.626649306628327,-2.5620894437226902e-05,1.995349545869136e-06,8.626649306666604,0.93728014754817,18.40783532913408,1.0902193645553502e-05,-5.220850445776526e-06,3.0721977403724843e-06,0.005480646735361763
0.225,30,1,0.7543151788079901,-4.782096164177058e-07,3.94157372292113e-08,1.0696950216681456,3.122901445487307,11.197017324114382,-2.5027950781770114e-06,3.2793490188309244e-05,11.197017324162685,1.0669258170488172,20.98930805730117,3.473938094940201e-06,7.168861899900514e-06,2.4853652324172137e-06,0.006374320118509321
0.3,40,0,-0.12336747890989873,-9.241106843851416e-07,2.018556701694869e-06,0.9173225396400018,3.111106341079186,8.193072235790401,-2.8396885606763407e-05,7.34292029626887e-06,8.193072235842903,0.9138185935828028,17.931506960742343,1.2183128803708396e-05,-5.1586283954414835e-06,-3.3976478050756764e-06,0.005259382206633198
0.3,40,1,0.8330414856136789,-1.8513874063448902e-06,7.847821535378244e-07,1.0902255266348126,3.1220964094539485,11.631068811029431,1.1183413993277029e-05,5.8193397375255446e-05,11.631068811180386,1.0876949098633986,21.386638304009548,8.130901860492826e-06,1.5678455851503986e-05,-5.484715447895416e-06,0.005932207745755473
