time,step,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,vorticity_x,vorticity_y,vorticity_z,kinematic_pressure
0.20000000000000015,50,1.5,0.0,-1.75,0.7616302614393861,0.01847710317345218,-1.0209769052119296e-06,1.3915489945387097e-08,6.814164352761454e-08,-0.039237506698205964,0.05536560841348454
0.20000000000000015,50,1.5,0.0,-1.625,0.7631787834114725,0.020781147650092938,-1.0247042358156323e-06,1.528074469953357e-08,6.881640761507982e-08,-0.038993856108055155,0.054841893099237767
0.20000000000000015,50,1.5,0.0,-1.5,0.7643258091690719,0.01898269822764863,-1.2162512158777695e-06,1.1169383501775573e-08,5.3638495949310914e-08,-0.04093512572123917,0.05489079539533612
0.20000000000000015,50,1.5,0.0,-1.375,0.7626912963015213,0.01042115362956589,-2.014712119374331e-06,-5.049739471611229e-09,3.2092987636973006e-08,-0.04056020165039152,0.055608001025235165
0.20000000000000015,50,1.5,0.0,-1.25,0.7613912638477763,0.013379965436524623,-2.0466164328896886e-06,-2.532536875921494e-09,3.361671407169646e-08,-0.040008119642415345,0.05586764706193835
0.20000000000000015,50,1.5,0.0,-1.125,0.7626912963015213,0.010421153629565904,-2.014712119374331e-06,-5.049739471611223e-09,3.209298763697302e-08,-0.040560201650391516,0.055608001025235165
0.20000000000000015,50,1.5,0.0,-1.0,0.7643275492886983,0.018983960801096975,-2.2581343163559084e-06,-4.957243684646178e-09,-1.914302365823958e-09,-0.04093495626388491,0.0551540719160805
0.20000000000000015,50,1.5,0.0,-0.875,0.7631823266697204,0.02078388366700012,-3.1100026857922326e-06,-9.403095274739e-09,-6.339225087108586e-08,-0.03899397870956584,0.05542459251559812
0.20000000000000015,50,1.5,0.0,-0.75,0.761633745978559,0.018479887374473786,-3.0996418605183814e-06,-6.563188961337067e-09,-5.8515620660088703e-08,-0.039237636999546716,0.05594190613919481
0.20000000000000015,50,1.5,0.0,-0.625,0.7626929238181661,0.010422682086029606,-3.0121510298587684e-06,-8.37424095096288e-09,-4.55194711985239e-08,-0.04056055826919473,0.05592181456568275
0.20000000000000015,50,1.5,0.0,-0.5000000000000002,0.7643294666103289,0.018985502539310202,-2.7673139521694425e-06,7.031034973945541e-09,-3.555608803170936e-08,-0.040935258942620095,0.05544923021477997
0.20000000000000015,50,1.5,0.0,-0.375,0.7631851483269938,0.020785602660601383,-1.4935867838369977e-06,4.2121404111106616e-08,5.378063262439308e-08,-0.03899433164679121,0.055592582588329484
0.20000000000000015,50,1.5,0.0,-0.25,0.7616365385927281,0.018481643150593405,-1.4894261954203244e-06,3.986586770537165e-08,5.620650535077937e-08,-0.03923801077106603,0.056106780531385125
0.20000000000000015,50,1.5,0.0,-0.12500000000000022,0.7631851483269939,0.020785602660601372,-1.493586783836998e-06,4.21214041111066e-08,5.37806326243931e-08,-0.03899433164679121,0.055592582588329484
0.20000000000000015,50,1.5,0.0,0.0,0.7726023146640844,0.018282966187167113,-1.0809696743478089e-06,5.163528892619724e-08,9.572534106523316e-08,-0.04426164502060033,0.053879833136021335
0.20000000000000015,50,1.5,0.0,0.125,0.7626939052376863,0.01042361676774314,-4.082891249634918e-07,5.406018426126799e-08,1.669174315505739e-07,-0.0405605214121073,0.056084762857604845
0.20000000000000015,50,1.5,0.0,0.25,0.7613939234587209,0.013382454672613621,-3.9949911012589493e-07,6.015271646785698e-08,1.7190977378422673e-07,-0.040008452793405744,0.05635116101821962
0.20000000000000015,50,1.5,0.0,0.375,0.7626939052376863,0.010423616767743137,-4.082891249634917e-07,5.4060184261267976e-08,1.6691743155057386e-07,-0.040560521412107295,0.05608476285760484
0.20000000000000015,50,1.5,0.0,0.5,0.7716236579480305,0.008863054571101188,-8.645524365913141e-07,4.845674399854414e-08,1.036667269051043e-07,-0.04381562828477634,0.054370610700178554
0.20000000000000015,50,1.5,0.0,0.6249999999999996,0.7631840316906797,0.020784821252934585,-1.6067118677571608e-06,3.536478947330733e-08,5.8572975628504727e-08,-0.03899358342093376,0.055663027942951644
0.20000000000000015,50,1.5,0.0,0.7499999999999996,0.7616354274073179,0.018480859357292538,-1.6039305704223469e-06,3.359999106901497e-08,6.025916974887461e-08,-0.039237227687646134,0.05617424193000675
0.20000000000000015,50,1.5,0.0,0.875,0.7631840316906796,0.020784821252934568,-1.6067118677571604e-06,3.5364789473307315e-08,5.857297562850473e-08,-0.03899358342093375,0.05566302794295164
0.20000000000000015,50,1.5,0.0,1.0,0.7643313329614102,0.018986928835216632,-2.2100084516303245e-06,1.617281790159282e-08,-6.653829343209271e-08,-0.040935132409015036,0.055766158319162575
0.20000000000000015,50,1.5,0.0,1.125,0.7626954091649965,0.010424613054877376,-2.3064369961687336e-06,6.6373729768373074e-09,-8.255228300051303e-08,-0.040560513942927354,0.05628153833483637
0.20000000000000015,50,1.5,0.0,1.25,0.7613954482015517,0.013383457188413151,-2.3395860102085635e-06,8.44281299078867e-09,-8.851327818605429e-08,-0.04000844321862554,0.05655212187808473
0.20000000000000015,50,1.5,0.0,1.375,0.763184969331525,0.020785738296700284,-2.393977243742544e-06,3.5959593451987466e-09,-1.0054602073697598e-07,-0.03899391282656326,0.05581509527166725
0.20000000000000015,50,1.5,0.0,1.4999999999999996,0.7643321198298325,0.018987435905612624,-2.2243700156714316e-06,8.914358450277857e-09,-9.120713930596362e-08,-0.040935189652278235,0.05583309598841203
0.20000000000000015,50,1.5,0.0,1.6249999999999996,0.7631879203419484,0.020787816642599585,-1.7237395563334216e-06,6.169239443804243e-09,-7.233742159175946e-08,-0.03899425059343218,0.05597397489908144
0.20000000000000015,50,1.5,0.0,1.75,0.7616392461724546,0.018483890735820165,-1.716709838393749e-06,8.279148256400878e-09,-7.149337226093938e-08,-0.03923793035731816,0.05647698934647223
