# flow_time=30.0
x,y,z,Ux,Uy,Uz,omega_x,omega_y,omega_z,Sxx,Sxy,Sxz,Syy,Syz,Szz,dudx,dudy,dudz,dvdx,dvdy,dvdz,dwdx,dwdy,dwdz
-0.875,0.0,0.0,0.00012104123,-0.16616897,4.952608e-10,3.6513117e-09,3.6478969e-09,0.055009216,0.00029639277,-0.17043617,2.9771718e-09,-0.00029777267,-2.4910996e-06,1.3991671e-06,0.00029639277,-0.190749,8.360909e-09,-0.15012334,-0.00029777267,-4.9822074e-06,-2.4065656e-09,8.054833e-12,1.3991671e-06
-0.8625,0.0,0.0,0.00012428717,-0.16802359,3.8275913e-10,3.624471e-09,3.6475678e-09,0.06025411,0.00030549185,-0.1727907,3.4031473e-09,-0.00030687705,-2.5985496e-06,1.3927723e-06,0.00030549185,-0.19570568,9.234948e-09,-0.14987573,-0.00030687705,-5.1970715e-06,-2.4286533e-09,-2.7902163e-11,1.3927723e-06
-0.85,0.0,0.0,0.00012742846,-0.16988589,4.117027e-10,3.5945023e-09,3.64265e-09,0.06590856,0.0003145491,-0.17507774,3.575292e-09,-0.00031594106,-2.7128601e-06,1.3859966e-06,0.0003145491,-0.20079586,9.597989e-09,-0.14935963,-0.00031594106,-5.425656e-06,-2.4474052e-09,-6.429945e-11,1.3859966e-06
-0.8375,0.0,0.0,0.00013289733,-0.17174742,5.0319354e-10,3.5613015e-09,3.6330028e-09,0.071994595,0.00032351576,-0.17728898,6.3649144e-09,-0.00032488725,-2.8286802e-06,1.3789024e-06,0.00032351576,-0.20602894,1.5192215e-08,-0.14854904,-0.00032488725,-5.6572594e-06,-2.462387e-09,-1.011564e-10,1.3789024e-06
-0.825,0.0,0.0,0.00013636357,-0.17358884,8.3295043e-10,3.5247985e-09,3.618526e-09,0.07853497,0.0003323514,-0.17941752,9.9811945e-09,-0.00033371412,-2.9482346e-06,1.3714282e-06,0.0003323514,-0.21140575,2.243633e-08,-0.14742929,-0.00033371412,-5.896331e-06,-2.473942e-09,-1.3844684e-10,1.3714282e-06
-0.8125,0.0,0.0,0.00014009605,-0.17542565,8.5670926e-10,3.4849477e-09,3.5991468e-09,0.08555202,0.00034101555,-0.18145166,1.1311199e-08,-0.0003423753,-3.0719395e-06,1.3635661e-06,0.00034101555,-0.21692625,2.510437e-08,-0.14597708,-0.0003423753,-6.143703e-06,-2.4819724e-09,-1.7612545e-10,1.3635661e-06
-0.8,0.0,0.0,0.00014560833,-0.17724413,8.3445084e-10,3.4417227e-09,3.574813e-09,0.09306833,0.000349428,-0.183382,1.1428568e-08,-0.0003507656,-3.1988034e-06,1.3553329e-06,0.000349428,-0.2225953,2.5343036e-08,-0.1441687,-0.0003507656,-6.3973926e-06,-2.4859002e-09,-2.1421345e-10,1.3553329e-06
-0.7875,0.0,0.0,0.00014921637,-0.179029,7.435277e-10,3.3951137e-09,3.5454952e-09,0.101106286,0.0003575966,-0.18519945,1.6033404e-08,-0.00035891365,-3.3299673e-06,1.3467561e-06,0.0003575966,-0.22841245,3.4553103e-08,-0.14198646,-0.00035891365,-6.6596817e-06,-2.4862974e-09,-2.5268818e-10,1.3467561e-06
-0.775,0.0,0.0,0.0001540392,-0.18079354,6.9191347e-10,3.3451102e-09,3.5111833e-09,0.109688215,0.00036541803,-0.18688971,1.8553e-08,-0.00036676912,-3.4641337e-06,1.3378592e-06,0.00036541803,-0.23437172,3.958885e-08,-0.13940768,-0.00036676912,-6.927976e-06,-2.482853e-09,-2.9155647e-10,1.3378592e-06
-0.7625,0.0,0.0,0.00015523206,-0.18251495,6.049204e-10,3.2917329e-09,3.4719014e-09,0.11883578,0.00037281873,-0.18844616,2.7348214e-08,-0.00037413827,-3.6020124e-06,1.3285639e-06,0.00037281873,-0.24048254,5.717184e-08,-0.1364098,-0.00037413827,-7.2036937e-06,-2.4754088e-09,-3.3083664e-10,1.3285639e-06
-0.75,0.0,0.0,0.000162215,-0.18419525,6.324036e-10,3.2349996e-09,3.427663e-09,0.12857012,0.00037982385,-0.1898572,2.2203592e-08,-0.00038115514,-3.7449372e-06,1.3189194e-06,0.00037982385,-0.24674164,4.6871392e-08,-0.13297276,-0.00038115514,-7.489504e-06,-2.4642088e-09,-3.704938e-10,1.3189194e-06
-0.7375,0.0,0.0,0.00016815183,-0.18582872,6.596802e-10,3.1749017e-09,3.3785061e-09,0.13891216,0.00038638146,-0.19110656,2.9977148e-08,-0.00038769704,-3.884192e-06,1.3089106e-06,0.00038638146,-0.2531365,6.240351e-08,-0.12907663,-0.00038769704,-7.767974e-06,-2.4492122e-09,-4.1054993e-10,1.3089106e-06
-0.725,0.0,0.0,0.00017359147,-0.18741432,1.1498789e-09,3.1114593e-09,3.3244696e-09,0.14988126,0.00039229638,-0.19219574,3.051918e-08,-0.0003935973,-4.033404e-06,1.2986043e-06,0.00039229638,-0.25969335,6.346855e-08,-0.12469812,-0.0003935973,-8.066357e-06,-2.4301905e-09,-4.510118e-10,1.2986043e-06
-0.7125,0.0,0.0,0.00017891264,-0.18894637,1.0511225e-09,3.0446519e-09,3.2655982e-09,0.1614966,0.00039759427,-0.19310673,3.615843e-08,-0.0003988981,-4.1827134e-06,1.2879469e-06,0.00039759427,-0.26639187,7.4724184e-08,-0.11982158,-0.0003988981,-8.364935e-06,-2.4073292e-09,-4.919127e-10,1.2879469e-06
-0.7,0.0,0.0,0.00018232386,-0.19041587,9.815553e-10,2.9744731e-09,3.2019423e-09,0.17377487,0.00040228385,-0.19383277,4.463798e-08,-0.00040355368,-4.3337373e-06,1.2769452e-06,0.00040228385,-0.2732398,9.165663e-08,-0.114425756,-0.00040355368,-8.6669415e-06,-2.3806745e-09,-5.332096e-10,1.2769452e-06
-0.6875,0.0,0.0,0.00018572419,-0.19179448,8.888728e-10,2.900873e-09,3.1335343e-09,0.18673298,0.0004061992,-0.19436385,4.974322e-08,-0.0004074684,-4.486389e-06,1.2656021e-06,0.0004061992,-0.28023288,1.0183652e-07,-0.10849482,-0.0004074684,-8.972203e-06,-2.3500741e-09,-5.749299e-10,1.2656021e-06
-0.675,0.0,0.0,0.00019165818,-0.19311088,3.1650077e-10,2.8238203e-09,3.060442e-09,0.200385,0.00040938117,-0.19468638,4.8893128e-08,-0.00041061424,-4.6404243e-06,1.2539128e-06,0.00040938117,-0.2873641,1.0010154e-07,-0.10200866,-0.00041061424,-9.280231e-06,-2.31528e-09,-6.170937e-10,1.2539128e-06
