time,step,lift_coefficient,drag_coefficient,side_force_coefficient,force_x,force_y,force_z,unsteady_force_x,unsteady_force_y,unsteady_force_z,moment_x,moment_y,moment_z,lift,drag,dynamic_pressure,reference_area,rolling_moment_coefficient,pitching_moment_coefficient,yawing_moment_coefficient,rolling_moment_coefficient_quarter_chord,pitching_moment_coefficient_quarter_chord,yawing_moment_coefficient_quarter_chord,bound_vortex_strength_y,wake_vortex_strength_y,max_leading_edge_suction_parameter,n_particles_total,force_density,force_units,moment_units,reference_speed,reference_speed_units,power,rotational_power,translational_power
0.0275,11,0.6648710082177401,0.059290431794666094,1.536317522179012e-09,-0.54473084,1.4114917e-08,6.1085024,0.0,0.0,0.0,-8.33650093305736e-08,-8.625321882093534,-3.6454796206111405e-08,6.108502388000488,0.5447308421134949,15.312500000000002,0.6000000000000001,-9.073742512171274e-09,-1.56468424164962,-3.967868974814846e-09,-2.3933247897495212e-08,-0.5335210942897665,-1.8320118827859353e-08,-1.0033620595932007,1.0033625123262837,0.0,1584,1.225,N,N*m,5.0,m/s,-0.15829633968529924,-0.6745472019446846,0.5162508622593854
0.03,12,0.6733078210532258,0.06054394261366655,1.4920090439018228e-08,-0.5562475,1.3707833e-07,6.1860156,0.0,0.0,0.0,1.5321998644333783e-08,-8.71806325813115,1.2766822828368574e-07,6.186015605926514,0.5562474727630615,15.312500000000002,0.6000000000000001,1.667700532716602e-09,-1.5815080740373961,1.3895861581897766e-08,-1.2944671040286821e-08,-0.5371971735878595,3.011454511307129e-08,-1.0158202648162842,1.0158195239030654,0.0,1728,1.225,N,N*m,5.0,m/s,-0.11115165599511848,-0.6788463106643915,0.567694654669273
0.0325,13,0.6813290135390092,0.062329525850257084,-1.572300566387676e-08,-0.5726525,-1.4445511e-07,6.2597103,0.0,0.0,0.0,7.571649663803655e-08,-8.80603660543462,6.755920969880699e-08,6.259710311889648,0.5726525187492371,15.312500000000002,0.6000000000000001,8.241251334752276e-09,-1.5974669579019714,7.353383368577631e-09,5.172879188036431e-08,-0.540546711339972,2.3093988460038792e-09,-1.027735948562622,1.0277342585190965,0.0,1872,1.225,N,N*m,5.0,m/s,-0.06358482301574009,-0.682766678931406,0.6191818559156659
0.035,14,0.6877549878594015,0.064385310322249,1.8940275500661757e-09,-0.59154004,1.7401378e-08,6.318749,0.0,0.0,0.0,-6.410213705188963e-08,-8.880231634674653,2.1267586749302856e-07,6.318748950958252,0.5915400385856628,15.312500000000002,0.6000000000000001,-6.977103352586625e-09,-1.6109263736371247,2.31483937407378e-08,3.223595697255361e-09,-0.5437828894375131,-2.018806008229247e-08,-1.0389951467514038,1.0389930754688095,0.0,2016,1.225,N,N*m,5.0,m/s,-0.01444505171227628,-0.685592446541479,0.6711473948292027
0.0375,15,0.6937159324178889,0.06553644063521404,-1.948485981481352e-08,-0.60211605,-1.7901715e-07,6.373515,0.0,0.0,0.0,-3.4534367176267654e-09,-8.947609081435878,-4.8882573020088936e-08,6.3735151290893555,0.602116048336029,15.312500000000002,0.6000000000000001,-3.758842685852261e-10,-1.6231490397162585,-5.320552165451856e-09,5.065452396160079e-09,-0.5467369875399702,-9.772798987295553e-09,-1.0495617389678955,1.0495585236054241,0.0,2160,1.225,N,N*m,5.0,m/s,0.03672974397986917,-0.6866169604065956,0.7233467043864648
0.04,16,0.7025805622541984,0.06786818082640769,1.8605440308586975e-08,-0.6235389,1.7093748e-07,6.454959,0.0,0.0,0.0,-2.4090314190301754e-08,-9.023991756397287,2.2166660507384753e-08,6.454958915710449,0.6235389113426208,15.312500000000002,0.6000000000000001,-2.6220750139103946e-09,-1.637005307282954,2.4126977423003806e-09,-1.630250073107732e-08,-0.5465962070456436,-3.0552042999818005e-08,-1.0594446659088135,1.0594401465317738,0.0,2304,1.225,N,N*m,5.0,m/s,0.08111741336033162,-0.6894281038390172,0.7705455171993488
0.0425,17,0.7082494099934894,0.06936017510031355,-3.48179397331812e-09,-0.6372466,-3.1988982e-08,6.5070415,0.0,0.0,0.0,-4.203315380894618e-08,-9.093854336450613,-7.406818520597296e-08,6.5070414543151855,0.6372466087341309,15.312500000000002,0.6000000000000001,-4.575037149273053e-09,-1.6496787911928545,-8.061843287724947e-09,1.1833577866659681e-09,-0.5503950746151323,-3.578801018496354e-08,-1.068679690361023,1.068673648415116,0.0,2448,1.225,N,N*m,5.0,m/s,0.1355609118175669,-0.6885968506352379,0.8241577624528048
0.045,18,0.713300847682823,0.07056701426603355,4.755624828174738e-09,-0.64833444,4.3692303e-08,6.5534515,0.0,0.0,0.0,7.420905923711163e-08,-9.14511918119557,1.7616804591583333e-07,6.5534515380859375,0.6483344435691833,15.312500000000002,0.6000000000000001,8.077176515603985e-09,-1.6589785362713045,1.917475329696145e-08,3.3088481421170585e-08,-0.5518643385699005,-2.6169689182116054e-09,-1.0773147344589233,1.0773073976743839,0.0,2592,1.225,N,N*m,5.0,m/s,0.1854470001841912,-0.6889643846193774,0.8744113848035685
0.0475,19,0.7189956976442919,0.07145764227627084,-2.0282383035368687e-08,-0.6565171,-1.863444e-07,6.605773,0.0,0.0,0.0,4.708756891502825e-08,-9.190750772859612,7.312428824892202e-08,6.605772972106934,0.6565170884132385,15.312500000000002,0.6000000000000001,5.125177568982666e-09,-1.667256376028954,7.9591062039643e-09,1.0563898514829524e-08,-0.5514637953570098,-4.52826894046802e-09,-1.0854052305221558,1.085396123579006,0.0,2736,1.225,N,N*m,5.0,m/s,0.23417939457989495,-0.6874162947670603,0.9215956893469552
0.05,20,0.7240056667198128,0.07298380663605773,-2.0889750712307255e-08,-0.6705387,-1.9192458e-07,6.651802,0.0,0.0,0.0,3.59451405208827e-08,-9.233830976634197,-4.79418674445368e-08,6.651802062988281,0.6705387234687805,15.312500000000002,0.6000000000000001,3.912396247170905e-09,-1.6750713789812597,-5.21816244294278e-09,1.2945067010769226e-08,-0.5514701964363218,1.1470126460122614e-08,-1.0930018424987793,1.0929917016389403,0.0,2880,1.225,N,N*m,5.0,m/s,0.28647433114571363,-0.6830137288682903,0.9694880600140039
0.0525,21,0.7284215810347575,0.07430340643642709,1.737055531613842e-08,-0.68266255,1.5959198e-07,6.6923733,0.0,0.0,0.0,-2.6469051026493652e-08,-9.277966455040017,-3.030704348981859e-08,6.692373275756836,0.6826625466346741,15.312500000000002,0.6000000000000001,-2.880985145740805e-09,-1.6830778149732453,-3.2987258220210705e-09,1.120299487343045e-08,-0.5526562558820727,-6.5382646054637665e-09,-1.1001530885696411,1.1001420391208039,0.0,3024,1.225,N,N*m,5.0,m/s,0.33877902518693725,-0.6804515528300509,1.0192305780169881
0.055,22,0.732779210927535,0.07594490700027569,-2.883156981488664e-08,-0.69774383,-2.6489005e-07,6.732409,0.0,0.0,0.0,1.9236129284989998e-08,-9.306606268196125,-1.461599497109561e-07,6.7324090003967285,0.697743833065033,15.312500000000002,0.6000000000000001,2.0937283575499312e-09,-1.6882732459312693,-1.5908565954933994e-08,-6.981949530998054e-09,-0.5510307277411288,1.2944275069804416e-09,-1.1069024801254272,1.1068884047618206,0.0,3168,1.225,N,N*m,5.0,m/s,0.3872401317651313,-0.6759264235284184,1.0631665552935496
0.0575,23,0.7373701861115538,0.07759626868630752,6.856289226462791e-09,-0.7129157,6.299216e-08,6.7745886,0.0,0.0,0.0,-9.605328642835385e-08,-9.346472528416317,-8.273500050723126e-08,6.774588584899902,0.7129157185554504,15.312500000000002,0.6000000000000001,-1.0454779475194975e-08,-1.6955052205743881,-9.005170123236054e-09,-1.887175520615918e-08,-0.5511027398833881,-1.494798470339199e-08,-1.1132864952087402,1.1132718565692912,0.0,3312,1.225,N,N*m,5.0,m/s,0.4378629618669514,-0.6720608442306051,1.1099238060975567
0.06,24,0.7409613992081207,0.07844364399812657,3.7916687174742164e-10,-0.720701,3.4835956e-09,6.807583,0.0,0.0,0.0,-1.4251026547376435e-07,-9.361058145851631,-1.3720986379205715e-08,6.807582855224609,0.7207009792327881,15.312500000000002,0.6000000000000001,-1.5511321412110403e-08,-1.6981511375694562,-1.4934406943353156e-09,-4.874159056110446e-08,-0.5484187846281089,7.030010448299905e-09,-1.1193395853042603,1.1193234399187852,0.0,3456,1.225,N,N*m,5.0,m/s,0.48426169234704264,-0.6665898409813555,1.1508515333283982
0.0625,25,0.74452256183235,0.0793370941058308,-1.9525895349572087e-08,-0.72890955,-1.7939416e-07,6.840301,0.0,0.0,0.0,-4.5799599942783644e-08,-9.385700471949113,-1.1834671441623881e-07,6.840301036834717,0.7289095520973206,15.312500000000002,0.6000000000000001,-4.984990469962844e-09,-1.7026214008070946,-1.288127503850218e-08,2.8719739088801296e-09,-0.5476225422623474,4.392302576072361e-10,-1.125089406967163,1.1250717187271118,0.0,3600,1.225,N,N*m,5.0,m/s,0.5332831009954576,-0.6619928544160918,1.1952759554115495
0.065,26,0.7478151386286935,0.08049598356493474,-2.0170024864226703e-08,-0.73955685,-1.853121e-07,6.8705516,0.0,0.0,0.0,1.3259944125139874e-07,-9.40806958983126,-2.2893322703977072e-08,6.870551586151123,0.7395568490028381,15.312500000000002,0.6000000000000001,1.44325922450502e-08,-1.706679290672337,-2.4917902262832183e-09,-8.188273605643484e-09,-0.5467387608119417,-3.110464455616869e-08,-1.1305603981018066,1.1305428211646031,0.0,3744,1.225,N,N*m,5.0,m/s,0.582633068692395,-0.6559321026680237,1.2385651713604187
