flow_time,time_step,center0_x,center0_y,center1_x,center1_y,separation,a_c0,a_c1,a_c_mean,angle_rad,merged,a_c0_boundary_limited,a_c1_boundary_limited
0.0,0,4.929851637327891e-05,4.927330271364133e-05,nan,nan,nan,0.12702925884700864,nan,0.12702925884700864,nan,False,False,False
0.581999999994,18,4.1624416156800514e-05,-3.32633589719359e-05,nan,nan,nan,0.14318747410161503,nan,0.14318747410161503,nan,False,False,False
1.163999999988,36,0.00013891193914358085,1.4676961909848574e-06,nan,nan,nan,0.16736740280450055,nan,0.16736740280450055,nan,False,False,False
1.745999999982,54,4.5729142816138685e-05,3.201584350987635e-05,nan,nan,nan,0.17783403852068877,nan,0.17783403852068877,nan,False,False,False
2.327999999976,72,3.748770402707893e-05,-1.6588276272972054e-05,nan,nan,nan,0.1956572196976229,nan,0.1956572196976229,nan,False,False,False
2.90999999997,90,5.5349701271283774e-05,-1.446583742032749e-05,nan,nan,nan,0.21580065555332,nan,0.21580065555332,nan,False,False,False
3.491999999964,108,4.823179265285582e-05,-4.7081741889254056e-06,nan,nan,nan,0.22223786632277248,nan,0.22223786632277248,nan,False,False,False
4.073999999958,126,3.922017386893701e-05,-9.61307494854683e-06,nan,nan,nan,0.22813929730792168,nan,0.22813929730792168,nan,False,False,False
4.655999999952,144,4.12928849538351e-05,-1.632001176402921e-05,nan,nan,nan,0.23365340864176776,nan,0.23365340864176776,nan,False,False,False
5.237999999946,162,4.421548254273169e-05,-1.771898634193598e-05,nan,nan,nan,0.2593041282839599,nan,0.2593041282839599,nan,False,False,False
5.81999999994,180,4.4524775763965865e-05,-1.6037079773565353e-05,nan,nan,nan,0.26497169499683754,nan,0.26497169499683754,nan,False,False,False
6.401999999934,198,4.366910962458337e-05,-1.3315672007217089e-05,nan,nan,nan,0.2701267155949137,nan,0.2701267155949137,nan,False,False,False
6.983999999928,216,4.31458238391259e-05,-1.0845976538487005e-05,nan,nan,nan,0.2823157390717369,nan,0.2823157390717369,nan,False,False,False
7.565999999922,234,3.874297517856163e-05,-1.1399605762083334e-05,nan,nan,nan,0.296067224259995,nan,0.296067224259995,nan,False,False,False
8.147999999916,252,3.7977730442672296e-05,-1.2198499204955741e-05,nan,nan,nan,0.3073246161313053,nan,0.3073246161313053,nan,False,False,False
8.72999999991,270,3.754371732320877e-05,-1.3990885011735087e-05,nan,nan,nan,0.31394368223047653,nan,0.31394368223047653,nan,False,False,False
9.311999999904,288,3.681083553182078e-05,-1.631817122516293e-05,nan,nan,nan,0.31872900055878656,nan,0.31872900055878656,nan,False,False,False
9.893999999898,306,3.519240333924121e-05,-1.5819379907650727e-05,nan,nan,nan,0.32472006190867386,nan,0.32472006190867386,nan,False,False,False
10.475999999892,324,3.298215340027076e-05,-1.904402459757676e-05,nan,nan,nan,0.3399573310001981,nan,0.3399573310001981,nan,False,False,False
11.057999999886,342,3.625739418233222e-05,-1.6229182199862385e-05,nan,nan,nan,0.3501348526300363,nan,0.3501348526300363,nan,False,False,False
11.63999999988,360,3.555730339613143e-05,-1.451490849759679e-05,nan,nan,nan,0.354402513647789,nan,0.354402513647789,nan,False,False,False
12.221999999874,378,3.503985036252318e-05,-1.795307983493838e-05,nan,nan,nan,0.3584945019911733,nan,0.3584945019911733,nan,False,False,False
