position_x,position_y,position_z,baseline_vpm_velocity_x,baseline_vpm_velocity_y,baseline_vpm_velocity_z,candidate_vpm_velocity_x,candidate_vpm_velocity_y,candidate_vpm_velocity_z,baseline_velocity_x,baseline_velocity_y,baseline_velocity_z,candidate_velocity_x,candidate_velocity_y,candidate_velocity_z,reference_velocity_x,reference_velocity_y,reference_velocity_z
-4.5,0.75,0.0,0.99607867,0.00088854384,-9.388257e-05,0.9960672,0.0009894562,1.3157409e-06,,,,,,,0.9971291604594222,0.001250708891351261,-1.1261934262972798e-08
-4.380435,0.75,0.0,0.9957781,0.0009930055,-9.969e-05,0.9957613,0.001097795,1.4292671e-06,,,,,,,0.996754677034194,0.0013595273757750477,-1.0961916533779731e-08
-4.2608695,0.75,0.0,0.99543375,0.0011080791,-0.00010612811,0.99542487,0.0012198455,1.5572216e-06,,,,,,,0.9963488984935499,0.001479965075113958,-1.0653950864761123e-08
-4.1413045,0.75,0.0,0.99506956,0.0012440912,-0.00010798563,0.9950519,0.0013602764,1.6989361e-06,,,,,,,0.9959112487880435,0.0016138650547889602,-1.0352166498175922e-08
-4.021739,0.75,0.0,0.9946462,0.0013949816,-0.000111287525,0.99462456,0.0015098092,1.8669507e-06,,,,,,,0.99544262922488,0.0017925168122744288,-1.0417967651484797e-08
-3.902174,0.75,0.0,0.99418116,0.0015803023,-0.00011521839,0.9941489,0.0017055351,2.0459597e-06,,,,,,,0.9948754858404764,0.0020008899350720116,-1.041091679664395e-08
-3.7826087,0.75,0.0,0.9936596,0.0017850265,-0.000118740776,0.99362284,0.00192036,2.2509969e-06,,,,,,,0.9942922462442655,0.0022196268475856407,-1.0456518137957286e-08
-3.6630435,0.75,0.0,0.9930759,0.0020268203,-0.00012375343,0.9930359,0.0021694973,2.489517e-06,,,,,,,0.9936569882299295,0.0022680737736927806,-1.0049042596447865e-08
-3.5434783,0.75,0.0,0.99241763,0.00229875,-0.00013189703,0.99237597,0.0024582718,2.7620295e-06,,,,,,,0.9934023126294592,0.0024805009926355944,-9.47628080407822e-09
-3.423913,0.75,0.0,0.9916754,0.0026412485,-0.00014126707,0.99163437,0.0027970823,3.0717922e-06,,,,,,,0.992598876485279,0.0028883162920936897,-1.0553740520357604e-08
-3.304348,0.75,0.0,0.99083686,0.0030281476,-0.00014965245,0.9907943,0.003195786,3.4337932e-06,,,,,,,0.9917658957131659,0.003296080860151704,-1.1658565251564308e-08
-3.1847825,0.75,0.0,0.9898889,0.003490583,-0.00015757233,0.98984015,0.0036693802,3.857237e-06,,,,,,,0.9914431389773813,0.003274618580778073,-2.1065395821413205e-08
-3.0652175,0.75,0.0,0.98882407,0.004031307,-0.00016672844,0.98876745,0.004225792,4.344764e-06,,,,,,,0.9900090809699565,0.00406061025434512,-1.3981435022594486e-08
-2.945652,0.75,0.0,0.9875965,0.0046922285,-0.00017876193,0.9875227,0.0048984713,4.920029e-06,,,,,,,0.9885353802699973,0.00502501221971277,-7.179548458137718e-09
-2.826087,0.75,0.0,0.986193,0.005490031,-0.00019321797,0.986101,0.0057038222,5.594972e-06,,,,,,,0.9870283749805064,0.005894495546697512,-3.8399513596116966e-10
-2.7065217,0.75,0.0,0.9845837,0.006436054,-0.0002109015,0.9844689,0.0066631055,6.3573902e-06,,,,,,,0.9858674582201487,0.00640865828701359,7.111986779968657e-09
-2.5869565,0.75,0.0,0.98270464,0.0076089785,-0.00022312344,0.982586,0.007841334,7.339776e-06,,,,,,,0.9838834351049699,0.007781109500245686,1.1656745244487945e-08
-2.4673913,0.75,0.0,0.9805254,0.009046052,-0.00023720249,0.9804079,0.009279651,8.535631e-06,,,,,,,0.9821168940311649,0.009030505551192084,2.298628944697183e-08
-2.347826,0.75,0.0,0.97801757,0.010827526,-0.0002516347,0.9778828,0.011069155,1.0017692e-05,,,,,,,0.9791179254212367,0.01119763370041856,1.131136261074689e-08
-2.228261,0.75,0.0,0.97510254,0.01304339,-0.00026516634,0.974955,0.013303439,1.1918462e-05,,,,,,,0.9761715293099643,0.013120682668903517,-1.5773022527471655e-09
-2.1086957,0.75,0.0,0.97166455,0.015786285,-0.00027549727,0.97152174,0.016012589,1.4224242e-05,,,,,,,0.9726302897188798,0.01608586114157173,-3.2131687650749515e-08
-1.9891305,0.75,0.0,0.9676806,0.019351348,-0.00029993604,0.967569,0.019583723,1.7147931e-05,,,,,,,0.9680786743992869,0.01953557272927255,-8.807431174148305e-08
-1.869565,0.75,0.0,0.96300894,0.023910202,-0.00033176746,0.96288013,0.024045551,2.0906087e-05,,,,,,,0.9632137442252828,0.023911948208895636,-1.5965572253523973e-07
-1.75,0.75,0.0,0.95753515,0.029725276,-0.0003908339,0.95738286,0.029799154,2.5881502e-05,,,,,,,0.9577763265993493,0.02978461631032525,-2.332239097159732e-07
-1.6304348,0.75,0.0,0.9511645,0.037320815,-0.00045171595,0.9509723,0.037316654,3.2530705e-05,,,,,,,0.9512758402546038,0.03725715681208619,-2.7447441278513645e-07
-1.5108695,0.75,0.0,0.943717,0.04703662,-0.0005222687,0.9435657,0.047155004,4.1541287e-05,,,,,,,0.9440832973488764,0.04711399297162141,-2.7338488742709405e-07
-1.3913043,0.75,0.0,0.93525225,0.05983626,-0.0005902713,0.93519294,0.060183823,5.401244e-05,0.9353119529175814,0.05856192830273808,0.00040936535240628213,0.9351310824606284,0.05870964704619693,-8.987840770103132e-05,0.935246500287083,0.059958114405139006,-2.0620655261210908e-07
-1.2717392,0.75,0.0,0.92619187,0.07712078,-0.000644123,0.9260939,0.07763004,7.158995e-05,0.9263882711661987,0.07624427872490312,0.0003333155549060955,0.9261701776471313,0.07632424853152704,-7.932634153144723e-05,0.9261405813032149,0.07737659333634953,-1.41072079364393e-07
-1.152174,0.75,0.0,0.91705906,0.10075588,-0.0007086933,0.9166109,0.10134038,9.669857e-05,0.9168160033477296,0.09984650852445122,0.0002663344736613359,0.9165466773120504,0.09987163263608972,-7.24006016721211e-05,0.9166916371054593,0.10084930971547829,-1.2977967116115444e-07
-1.0326087,0.75,0.0,0.90940714,0.13302775,-0.00084320246,0.90821767,0.13379735,0.00013290544,0.9085819087024731,0.13153405197487517,0.00020244417527345512,0.9082428055487859,0.13152305985729124,-6.581097850628611e-05,0.9088258515334247,0.13242178770398555,-3.1626775716069705e-07
-0.9130435,0.75,0.0,0.9069998,0.17644776,-0.0011378154,0.90466243,0.17784274,0.00018488619,0.9051892704956959,0.1744919809685158,0.00013298490116037156,0.9047682280011508,0.17445930877574625,-5.95475238531693e-05,0.9051134570624166,0.17564894736353387,-4.98182284414323e-07
-0.79347825,0.75,0.0,0.91823214,0.23330212,-0.0015883239,0.91431946,0.23600487,0.00025736497,0.9134682813083045,0.23200305843987898,5.2949262866535204e-05,0.9129677146632657,0.23199415835439358,-6.027458288895477e-05,0.9134712038181847,0.23245619837627585,-7.244062642180831e-07
-0.673913,0.75,0.0,0.95900863,0.29975012,-0.0021712806,0.953481,0.30483362,0.0003501035,0.9484066850737694,0.3003329526673639,1.1865675750780645e-05,0.947820250799833,0.3003631098241428,-6.373697907567795e-05,0.9498161103878058,0.3010455489699689,-9.759784248579895e-07
-0.55434775,0.75,0.0,1.0521939,0.35386765,-0.0021044468,1.0448102,0.3610543,0.00045119456,1.0335049214474477,0.35887567318557245,1.8676526726925716e-05,1.0327801100235354,0.3589251229587621,-6.4686892215961e-05,1.0372501289979679,0.3635341151470066,-1.2317606440041926e-06
-0.4347825,0.75,0.0,1.2030184,0.3566486,-0.0019302096,1.1958942,0.36060387,0.00054576696,1.1829509754624417,0.35583029845176223,2.721865874097157e-05,1.1820110476430794,0.35592555844877494,-6.400061585149576e-05,1.1857045871852767,0.36197415306076575,-1.272732198325324e-06
-0.3152175,0.75,0.0,1.3350973,0.27078778,-0.0022137966,1.3282039,0.27177155,0.00061214855,1.3157851553108295,0.2733166998468133,2.9935321351795303e-05,1.3146230936262169,0.2735788428855293,-6.391948453752865e-05,1.3211313129560749,0.27726360784349446,-8.934983047815181e-07
-0.19565201,0.75,0.0,1.3719314,0.109086074,-0.0024312555,1.3669268,0.10841708,0.00062213367,1.3714328410299592,0.11572058176609978,3.214812663899477e-05,1.370233766030405,0.11616932439271162,-6.568684175752335e-05,1.3722222233606471,0.11595886076880237,2.955424115426929e-07
