position_x,position_y,position_z,baseline_vpm_velocity_x,baseline_vpm_velocity_y,baseline_vpm_velocity_z,candidate_vpm_velocity_x,candidate_vpm_velocity_y,candidate_vpm_velocity_z,baseline_velocity_x,baseline_velocity_y,baseline_velocity_z,candidate_velocity_x,candidate_velocity_y,candidate_velocity_z,reference_velocity_x,reference_velocity_y,reference_velocity_z
-4.5,0.75,0.0,0.9947489,0.0009925461,-0.0002764609,0.9946366,0.0012985906,1.3371042e-05,,,,,,,0.9971592662582364,0.0014030922573715166,-1.4410668370915273e-08
-4.380435,0.75,0.0,0.9943494,0.0011172085,-0.00028580122,0.9942269,0.0014348743,1.39814365e-05,,,,,,,0.9967466308973546,0.0015603384432218207,-1.5131732732699156e-08
-4.2608695,0.75,0.0,0.99390656,0.0012586699,-0.00029466764,0.993779,0.0015893261,1.462486e-05,,,,,,,0.9962878964312821,0.0017345991664651378,-1.589921927464276e-08
-4.1413045,0.75,0.0,0.99341947,0.001424218,-0.0003060575,0.99328357,0.0017663529,1.5379397e-05,,,,,,,0.9957817622045629,0.001928592014972813,-1.6731000743343402e-08
-4.021739,0.75,0.0,0.9928788,0.0016102964,-0.00031586306,0.9927347,0.0019678606,1.6021038e-05,,,,,,,0.9952332334394391,0.0021700725829625943,-1.7819354458389425e-08
-3.902174,0.75,0.0,0.99228615,0.0018256615,-0.00032708788,0.99212915,0.002196838,1.6833526e-05,,,,,,,0.9945374570598037,0.0024607560907437143,-1.90696374713817e-08
-3.7826087,0.75,0.0,0.99161935,0.0020763152,-0.0003386875,0.9914497,0.0024663014,1.9879477e-05,,,,,,,0.993818708116264,0.0027637151410442465,-2.0371878215304446e-08
-3.6630435,0.75,0.0,0.9908761,0.0023623856,-0.00035238697,0.99069643,0.0027678963,2.0495345e-05,,,,,,,0.9930546887960261,0.002839036494774767,-2.1395112939762432e-08
-3.5434783,0.75,0.0,0.9900377,0.0026832973,-0.0003586535,0.9898277,0.0031307063,2.1616497e-05,,,,,,,0.9927707864822455,0.003159823345268335,-2.1851065474620088e-08
-3.423913,0.75,0.0,0.9891122,0.0031051037,-0.00037511217,0.98889035,0.003543826,2.2823639e-05,,,,,,,0.991721412126204,0.0036925007607963765,-2.4179368051063625e-08
-3.304348,0.75,0.0,0.98805964,0.0035684097,-0.00038709742,0.98781085,0.0040429058,2.4122864e-05,,,,,,,0.9906372216212573,0.004222961716689714,-2.6550856582695475e-08
-3.1847825,0.75,0.0,0.98684543,0.0041325055,-0.00040029932,0.9865955,0.0045562545,2.5821371e-05,,,,,,,0.9901918627119307,0.004269369136861927,-2.8880997588988854e-08
-3.0652175,0.75,0.0,0.9854692,0.0047812103,-0.0004127551,0.9852573,0.005274244,2.7496177e-05,,,,,,,0.9883577110686846,0.005218506931389885,-3.139273141862086e-08
-2.945652,0.75,0.0,0.9839307,0.0055189873,-0.00041740798,0.98363715,0.006064545,2.9291177e-05,,,,,,,0.9864839936619394,0.00637533026140292,-3.4190320780538386e-08
-2.826087,0.75,0.0,0.98216873,0.0064544175,-0.00042720343,0.98185116,0.007009443,3.1246494e-05,,,,,,,0.984555661923771,0.007416443945483708,-3.715248296337593e-08
