time,baseline,candidate,reference
3.85,0.9311560325843588,0.9058398541718308,0.8998339667498432
3.9,0.9306827715403084,0.9021972768308244,0.8986404698772457
3.95,0.9312089139705252,0.9024824241657124,0.8981552039963514
4.0,0.9090499101715628,0.903205223596838,0.9001589230978576
4.05,0.937696307562812,0.8746154943674953,0.903169794804214
4.1000000000000005,0.9429415914531714,0.9145015276294512,0.9074633212310876
4.15,0.9497211438097626,0.9134732622774734,0.9124927494461358
4.2,0.9571887589215068,0.9192815507698304,0.919160736363201
4.25,0.9664538476529388,0.9262027025054028,0.9261440243979484
4.3,0.9727820442322443,0.9284270813952652,0.9342022098212625
4.3500000000000005,0.981810864403572,0.9136205971980031,0.942691997800368
4.4,0.991648917121172,0.94982535600258,0.9512670461724614
4.45,1.0010422286845069,0.9585412776302898,0.959748443587948
4.5,1.0123706698218733,0.9664391326685964,0.9691924995379788
4.55,1.0220244030010004,0.956613858472586,0.977414348771512
4.6000000000000005,1.0249356157638247,0.986374643912028,0.9861106590716746
4.65,1.030451285672814,0.9910209285460876,0.994005253641878
4.7,1.038466806858088,0.9994017361922743,1.0015968252013372
4.75,1.0513754253128962,1.0058335310011768,1.0085689006875858
4.800000000000001,1.0483145827452414,1.0208243483418329,1.015400682380031
4.8500000000000005,1.0532152966258657,1.0135609055353136,1.0211866663292126
4.9,1.0577603215665006,1.0233977097725806,1.0265424116610102
4.95,1.0617701846876173,1.028702166382832,1.0311952313494612
5.0,1.0662792597921509,1.03326047455882,1.0352245756924474
5.050000000000001,1.0668903469665187,1.0361593425976754,1.038168512595744
5.1000000000000005,1.0722747439950375,1.0379124823786812,1.0404532712544865
5.15,1.071644358227168,1.0413466629744808,1.0416623653842392
5.2,1.0715685475943386,1.0433236695904082,1.0425690804101204
5.25,1.070974526470955,1.043554670365936,1.0421456011824235
5.300000000000001,1.0706227248071525,1.0468413071813043,1.0413901963731316
5.3500000000000005,1.0736673398570602,1.041329134093811,1.039801447698904
5.4,1.0647917358421388,1.0405501466776392,1.0376460442274424
5.45,1.0629697468316155,1.0379357217386402,1.035517855420121
5.5,1.0589028431123186,1.034703319492345,1.0323626559208086
5.550000000000001,1.0549772174683014,1.0585464183197677,1.0297955067581477
5.6000000000000005,1.052263551562732,1.026996192706048,1.0270465806707216
5.65,1.0491157689732682,1.0241267063547668,1.0243552423363835
5.7,1.046283661847688,1.022866451560588,1.0227074336832818
5.75,1.0446607830944536,1.0184591796386109,1.021050644907368
5.800000000000001,1.0432674049458732,1.008713958653963,1.020151387954809
5.8500000000000005,1.0485857740129156,1.0158365119316837,1.0199632931262774
5.9,1.0386029246275064,1.0161031854364448,1.0209811189282307
5.95,1.047928795981368,1.0172773150393892,1.0224690795427622
6.0,1.0501821033642114,1.0173124539901477,1.0249013553962916
6.050000000000001,1.053681953105322,1.054564414117313,1.0282609939141578
6.1000000000000005,1.0559644450377217,1.0231458336378425,1.0321818275637114
6.15,1.0574889227981576,1.026837989824602,1.0368490861266717
6.2,1.0697632905132948,1.030292915961064,1.041977329263618
6.25,1.0733282367304111,1.0346404463279273,1.0476551290595475
6.300000000000001,1.0788270185265307,1.0410443374201948,1.053213504363453
6.3500000000000005,1.0843687420657142,1.0438177272275353,1.0594885783964183
6.4,1.0890902148058434,1.0479162030785008,1.0655234507345386
6.45,1.047811035765157,1.051777542136453,1.0711024207423572
6.5,1.10023682926601,1.0563841216818997,1.0762596494269026
6.550000000000001,1.1049188828018937,1.0196984949110584,1.0807964301023956
6.6000000000000005,1.1100780582439742,1.0650794956362402,1.0849689757036407
6.65,1.1139630926591877,1.0676045319149123,1.0885859208226267
6.7,1.1181308098503768,1.069661064457447,1.0912180170824384
6.75,1.1196312627874894,1.062966818071369,1.0933889096729363
6.800000000000001,1.1230368263902446,1.0676180496711014,1.0939727593128208
6.8500000000000005,1.1224019291640357,1.074284470683133,1.094233283020698
6.9,1.123794248650961,1.0724100197887,1.093265754638928
6.95,1.11988667025898,1.0706940829711118,1.091584171683728
7.0,1.1197911590332583,1.0727867754540932,1.0887908441309435
7.050000000000001,1.1209480260454183,1.0740103424731673,1.0842572491023408
7.1000000000000005,1.1199875926300926,1.0619436635667103,1.0800780016371587
7.15,1.1166794870029473,1.0564637876863765,1.074780980884574
7.2,1.1137870833369756,1.0502687887502369,1.0687557082303067
7.25,1.108123640982168,1.0433750771660528,1.0623611438520726
7.300000000000001,1.1035995667450038,1.033119096024439,1.0554740856399976
7.35,1.099023306067223,1.0322213259514492,1.048800912082287
7.4,1.0945004247660806,1.026464302653689,1.0417497016072812
7.45,1.0899889002871443,1.0194433347983176,1.034959850699033
7.5,1.082588901161004,1.0133467340601048,1.0289620948633722
7.550000000000001,1.079757104646863,0.9926612294594286,1.0232043333627627
7.6,1.0752173791927424,1.0020592566685147,1.0179043903612652
7.65,1.0730880405575525,0.997762422692206,1.013521396286706
7.7,1.0708452254383425,0.9946328395596686,1.0099302646877777
7.75,1.0691544013535468,0.9916307155070572,1.0075799714431275
7.800000000000001,1.0656394604457768,0.98523273794416,1.0063035552980877
7.85,1.0462072733848091,0.989702945964133,1.0062653111010358
7.9,1.0713207084967022,0.9919303732576128,1.0076906482646897
7.95,1.078114511527044,0.9955612530830332,1.0099692824899966
8.0,1.0767125986051134,0.9996116584781428,1.0139797230122876
