time,baseline,candidate,reference
1.0,1.2729703262393857,1.2710417930347384,1.2876943038292132
1.05,1.2541221285033632,1.2506974048672674,1.2664936021306048
1.1,1.2339429255416676,1.2321770741878266,1.2458911037288616
1.15,1.2173601354104628,1.2142774065910744,1.225791077984606
1.2000000000000002,1.198636726415968,1.195131566500311,1.205588508292684
1.25,1.1843426989283707,1.17680577787301,1.1858070717061426
1.3,1.1656644202731588,1.1586104217486364,1.16727843818696
1.35,1.1490907472389156,1.1406566414552903,1.147341359754201
1.4,1.13246643216612,1.1250962865323555,1.1287431489631738
1.4500000000000002,1.1153809859580257,1.1101545676279096,1.1105298443963112
1.5,1.09978464281629,1.092839957623258,1.0928602659641993
1.55,1.0819005650774622,1.0774843492369102,1.0759461065966287
1.6,1.065704490165769,1.0616438344240156,1.058965054627109
1.65,1.053454905804805,1.0379526977022628,1.043537038148847
1.7000000000000002,1.0438630760586665,1.03201466314433,1.028220473102753
1.75,1.0246250992602055,1.0180897099745074,1.0139493879907084
1.8,1.0119077681631652,0.9937628601227582,1.0000773293063083
1.85,0.9999956476030556,0.9887190704868468,0.987232200451606
1.9,0.9893450393063408,0.9792218269603707,0.9753873518206736
1.95,0.9690650667163242,0.9655037004776604,0.9638375205487626
2.0,0.9700306153996312,0.9554452778278316,0.9541550469163078
2.0500000000000003,0.9611983293144069,0.9481255159112896,0.9442802326076368
2.1,0.9531349218154808,0.9363306660417048,0.936374855280901
2.15,0.9467704220205082,0.9268530342721912,0.928535518057014
2.2,0.9406729628303327,0.9104760584988508,0.9229351989978178
2.25,0.9355517142221308,0.9110295758561004,0.9176123489054464
2.3000000000000003,0.9330344897102576,0.9118084459114814,0.9136611145365507
2.35,0.9294704960861894,0.908583736806979,0.9106615367995724
2.4000000000000004,0.9302292727892298,0.9081577973076606,0.9087026770226206
2.45,0.930360570883374,0.907246527541269,0.9081580690866732
2.5,0.9294157688873884,0.8875400596006365,0.9080039079243516
2.5500000000000003,0.9293420248961636,0.906707262037924,0.9091787151519928
2.6,0.934717585663601,0.9086637540778436,0.9110735855317396
2.6500000000000004,0.9370978734556455,0.9107350991467994,0.9136155011636856
2.7,0.9409050381143048,0.9132389522228692,0.9170575428471986
2.75,0.9504246754551252,0.9171965395586968,0.9207590670513476
2.8000000000000003,0.9487956274023892,0.920683056178944,0.9245650006451696
2.85,0.9538208523270716,0.9257571141060268,0.9286292318957278
2.9000000000000004,0.9580014385191828,0.9272161992629182,0.9334354204524136
2.95,0.9612000078513108,0.914691863652312,0.9370105816369798
3.0,0.9741834139864064,0.9356452028897982,0.9409893993196216
3.0500000000000003,0.9686062347713456,0.9381756470800008,0.9433685360148224
3.1,0.9714489035512448,0.9414375756067664,0.94635433498343
3.1500000000000004,0.9732178686991272,0.9396058014318788,0.9472738700657416
3.2,0.9770156917086352,0.9431954957621616,0.9477820444025444
3.25,0.9740070924769108,0.9435227552146412,0.9477575622592704
3.3000000000000003,0.9731098706568224,0.9432547847856751,0.9462780415343344
3.35,0.9712363191194444,0.9430476626983102,0.943146176495652
3.4000000000000004,0.9686754902927368,0.9425591342616736,0.9404122905674128
3.45,0.9641307681174268,0.9342760640712382,0.9357218209757402
3.5,0.95945021179152,0.9299018016247952,0.9310723725394232
3.5500000000000003,0.9547951454419022,0.9246422302872022,0.92535173025996
3.6,0.9498231692731128,0.9223423084271456,0.920491316487533
3.65,0.9455079128912008,0.9325859159862276,0.9148756318309422
3.7,0.9257848348526818,0.9127815689280714,0.910079803565638
3.75,0.931325337689274,0.9080372357589872,0.9056646213916684
3.8,0.9332277239872672,0.9062871614815824,0.9023347166272075
