position_x,position_y,position_z,baseline_vpm_velocity_x,baseline_vpm_velocity_y,baseline_vpm_velocity_z,candidate_vpm_velocity_x,candidate_vpm_velocity_y,candidate_vpm_velocity_z,baseline_velocity_x,baseline_velocity_y,baseline_velocity_z,candidate_velocity_x,candidate_velocity_y,candidate_velocity_z,reference_velocity_x,reference_velocity_y,reference_velocity_z
-4.5,0.0,0.0,0.99402916,-0.00045006728,-0.00045666244,0.99385536,-6.735787e-06,-2.2050301e-06,,,,,,,0.9965618636097643,-1.498092092714373e-08,-1.4974639485569976e-08
-4.380435,0.0,0.0,0.99355274,-0.00046506312,-0.00047214175,0.99336904,-7.0690667e-06,-2.323377e-06,,,,,,,0.9960558188173627,-1.7348890353263485e-08,-1.7376109724809145e-08
-4.2608695,0.0,0.0,0.99302876,-0.0004808876,-0.00048630228,0.99283206,-6.0396696e-06,-1.7436554e-06,,,,,,,0.9954922730205605,-1.9571535289731397e-08,-1.9636936674820917e-08
-4.1413045,0.0,0.0,0.9924407,-0.00049903756,-0.00050694036,0.9922317,-6.211528e-06,-1.7813422e-06,,,,,,,0.994867507369226,-2.1658166032017224e-08,-2.1767037526929152e-08
-4.021739,0.0,0.0,0.9917699,-0.0005159093,-0.000524593,0.9915738,-6.502035e-06,-1.8351144e-06,,,,,,,0.9941742918835307,-2.441541703640087e-08,-2.456047421722004e-08
-3.902174,0.0,0.0,0.991047,-0.0005340803,-0.0005437934,0.9908265,-6.6663038e-06,-1.8818077e-06,,,,,,,0.9932960235131877,-2.6543522237650117e-08,-2.674390390938877e-08
-3.7826087,0.0,0.0,0.99019843,-0.0005484797,-0.0005641721,0.98994565,-6.9486714e-06,-2.052615e-06,,,,,,,0.9923875900751307,-2.872704542621681e-08,-2.8982413131646394e-08
-3.6630435,0.0,0.0,0.9892417,-0.00056862185,-0.0005828637,0.9889898,-7.260849e-06,-2.1159665e-06,,,,,,,0.9914014685275584,-3.1071463477557956e-08,-3.1381546152399865e-08
-3.5434783,0.0,0.0,0.9881932,-0.0006019038,-0.00062071515,0.9879121,-7.447613e-06,-2.1844332e-06,,,,,,,0.9910805480822653,-2.247835218972672e-06,-2.248199363616791e-06
-3.423913,0.0,0.0,0.98696953,-0.00062000164,-0.0006351915,0.98662716,-7.68519e-06,-2.1937556e-06,,,,,,,0.9896851195417256,9.152465508364301e-06,9.152033479850196e-06
-3.304348,0.0,0.0,0.98557806,-0.00063967396,-0.00066606665,0.98522973,-7.917277e-06,-2.1927651e-06,,,,,,,0.9882650276845052,4.1410286443152656e-05,4.140978574897066e-05
-3.1847825,0.0,0.0,0.983982,-0.00068645197,-0.0007080919,0.9835939,-8.211828e-06,-2.3463344e-06,,,,,,,0.9879604690173608,0.0003001964398556229,0.00030019578141007733
-3.0652175,0.0,0.0,0.9821667,-0.0007071853,-0.0007298762,0.9817404,-8.422183e-06,-2.3614666e-06,,,,,,,0.9854201211072654,0.00021349007470392479,0.00021348942513706913
-2.945652,0.0,0.0,0.9800187,-0.000742216,-0.0007592241,0.97956514,-8.672238e-06,-2.8638651e-06,,,,,,,0.9826730743578622,-5.08823792765329e-08,-5.1478468176811864e-08
-2.826087,0.0,0.0,0.9774988,-0.0007710059,-0.000773886,0.9770519,-8.71501e-06,-2.8368786e-06,,,,,,,0.9799265948492434,-5.664853693631308e-08,-5.724484273795193e-08
-2.7065217,0.0,0.0,0.9745989,-0.0008043218,-0.0008086427,0.97402227,-8.863048e-06,-2.8049458e-06,,,,,,,0.9779252399984847,4.502844567382093e-06,4.5021987616610185e-06
-2.5869565,0.0,0.0,0.97115886,-0.00083386706,-0.0008364595,0.9705471,-9.4621955e-06,-2.8512836e-06,,,,,,,0.9741005779809505,-7.357655947305755e-05,-7.357714004006512e-05
-2.4673913,0.0,0.0,0.967058,-0.0008667796,-0.00087832636,0.96643174,-8.853274e-06,-1.7956518e-06,,,,,,,0.9708651147725404,-0.00033354992567743655,-0.0003335504668345321
