position_x,position_y,position_z,baseline_vpm_velocity_x,baseline_vpm_velocity_y,baseline_vpm_velocity_z,candidate_vpm_velocity_x,candidate_vpm_velocity_y,candidate_vpm_velocity_z,baseline_velocity_x,baseline_velocity_y,baseline_velocity_z,candidate_velocity_x,candidate_velocity_y,candidate_velocity_z,reference_velocity_x,reference_velocity_y,reference_velocity_z
-4.5,0.0,0.0,0.9943651,-0.00028236475,-0.00028323632,0.9942143,-6.425686e-07,1.4676832e-05,,,,,,,0.99673714992969,-1.531257861665542e-08,-1.5372350836672635e-08
-4.380435,0.0,0.0,0.99391055,-0.00029207178,-0.0002929576,0.99374694,-9.027549e-07,1.5414938e-05,,,,,,,0.9962546822570659,-1.6026701959038353e-08,-1.6128630158466768e-08
-4.2608695,0.0,0.0,0.993403,-0.00030355106,-0.00030356465,0.99323267,-8.757976e-07,1.6082866e-05,,,,,,,0.9957163528761694,-1.6802118678801032e-08,-1.6943617829481508e-08
-4.1413045,0.0,0.0,0.9928392,-0.0003131223,-0.00031258084,0.9926585,-7.9752e-07,1.6814138e-05,,,,,,,0.9951185488785596,-1.766092976448016e-08,-1.783954271426703e-08
-4.021739,0.0,0.0,0.9922098,-0.00032454776,-0.00032398358,0.9920174,-7.114213e-07,1.7607923e-05,,,,,,,0.9944530113418697,-1.8794903410597073e-08,-1.9013651070035032e-08
-3.902174,0.0,0.0,0.99151236,-0.00033442635,-0.00033563623,0.9913063,-6.662117e-07,1.8477644e-05,,,,,,,0.9936080797743098,-2.016037080616981e-08,-2.0409115496115642e-08
-3.7826087,0.0,0.0,0.9907186,-0.00034675872,-0.0003479509,0.99049807,2.353087e-06,2.0368121e-05,,,,,,,0.9927336431237079,-2.1585833163831943e-08,-2.1863512181699942e-08
-3.6630435,0.0,0.0,0.9898174,-0.0003556249,-0.00036275855,0.9895867,2.7083609e-06,2.1452746e-05,,,,,,,0.9917832180067973,-2.3183507367521285e-08,-2.348796835055755e-08
-3.5434783,0.0,0.0,0.9888093,-0.0003648257,-0.00037395797,0.98852175,3.0904453e-06,2.2642616e-05,,,,,,,0.9914832074677025,-2.357089868921903e-06,-2.3574375422703336e-06
-3.423913,0.0,0.0,0.98764336,-0.0003795786,-0.00038118794,0.98736143,3.5061832e-06,2.3948574e-05,,,,,,,0.9901320535712951,8.412335029929404e-06,8.411955494746487e-06
-3.304348,0.0,0.0,0.9863187,-0.00039509614,-0.0003944886,0.98601556,4.0204827e-06,2.5344736e-05,,,,,,,0.9887569851377682,3.9590049261815905e-05,3.9589637668929036e-05
