time,step,total_kinetic_energy,energy_measurement,total_enstrophy,test_filtered_enstrophy,kinetic_energy_rate,kinetic_energy_rate_source,viscous_kinetic_energy_rate,total_helicity,vortex_strength_magnitude_sum,net_vortex_strength_x,net_vortex_strength_y,net_vortex_strength_z,linear_impulse_x,linear_impulse_y,linear_impulse_z,angular_impulse_x,angular_impulse_y,angular_impulse_z,n_particles_total,max_vortex_strength_magnitude,min_particle_core_radius,mean_particle_core_radius,max_particle_core_radius,mean_eddy_viscosity,max_eddy_viscosity,mean_effective_viscosity,max_effective_viscosity,invariant_projection_correction_ratio,mean_core_radius,mean_overlap_ratio,max_overlap_ratio,vorticity_divergence_error,vortex_strength_misalignment_degrees,pedrizzetti_cumulative_vortex_strength_transfer_x,pedrizzetti_cumulative_vortex_strength_transfer_y,pedrizzetti_cumulative_vortex_strength_transfer_z,pedrizzetti_cumulative_linear_impulse_transfer_x,pedrizzetti_cumulative_linear_impulse_transfer_y,pedrizzetti_cumulative_linear_impulse_transfer_z,pedrizzetti_cumulative_angular_impulse_transfer_x,pedrizzetti_cumulative_angular_impulse_transfer_y,pedrizzetti_cumulative_angular_impulse_transfer_z,n_stabilization_events,n_regularization_events,regularization_cumulative_total_kinetic_energy_transfer,regularization_cumulative_total_enstrophy_transfer,last_stabilization_mechanism,stabilization_vortex_strength_error,stabilization_vortex_strength_growth,stabilization_vorticity_growth,max_stabilization_vorticity_growth,lagrangian_cfl,stretching_viscosity_feedback_coefficient,bound_linear_impulse_x,coupled_linear_impulse_x,bound_vortex_strength_x,coupled_vortex_strength_x,bound_linear_impulse_y,coupled_linear_impulse_y,bound_vortex_strength_y,coupled_vortex_strength_y,bound_linear_impulse_z,coupled_linear_impulse_z,bound_vortex_strength_z,coupled_vortex_strength_z,strain_increment_infinity,strain_increment_spectral,maximum_particle_strength,maximum_particle_vorticity
0.0,0,0.0200148890730699,unbounded_energy,8.722951293648418,5.461922750714573,0.0,direct_energy_backward_difference,0.0,-1.1076978551647254e-19,0.5717698629533435,0.0,-2.1033522146218786e-17,-2.6020852139652106e-17,0.0390142620167119,-6.5052130349130266e-18,3.06287113727155e-18,2.1141942363467336e-18,0.0054619966823396,-0.0191169883881888,196,0.0036738973971611,0.0675,0.0675,0.0675,0.0,0.0,0.0,0.0,0.0,0.0675,0.5939215690671039,0.6582468947380204,4.698561857047771e-16,0.0632115274522377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0390142620167119,0.0,0.0,0.0,-6.5052130349130266e-18,0.0,-2.1033522146218786e-17,0.0,3.06287113727155e-18,0.0,-2.6020852139652106e-17,,,,
0.005,1,0.0435037898938117,unbounded_energy,9.17361284447972,5.87837704071813,4.697780164148351,direct_energy_backward_difference,0.0,0.0018605510963474,1.2907207394561118,-1.609964847385046e-05,-0.6735767360738865,2.2626580349072167e-06,0.0108849502341545,2.0695596180132217e-06,-0.3117583568405228,3.12329994552224e-06,0.2270610907763605,-0.0191160765943533,230,0.0548730869228902,0.0675,0.0995978387227188,0.2846324384183926,0.0,0.0,0.0,0.0,0.0,0.0995978387227188,0.5724334962223722,0.7034459567298771,0.0067908637983709,16.315135408845418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0529998311365919,0.0,0.004620327049701,0.0155052772838555,1.609964847383951e-05,-1.0950441942103596e-17,2.3562514210710716e-08,2.0931221322239324e-06,0.6735767360738866,1.1102230246251563e-16,0.1310432079978914,-0.1807151488426314,-2.2626580349286704e-06,-2.145365048805692e-17,0.0529998311365919,0.0358601797015277,0.0548730869228902,269.3336872711703
0.01,2,0.0427271103728077,unbounded_energy,9.159672523260916,5.8668423324997265,-0.1553359042007915,direct_energy_backward_difference,0.0,0.0019465572628038,1.340767148601761,-1.844267312990644e-05,-0.6602049104708358,2.591948675811806e-06,0.0113379059520549,2.75282260791102e-06,-0.3190476718215918,2.124383193639171e-06,0.2345939061061525,-0.0191153983437357,264,0.0548841036205725,0.0675,0.1234280523198889,0.2846324384183926,0.0,0.0,0.0,0.0,0.0,0.1234280523198889,0.4981448241307432,0.657489835732873,0.0124976088168125,17.87451726030382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0543173473464544,0.0,0.0044671766647999,0.0158050826168548,1.8442673129923136e-05,1.6696713456276768e-17,2.7983608302579897e-08,2.7808062162136e-06,0.6602049104708356,-2.220446049250313e-16,0.1280387509689569,-0.1910089208526349,-2.5919486758228647e-06,-1.1058862159352145e-17,0.0543173473464544,0.0364515724259788,0.0548841036205725,269.38776055143774
0.015,3,0.042079126827182,unbounded_energy,9.148036196583394,5.858321922607087,-0.1295967091251446,direct_energy_backward_difference,0.0,0.002040640301424,1.389032106242344,-2.1106538340120648e-05,-0.6478507067490072,2.9663305159773885e-06,0.0117142936238078,3.5450802229758207e-06,-0.326528720360123,1.1935258671771832e-06,0.2424824947789466,-0.019114652549035,298,0.0548958625466956,0.0675,0.1418204990559598,0.2846324384183926,0.0,0.0,0.0,0.0,0.0,0.1418204990559598,0.4482068050832316,0.6574079927001406,0.0171123640952124,19.293083905808263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0554040186345356,0.0,0.0043242066162037,0.0160385002400116,2.1106538340094844e-05,-2.580401170515501e-17,3.277316801631724e-08,3.577853390992138e-06,0.6478507067490072,0.0,0.1252428252792418,-0.2012858950808812,-2.966330515996013e-06,-1.8624560444227556e-17,0.0554040186345356,0.0369187003012626,0.0548958625466956,269.4454769131129
0.02,4,0.04155667594440947,unbounded_energy,9.138637149260786,5.852728048946562,-0.10449017655451835,direct_energy_backward_difference,0.0,0.0021439947857651775,1.4355428087171425,-2.4149660235116797e-05,-0.6365533187155746,3.3940134072078543e-06,0.012015393802792792,4.465604807555356e-06,-0.3342365892028641,3.5119600598974353e-07,0.2507476964873471,-0.019113829433542215,332,0.05490844112481967,0.0675,0.1564458181472933,0.2846324384183926,0.0,0.0,0.0,0.0,0.0,0.1564458181472933,0.4143770332354862,0.6575484090965947,0.020819009437626566,20.56721593324643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.05816013566639709,0.0,0.004193668588933394,0.016209062391726186,2.414966023512428e-05,7.48099499014998e-18,3.8011493415281166e-08,4.503616300970637e-06,0.6365533187155742,-4.440892098500626e-16,0.1226739191264963,-0.21156267007636778,-3.394013407223223e-06,-1.5368565794982025e-17,0.05816013566639709,0.03805111483240518,0.05490844112481967,269.5072163744181
