time,step,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,vorticity_x,vorticity_y,vorticity_z
0.06,10,-12.0,0.0,0.0,6.9963436,8.4682347e-07,-1.9873014e-06,8.470471948385239e-05,-6.337524973787367e-05,0.00010021201933341217
0.06,10,-11.833333,0.0,0.0,6.99621,9.197677e-07,-2.1799256e-06,0.0002819293877109885,2.8093036235077307e-05,3.147174993500812e-05
0.06,10,-11.666667,0.0,0.0,6.9960694,9.799326e-07,-2.3271773e-06,0.00012013176456093788,5.1171082304790616e-05,-3.223517114747665e-05
0.06,10,-11.5,0.0,0.0,6.995922,1.0327537e-06,-2.5122035e-06,0.00015902542509138584,2.498562025721185e-05,-9.529430826660246e-06
0.06,10,-11.333333,0.0,0.0,6.9957676,1.129041e-06,-2.7390543e-06,0.00018209265545010567,0.00010184253187617287,1.7568087059771642e-05
0.06,10,-11.166667,0.0,0.0,6.9956055,1.2090943e-06,-2.9765397e-06,9.516696445643902e-05,1.8271053704665974e-05,-6.765294074284611e-05
0.06,10,-11.0,0.0,0.0,6.9954357,1.3030426e-06,-3.2401308e-06,0.00014564953744411469,1.1412052117520943e-05,-1.7846817172539886e-05
0.06,10,-10.833333,0.0,0.0,6.9952574,1.3993733e-06,-3.5381877e-06,0.0002533139195293188,-7.760579319437966e-05,-4.547264688881114e-05
0.06,10,-10.666667,0.0,0.0,6.9950695,1.5416688e-06,-3.8376215e-06,9.57646407186985e-05,-1.0634288628352806e-05,-1.8469278074917383e-05
0.06,10,-10.5,0.0,0.0,6.994873,1.6531271e-06,-4.1941685e-06,0.00010394444689154625,-6.076113641029224e-05,9.428300472791307e-06
0.06,10,-10.333333,0.0,0.0,6.994665,1.7768309e-06,-4.5994498e-06,0.00037094904109835625,-4.63245996797923e-05,2.577879149612272e-05
0.06,10,-10.166667,0.0,0.0,6.9944477,1.9378303e-06,-5.0202793e-06,9.728549048304558e-05,8.06564130471088e-05,5.6208952628367115e-05
