time,step,particle,particle_index,provenance,event_type,event_name,process,surface,panel,interval_start,interval_end,start_x,start_y,start_z,end_x,end_y,end_z,crossing_x,crossing_y,crossing_z,core_radius,closest_distance,surface_tolerance
0.06,10,0,0,active_particle_index,3,core_overlap,advective_transport,blade_2,383,0.054,0.05435294117647059,0.32640984654426575,-2.7502071857452393,-4.810634136199951,0.3648683726787567,-2.7456064224243164,-4.812230587005615,0.32640984654426575,-2.7502071857452393,-4.810634136199951,0.5682771801948547,0.3266817607611693,0.00242925476596986
0.06,10,1,1,active_particle_index,3,core_overlap,advective_transport,blade_2,389,0.054,0.05435294117647059,0.33435893058776855,-2.8692002296447754,-5.003199577331543,0.373737633228302,-2.8657469749450684,-5.0039143562316895,0.33435893058776855,-2.8692002296447754,-5.003199577331543,0.5682607293128967,0.3344178462318062,0.00242925476596986
0.06,10,2,2,active_particle_index,3,core_overlap,advective_transport,blade_0,125,0.054,0.05435294117647059,0.3343588709831238,5.767497539520264,0.01679948717355728,0.3737375736236572,5.766389846801758,0.020147381350398064,0.3343588709831238,5.767497539520264,0.01679948717355728,0.5682600736618042,0.3344177648841313,0.00242925476596986
0.06,10,3,3,active_particle_index,3,core_overlap,advective_transport,blade_1,137,0.054,0.05435294117647059,0.40536612272262573,-0.5059709548950195,0.8715906143188477,0.4457181394100189,-0.5088279247283936,0.871553897857666,0.40536612272262573,-0.5059709548950195,0.8715906143188477,0.5692630410194397,0.3431383200584266,0.00242925476596986
0.06,10,4,4,active_particle_index,3,core_overlap,advective_transport,blade_1,137,0.054,0.05435294117647059,0.37764933705329895,-0.6348775029182434,1.0587685108184814,0.41655677556991577,-0.6396223902702332,1.0574829578399658,0.37764933705329895,-0.6348775029182434,1.0587685108184814,0.568831741809845,0.32882151008236626,0.00242925476596986
0.06,10,5,5,active_particle_index,3,core_overlap,advective_transport,blade_1,143,0.054,0.05435294117647059,0.3563019037246704,-0.75880366563797,1.247908353805542,0.3940078020095825,-0.7650201320648193,1.2454502582550049,0.3563019037246704,-0.75880366563797,1.247908353805542,0.5686284303665161,0.3181549971895878,0.00242925476596986
0.06,10,6,6,active_particle_index,3,core_overlap,advective_transport,blade_1,149,0.054,0.05435294117647059,0.3417702615261078,-0.877424418926239,1.4402134418487549,0.37866851687431335,-0.8844081163406372,1.4370115995407104,0.3417702615261078,-0.877424418926239,1.4402134418487549,0.5685237050056458,0.3116254668648466,0.00242925476596986
0.06,10,7,7,active_particle_index,3,core_overlap,advective_transport,blade_2,287,0.054,0.05435294117647059,0.3321865200996399,-0.9197741746902466,-1.676865816116333,0.3685961067676544,-0.9131149053573608,-1.6812986135482788,0.3321865200996399,-0.9197741746902466,-1.676865816116333,0.5684619545936584,0.30793090124821365,0.00242925476596986
0.06,10,8,8,active_particle_index,3,core_overlap,advective_transport,blade_2,293,0.054,0.05435294117647059,0.325842022895813,-1.0331701040267944,-1.8727593421936035,0.361982524394989,-1.02647864818573,-1.8770118951797485,0.325842022895813,-1.0331701040267944,-1.8727593421936035,0.5684211254119873,0.30601059400828573,0.00242925476596986
0.06,10,9,9,active_particle_index,3,core_overlap,advective_transport,blade_2,299,0.054,0.05435294117647059,0.321611225605011,-1.1474950313568115,-2.068321466445923,0.357629656791687,-1.1409249305725098,-2.072338581085205,0.321611225605011,-1.1474950313568115,-2.068321466445923,0.5683943629264832,0.3052355204075722,0.00242925476596986
0.06,10,10,10,active_particle_index,3,core_overlap,advective_transport,blade_2,305,0.054,0.05435294117647059,0.31878769397735596,-1.2621219158172607,-2.2638778686523438,0.35478055477142334,-1.2557194232940674,-2.267662286758423,0.31878769397735596,-1.2621219158172607,-2.2638778686523438,0.5683754682540894,0.30520772296683846,0.00242925476596986
