time,step,surface,force_density,force_units,moment_units,lift,drag,lift_coefficient,drag_coefficient,panel_count,rotational_power,translational_power,power,force_x,force_y,force_z,moment_x,moment_y,moment_z,rotation_centre_x,rotation_centre_y,rotation_centre_z,translation_velocity_x,translation_velocity_y,translation_velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z,position_x,position_y,position_z,centroid_x,centroid_y,centroid_z
0.006,1,blade_0,1.225,N,N*m,-682.300537109375,3115.72998046875,-3.187777667509579,14.55700810643824,132,2.3188939375133293,0.0,2.3188939375133293,3115.72998046875,-9.036561965942383,-682.300537109375,-1892.2808835109063,-639.9103936003474,-10042.745886555054,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012254491168408848,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,3.280635356903076,-0.24108687043190002
0.006,1,blade_1,1.225,N,N*m,333.3238525390625,3115.732177734375,1.5573230202542654,14.557018372287244,132,2.318892628167306,0.0,2.318892628167306,3115.732177734375,595.406982421875,333.3238525390625,-1892.2798150487358,9017.236532037836,4467.198877119973,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012254491168408848,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,-1.4315298795700073,2.961656093597412
0.006,1,blade_2,1.225,N,N*m,348.9756774902344,3115.730712890625,1.63044994207452,14.557011528387907,132,2.3188922876285685,0.0,2.3188922876285685,3115.730712890625,-586.3702392578125,348.9756774902344,-1892.2795371598108,-8377.321114745386,5575.553632430588,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012254491168408848,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,-1.8491047620773315,-2.7205700874328613
0.012,2,blade_0,1.225,N,N*m,-289.4587097167969,18.727937698364258,-1.3523806010919588,0.08749883417398825,132,4.901275437481608,0.0,4.901275437481608,18.727937698364258,11.29140567779541,-289.4587097167969,-1000.0437679025438,-15.936289014945086,-55.48217504890889,0.0,0.0,0.0,0.0,0.0,0.0,-0.004901060928324537,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,3.2806310653686523,-0.24114316701889038
0.012,2,blade_1,1.225,N,N*m,154.50765991210938,18.72675132751465,0.7218755386206476,0.08749329132843255,132,4.901267934817898,0.0,4.901267934817898,18.72675132751465,245.0323486328125,154.50765991210938,-1000.0422370781323,56.015236517923846,13.939080574815971,0.0,0.0,0.0,0.0,0.0,0.0,-0.004901060928324537,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,-1.4314789772033691,2.9616811275482178
0.012,2,blade_2,1.225,N,N*m,134.95066833496094,18.730117797851562,0.6305032802058592,0.08750901982104639,132,4.9012725678645905,0.0,4.9012725678645905,18.730117797851562,-256.32415771484375,134.95066833496094,-1000.0431823931898,-40.08970039357188,41.54805391988322,0.0,0.0,0.0,0.0,0.0,0.0,-0.004901060928324537,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,-1.8491517305374146,-2.720538377761841
0.018,3,blade_0,1.225,N,N*m,-289.20745849609375,26.137758255004883,-1.3512067297746575,0.12211827121969862,132,11.017132437195858,0.0,11.017132437195858,26.137758255004883,11.112714767456055,-289.20745849609375,-999.3199933124907,-18.494355165073564,-81.26652011370187,0.0,0.0,0.0,0.0,0.0,0.0,-0.011024629258819165,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,3.2806203365325928,-0.24129590392112732
0.018,3,blade_1,1.225,N,N*m,154.2279052734375,26.142444610595703,0.7205684964287734,0.12214016635077636,132,11.017149793276447,0.0,11.017149793276447,26.142444610595703,244.90516662597656,154.2279052734375,-999.3215676131027,79.63969850333528,24.623418937771827,0.0,0.0,0.0,0.0,0.0,0.0,-0.011024629258819165,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,-1.4313414096832275,2.961747407913208
0.018,3,blade_2,1.225,N,N*m,134.98001098632812,26.13649559020996,0.6306403720644266,0.12211237192105252,132,11.017158558372055,0.0,11.017158558372055,26.13649559020996,-256.0177001953125,134.98001098632812,-999.3223626598477,-61.130070959323696,56.64864071694481,0.0,0.0,0.0,0.0,0.0,0.0,-0.011024629258819165,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,-1.8492779731750488,-2.720452070236206
0.024,4,blade_0,1.225,N,N*m,-289.0228271484375,33.695499420166016,-1.3503441132958924,0.1574288084284014,132,19.56810135263593,0.0,19.56810135263593,33.695499420166016,10.925588607788086,-289.0228271484375,-998.7557843942363,-21.088869880730076,-107.76271612707652,0.0,0.0,0.0,0.0,0.0,0.0,-0.019592478620290888,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,3.2805986404418945,-0.24159330129623413
0.024,4,blade_1,1.225,N,N*m,153.9733123779297,33.695125579833984,0.7193790124661127,0.15742706180825844,132,19.568129008588937,0.0,19.568129008588937,33.695125579833984,244.8383331298828,153.9733123779297,-998.7571959539241,103.87083987042826,35.618490115761155,0.0,0.0,0.0,0.0,0.0,0.0,-0.019592478620290888,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,-1.4310731887817383,2.9618775844573975
0.024,4,blade_2,1.225,N,N*m,135.04983520507812,33.697513580322266,0.6309665979327596,0.15743821878998793,132,19.56811757150696,0.0,19.56811757150696,33.697513580322266,-255.76431274414062,135.04983520507812,-998.7566122053236,-82.78168279782523,72.14572675759995,0.0,0.0,0.0,0.0,0.0,0.0,-0.019592478620290888,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,-1.849524736404419,-2.7202844619750977
0.03,5,blade_0,1.225,N,N*m,-288.9135437011719,41.352508544921875,-1.3498335298892052,0.1932031356643493,132,30.54990279728212,0.0,30.54990279728212,41.352508544921875,10.727370262145996,-288.9135437011719,-998.3802455753571,-23.706241322157663,-134.81197866161594,0.0,0.0,0.0,0.0,0.0,0.0,-0.030599466418405042,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,3.280561685562134,-0.24208322167396545
0.03,5,blade_1,1.225,N,N*m,153.74644470214844,41.3484992980957,0.7183190635565029,0.19318440405444884,132,30.549826316751755,0.0,30.549826316751755,41.3484992980957,244.84190368652344,153.74644470214844,-998.3777461680368,128.59262329966114,46.87042710334,0.0,0.0,0.0,0.0,0.0,0.0,-0.030599466418405042,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,-1.4306303262710571,2.9620907306671143
0.03,5,blade_2,1.225,N,N*m,135.16668701171875,41.351051330566406,0.6315125414860143,0.1931963274103227,132,30.549908900829838,0.0,30.549908900829838,41.351051330566406,-255.57032775878906,135.16668701171875,-998.380445041179,-104.89224222408316,87.93283629250197,0.0,0.0,0.0,0.0,0.0,0.0,-0.030599466418405042,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,-1.8499311208724976,-2.7200076580047607
0.036,6,blade_0,1.225,N,N*m,-288.89044189453125,49.0623893737793,-1.3497255958934327,0.22922448489194355,132,43.960875709033914,0.0,43.960875709033914,49.0623893737793,10.514892578125,-288.89044189453125,-998.2263367710008,-26.338863255200224,-162.24006194206245,0.0,0.0,0.0,0.0,0.0,0.0,-0.04403898603921408,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,3.2805073261260986,-0.2428138107061386
0.036,6,blade_1,1.225,N,N*m,153.5509490966797,49.06230163574219,0.717405688157665,0.2292240749708896,132,43.960773940446224,0.0,43.960773940446224,49.06230163574219,244.9283447265625,153.5509490966797,-998.2240258960956,153.67328900202298,58.30987927343102,0.0,0.0,0.0,0.0,0.0,0.0,-0.04403898603921408,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,-1.4299705028533936,2.9624099731445312
0.036,6,blade_2,1.225,N,N*m,135.3392791748047,49.06333923339844,0.6323189096671145,0.22922892273291903,132,43.96090735581578,0.0,43.96090735581578,49.06333923339844,-255.44432067871094,135.3392791748047,-998.2270553793229,-127.33710319311861,103.9319381961599,0.0,0.0,0.0,0.0,0.0,0.0,-0.04403898603921408,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,-1.8505361080169678,-2.7195966243743896
0.042,7,blade_0,1.225,N,N*m,-288.9585876464844,56.77008819580078,-1.3500439797937767,0.2652356395611524,132,59.80216583047455,0.0,59.80216583047455,56.77008819580078,10.284941673278809,-288.9585876464844,-998.3171955792194,-28.979076903288558,-189.86714048567333,0.0,0.0,0.0,0.0,0.0,0.0,-0.059902970814579216,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,3.2804315090179443,-0.2438327819108963
0.042,7,blade_1,1.225,N,N*m,153.38612365722656,56.76958465576172,0.7166356069011675,0.26523328697075577,132,59.80214863951463,0.0,59.80214863951463,56.76958465576172,245.1026611328125,153.38612365722656,-998.3169085991299,178.9208258217626,69.83770281903332,0.0,0.0,0.0,0.0,0.0,0.0,-0.059902970814579216,-0.0,-0.0,0.0,0.0,0.0,-0.016991665586829185,-1.4290505647659302,2.9628543853759766
