time,step,lift_coefficient,drag_coefficient,side_force_coefficient,force_x,force_y,force_z,unsteady_force_x,unsteady_force_y,unsteady_force_z,moment_x,moment_y,moment_z,lift,drag,dynamic_pressure,reference_area,rolling_moment_coefficient,pitching_moment_coefficient,yawing_moment_coefficient,rolling_moment_coefficient_quarter_chord,pitching_moment_coefficient_quarter_chord,yawing_moment_coefficient_quarter_chord,bound_vortex_strength_y,wake_vortex_strength_y,max_leading_edge_suction_parameter,n_particles_total,force_density,force_units,moment_units,reference_speed,reference_speed_units,power,rotational_power,translational_power
0.006,1,-4.787993479011824e-06,43.67104028841317,7.604564660988048e-07,9347.193,-0.00016276538,-0.001024805,9285.2958984375,0.0001443326473236084,3.036484122276306e-05,-5676.838446228945,2253.1668384409163,30653.845967263172,-0.0010248050093650818,9347.193359375,30.012500000000003,7.131576025264337,-5.304553590889957,7.380574177656827,28.64357868211839,-5.304556265541993,3.1238982899432846e-06,3.5538373112758427e-06,7.074326276779175e-06,-1.8656219339163727e-05,0.0,135,1.225,N,N*m,7.0,m/s,6.956678853309203,6.956678853309203,0.0
0.012,2,-1.7376827082899735e-06,0.2625011631461217,1.7253426086272423e-06,56.18481,-0.00036928616,-0.0003719274,-28.651655197143555,-0.00019245206203777343,-3.80770507035777e-05,-3000.1277315367224,13.535890467865846,184.26113666932446,-0.0003719273954629898,56.184810638427734,30.012500000000003,7.131576025264337,-2.803380522837208,0.04433876886269536,0.17217736305848558,-2.803381392383268,-3.525892748402666e-05,4.586656659719099e-06,8.989125490188599e-06,-2.1070273227508096e-05,0.0,270,1.225,N,N*m,7.0,m/s,14.703815940164098,14.703815940164098,0.0
0.018,3,1.829911464443447e-06,0.366370791668873,-1.1237409938990269e-06,78.416695,0.0002405215,0.0003916677,-29.611412048339844,0.0008109793998301029,0.0001244452578248456,-2997.9653657644535,18.934172407895037,257.16958952332965,0.0003916677087545395,78.41669464111328,30.012500000000003,7.131576025264337,-2.8013599641704863,0.06202162288421988,0.24030450795721978,-2.80135810760967,4.994444656141621e-05,5.171438144244121e-06,2.586469054222107e-05,-3.792902493060524e-05,0.0,405,1.225,N,N*m,7.0,m/s,33.05144078884436,33.05144078884436,0.0
0.024,4,1.0897056414442018e-06,0.4722941068493023,1.4425036952715106e-06,101.08814,-0.00030874833,0.0002332367,-30.147459030151367,-0.0006276624044403434,0.00021668932458851486,-2996.270482097632,24.418971448339033,331.51327302701634,0.00023323670029640198,101.08814239501953,30.012500000000003,7.131576025264337,-2.799776230314725,0.07998787619351712,0.30977276163835743,-2.7997764824732,9.272608720945715e-07,1.3529344133471842e-06,4.1194260120391846e-05,-5.420941391509615e-05,0.0,540,1.225,N,N*m,7.0,m/s,58.70434793273183,58.70434793273183,0.0
0.03,5,-1.6876087072608087e-06,0.5795837780158483,4.421436823233331e-06,124.05204,-0.00094634853,-0.00036120974,-30.1981258392334,-0.0003907135396730155,-0.0003922929463442415,-2995.1368620362427,30.0207191502509,406.8071202329393,-0.0003612097352743149,124.05204010009766,30.012500000000003,7.131576025264337,-2.7987169526156492,0.09833721177449316,0.3801288676560327,-2.798717731245974,-1.9183078423969225e-05,-8.227995546515977e-06,2.8558075428009033e-05,-3.038708261726697e-05,0.0,675,1.225,N,N*m,7.0,m/s,91.64963801486371,91.64963801486371,0.0
0.036,6,-7.038208041770454e-07,0.6876771439653163,5.062173436680378e-06,147.18796,-0.0010834895,-0.00015064329,-29.72389793395996,-0.0001008585313684307,8.51835502544418e-05,-2994.676713780361,35.73141199336815,482.681676819748,-0.00015064328908920288,147.18795776367188,30.012500000000003,7.131576025264337,-2.7982869807032547,0.11704341293783237,0.45102760035946243,-2.7982881624976725,-8.742815095335647e-06,1.6591777442155742e-06,-1.9356608390808105e-05,-2.792030523801614e-05,0.0,810,1.225,N,N*m,7.0,m/s,131.88255700529592,131.88255700529592,0.0
0.042,7,9.71273754060486e-07,0.7957160082372624,3.841339007000609e-06,170.31221,-0.00082218647,0.00020788796,-28.789709091186523,-0.0005986018222756684,0.00011783084482885897,-2994.9526689135237,41.51721683009251,558.5040916892425,0.00020788796246051788,170.3122100830078,30.012500000000003,7.131576025264337,-2.7985448388062126,0.13599565431044103,0.5218776107791009,-2.7985438962028484,-1.4152918824409611e-05,4.821682473239162e-06,1.8902122974395752e-05,-2.1422709073348756e-05,0.0,945,1.225,N,N*m,7.0,m/s,179.40654496504317,179.40654496504317,0.0
0.048,8,2.902847449999015e-06,0.9031831930428269,4.0362046710682235e-07,193.3141,-8.638948e-05,0.0006213151,-27.429922103881836,-4.504378011915833e-06,0.000157087531988509,-2996.0425032340268,47.40138200556279,633.9216540132597,0.0006213150918483734,193.31410217285156,30.012500000000003,7.131576025264337,-2.799563202216244,0.15527008921256039,0.5923493187255875,-2.7995615840340604,3.2812646662991774e-05,1.1689920871474541e-05,6.172433495521545e-05,-5.456386788704748e-05,0.0,1080,1.225,N,N*m,7.0,m/s,234.23611047160526,234.23611047160526,0.0
0.054,9,2.5669669940168045e-07,1.0097017848842222,-4.5353869395829806e-06,216.11296,0.000970738,5.4942444e-05,-25.699321746826172,0.0008742723148316145,-0.00039817928336560726,-2997.992750218195,53.36504489925936,708.6379274541964,5.494244396686554e-05,216.1129608154297,30.012500000000003,7.131576025264337,-2.801385552762412,0.17480493039987502,0.6621657280409377,-2.8013847988170792,2.9256088459891345e-05,-4.024049063727672e-06,1.9770115613937378e-05,-4.1669935292532045e-05,0.0,1215,1.225,N,N*m,7.0,m/s,296.3958749108535,296.3958749108535,0.0
0.06,10,6.104441924907691e-06,1.1148709166159858,-3.569352071274938e-06,238.62299,0.00076397136,0.0013065729,-23.694894790649414,0.00036116421688348055,0.000498238718137145,-3000.822061153293,59.434232836186226,782.4247688681318,0.0013065729290246964,238.62298583984375,30.012500000000003,7.131576025264337,-2.8040293185878227,0.19468543414349665,0.731113657119794,-2.80402471892082,1.0977378590860701e-05,9.814211798790552e-06,8.864700794219971e-05,-9.025334339085589e-05,0.0,1350,1.225,N,N*m,7.0,m/s,365.91745646187763,365.91745646187763,0.0
