time,step,total_kinetic_energy,total_enstrophy,test_filtered_enstrophy,kinetic_energy_rate,kinetic_energy_rate_source,viscous_kinetic_energy_rate,total_helicity,vortex_strength_magnitude_sum,net_vortex_strength_x,net_vortex_strength_y,net_vortex_strength_z,linear_impulse_x,linear_impulse_y,linear_impulse_z,angular_impulse_x,angular_impulse_y,angular_impulse_z,n_particles_total,max_vortex_strength_magnitude,min_particle_core_radius,mean_particle_core_radius,max_particle_core_radius,mean_eddy_viscosity,max_eddy_viscosity,mean_effective_viscosity,max_effective_viscosity,invariant_projection_correction_ratio,mean_core_radius,mean_overlap_ratio,max_overlap_ratio,vorticity_divergence_error,vortex_strength_misalignment_degrees,n_stabilization_events,n_regularization_events,regularization_cumulative_total_kinetic_energy_transfer,regularization_cumulative_total_enstrophy_transfer,last_stabilization_mechanism,stabilization_vortex_strength_error,stabilization_vortex_strength_growth,stabilization_vorticity_growth,max_stabilization_vorticity_growth,lagrangian_cfl,stretching_viscosity_feedback_coefficient
0.0,0,19.614171981811523,2223.724609375,1710.25146484375,0.0,direct_energy_backward_difference,-3.943681001663208,1.4217221178114414e-08,41.01604461669922,0.0,8.754432201385498e-08,-5.906913429498672e-07,-8.681090548634529e-07,-3.1689705792814493e-07,-2.034357748925686e-08,1.6028934624046087e-08,-3.3620744943618774e-07,-2.9907096177339554e-07,6688,0.016339058056473732,0.07999999821186066,0.07999999076128006,0.07999999821186066,0.0009720067610032856,0.0015833734069019556,0.0020192041993141174,0.0026305709034204483,0.0,0.07999999821186066,0.4932682827496018,0.5335242985644993,1.523987638974083e-07,1.371703224991991,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
