time,step,vortex_centre_0_x,vortex_centre_0_y,vortex_centre_1_x,vortex_centre_1_y,vortex_separation,core_radius_0,core_radius_1,mean_core_radius,angle_radians,is_pair_unresolved,is_core_radius_0_boundary_limited,is_core_radius_1_boundary_limited,peak_saddle_contrast,peak_saddle_contrast_standard_error,peak_saddle_signal_to_noise,vortex_centre_0_x_standard_error,vortex_centre_0_x_ci_lower,vortex_centre_0_x_ci_upper,vortex_centre_0_y_standard_error,vortex_centre_0_y_ci_lower,vortex_centre_0_y_ci_upper,vortex_centre_1_x_standard_error,vortex_centre_1_x_ci_lower,vortex_centre_1_x_ci_upper,vortex_centre_1_y_standard_error,vortex_centre_1_y_ci_lower,vortex_centre_1_y_ci_upper,vortex_separation_standard_error,vortex_separation_ci_lower,vortex_separation_ci_upper,core_radius_0_standard_error,core_radius_0_ci_lower,core_radius_0_ci_upper,core_radius_1_standard_error,core_radius_1_ci_lower,core_radius_1_ci_upper,mean_core_radius_standard_error,mean_core_radius_ci_lower,mean_core_radius_ci_upper,angle_radians_standard_error,angle_radians_ci_lower,angle_radians_ci_upper,peak_saddle_contrast_ci_lower,peak_saddle_contrast_ci_upper,ensemble_size,pair_resolved_leave_one_out_fraction
0.0,0,-0.0014832019805908203,0.498516321182251,-0.0014832019805908203,-0.5014827251434326,0.9999990463256836,0.12614199702236045,0.124553463057299,0.12534773003982974,1.5707963267948966,False,False,False,,,,0.0,-0.0014832019805908203,-0.0014832019805908203,0.0,0.498516321182251,0.498516321182251,0.0,-0.0014832019805908203,-0.0014832019805908203,0.0,-0.5014827251434326,-0.5014827251434326,0.0,0.9999990463256836,0.9999990463256836,9.205483015737869e-17,0.12614199702236026,0.12614199702236065,9.205483015737869e-17,0.1245534630572988,0.12455346305729921,9.205483015737869e-17,0.12534773003982955,0.12534773003982994,0.0,1.5707963267948966,1.5707963267948966,,,12,1.0
0.581999999994,18,0.07400059700012207,0.502387285232544,0.07206511497497559,-0.49954724311828613,1.0019363977779578,0.1477825425911655,0.1493455709605067,0.14856405677583612,1.5688645841880906,False,False,False,,,,0.003564040117488209,0.06615619759155926,0.08184499640868488,0.003035210930395467,0.4957068310169956,0.5090677394480922,0.00019713242848714188,0.07163122942530256,0.07249900052464861,0.001892471313476552,-0.5037125443951471,-0.4953819418414251,0.0035305072840269994,0.9941658036382189,1.0097069919176966,0.004113662361935734,0.13872843277891742,0.15683665240341357,0.0013404586289538153,0.1463952414104626,0.15229590051055084,0.0025597797781322733,0.14293001947106432,0.15419809408060792,0.0035971502337553596,1.5609473099049749,1.5767818584712063,,,12,1.0
1.163999999988,36,0.15543972528897798,0.498516321182251,0.152662992477417,-0.5000193119049072,0.9985394938558407,0.1657194587926747,0.16513667982282276,0.16542806930774873,1.5680155290324447,False,False,False,,,,0.001443203472829011,0.15226325586228862,0.15861619471566735,0.002345205643347262,0.4933545583638805,0.5036780840006214,0.0025032236949342696,0.1471534342724769,0.15817255068235708,0.002405021773718109,-0.5053127291385581,-0.4947258946712564,0.003159847600647899,0.9915847161786635,1.005494271533018,0.002825966544280845,0.1594995483657971,0.17193936921955227,0.0025012389906343556,0.15963148992259396,0.17064186972305156,0.0018786459113445898,0.16129319753581245,0.169562941079685,0.0027854990043215152,1.561884687060483,1.5741463710044064,,,12,1.0
1.745999999982,54,0.2285165786743164,0.498516321182251,0.22590788550998853,-0.49930881417315937,0.9978285454060074,0.1854140526469383,0.18384154782371112,0.1846278002353247,1.5681819536663126,False,False,False,,,,0.0015957103244711726,0.22500444393035035,0.23202871341828246,0.0019148523893653593,0.4943017594894918,0.5027308828750101,2.761644904721361e-16,0.22590788550998792,0.22590788550998914,0.0,-0.49930881417315937,-0.49930881417315937,0.001911566888485991,0.9936212150519272,1.0020358757600876,0.002006819130454117,0.1809970735218208,0.18983103177205582,0.0007850355839200174,0.1821136961533593,0.18556939949406295,0.0010964191622296535,0.18221459793001712,0.1870410025406323,0.0016020577218440926,1.5646558483949236,1.5717080589377017,,,12,1.0
2.327999999976,72,0.30506196022033694,0.49669814109802246,0.30506196022033694,-0.49639182090759276,0.9930899620056153,0.20376345736693566,0.20840547726545042,0.20608446731619304,1.5707963267948966,False,False,False,,,,0.002692574277489782,0.2991356441931375,0.3109882762475364,0.004996464578157969,0.48570099670857325,0.5076952854874717,0.00370045627807555,0.29691731086672474,0.31320660957394914,0.00405904239388205,-0.50532571298071,-0.48745792883447553,0.005842396131697928,0.9802309348203714,1.0059489891908593,0.004385442598128396,0.19411116328802133,0.21341575144584998,0.009380337600722044,0.1877594934096116,0.22905146112128924,0.005432520017271636,0.1941275713762774,0.21804136325610868,0.0034743110938760726,1.5631494196357336,1.5784432339540595,,,12,1.0
2.90999999997,90,0.3803625877086933,0.5003624732677753,0.3794395116659311,-0.49779042097238396,0.9981533210631456,0.20726957585933337,0.21952660731575946,0.2133980915875464,1.5698715428415135,False,False,False,,,,0.0024457037799362636,0.37497962998307355,0.38574554543431305,0.0015855779580199213,0.496872639712005,0.5038523068235455,0.0037849995142392678,0.37110878390413643,0.38777023942772576,0.006201478343739389,-0.5114397827775841,-0.4841410591671839,0.006814924066397878,0.9831537743258525,1.0131528678004387,0.008553528834864474,0.18844338582738074,0.226095765891286,0.0061227648679199964,0.2060504927027371,0.23300272192878183,0.0057886174317773745,0.20065743052275664,0.22613875265233618,0.0044389842382096265,1.5601014044073334,1.5796416812756937,,,12,1.0
3.491999999964,108,0.458772769341102,0.5008240112891564,0.45826319501369817,-0.5002169035658052,1.0010410445529463,0.2276352282341106,0.2278286515426917,0.22773193988840112,1.5702872823833973,False,False,False,,,,0.003008598051901954,0.45215088967618516,0.46539464900601885,0.0019403530543936247,0.49655332301109756,0.5050946995672153,0.0027848008919416013,0.45213388957672473,0.4643925004506716,0.002253229097618394,-0.5051762273719499,-0.4952575797596604,0.0031714172871465628,0.9940608021674786,1.008021286938414,0.005112493801974175,0.21638270524490494,0.23888775122331624,0.006842903908203387,0.21276752158880297,0.24288978149658041,0.0047291540271347556,0.21732314205488992,0.23814073772191233,0.00469375371507126,1.5599564001114006,1.580618164655394,,,12,1.0
4.073999999958,126,0.5374906429877648,0.49774709114661586,0.5247813563749014,-0.50051887064095,0.9983468617819469,0.24799213403446224,0.252550817622508,0.2502714758284851,1.5580656513101347,False,False,False,,,,0.00668166226060182,0.5227844035074358,0.5521968824680938,0.002575098144797016,0.49207933834413814,0.5034148439490936,0.00560035980280374,0.5124550475577566,0.5371076651920462,0.006480437785456775,-0.5147822180376375,-0.4862555232442625,0.007184138878688964,0.982534678721915,1.0141590448419786,0.011400070537228899,0.2229007479580235,0.273083520110901,0.01578796362114235,0.21780174398430702,0.28729989126070893,0.011237520880741324,0.22553785913375352,0.27500509252321664,0.008101666550402184,1.5402340034606887,1.5758972991595808,,,12,1.0
4.655999999952,144,0.6139185099766172,0.49966574537342995,0.6003985769608442,-0.5028944885029513,1.0026513906333623,0.2593407053152935,0.2550513840587144,0.25719604468700397,1.5573117369546776,False,False,False,,,,0.004370033582430032,0.6043001309125866,0.6235368890406479,0.003146909528769318,0.49273944420045773,0.5065920465464022,0.002577597509917818,0.5947253230928259,0.6060718308288625,0.0029731954314348784,-0.5094384475255916,-0.49635052948031083,0.004177968927417726,0.9934557430247919,1.0118470382419327,0.009105037639894616,0.23930065258780966,0.27938075804277734,0.011026822177201445,0.23078151208372466,0.27932125603370417,0.009025635624056663,0.2373307546180608,0.27706133475594713,0.004786565820366394,1.5467765766162493,1.567846897293106,,,12,1.0
5.237999999946,162,0.6849807898203532,0.5053850015004476,0.6757575314620445,-0.5069999612610916,1.0124269757964905,0.25911936070006636,0.26327412809938977,0.26119674439972806,1.5616861527663692,False,False,False,,,,0.0037150628195383208,0.6768039916857411,0.6931575879549652,0.00291786773481434,0.4989628179170111,0.5118071850838842,0.003019551417646139,0.6691115436016717,0.6824035193224174,0.0017444453064785175,-0.5108394594932423,-0.5031604630289409,0.003696782777533125,1.0042904117630578,1.0205635398299233,0.014004858944101244,0.22829487399492288,0.28994384740520984,0.030978506458233787,0.1950908951030142,0.33145736109576535,0.016664287313347993,0.22451889531954577,0.29787459347991035,0.0056823228302675015,1.5491794445421005,1.574192860990638,,,12,1.0
